,vz,chtr,Ratio,Spread
0,51.1150016784668,571.8800048828125,11.188104981002637,-84.82051490808101
1,51.10499954223633,569.8200073242188,11.149985567523277,-82.85582469979732
2,51.00910186767578,570.4600219726562,11.183494731048263,-84.40961947006741
3,50.99679946899414,570.0999755859375,11.179132445999011,-84.16679894328388
4,51.005001068115234,571.77001953125,11.21007759156152,-85.75869231530623
5,51.10499954223633,572.739990234375,11.207122500040867,-85.77580760995357
6,51.2400016784668,572.239990234375,11.167837070443623,-83.98941282449454
7,51.209800720214844,567.4400024414062,11.080691478211744,-79.47720088675266
8,51.29999923706055,567.1699829101562,11.055945250393238,-78.34770679483074
9,51.349998474121094,566.8499755859375,11.038948245959801,-77.55127176637313
10,51.369998931884766,569.969970703125,11.09538607269371,-80.48068853204433
11,51.44499969482422,569.530029296875,11.070658619406588,-79.32608739488415
12,51.435001373291016,568.8300170898438,11.059200970202049,-78.72134618905915
13,51.61000061035156,570.0700073242188,11.045727583461376,-78.29382128404632
14,51.33000183105469,554.77001953125,10.807909599481325,-65.66185771409812
15,51.2599983215332,552.9199829101562,10.786578248440689,-64.4788634978633
16,51.165000915527344,555.1599731445312,10.850385287026421,-67.62405546556096
17,51.130001068115234,550.0399780273438,10.75767585638385,-62.83756337625101
18,51.15999984741211,547.7999877929688,10.70758384337014,-60.31172378915346
19,51.084999084472656,548.27001953125,10.732505223786864,-61.49641525834488
20,50.939998626708984,545.4600219726562,10.707892357238096,-60.06808348641641
21,50.8739013671875,547.9099731445312,10.769961776470334,-63.147855580802
22,50.9900016784668,553.2100219726562,10.84938230559577,-67.34161943307373
23,51.01499938964844,553.030029296875,10.840537800909814,-66.92343107972499
24,51.084999084472656,554.489990234375,10.854262507032379,-67.71638596146988
25,51.5099983215332,559.530029296875,10.86255188369846,-68.7067350142841
26,51.818199157714844,558.1900024414062,10.772084161830648,-64.42995501098841
27,52.11000061035156,561.8200073242188,10.78142392523047,-65.27947154345037
28,52.279998779296875,561.10498046875,10.732689241969727,-62.94458322374885
29,51.974998474121094,560.3599853515625,10.781337216018807,-65.10584435625321
30,52.03499984741211,560.0,10.761987155609665,-64.17412395014179
31,52.15999984741211,558.2899780273438,10.703412186743765,-61.27301454233657
32,52.310001373291016,563.9099731445312,10.780155961388644,-65.46369019770373
33,52.32500076293945,563.2899780273438,10.76521681441252,-64.70077040415492
34,52.47249984741211,562.1400146484375,10.713040474212544,-62.1453325755578
35,52.48500061035156,558.8900146484375,10.648566412290528,-58.776216562222146
36,52.699501037597656,560.885009765625,10.643080080881035,-58.72730156959432
37,52.810001373291016,560.6300048828125,10.61598163802273,-57.41937219538897
38,52.814998626708984,562.6699829101562,10.65360214978041,-59.41173289668154
39,52.73500061035156,558.8900146484375,10.598084918552761,-56.394041691924144
40,52.80500030517578,554.8599853515625,10.50771673411347,-51.697006339294035
41,52.77000045776367,556.7899780273438,10.55125967779724,-53.96050204295284
42,52.81999969482422,561.6900024414062,10.634040243973075,-58.38409875277654
43,52.875,561.1900024414062,10.61352250480201,-57.360017373382675
44,53.150001525878906,562.0549926757812,10.574881966882256,-55.604600710788304
45,53.27000045776367,562.8099975585938,10.565233578415874,-55.21617183360689
46,53.185001373291016,556.8099975585938,10.469304939008957,-50.02610256572325
47,53.11000061035156,558.219970703125,10.510637625455487,-52.15073544116467
48,53.20000076293945,561.260009765625,10.550000032267176,-54.33319009639325
49,52.20500183105469,551.1699829101562,10.557800279250007,-53.72420904696139
50,52.270599365234375,549.6849975585938,10.516141085694034,-51.61416450549342
51,52.45000076293945,546.375,10.41706371882576,-46.5947049416622
52,52.6349983215332,548.8900146484375,10.428232775755296,-47.346933449505684
53,52.78499984741211,550.1400146484375,10.422279364189658,-47.16761398768534
54,52.6510009765625,553.77001953125,10.517749126512518,-52.07445384164282
55,52.66999816894531,552.3300170898438,10.48661546025081,-50.45343286303432
56,53.154998779296875,557.4400024414062,10.487066414128511,-50.94199315036212
57,53.3849983215332,555.9199829101562,10.413412014399599,-47.230377100330486
58,53.60499954223633,558.3800048828125,10.416565798920583,-47.59407355541123
59,53.56039810180664,557.4400024414062,10.407689677396242,-47.079064836287785
60,53.415000915527344,555.989990234375,10.408873550590034,-47.014498722722806
61,53.649898529052734,556.1849975585938,10.366934753052812,-44.971237278808985
