,goog,amzn,Ratio,Spread
0,143.0500030517578,169.22000122070312,1.1829430102107483,-17.92856526345855
1,143.77749633789062,169.58248901367188,1.179478662051098,-17.521647243353215
2,143.29849243164062,169.00050354003906,1.1793599546810263,-17.446262169997738
3,143.23974609375,169.02499389648438,1.1800146153977262,-17.532883373189577
4,143.55892944335938,169.34100341796875,1.1795922697012142,-17.511320673311815
5,143.70700073242188,170.03500366210938,1.1832061263230276,-18.04871890788658
6,143.3000030517578,169.3155059814453,1.181545724882442,-17.759666961059054
7,143.33074951171875,168.18099975585938,1.1733769643206176,-16.59264290269539
8,142.49349975585938,166.46249389648438,1.1682111407305749,-15.759622643575739
9,142.71725463867188,167.15150451660156,1.171207398431197,-16.21198735805882
10,142.86949157714844,167.41400146484375,1.171796718926808,-16.313476654874933
11,142.67599487304688,166.6719970703125,1.1681852803522925,-15.776116745432773
12,142.4239959716797,165.88926696777344,1.1647564431541417,-15.259903768613015
13,142.67098999023438,166.35000610351562,1.1659693825276045,-15.459419004021072
14,141.0800018310547,165.11700439453125,1.1703785246066356,-15.909065865873686
15,141.61700439453125,165.05450439453125,1.1654991934069259,-15.278625375081134
16,141.19400024414062,164.75149536132812,1.1668448735530823,-15.422990714217718
17,141.27700805664062,165.17050170898438,1.1691251391929562,-15.754206982315196
18,141.04750061035156,165.218994140625,1.1713712999214925,-16.04542930120644
19,141.28900146484375,165.12950134277344,1.1687357092962527,-15.700522240638605
20,139.61898803710938,162.95350646972656,1.1671299782406037,-15.290754030714538
21,139.78599548339844,164.49449157714844,1.176759452964546,-16.655110016671216
22,140.46749877929688,164.7624969482422,1.1729581460485583,-16.202349151858186
23,140.03298950195312,164.27450561523438,1.1731128943222564,-16.173900154423023
24,140.24449157714844,163.1824951171875,1.1635572512124006,-14.858202470206294
25,140.5749969482422,164.09295654296875,1.1672983112593311,-15.419117365979702
26,139.9770050048828,163.15460205078125,1.1655814613628142,-15.11320648002524
27,140.7530059814453,163.60250854492188,1.1623375813834391,-14.740404833349658
28,143.375,166.22000122070312,1.1593374104321055,-14.584844508950823
29,143.2220001220703,166.34750366210938,1.1614661401204343,-14.874161495896715
30,143.9698944091797,167.15249633789062,1.1610239559030529,-14.888172010006457
31,143.57225036621094,167.07550048828125,1.1637032926775221,-15.231729372400991
32,143.13699340820312,167.2239990234375,1.1682793877508815,-15.84056099936123
33,143.50074768066406,167.4499969482422,1.1668928535541363,-15.681847948687732
34,143.69300842285156,168.36898803710938,1.1717270720760662,-16.397501720929853
35,142.02749633789062,165.8489990234375,1.1677245836177688,-15.63897869511058
36,141.80999755859375,165.25,1.1652916073968707,-15.270009045575762
37,141.3489990234375,164.68800354003906,1.1651161640892247,-15.195570284811396
38,142.09774780273438,165.13999938964844,1.1621577536816574,-14.855680251342022
39,141.7314910888672,164.4499969482422,1.1602925763698504,-14.553035398106516
40,141.47048950195312,163.6405029296875,1.1567112229962864,-14.019579855811514
41,141.0625,164.0550079345703,1.1629951825224303,-14.865579556878544
42,137.91500854492188,158.3144989013672,1.1479134908641997,-12.453896051415057
43,137.69549560546875,158.89625549316406,1.1539684344391385,-13.267812217574487
44,137.15225219726562,158.33358764648438,1.154436657873862,-13.27968525553652
45,137.39700317382812,159.10751342773438,1.158012982469779,-13.79475940514638
46,136.66049194335938,157.80450439453125,1.1547192765845982,-13.270693673439979
47,136.93075561523438,158.60150146484375,1.1582606168515028,-13.781856572953814
48,137.17649841308594,158.72525024414062,1.157087781656038,-13.645704758262838
49,136.20249938964844,158.5500030517578,1.1640755768965558,-14.500570867055558
50,136.23574829101562,157.35475158691406,1.1550180738963298,-13.270154956741465
51,135.5030059814453,155.39100646972656,1.1467716553166691,-12.081367084129568
52,136.3665008544922,156.43199157714844,1.1471438410234405,-12.20910943378854
53,136.2561492919922,156.48199462890625,1.1484398718297166,-12.375821650136231
54,136.93325805664062,157.85775756835938,1.1528080161728396,-13.035466063776852
55,136.40049743652344,157.74349975585938,1.1564730534012042,-13.484662410797824
56,135.60000610351562,156.27017211914062,1.1524348457613314,-12.857944215941615
57,135.18174743652344,156.1824951171875,1.1553519471297355,-13.212622704941623
58,135.5500030517578,156.69569396972656,1.155999191751361,-13.336349906732323
59,134.9499969482422,155.8040008544922,1.1545313403322877,-13.07923059819089
60,134.48348999023438,155.5313720703125,1.1565090412332883,-13.299985288707887
61,134.7060089111328,154.8520050048828,1.14955528900749,-12.38527948610809
62,134.02450561523438,154.52249145507812,1.1529420738822989,-12.776532172210182
63,130.74749755859375,152.0500030517578,1.1629285905347249,-13.76984764135284
64,130.67599487304688,151.69326782226562,1.160834994748938,-13.488734528186455
65,130.28250122070312,151.24899291992188,1.1609309884502508,-13.460623333868682
66,130.89549255371094,151.87860107421875,1.1603042863519362,-13.44192434365928
67,130.56649780273438,151.54925537109375,1.1607055249353555,-13.460527520197218
68,130.25698852539062,151.33450317382812,1.1618148468427774,-13.573116126933428
69,129.8074951171875,151.1219940185547,1.1642008335660812,-13.835996707623565
70,130.95401000976562,154.51100158691406,1.1798875160477462,-16.012436077842125
71,130.71450805664062,154.41250610351562,1.1812958515408734,-16.16724079458234
72,129.593994140625,153.46449279785156,1.1841944822792037,-16.404296735667913
73,129.66323852539062,153.3800048828125,1.1829104889492457,-16.24657511087929
74,128.16400146484375,151.0319061279297,1.1784268936808966,-15.48408784073294
75,127.71875,150.6844940185547,1.1798149764114876,-15.607579136049964
76,128.37449645996094,150.76651000976562,1.1744272746322988,-14.99606963662896
77,129.1332550048828,151.45745849609375,1.1728772614797545,-14.884545789108046
78,129.5072479248047,153.22950744628906,1.1831732192723154,-16.261055244820767
79,130.20974731445312,153.84201049804688,1.1814938103406534,-16.130586334665765
80,130.0,154.80575561523438,1.190813504732572,-17.316162781561843
81,129.81649780273438,154.47750854492188,1.1899682333108517,-17.18198988345037
82,130.41200256347656,155.7062530517578,1.1939564609934548,-17.78092125886357
83,130.25100708007812,155.5605010986328,1.1943132309372047,-17.80544010158866
84,128.2050018310547,153.4499969482422,1.1969111560128887,-17.858816171381022
85,128.74301147460938,153.67599487304688,1.1936647520735895,-17.51580850516322
86,127.7905044555664,152.7259979248047,1.1951279054376729,-17.57319465091669
87,127.890380859375,152.26998901367188,1.190628943244012,-17.011555231373592
88,128.187744140625,152.75900268554688,1.1916818078799063,-17.186073853535163
89,127.55550384521484,151.87750244140625,1.1906777666427117,-16.9732386923867
90,127.27900695800781,151.6949920654297,1.1918304180003325,-17.083154812116874
91,128.5386505126953,153.50399780273438,1.1942244390341823,-17.55994609211737
92,127.42950439453125,151.43350219726562,1.1883708009129206,-16.662497011105728
93,126.69149017333984,150.385498046875,1.1870213053861542,-16.395025743615633
94,126.9074935913086,150.95449829101562,1.189484513634378,-16.7355781263162
95,128.14450073242188,153.00601196289062,1.1940115345439755,-17.47881788923729
96,127.56949615478516,152.49301147460938,1.1953720604930784,-17.573949287546583
97,127.97700500488281,152.82949829101562,1.1941949906171394,-17.479449751060173
98,129.35000610351562,155.05450439453125,1.1987205031165205,-18.252353069874175
99,129.91574096679688,157.0940704345703,1.2091996648406103,-19.693590986802832
100,129.9550018310547,157.07049560546875,1.2086529444219853,-19.628493386615844
101,129.7272491455078,156.6060028076172,1.2071943546105797,-19.404874619553624
102,129.52450561523438,156.89999389648438,1.2113537368949445,-19.913289750166655
103,130.52700805664062,158.302001953125,1.2127911633769446,-20.25503894154798
104,130.531005859375,158.11300659179688,1.2113061226398332,-20.061815455064618
105,129.82749938964844,154.7060089111328,1.1916274259185802,-17.398854836543336
106,128.75,154.44699096679688,1.1995882793537622,-18.27941344883274
107,128.14549255371094,154.05474853515625,1.202186245221116,-18.526505499155235
108,128.94949340820312,155.23049926757812,1.2038085235137739,-18.851935076792074
109,128.6699981689453,154.25,1.1988031568747504,-18.167033398787083
110,128.39625549316406,154.42449951171875,1.2027180926622931,-18.631046518462455
111,128.35250854492188,154.02999877929688,1.2000544479065494,-18.282813094513926
112,129.36000061035156,153.89549255371094,1.1896683041712666,-17.0827709161658
113,128.26150512695312,153.3365020751953,1.1954990074646556,-17.68556272028158
114,126.81500244140625,151.0802459716797,1.1913436349258832,-16.959145580370972
115,126.65550231933594,151.07650756835938,1.1928144044421447,-17.124096460438096
116,125.56391906738281,149.08499145507812,1.1873234967687885,-16.287052169119107
117,125.38836669921875,148.9560089111328,1.187957167258172,-16.3437359607112
118,124.92500305175781,148.2635040283203,1.1868200953086476,-16.14129014884739
119,122.23500061035156,147.51950073242188,1.20685155639398,-18.24226639441457
120,122.44999694824219,147.5550079345703,1.2050225529767848,-18.050390835352914
121,120.73750305175781,145.385498046875,1.204145310049613,-17.69203547502518
122,120.16300201416016,145.0500030517578,1.2071103469490962,-17.964139816383565
123,120.23750305175781,144.39450073242188,1.2009106731887584,-17.22984428685541
124,119.9425048828125,144.99349975585938,1.2088583600744578,-18.14083698825422
125,119.54100036621094,144.30250549316406,1.2071381789603304,-17.8744788217776
126,122.35762786865234,145.0,1.1850507608373517,-15.593073571115127
127,120.8561782836914,143.20050048828125,1.1848835741946098,-15.381525537062274
128,121.44200134277344,143.74600219726562,1.183659694404562,-15.307453600925385
129,122.0250015258789,143.968994140625,1.1798319388678085,-14.913857407383773
130,122.13824462890625,145.0,1.1871793347002393,-15.82509597347837
131,122.3062515258789,145.60450744628906,1.1904911288649906,-16.251917267013454
132,123.25,146.00698852539062,1.1846408805305528,-15.6562783965434
133,120.05000305175781,140.63125610351562,1.1714390048193877,-13.664901955305425
134,119.6189956665039,140.04299926757812,1.170742142477237,-13.532483810959192
135,120.55069732666016,140.65049743652344,1.1667331716497515,-13.154602888386506
136,119.60050201416016,140.1094970703125,1.1714791719998314,-13.61854072700703
137,120.8550033569336,141.2532501220703,1.1687828074845397,-13.435517787786267
138,120.05550384521484,140.04324340820312,1.1664874905590175,-13.071071553433924
139,119.5060043334961,139.4449920654297,1.1668450706149576,-13.05397762703366
140,114.06949615478516,136.76651000976562,1.198975314348562,-16.12521323235343
141,115.26350402832031,139.0290069580078,1.2061841094458512,-17.124912823883705
142,116.77650451660156,140.12081909179688,1.1999059200464128,-16.616557103127107
143,116.32674407958984,139.84901428222656,1.2022086183942617,-16.82042444246015
144,115.30550384521484,139.08200073242188,1.2062043536024474,-17.133487077344554
145,114.73274993896484,137.94900512695312,1.202350725493277,-16.606243020831258
146,115.07649993896484,138.1719970703125,1.200696902874151,-16.46568075237083
147,116.17850494384766,140.70774841308594,1.21113409473718,-17.835938099590365
148,117.2449951171875,142.08074951171875,1.2118278427979605,-18.081006123656962
149,117.87850189208984,142.00050354003906,1.2046344436072944,-17.330755624756534
150,119.53849792480469,144.322998046875,1.2073348799954047,-17.89761798818111
151,119.7717514038086,145.12550354003906,1.2116839057546274,-18.45343174399683
152,120.08149719238281,145.29425048828125,1.2099636820442456,-18.294587751061982
153,119.54899597167969,145.1824951171875,1.2144183557307349,-18.746012195490593
154,117.46800231933594,127.66524505615234,1.086808684369172,-3.429646518687747
155,117.54549407958984,126.9834976196289,1.0802923464990382,-2.665942847046807
156,117.29750061035156,125.44999694824219,1.0695027284935275,-1.3947231072830277
157,117.5615005493164,124.87699890136719,1.0622269902805637,-0.5425154902819429
158,116.55899810791016,122.64408111572266,1.0522060339106463,0.6301434301033026
159,116.0042495727539,122.8689956665039,1.0591766777426947,-0.1814799685526367
160,114.96700286865234,124.281494140625,1.0810188231367073,-2.690983265865981
161,116.43475341796875,122.56117248535156,1.0526167564884228,0.5816493540760064
162,115.62333679199219,120.85099792480469,1.0452128547562776,1.4336597490537315
163,115.93937683105469,121.25875091552734,1.0458806509907672,1.3601545759452307
164,114.9739990234375,120.12445068359375,1.0447966644972166,1.473459410186905
165,114.6927490234375,120.58477783203125,1.0513722869035924,0.7156788157150089
