,ecl,shw,Ratio,Spread
0,183.4199981689453,260.17498779296875,1.4184657637676215,17.692796587222517
1,183.5399932861328,257.44000244140625,1.402637091961019,20.609565701091128
2,182.3800048828125,256.69500732421875,1.4074734096490296,19.597263845456496
3,182.27000427246094,257.32501220703125,1.4117792624966232,18.800616141882927
4,183.0850067138672,257.04998779296875,1.4039925628355636,20.310309212137497
5,183.24000549316406,260.010009765625,1.4189587533892805,17.585098971107072
6,182.7100067138672,259.4100036621094,1.4197908933819818,17.382195969848965
7,180.3300018310547,254.8300018310547,1.4131314769785042,18.356665742223697
8,180.8000030517578,253.9600067138672,1.404646031124047,19.938678083031903
9,180.27999877929688,253.9149932861328,1.4084479421201999,19.195923347537644
10,179.73500061035156,252.75999450683594,1.4062925620969933,19.525290051772515
11,179.27999877929688,252.69000244140625,1.4094712414209738,18.90598786386977
12,179.2949981689453,252.5850067138672,1.4087677252204351,19.0337065616971
13,180.38999938964844,253.19000244140625,1.4035700609683321,20.08755701302522
14,178.39999389648438,254.72000122070312,1.4278027462742124,15.542846518484566
15,178.46499633789062,254.0825958251953,1.423711097632483,16.278725823888635
16,177.7100067138672,253.25,1.4250745058366947,15.967567989986264
17,178.0800018310547,252.28500366210938,1.416694749932973,17.493079672281567
18,178.2449951171875,252.27000427246094,1.4152992296171096,17.75803173510093
19,177.72999572753906,251.5399932861328,1.4152928562027585,17.707856586943592
20,176.44000244140625,249.83999633789062,1.4160054005942313,17.453608742571134
21,176.1300048828125,251.08999633789062,1.4255946708509575,15.733985279319484
22,177.91200256347656,252.80999755859375,1.4209833733302766,16.713579262192127
23,177.56100463867188,252.60000610351562,1.422609691905858,16.39183471977185
24,178.39549255371094,253.23500061035156,1.4195145683633688,17.02102792615557
25,179.73800659179688,254.64500427246094,1.4167565842141858,17.644834126581657
26,179.6300048828125,253.77999877929688,1.4127929181144239,18.34622498729368
27,180.36000061035156,255.25999450683594,1.4152805147650103,17.97211900701899
28,179.72999572753906,255.33999633789062,1.4206865988300152,16.9377061919746
29,179.82000732421875,256.0199890136719,1.4237569713366942,16.39407445386422
30,180.48570251464844,256.79998779296875,1.4228273165965961,16.622554845234845
31,180.16000366210938,257.1650085449219,1.427425640083998,15.764124326442413
32,180.56500244140625,257.3800048828125,1.4254146783861557,16.162671302276237
33,180.3000030517578,258.04998779296875,1.431225642957375,15.09123383973315
34,180.05999755859375,259.07000732421875,1.4387982385699754,13.707623667929624
35,180.60000610351562,258.6700134277344,1.4322813105525083,14.925690726674077
36,180.92999267578125,260.739990234375,1.4411098258408148,13.3556192663753
37,180.52999877929688,260.44000244140625,1.44264113555887,13.049645774362773
38,180.7899932861328,260.92999267578125,1.4432767429932498,12.953528063631495
39,180.8699951171875,259.69000244140625,1.4357826585506925,14.314715178190966
40,180.32000732421875,258.30999755859375,1.4325088013896734,14.861529073139593
41,180.3300018310547,257.9599914550781,1.4304884868617285,15.22667611820026
42,178.17250061035156,258.0199890136719,1.4481470941351389,11.89822315682028
43,178.38999938964844,255.6300048828125,1.4329839439286758,14.61770191483015
44,178.72000122070312,256.7569885253906,1.4366438382479576,13.990646734535119
45,179.85000610351562,258.7099914550781,1.4384764118727544,13.749517953034513
46,179.8300018310547,259.8900146484375,1.4451983095267773,12.539189760643694
47,179.9239959716797,262.0799865722656,1.4566149732107851,10.4916120351632
48,181.2100067138672,262.5199890136719,1.4487058070043237,11.999821125694837
49,180.36000061035156,258.6199951171875,1.4339099259370056,14.612118396667427
50,181.65499877929688,258.6400146484375,1.4237979487846308,16.553925686775244
51,181.8800048828125,260.67999267578125,1.4332526153369114,14.854815329696748
52,182.625,262.3399963378906,1.4364955309398528,14.323424385140015
53,182.83999633789062,262.5799865722656,1.4361189664815706,14.409137763543924
54,183.64999389648438,263.8800048828125,1.4368636735787226,14.33620608044589
55,183.66000366210938,263.8299865722656,1.436513020317967,14.401388448479167
56,183.27999877929688,264.3299865722656,1.4422194911217125,13.325709046588088
57,184.27000427246094,265.75,1.4421772064815446,13.405481005703052
58,184.1999969482422,265.8900146484375,1.4434854454593131,13.159410418626123
59,183.8300018310547,266.6700134277344,1.450633796287573,11.818896294924514
60,183.44000244140625,264.1600036621094,1.4400348895900523,13.738085717113336
61,183.72999572753906,264.8599853515625,1.4415718255626289,13.477422491880418
62,183.10000610351562,263.8699951171875,1.4411249935623078,13.513024858207018
63,181.97999572753906,261.9700012207031,1.4395538376257866,13.716285548049541
64,181.6199951171875,262.25,1.443948943125933,12.89091236589303
65,182.11000061035156,262.1300048828125,1.4394047773558265,13.753229705732679
66,181.2050018310547,261.6199951171875,1.4437791036315168,12.89223299343604
67,181.61000061035156,262.0899963378906,1.4431473787625315,13.035775086457363
68,181.1750030517578,261.7200012207031,1.4445701493706355,12.746780949343872
69,180.60000610351562,261.2799987792969,1.4467330561967833,12.315705375111577
70,181.92999267578125,263.44000244140625,1.4480295335958409,12.17053338773843
71,182.26800537109375,262.7959899902344,1.44181086228045,13.32661017037077
72,181.09500122070312,260.69000244140625,1.4395206973366401,13.65558284845622
73,180.5050048828125,259.3900146484375,1.4370239474348023,14.06176965549821
74,178.97999572753906,257.29998779296875,1.4375907583809315,13.84151999060066
75,178.6699981689453,256.20001220703125,1.4339285545006597,14.471872113286508
76,179.27999877929688,256.94000244140625,1.4331771764328989,14.655987863869768
77,179.02999877929688,255.44000244140625,1.4268000010227642,15.777256281771145
78,180.0800018310547,257.79998779296875,1.4315858794516698,15.007948198211068
79,179.32000732421875,258.4100036621094,1.4410550585964026,13.24659664122953
80,179.61000061035156,259.364990234375,1.4440453724903939,12.730928533184112
81,179.5399932861328,258.31500244140625,1.4387602322660764,13.674860387513434
82,180.1125030517578,258.9100036621094,1.437490453329095,13.947169284018571
83,180.32000732421875,258.29998779296875,1.4324532902693405,14.871538838764593
84,179.85000610351562,256.6199951171875,1.426855637522112,15.839514290925138
85,179.8112030029297,258.510009765625,1.437674657910014,13.89071580378669
86,178.74000549316406,257.3599853515625,1.4398566489996292,13.417954907394687
87,178.42999267578125,255.80999755859375,1.4336715129693298,14.498296121170483
88,178.47500610351562,255.94500732421875,1.4340663878491224,14.4314783823516
89,177.2899932861328,254.05999755859375,1.4330193873297739,14.521281031438491
90,176.5800018310547,252.8000030517578,1.4316457154283397,14.705690790041501
91,176.0800018310547,247.17999267578125,1.403793673928659,19.568238001820873
92,175.38499450683594,247.85000610351562,1.4131768045518582,17.845339680200595
93,174.82000732421875,248.52999877929688,1.4216336138138732,16.309433046267145
94,175.55999755859375,249.0500030517578,1.418603363608709,16.910459462615677
95,175.4499969482422,248.92999267578125,1.4188087603627357,16.86382701783117
