,bmy,tmo,Ratio,Spread
0,73.18000030517578,588.969970703125,8.048236789382319,-40.56715305398734
1,72.88999938964844,592.0172729492188,8.122064452003478,-45.78769004362857
2,73.13999938964844,591.5549926757812,8.087981919774318,-43.45193745752988
3,72.81500244140625,589.7550048828125,8.099361190812077,-44.08744080148563
4,72.7249984741211,589.094970703125,8.10030915178021,-44.10188638475165
5,73.06700134277344,592.0599975585938,8.102973800458972,-44.503981619136994
6,73.21499633789062,592.8699951171875,8.097657922170272,-44.204921074672825
7,73.58999633789062,592.77001953125,8.05503531770173,-41.29473701974348
8,73.70999908447266,594.47998046875,8.065119900320008,-42.10541066458461
9,73.66999816894531,595.2999877929688,8.080629870897841,-43.22518041968965
10,73.33000183105469,594.1099853515625,8.10186786467475,-44.58307288006051
11,73.51000213623047,593.02001953125,8.067201772518676,-42.144204707678455
12,73.4800033569336,591.7000122070312,8.052531099281698,-41.04900491316505
13,73.73999786376953,595.280029296875,8.07268845324109,-42.680651963004266
14,73.53900146484375,598.2050170898438,8.134527328003267,-47.11188450930126
15,73.23500061035156,599.114990234375,8.180719399757768,-50.30000638949832
16,73.26499938964844,597.0999755859375,8.149866656114398,-48.06018421135548
17,73.37999725341797,599.5,8.169801341496724,-49.59842737026838
18,73.49500274658203,599.8699951171875,8.162051468799831,-49.106584058468684
19,73.31500244140625,596.010009765625,8.12944131376057,-46.59550105897574
20,73.02999877929688,590.760009765625,8.089278647682223,-43.481286938851554
21,73.3499984741211,588.1900024414062,8.018950438682394,-38.51323734137998
22,73.38999938964844,589.9199829101562,8.038152170816936,-39.94345537924369
23,73.38999938964844,587.030029296875,7.9987741406041595,-37.05350176596244
24,73.41999816894531,588.030029296875,8.009126177635835,-37.82869423625709
25,73.70500183105469,591.5700073242188,8.026185369077192,-39.23288638372503
26,73.74500274658203,590.1400146484375,8.002440744037935,-37.50313127705749
27,73.81999969482422,592.260009765625,8.023029154891075,-39.06110756998169
28,74.55999755859375,589.9749755859375,7.912754759981041,-31.230611353491554
29,74.2699966430664,589.5,7.9372563167475745,-32.928870511101536
30,74.12000274658203,590.1699829101562,7.96235781220841,-34.722891069784396
31,74.1500015258789,588.2550048828125,7.93331075896886,-32.5831055127353
32,73.91010284423828,587.989990234375,7.955475200373263,-34.1158650158884
33,73.68000030517578,588.2349853515625,7.983645262149122,-36.085223077102455
34,73.80000305175781,589.8599853515625,7.992682397829696,-36.81093578444347
35,74.5999984741211,587.3099975585938,7.872788332057847,-28.265870895261514
36,74.77999877929688,591.7849731445312,7.913679898432536,-31.391944129129456
37,74.56999969482422,589.10498046875,7.900026590849494,-30.28566133512311
38,74.61000061035156,591.280029296875,7.924943364962785,-32.160947732361706
39,74.55999755859375,588.0787963867188,7.88732317117595,-29.334432154272804
40,74.5250015258789,585.219970703125,7.852666336409354,-26.73786286405607
41,74.44999694824219,584.1500244140625,7.8462061565988375,-26.229992573094478
42,74.80999755859375,576.1699829101562,7.7017778600898925,-15.552146365049111
43,75.00499725341797,579.6300048828125,7.7278851557640555,-17.550862220783188
44,75.22000122070312,580.47802734375,7.717070166491602,-16.787668762436397
45,75.23999786376953,583.219970703125,7.751461819006298,-19.37975949328711
46,75.1500015258789,583.0,7.757817540419293,-19.83421137927803
47,75.20500183105469,586.510009765625,7.798816508018954,-22.932054949164126
48,75.33999633789062,587.52001953125,7.7982485809568525,-22.93043083111513
49,76.17500305175781,602.4650268554688,7.908959668122603,-31.617990318068337
50,76.09120178222656,600.6699829101562,7.894079326401981,-30.450943805686506
51,76.48500061035156,605.9249877929688,7.9221413735723,-32.75486388349657
52,76.94000244140625,610.8049926757812,7.9387181348342235,-34.225135435544644
53,77.08499908447266,611.3969116210938,7.931464213304354,-33.730465596002205
54,77.1050033569336,614.7849731445312,7.973347336470186,-36.9686173170777
55,77.26000213623047,612.1599731445312,7.923375048128087,-33.18207363104182
56,76.90499877929688,609.0800170898438,7.919901524708306,-32.76247341682176
57,77.50749969482422,611.5399780273438,7.8900749015927945,-30.70735921994776
58,77.73500061035156,613.239990234375,7.888852967381505,-30.702504761596856
59,77.9800033569336,613.3499755859375,7.865477676097092,-28.976466664169834
60,77.7699966430664,614.4500122070312,7.900862012725992,-31.65027034087609
61,77.99500274658203,613.27001953125,7.862939905571389,-28.78410684462972
62,77.77999877929688,609.1799926757812,7.832090540453056,-26.305295908445146
63,77.32499694824219,589.4749755859375,7.623343017788996,-10.01001214936582
64,77.12000274658203,590.7999877929688,7.660787950622228,-12.871228200662586
65,76.98100280761719,590.6599731445312,7.672801751110549,-13.772863700674066
66,76.8499984741211,590.4299926757812,7.68288880154768,-14.524615198498282
67,76.66500091552734,588.5599975585938,7.67703633379061,-14.04097129705201
68,76.69999694824219,586.2999877929688,7.64406794160121,-11.518705138049995
69,76.5,585.89501953125,7.658758425245098,-12.612491856925203
70,76.0,581.0800170898438,7.645789698550575,-11.544434040841338
71,76.61199951171875,579.510009765625,7.5642198801635745,-5.388170154353588
72,76.80000305175781,576.0,7.499999701976788,-0.46928268094666237
73,76.82360076904297,574.0399780273438,7.472182666275913,1.667577971612559
74,76.78500366210938,569.780029296875,7.420459752846777,5.638284257325722
75,76.47000122070312,566.4500122070312,7.407480098923724,6.607707937588316
76,76.55999755859375,570.7999877929688,7.455590464930694,2.932154940766736
77,76.6500015258789,567.8900146484375,7.408871537422005,6.516607848251624
78,76.69000244140625,570.4749755859375,7.438713749185229,4.231409341637914
79,76.66999816894531,572.22998046875,7.463544986760259,2.32649465646341
80,76.81999969482422,577.14501953125,7.5129526402502105,-1.4644495836723763
81,76.80500030517578,576.739990234375,7.509146382953784,-1.1718240516499918
82,76.83499908447266,577.385009765625,7.514609444204535,-1.5920360531946471
83,76.88999938964844,576.7999877929688,7.5016255998387,-0.594847884799492
84,77.38999938964844,567.4754028320312,7.332670982136432,12.476681701460393
85,77.79499816894531,571.9099731445312,7.351500566945573,11.077127387657583
86,78.00499725341797,569.4299926757812,7.299916835146486,15.130817738182373
87,77.81999969482422,572.2949829101562,7.354086162354732,10.879476288066144
88,77.70999908447266,571.9400024414062,7.359928055329065,10.41012436533822
89,77.69499969482422,569.9600219726562,7.335864910372412,12.277701069235604
90,77.4800033569336,569.0999755859375,7.345120688291884,11.526588710507781
91,76.4000015258789,568.2249755859375,7.437499531900705,4.308174598090432
92,76.90499877929688,568.97998046875,7.398478505950144,7.337563204271987
93,77.05999755859375,569.3300170898438,7.388139568223383,8.149070269214121
94,77.06999969482422,570.3499755859375,7.400414919480536,7.204066674301316
95,76.80500030517578,572.6099853515625,7.455373778743089,2.958180831162508
96,76.56500244140625,571.6099853515625,7.465682323839862,2.1596634196822606
97,76.75,572.3099975585938,7.4568077857797235,2.8460024283922394
98,76.7699966430664,572.1199951171875,7.452390518879349,3.185857498322889
99,76.4800033569336,573.1400146484375,7.493985218248258,-0.007339602636989184
100,76.5999984741211,573.25,7.483681611216604,0.7819051646217758
101,76.24500274658203,572.3350219726562,7.506525035810473,-0.9634154746643162
102,76.05500030517578,570.3300170898438,7.498915453308216,-0.38226784510231937
103,76.5999984741211,575.1400146484375,7.508355432183794,-1.1081094838157242
104,76.4000015258789,574.260009765625,7.516492124298013,-1.7268595815970684
105,76.94999694824219,588.77001953125,7.651332591049565,-12.115264563670053
106,77.23500061035156,592.4550170898438,7.6708100266453405,-13.664476242387991
107,77.41999816894531,595.7999877929688,7.69568589362168,-15.623095729771762
108,77.2750015258789,596.280029296875,7.716337981529313,-17.18972601853295
109,77.31999969482422,594.2750244140625,7.685916021205612,-14.847509841162491
110,77.4749984741211,593.22998046875,7.657050560212738,-12.640922209813994
111,77.30000305175781,591.4299926757812,7.651099215090291,-12.152330731405527
112,77.61499786376953,591.3900146484375,7.619532705347103,-9.751816468318339
113,77.76499938964844,587.8900146484375,7.559827933679551,-5.127721645954011
