,ctva,lin,Ratio,Spread
0,57.7400016784668,323.1050109863281,5.595860782713225,-23.55515024829907
1,57.88999938964844,323.0,5.579547476342814,-22.671964821559754
2,57.27000045776367,324.18499755859375,5.6606424824054,-27.073460272516172
3,57.439998626708984,323.5050048828125,5.632051055314373,-25.51153260620862
4,57.59000015258789,324.42999267578125,5.6334431640247615,-25.658326168464782
5,57.91999816894531,325.2300109863281,5.615159206974995,-24.74634487786591
6,58.02000045776367,326.3699951171875,5.625129137232122,-25.367526258149724
7,58.44499969482422,325.0299987792969,5.561296953998974,-21.822672653641916
8,58.71500015258789,325.7550048828125,5.5480712600910165,-21.146941016055735
9,58.79999923706055,325.9599914550781,5.543537341572474,-20.91096009305818
10,58.404998779296875,325.0957946777344,5.566232368332362,-22.09598965230964
11,58.380001068115234,324.79998779296875,5.563548849785157,-21.92986861246186
12,58.20500183105469,324.6000061035156,5.576840407044341,-22.637766998639165
13,58.38999938964844,325.6300048828125,5.576811239709333,-22.70801532239875
14,58.46500015258789,322.0799865722656,5.50893672678814,-18.76889989649561
15,58.220001220703125,323.0199890136719,5.548264895927303,-20.97993444378443
16,58.474998474121094,322.2200012207031,5.510389219818552,-18.857044165026196
17,57.97999954223633,322.1650085449219,5.55648518607242,-21.370060786114323
18,58.18000030517578,321.54998779296875,5.526813099111709,-19.71745432331153
19,57.81999969482422,320.760009765625,5.547561595617545,-20.795126617436893
20,57.5,319.54998779296875,5.55739109205163,-21.24523386601959
21,58.10499954223633,320.6700134277344,5.518802443060695,-19.226577073433475
22,58.30500030517578,321.94000244140625,5.521653387468165,-19.45898037625568
23,58.18000030517578,320.94000244140625,5.516328648297634,-19.10746897174903
24,58.02000045776367,320.6600036621094,5.526714945401242,-19.6575348030716
25,58.279998779296875,322.45001220703125,5.532773146206327,-20.098695777099863
26,58.189998626708984,321.2900085449219,5.5213957059186285,-19.405604695357795
27,58.279998779296875,322.5899963378906,5.535175070259028,-20.238679907959238
28,58.02000045776367,320.32000732421875,5.520854960306306,-19.317538465180974
29,58.165000915527344,321.5899963378906,5.528926180280367,-19.83527833324439
30,58.29999923706055,321.1199951171875,5.5080617378988865,-18.664918137141058
31,58.53499984741211,321.17498779296875,5.486887992315733,-17.50074908694654
