,amd,klac,Ratio,Spread
0,121.52999877929688,378.8399963378906,3.1172549999435,163.47348713362487
1,121.2750015258789,381.885009765625,3.148917789822781,159.2905781231883
2,121.34600067138672,380.6449890136719,3.136856484001352,160.84742430351787
3,121.74030303955078,379.75,3.119344954124416,163.50194177080596
4,122.41999816894531,383.0050048828125,3.1286146921375355,163.27999734239188
5,123.6897964477539,384.8399963378906,3.1113317944576417,167.11133300657423
6,123.27999877929688,384.489990234375,3.118835123633572,165.6326646812928
7,125.2249984741211,380.6600036621094,3.0398084112636368,178.14198615396208
8,122.69000244140625,377.19000244140625,3.074333645249889,170.29986244339875
9,123.30500030517578,377.6575012207031,3.062791454409905,172.5767200960812
10,123.27010345458984,378.32501220703125,3.0690735353069476,171.75348597313211
11,121.31109619140625,377.5450134277344,3.112205109679653,163.79164270754882
12,118.81999969482422,373.125,3.140254174030715,157.09542777771958
13,119.19999694824219,373.82000732421875,3.1360739672378943,158.09611399649964
14,113.41000366210938,375.3999938964844,3.3101135858785504,130.67895586314717
15,111.69000244140625,375.05499267578125,3.357999681954874,123.34865170292346
16,110.73500061035156,372.4800109863281,3.3637062259744868,121.66204880484202
17,109.7699966430664,371.0899963378906,3.3806140811368097,118.74584549624126
18,109.70999908447266,370.6600036621094,3.378543494259943,118.90810604557157
19,110.12000274658203,369.9800109863281,3.359789336708964,121.41769237286275
20,109.3499984741211,366.05999755859375,3.347599475689302,121.90165129981011
21,107.69999694824219,363.8699951171875,3.3785515824299783,116.72871385624421
22,107.54000091552734,360.8399963378906,3.3554025782585812,119.04474894991
23,107.16000366210938,358.8399963378906,3.3486374027138317,119.34905540691119
24,106.418701171875,357.44000244140625,3.3588081653440884,117.44107316727138
25,107.2698974609375,359.1400146484375,3.3480037097939697,119.5394253910489
26,106.86499786376953,355.4100036621094,3.3257849695106216,121.46261902197534
27,108.19000244140625,360.2699890136719,3.329974867213702,122.51531247672818
28,107.89019775390625,364.4649963378906,3.378110374486684,116.98246160711057
29,110.0436019897461,365.80499267578125,3.3241822883066576,125.251781192784
30,109.55599975585938,365.04998779296875,3.3320857698936277,123.83091782361191
31,109.2499008178711,362.739990234375,3.3202775244537155,124.77498447613516
32,109.00980377197266,362.760009765625,3.327774174554506,123.68355980508204
33,110.64710235595703,366.3999938964844,3.3114287323834115,127.34983015856659
34,110.52999877929688,367.19000244140625,3.322084560722747,126.0372605240089
35,108.4800033569336,351.25,3.237923941099782,132.8293968437224
36,108.55999755859375,348.95001220703125,3.2143516954179217,135.48634945686388
37,107.125,347.114990234375,3.2402799555134187,130.91786173980665
38,107.5199966430664,345.6600036621094,3.214843884431983,134.13547488668382
