,ko,pg,Ratio,Spread
0,60.779998779296875,158.52000427246094,2.608094890690532,-16.35844681616618
1,60.810001373291016,159.11500549316406,2.6165926969219013,-16.88209949928097
2,61.05500030517578,160.19000244140625,2.623699969547401,-17.374469641850993
3,61.029998779296875,159.7899932861328,2.6182204896313737,-17.03391608929263
4,61.03499984741211,159.50999450683594,2.6134184468847703,-16.74202437512247
5,61.15999984741211,159.8300018310547,2.613309388976685,-16.764771829068508
6,61.369998931884766,159.8000030517578,2.603878211389927,-16.235378644909787
7,60.65999984741211,156.35499572753906,2.5775634045638647,-14.478805206643758
8,61.03499984741211,157.05999755859375,2.5732775940238346,-14.292027426880283
9,60.84519958496094,156.3300018310547,2.5693070759471164,-14.013391710492927
10,60.88050079345703,156.63999938964844,2.5729091802491038,-14.239440207822527
11,60.994998931884766,156.60679626464844,2.5675350275772066,-13.933951468618575
12,60.83000183105469,156.4499969482422,2.5719216215504366,-14.169528286517307
13,60.900001525878906,156.77000427246094,2.5742200384977485,-14.323070809115451
14,60.595001220703125,162.47500610351562,2.6813268888590067,-20.753387449367665
15,60.959999084472656,163.42999267578125,2.680938240325681,-20.840380280561675
16,60.880001068115234,163.4499969482422,2.684789653097527,-21.050626152738488
17,60.97140121459961,162.86000061035156,2.671088368744176,-20.243273049353036
18,60.94499969482422,162.55999755859375,2.6673229694412357,-20.006054896342704
19,61.040000915527344,162.72500610351562,2.6658748961801155,-19.945143036928897
20,61.0,162.0,2.6557377049180326,-19.31526226909685
21,61.255001068115234,162.6417999267578,2.6551595313156717,-19.35064952043595
22,61.31999969482422,163.19000244140625,2.6612851150288,-19.74428016833707
23,61.21500015258789,163.28500366210938,2.6674018337841403,-20.08897859147112
24,61.26499938964844,163.16000366210938,2.6631846125453076,-19.845076457692272
25,61.2400016784668,163.24000549316406,2.6655780702005187,-19.98452481981073
26,61.040000915527344,162.65499877929688,2.664727987216015,-19.875135712710147
27,60.75,161.92999267578125,2.6655142827289096,-19.83977468542352
28,61.029998779296875,164.63999938964844,2.697689704780054,-21.883922192808257
29,60.9900016784668,163.8000030517578,2.685686154187945,-21.139042118949902
30,60.69499969482422,163.22999572753906,2.6893483243803122,-21.27057280583344
31,60.584999084472656,163.02000427246094,2.6907651520331766,-21.322171488059524
32,60.65999984741211,163.02000427246094,2.68743825721285,-21.14381375156563
33,60.45000076293945,162.30999755859375,2.685028875270129,-20.93320144256029
34,60.40999984741211,162.5800018310547,2.691276315870069,-21.298331050704803
35,59.60499954223633,162.5,2.7262813731732667,-23.132683509938516
36,59.349998474121094,161.32000732421875,2.718113082927214,-22.559103509575976
37,58.89500045776367,160.658203125,2.7278750636943356,-22.979320520891207
38,58.77000045776367,159.8000030517578,2.71907438841355,-22.41838031792173
39,58.654998779296875,159.08999633789062,2.712300735637279,-21.98185667623204
40,59.09550094604492,160.1699981689453,2.7103585823763967,-22.01430957174773
41,59.970001220703125,161.3000030517578,2.6896781685586,-21.06468374897341
