,bmy,lly,Ratio,Spread
0,61.849998474121094,268.7300109863281,4.344866897592059,-13.637320997506698
1,61.77669906616211,267.4599914550781,4.329463948351006,-12.674584023688432
2,61.81999969482422,268.8900146484375,4.349563506564525,-13.923084224104436
3,61.9900016784668,269.2550048828125,4.343523110055705,-13.575399612164269
4,61.9900016784668,267.5950012207031,4.316744539041632,-11.915395950054894
5,61.70500183105469,268.0419921875,4.343926492723978,-13.557150754909664
6,61.56999969482422,267.260009765625,4.340750545563049,-13.341118356844653
7,61.18000030517578,261.3599853515625,4.271984047856431,-9.076032248355467
8,61.63990020751953,262.32000732421875,4.255685139675453,-8.108082057391108
9,61.595001220703125,261.4200134277344,4.244175797497455,-7.396311720676272
10,61.685001373291016,261.5400085449219,4.2399287139866395,-7.139012152592534
11,61.970001220703125,262.9800109863281,4.2436663838320365,-7.384250755940889
12,61.849998474121094,263.2850036621094,4.256831207073861,-8.192313673287948
13,61.720001220703125,263.5899963378906,4.270738676678331,-9.042275123056108
14,61.57500076293945,262.94000244140625,4.27023953200929,-9.000145774609145
15,61.58000183105469,264.6499938964844,4.297661351530228,-10.689171971670454
16,61.64500045776367,263.70001220703125,4.277719364893287,-9.466705895223846
17,61.53499984741211,263.69720458984375,4.285320634496332,-9.92503800356858
18,61.334999084472656,263.4700012207031,4.295589877776687,-10.536269045231428
19,61.380001068115234,263.9700012207031,4.300586455314129,-10.847613706692677
20,61.459999084472656,264.8699951171875,4.309632265909107,-11.412243433939388
21,61.71500015258789,263.2950134277344,4.266304995167268,-8.768257470916673
22,61.8650016784668,264.7099914550781,4.2788326884862125,-9.554405692206252
23,62.08000183105469,265.9198913574219,4.283503278255366,-9.862991401502406
24,62.276798248291016,265.3599853515625,4.260976684986281,-8.478084102104312
25,62.04999923706055,266.1600036621094,4.289444108536592,-10.228879262484476
26,61.84000015258789,265.0150146484375,4.285495051657873,-9.96423918384344
27,62.099998474121094,266.42999267578125,4.290338151728144,-10.28926367140705
28,62.33000183105469,271.3900146484375,4.354083213153746,-14.285075676965256
29,62.42499923706055,272.6225891113281,4.3672021216377885,-15.119406188374093
30,62.31999969482422,273.54998779296875,4.3894414174024385,-16.486979337530137
31,62.345699310302734,274.1400146484375,4.397095833090373,-16.969269394174127
32,62.41999816894531,274.1199951171875,4.3915412232992574,-16.637777452250283
33,62.38999938964844,274.2699890136719,4.396056927341114,-16.913530913222964
34,62.040000915527344,273.1300048828125,4.402482283240161,-17.240795007414967
35,62.150001525878906,278.79998779296875,4.485920851938805,-22.449638192038982
36,62.05500030517578,277.3500061035156,4.469422363057871,-21.39791644587391
37,62.064998626708984,278.0199890136719,4.479497223319506,-22.02598483180285
38,62.154998779296875,277.70001220703125,4.467862885704536,-21.328713339890932
39,62.209999084472656,277.614990234375,4.462546123130654,-21.01312150446862
40,62.2599983215332,277.5199890136719,4.457436500085626,-20.708515679016195
41,62.290000915527344,278.4200134277344,4.469738470630383,-21.482764536784067
