,ge,ups,Ratio,Spread
0,89.91000366210938,202.42999267578125,2.251473522752074,8.841069017361459
1,89.22000122070312,203.0399932861328,2.2757228256909983,6.591460462320494
2,89.80000305175781,203.85000610351562,2.270044534252667,7.159668290350989
3,89.27999877929688,202.6699981689453,2.2700492936828134,7.104023877573436
4,89.38999938964844,202.69000244140625,2.267479626640183,7.345406904388621
5,89.73500061035156,202.24000549316406,2.2537471902555963,8.615207824975496
6,89.95999908447266,202.50999450683594,2.251111567005226,8.879868058283218
7,92.93000030517578,205.48500061035156,2.211180457716053,12.962282776754247
8,92.87999725341797,205.49000549316406,2.212424758503124,12.838458892731065
9,93.29499816894531,207.88999938964844,2.2283080922857863,11.424604692745813
10,93.38999938964844,207.47999572753906,2.221651109150094,12.060353579614937
11,93.12999725341797,207.0,2.2226995179300606,11.922523133480066
12,93.13999938964844,207.5399932861328,2.2282584780561936,11.406297273436248
13,93.06999969482422,207.10000610351562,2.225206906442408,11.679948731899
14,93.19000244140625,207.24000549316406,2.2238437607453374,11.82510406761568
15,93.1500015258789,208.02999877929688,2.2332796067802754,10.940059206361152
16,93.51499938964844,207.9199981689453,2.2233866173982015,11.917380512001156
17,93.6500015258789,208.5,2.226374763511177,11.658175480827932
18,93.07659912109375,207.97999572753906,2.2345035990942756,10.815640895493399
19,93.12999725341797,207.86500549316406,2.231987669102344,11.057517640316004
20,93.08999633789062,208.4499969482422,2.2392309071710246,10.377474610116192
21,93.91000366210938,212.31239318847656,2.2608069950926852,8.463608466025303
22,94.06999969482422,212.16000366210938,2.2553418130156806,8.99618616364506
23,94.08000183105469,212.7899932861328,2.261798354003575,8.389963965710589
24,94.07009887695312,212.73199462890625,2.261419910987517,8.424430876893293
25,94.11000061035156,212.6300048828125,2.259377361638487,8.621236518063622
26,94.0,212.42999267578125,2.259893539104056,8.559861425818749
27,94.0199966430664,212.17999267578125,2.2567538848282727,8.857378148762475
28,94.32990264892578,213.86000061035156,2.267149595248596,7.913779709031669
29,94.52999877929688,214.60000610351562,2.2701788731062105,7.649249642287
30,94.55000305175781,214.91000366210938,2.272977226076503,7.386786935871211
31,94.4800033569336,215.35000610351562,2.279318357874632,6.780448770310553
32,94.5199966430664,215.27999877929688,2.277613271530823,6.945489540416755
33,94.43000030517578,215.19000244140625,2.2788308985064307,6.821633431209246
34,94.66000366210938,215.13999938964844,2.2727655933502247,7.418178507608271
35,96.00499725341797,215.41000366210938,2.2437374076841645,10.344195068597568
36,95.86000061035156,214.74000549316406,2.2401419166064045,10.669647140806685
37,95.55999755859375,214.5399932861328,2.2450816112106433,10.156781599042315
38,95.2699966430664,214.51010131835938,2.2516018565848355,9.497563244109099
39,95.16000366210938,214.4550018310547,2.253625405401765,9.291293561371898
40,95.38249969482422,214.7259979248047,2.251209588884956,9.549000325770717
41,95.33000183105469,214.69000244140625,2.2520717331138127,9.4602485483619
42,94.83000183105469,215.51499938964844,2.2726457368797828,7.447134104949807
43,94.87999725341797,215.6699981689453,2.273081834023514,7.410936197629379
44,94.63999938964844,214.82000732421875,2.2698648426630843,7.690635720859969
45,95.05500030517578,215.05999755859375,2.2624795841159306,8.436785182984092
46,94.98500061035156,214.47950744628906,2.258035543170959,8.850939571134372
47,95.05999755859375,214.7949981689453,2.259572940095527,8.71365922105991
48,94.80999755859375,214.6300048828125,2.2637908491682905,8.284593759607784
49,95.33000183105469,213.9499969482422,2.244309166461653,10.200254041525962
50,95.16000366210938,213.34500122070312,2.2419608344934567,10.40129417172346
51,94.88999938964844,213.14500427246094,2.2462325391869795,9.959697520202749
52,94.87999725341797,214.1750030517578,2.2573251396678593,8.905931314816879
53,95.13500213623047,214.5800018310547,2.255531581570604,9.106884060766557
54,95.0199966430664,214.2899932861328,2.255209438609989,9.123612528750723
55,94.70999908447266,213.91000366210938,2.2585788800538498,8.76697510712378
56,94.29499816894531,212.69140625,2.255595846864832,8.999432822734033
57,94.3302993774414,213.25,2.2606734146652947,8.524723039563721
58,93.98999786376953,213.50999450683594,2.271624634105221,7.456092168675095
59,94.55999755859375,213.76499938964844,2.2606282245004263,8.55554050518688
