,amat,adbe,Ratio,Spread
0,144.8072967529297,556.6400146484375,3.844005289306499,-31.22340062531628
1,143.67776489257812,549.77001953125,3.8264098828534125,-28.48028097896661
2,150.02886962890625,557.52001953125,3.716084916924762,-13.025784258602863
3,150.92062377929688,563.97998046875,3.7369311519246193,-16.22761812731931
4,154.06149291992188,569.6199951171875,3.6973547660820394,-10.39210360429791
5,161.22506713867188,577.6799926757812,3.583065604673688,7.720846909315759
6,158.17335510253906,569.3599853515625,3.599594792577191,4.891070869250319
7,159.5010528564453,569.2899780273438,3.569192603008822,9.811975707397272
8,156.5286102294922,570.530029296875,3.64489295893192,-2.2882389592314727
9,155.914306640625,567.0599975585938,3.636997846936778,-1.0626365297035196
10,158.460693359375,564.3699951171875,3.5615772161064934,10.930884703643477
11,156.90513610839844,554.0,3.530795828233865,15.617471244342545
12,152.32757568359375,514.4299926757812,3.3771297834104983,38.46283139701138
13,154.90367126464844,514.1199951171875,3.31896585096959,48.18489251676869
14,149.42449951171875,510.70001220703125,3.4177796403927667,31.586086846109716
15,148.2156982421875,525.8300170898438,3.5477349789941055,12.039586525272687
16,151.04942321777344,529.8900146484375,3.5080571865837307,18.33293135863773
17,158.0841827392578,532.3699951171875,3.3676360651164723,41.555259546697535
18,155.73594665527344,516.9000244140625,3.319079734097854,48.4456777512192
19,165.4657440185547,520.5999755859375,3.146270417927468,80.29466812248035
20,150.96023559570312,513.3400268554688,3.4004983155317774,34.557061844925734
21,141.75559997558594,516.5800170898438,3.644159505365661,-2.313130681253762
22,137.87159729003906,510.8500061035156,3.705259213243506,-10.77377334028858
23,133.81918334960938,499.9100036621094,3.7357125574146512,-14.639734568853607
24,138.01031494140625,519.6599731445312,3.7653705331022427,-19.076919376165556
25,131.76820373535156,502.7200012207031,3.815184444878567,-24.94322368653848
26,134.3343963623047,500.80999755859375,3.7280846240443974,-13.657338053006521
27,128.9542999267578,493.04998779296875,3.8234474389222104,-25.554133721527982
28,131.233154296875,518.1599731445312,3.948392278770899,-42.33806070168611
29,136.91049194335938,534.2999877929688,3.9025496162413296,-37.73526472621801
30,137.33656311035156,535.97998046875,3.9026750657658713,-37.858557047089384
31,139.46681213378906,533.0900268554688,3.8223432420903194,-27.185491907530256
