,qcom,acn,Ratio,Spread
0,158.3699951171875,339.2749938964844,2.1422933911530047,12.434265361425787
1,158.24000549316406,338.2799987792969,2.1377653376908565,13.140578557882861
2,158.0050048828125,337.69000244140625,2.137210797163423,13.208683798089567
3,158.0749969482422,338.5299987792969,2.141578398322793,12.524126358002718
4,159.3300018310547,338.64990234375,2.125462238447953,15.191346941481982
5,161.2100067138672,340.25,2.1106009914379085,17.766378066703282
6,161.19000244140625,340.67999267578125,2.113530538592931,17.291959754335892
7,158.77999877929688,338.05999755859375,2.129109460622272,14.559800871757602
8,155.6199951171875,340.2799987792969,2.186608465853335,5.322040091042027
9,155.36000061035156,340.1000061035156,2.189109196494525,4.924635038530539
10,155.5749969482422,339.5307922363281,2.1824251897577454,5.971314366815761
11,153.3699951171875,338.79998779296875,2.209036960157019,1.8052343966299986
12,152.07510375976562,337.1000061035156,2.2166679342598736,0.6295117596333739
13,152.8000030517578,338.3599853515625,2.214397765665948,0.9793942334013082
14,154.11000061035156,340.82000732421875,2.2115372524456784,1.4286245507495323
15,153.82000732421875,343.3399963378906,2.232089325117541,-1.735383702678348
16,153.94000244140625,341.6700134277344,2.219501156353322,0.20108525333114358
17,153.67999267578125,341.17999267578125,2.220067731234012,0.11367439015970149
18,153.74000549316406,340.6700134277344,2.2158839680988693,0.7569305479650552
19,154.125,339.9200134277344,2.20548264997719,2.361929202965598
20,152.80999755859375,337.2300109863281,2.2068582970627952,2.1315644735128103
21,146.89999389648438,337.6650085449219,2.298604646524787,-11.428413032664707
22,145.3699951171875,338.19500732421875,2.326442998443996,-15.356244443918285
23,144.69500732421875,337.5799865722656,2.3330451604031412,-16.24024158672171
24,143.0500030517578,338.8999938964844,2.3691016194796224,-21.21348659472784
25,145.1199951171875,339.5299987792969,2.3396500151830844,-17.24643775241202
26,145.43870544433594,338.45001220703125,2.3270972549777467,-15.45865692280438
27,147.00999450683594,340.739990234375,2.3178015302798385,-14.259104551141661
28,151.47000122070312,340.69000244140625,2.249224266823603,-4.3043007830331135
29,152.14999389648438,342.3800048828125,2.250279451971267,-4.4841704488283085
30,152.6804962158203,342.8949890136719,2.2458336035859836,-3.821011095941401
31,152.9600067138672,342.8500061035156,2.241435610975514,-3.1552891995261803
32,152.85499572753906,343.55999755859375,2.2476203405937905,-4.098489831557799
33,153.44000244140625,343.9800109863281,2.2417883570986183,-3.2193160120937137
34,153.80999755859375,344.4100036621094,2.2391912692860343,-2.8276207886061115
35,148.1999969482422,343.1499938964844,2.315452098263721,-14.02634196909986
36,146.08560180664062,343.80999755859375,2.353483117478352,-19.382010037089458
37,145.83839416503906,342.6700134277344,2.3496556951933343,-18.791026469412827
38,146.08999633789062,345.05999755859375,2.361968691959624,-20.622250629509892
39,146.36000061035156,344.3800048828125,2.352965314612438,-19.342630463726948
40,145.88999938964844,342.8599853515625,2.3501267172936187,-18.86639312784473
41,145.47000122070312,342.82000732421875,2.3566371378804183,-19.759150147819355
42,139.24000549316406,336.7900085449219,2.4187733069391215,-27.564772067325578
43,139.3699951171875,336.05999755859375,2.411279395367862,-26.546079160267027
44,138.3300018310547,335.79998779296875,2.4275282537991165,-28.595694194644807
45,138.60000610351562,338.0400085449219,2.4389609932084078,-30.23608745659618
46,138.1999969482422,338.1499938964844,2.4468162182603104,-31.234416105722687
47,139.5,339.7699890136719,2.4356271613883287,-29.96735480778284
48,139.25,340.0400085449219,2.4419390200712523,-30.79257619244845
49,139.61000061035156,339.8949890136719,2.434603449091812,-29.848064636806726
50,137.73190307617188,338.3800048828125,2.4568019269702046,-32.50397343343445
51,137.75999450683594,338.2200012207031,2.4551394795817876,-32.28158411384595
52,139.1699981689453,341.0400085449219,2.4505282247034064,-31.97024485196124
