,fcx,ctva,Ratio,Spread
0,48.994998931884766,57.7400016784668,1.1784876607251233,25.15808820567689
1,49.43000030517578,57.88999938964844,1.1711511032215554,25.74409995931711
2,49.349998474121094,57.27000045776367,1.1604863673460049,26.22873815793831
3,49.64500045776367,57.439998626708984,1.1570147667855706,26.557874624958643
4,49.869998931884766,57.59000015258789,1.154802514258072,26.78856386626225
5,49.92499923706055,57.91999816894531,1.1601401913682932,26.551624740434775
6,50.08000183105469,58.02000045776367,1.1585462926597854,26.713882258725818
7,50.285301208496094,58.44499969482422,1.1622680642300594,26.63624349957766
8,50.70000076293945,58.71500015258789,1.1580867705924616,27.0679024292742
9,50.80500030517578,58.79999923706055,1.1573663789756985,27.160559466443715
10,50.47999954223633,58.404998779296875,1.1569928547727055,27.005668240445416
11,50.58000183105469,58.380001068115234,1.1542111299859932,27.199866868206513
12,50.35499954223633,58.20500183105469,1.1558932054449529,26.994168883729543
13,50.790000915527344,58.38999938964844,1.1496357223297007,27.545180789957655
14,50.83000183105469,58.46500015258789,1.1502065324905928,27.537860393649993
15,50.939998626708984,58.220001220703125,1.142913286027791,27.968970652239648
16,50.70000076293945,58.474998474121094,1.153353009747191,27.307904107740995
17,50.63999938964844,57.97999954223633,1.1449447125010885,27.701382489678096
18,50.415000915527344,58.18000030517578,1.154021605645888,27.12069095955613
19,50.35020065307617,57.81999969482422,1.148356887258833,27.371051441357807
20,49.75,57.5,1.1557788944723617,26.6755293733098
21,51.4900016784668,58.10499954223633,1.1284715021972107,29.01456123600593
22,50.68000030517578,58.30500030517578,1.1504538270340399,27.44406209337042
23,50.25,58.18000030517578,1.1578109513467818,26.841514287966277
24,49.959999084472656,58.02000045776367,1.1613290936948,26.510841158830473
25,50.6150016784668,58.279998779296875,1.1514372586515393,27.35908786423893
26,50.75,58.189998626708984,1.1466009581617533,27.67750118626533
27,50.95000076293945,58.279998779296875,1.1438664947320116,27.92589641248135
28,51.5099983215332,58.02000045776367,1.1263832721483322,29.133394049439474
29,51.42499923706055,58.165000915527344,1.131064691851458,28.844577653349518
30,51.09000015258789,58.29999923706055,1.1411234891943418,28.14277078357391
31,50.68000030517578,58.53499984741211,1.1549920973744374,27.21406255113409
32,51.21049880981445,58.709999084472656,1.1464445855626177,27.9366511022084
33,51.05500030517578,58.72999954223633,1.1503280617213605,27.65355177118407
34,50.900001525878906,58.68000030517578,1.1528486944217735,27.441297655490217
35,50.18000030517578,58.779998779296875,1.1713829896735584,26.123078399417068
36,50.08000183105469,58.619998931884766,1.1705270924238347,26.113883784604724
37,49.32500076293945,58.060001373291016,1.1770907344195043,25.39644185403236
38,49.400001525878906,58.345001220703125,1.1810728627232583,25.2383410804661
39,49.060001373291016,58.310001373291016,1.18854463393953,24.69807072021807
40,49.005001068115234,58.459999084472656,1.1929394512861107,24.455014118506483
41,49.09000015258789,58.27000045776367,1.1870034686624835,24.788828683541738
42,48.415000915527344,58.084999084472656,1.1997314465782445,23.831751300930208
43,48.529998779296875,58.279998779296875,1.2009066607304222,23.83132459222861
44,48.33000183105469,58.56999969482422,1.2118766289222396,23.20293475225236
45,47.93000030517578,58.27000045776367,1.215731276585686,22.826143231705103
46,47.75,58.07500076293945,1.216230382469936,22.7165877310413
47,47.96500015258789,58.060001373291016,1.210465989546306,23.095361023391817
48,48.06999969482422,58.060001373291016,1.2078219625939053,23.27301714503399
49,48.06999969482422,58.29999923706055,1.2128146371371376,23.03301928126446
50,47.7599983215332,58.1150016784668,1.2168133107380137,22.693503679994407
51,47.685001373291016,57.93000030517578,1.214847407713888,22.75161243379459
52,48.12620162963867,58.29999923706055,1.2113983082586828,23.128111293622467
53,48.38999938964844,58.45000076293945,1.207894224016937,23.424447779729803
54,48.65999984741211,58.65999984741211,1.20550760442577,23.671281488489157
55,48.47999954223633,58.5,1.2066831797107203,23.52672614041326
56,48.45000076293945,59.029998779296875,1.2183694086636694,22.945970313320046
57,49.060001373291016,59.47999954223633,1.2123929449096613,23.528072551272757
58,49.27000045776367,59.52000045776367,1.208037343307653,23.84338387902976
59,49.084999084472656,59.62900161743164,1.214811097680033,23.42136586445605
60,49.0099983215332,59.5099983215332,1.2142419987675592,23.413470086508653
61,49.185001373291016,59.8650016784668,1.2171393719016008,23.35456672000035
62,48.9900016784668,59.70000076293945,1.218616017912491,23.189633916141517
63,48.40760040283203,59.779998779296875,1.2349300168119781,22.12423015738716
64,47.93000030517578,59.80500030517578,1.247757144260182,21.291143384292994
65,47.779998779296875,59.8849983215332,1.2533486783486782,20.95734722024389
66,47.81999969482422,59.650001525878906,1.2473860708187146,21.260024382529963
67,48.03499984741211,59.880001068115234,1.2465910535719773,21.393798742995713
