,bmy,tmo,Ratio,Spread
0,61.95000076293945,611.47998046875,9.870540321842217,-148.1896906290336
1,62.32500076293945,610.4149780273438,9.79406290501511,-144.2742557591583
2,62.600101470947266,610.5599975585938,9.753338783994701,-142.32819267920766
3,62.85499954223633,612.385009765625,9.742821004304105,-142.21568561062142
4,62.959999084472656,607.8516235351562,9.654568493871945,-136.88418177971315
5,62.79499816894531,608.614990234375,9.692093446629956,-138.90174570652178
6,62.83000183105469,606.72998046875,9.656692070457087,-136.7506677446522
7,64.62999725341797,611.0900268554688,9.455207377765301,-127.42867327003738
8,64.55000305175781,614.6978149414062,9.522816202634818,-131.64450953331246
9,64.6261978149414,615.0,9.516264623227046,-131.3675265282848
10,64.74500274658203,620.3699951171875,9.581743282108944,-135.8344671659777
11,65.05999755859375,622.72998046875,9.57162625018411,-135.80012871231966
12,64.99500274658203,622.4099731445312,9.576274280213992,-135.97415690767545
13,65.0999984741211,625.0599975585938,9.601536285858302,-137.8260927173965
14,65.5,616.5150146484375,9.41244297173187,-126.24063695176743
15,65.52999877929688,620.635009765625,9.471005971721526,-130.13260675342875
16,65.45500183105469,616.5499877929688,9.419448026055218,-126.61764806958784
17,65.37000274658203,615.969970703125,9.422823081269213,-126.68372203780017
18,65.44999694824219,613.1099853515625,9.367609074701859,-123.21568850890007
19,65.38500213623047,618.5499877929688,9.460120327047052,-129.14972646988085
20,65.47000122070312,620.5,9.47762316222141,-130.45364761885602
21,64.70500183105469,630.010009765625,9.7366508297239,-145.77853489918212
22,64.75,625.989990234375,9.667799076978765,-141.4164773946429
23,64.79499816894531,626.0499877929688,9.662011042281648,-141.13443697994748
24,64.65499877929688,625.4199829101562,9.673188380144575,-141.568588897721
25,64.55000305175781,625.3599853515625,9.687993118298278,-142.3066799434687
26,64.56500244140625,624.5650024414062,9.67342954889855,-141.3976843755494
27,64.83999633789062,625.219970703125,9.6425047195409,-139.9623819168145
28,64.30999755859375,609.9000244140625,9.483751322776431,-128.6710375145702
29,64.68000030517578,612.9199829101562,9.476190167258078,-128.87854847071722
30,64.625,606.8599853515625,9.39048333232592,-123.23661665465345
31,64.88500213623047,607.8049926757812,9.367418858978434,-122.20530792398539
32,64.74500274658203,606.010009765625,9.35995032910269,-121.47448181441523
33,64.63999938964844,604.3599853515625,9.349628574537793,-120.62260399689039
34,64.5999984741211,600.9299926757812,9.302322087770872,-117.49666440587605
35,64.625,597.8400268554688,9.250909506467602,-114.2166581585597
36,64.58999633789062,593.1400146484375,9.183156034651793,-109.78271414777304
37,64.69999694824219,594.7249755859375,9.192040241697343,-110.53154360021311
38,64.54000091552734,589.5499877929688,9.1346448625651,-106.57271015411577
39,64.68000030517578,590.5900268554688,9.130952753075496,-106.54859241602973
40,64.79000091552734,593.1950073242188,9.15565672082057,-108.31744139971975
41,64.91999816894531,594.8400268554688,9.162662409624225,-108.97433189962446
42,64.07499694824219,592.130126953125,9.241204138198079,-112.68741568151562
43,64.55000305175781,589.1500244140625,9.127033254230325,-106.09671900596872
44,64.55999755859375,587.8300170898438,9.105174091066802,-104.70074190470545
45,64.78500366210938,589.0,9.091610198433727,-104.16041896402332
46,64.94999694824219,591.510009765625,9.10715993161619,-105.4162894942546
47,64.93000030517578,591.7877197265625,9.114241751811438,-105.84599700147747
48,64.88999938964844,589.969970703125,9.09184737636536,-104.33230106280688
49,64.60099792480469,595.1699829101562,9.213015309808863,-111.7290576625466
50,65.29499816894531,595.4849853515625,9.119917329820504,-106.76885796724922
51,65.11000061035156,599.989990234375,9.215020497772583,-112.68005762393697
52,65.01000213623047,596.7050170898438,9.178664782065843,-110.15518819522491
53,64.94499969482422,595.0999755859375,9.163137707018326,-109.04424020308942
54,64.9749984741211,597.47998046875,9.195536660254335,-111.19621977037575
55,64.72000122070312,593.3699951171875,9.168263039639372,-109.02450759298158
56,64.5999984741211,598.2581787109375,9.26096273749296,-114.8248504410323
57,64.99749755859375,600.27001953125,9.235278927317477,-113.81523984623117
58,64.91000366210938,599.52001953125,9.23617294264943,-113.73029435245029
59,65.2750015258789,596.780029296875,9.142550981944838,-108.21589945884709
60,65.06999969482422,595.3250122070312,9.148993622238859,-108.31913268136013
61,64.95500183105469,592.5700073242188,9.12277716295766,-106.43824417212987
62,64.56999969482422,587.8400268554688,9.103918687219517,-104.63472390108966
63,64.19000244140625,582.02001953125,9.067144374430084,-101.70313389386222
