,ge,hon,Ratio,Spread
0,73.8415298461914,197.6199951171875,2.676271679755567,28.9466724481087
1,73.65339660644531,196.33999633789062,2.6657290143318275,29.64942531610984
2,73.2513656616211,195.3000030517578,2.66616193824878,29.455874123726574
3,73.0913314819336,195.05499267578125,2.668647413051904,29.20985444027903
4,73.49726867675781,195.7100067138672,2.66282013246782,29.80037035889498
5,73.69242858886719,197.16000366210938,2.675444512245246,28.949179137200673
6,73.88758850097656,197.61000061035156,2.674468129484829,29.097987915506394
7,73.94223022460938,197.27000427246094,2.667893620103519,29.6056404931756
8,73.80952453613281,197.2899932861328,2.6729611730468634,29.17847294910598
9,73.98907470703125,197.3300018310547,2.667015402103714,29.689375036263016
10,73.7822036743164,196.77099609375,2.666916767115293,29.613642021599503
11,73.94223022460938,196.6999969482422,2.6601848003602235,30.17564781739435
12,73.5597152709961,196.0399932861328,2.665045569628918,29.66198757364242
13,73.83294677734375,196.57000732421875,2.6623616678474207,29.970324961860626
14,72.79078674316406,197.5749969482422,2.7142857741786517,25.76769403076173
15,72.59172821044922,197.1300048828125,2.715598729256271,25.601918300594804
16,72.25214385986328,196.63999938964844,2.721580134300814,25.04998310225585
17,72.0426254272461,196.5449981689453,2.7281765066631394,24.502122600423462
18,72.01405334472656,196.33999633789062,2.7264122378728484,24.619457213107495
19,71.87353515625,195.9600067138672,2.7264556597620877,24.568297350361604
20,71.42857360839844,194.57000732421875,2.7239800194097894,24.593029047135644
21,71.17095947265625,194.08999633789062,2.727095402057347,24.282607110765724
22,71.86580657958984,194.63999938964844,2.7083811989793616,25.86459121871667
23,72.14675903320312,194.02000427246094,2.6892407486131114,27.346627808934898
24,71.7174072265625,194.05999755859375,2.705898122411742,25.989261924396715
25,72.09992218017578,195.71499633789062,2.7144966377190265,25.507927050961143
26,71.85792541503906,195.22000122070312,2.7167497543680237,25.260407749056668
27,72.19359588623047,196.02999877929688,2.7153377854764233,25.480341994643055
28,71.75643920898438,195.33999633789062,2.7222643499488584,24.82902429040942
29,71.561279296875,195.14999389648438,2.7270333316275184,24.420221005267763
30,71.95159912109375,195.3800048828125,2.71543658889346,25.387821472035455
31,71.98282623291016,195.63499450683594,2.7178009637164355,25.228645446087086
32,71.96308135986328,196.57479858398438,2.731606191249366,24.228258522171416
33,71.83060455322266,196.1300048828125,2.7304518192867304,24.266575967058003
34,71.82669830322266,196.10000610351562,2.73018265820409,24.28458926816907
35,70.88212585449219,194.97000122070312,2.750622937310603,22.516379116317154
36,70.82747650146484,194.77999877929688,2.7500626649499287,22.538701908807752
37,70.58547973632812,194.49000549316406,2.7553826398811903,22.08618077584856
