,amat,qcom,Ratio,Spread
0,161.0749969482422,185.5500030517578,1.1519478911514747,18.690713973295463
1,157.22999572753906,183.64999389648438,1.1680340831066869,15.68486136845573
2,156.7899932861328,182.82000732421875,1.1660183376025959,15.953445998888784
3,155.22999572753906,181.1699981689453,1.1671068939983504,15.613044246782723
4,154.8699951171875,181.1999053955078,1.1700129857846053,15.123809928610571
5,153.57000732421875,180.22000122070312,1.1735364499932635,14.44505132645702
6,152.42999267578125,178.9499969482422,1.1739815360935497,14.260503584831556
7,152.13999938964844,178.38999938964844,1.1725384521185034,14.450496846555838
8,146.41000366210938,173.8000030517578,1.1870773765763993,11.72955482271425
9,147.74929809570312,175.8560028076172,1.1902324076944732,11.382369439116248
10,145.6750030517578,174.75999450683594,1.1996567073675937,9.831771366799218
11,144.3000030517578,173.0399932861328,1.1991683272803986,9.797401253669053
12,144.05999755859375,174.03199768066406,1.2080522048452746,8.499172308469044
13,143.0399932861328,172.30999755859375,1.2046281155362621,8.91974242618082
14,145.47999572753906,172.38499450683594,1.184939507626091,11.957960268983273
15,145.77000427246094,173.1999969482422,1.188173093721747,11.512981593233492
16,144.15359497070312,171.89999389648438,1.19247802270502,10.750597632085574
17,141.36000061035156,168.9499969482422,1.195175411847517,10.13622958821202
18,139.14999389648438,166.49000549316406,1.1964787121515672,9.776459278644525
19,137.4949951171875,166.21499633789062,1.2088803392168928,7.93984485869794
20,140.8300018310547,171.7949981689453,1.219874997765302,6.614999519970668
21,138.44320678710938,168.39999389648438,1.2163832217166204,6.964676661643923
22,138.75999450683594,167.26499938964844,1.2054266792393697,8.50386265531529
23,137.2100067138672,166.4199981689453,1.212885285517051,7.371224492908654
24,135.77999877929688,165.63999938964844,1.2199145741552657,6.326666961249659
25,135.0399932861328,164.86000061035156,1.2208235249318615,6.162487977574758
26,133.60000610351562,167.5,1.2537424576928393,1.6851996902747168
27,134.1699981689453,167.39999389648438,1.2476708368565097,2.512462332046541
28,137.6199951171875,170.64120483398438,1.239944854588015,3.673124665679952
29,137.24000549316406,169.72999572753906,1.236738479553568,4.0995025695501415
30,139.51499938964844,170.72999572753906,1.2237393575920172,6.002181898014046
31,139.52999877929688,171.41000366210938,1.228481367173514,5.341311781061366
32,140.25999450683594,172.0500030517578,1.2266505760013595,5.632718630114967
33,134.93299865722656,166.2949981689453,1.232426462198386,4.590975284561184
34,135.30999755859375,166.60000610351562,1.231246834007016,4.766982670314691
