,pfe,unh,Ratio,Spread
0,53.564998626708984,516.0900268554688,9.634836928720317,59.143829928393075
1,53.189998626708984,511.2900085449219,9.612521559423037,59.91672788377605
2,53.029998779296875,507.75,9.574769219082608,61.73850004913413
3,52.872100830078125,509.8247985839844,9.642605279152306,57.968037344249865
4,52.80500030517578,509.6099853515625,9.650790311644258,57.46225887086791
5,52.9901008605957,510.4100036621094,9.632176489055496,58.6500331322776
6,52.75,510.3999938964844,9.675829268179799,56.08160272990972
7,52.58000183105469,516.0841064453125,9.815216593250554,48.571881950414195
8,52.685001373291016,519.1900024414062,9.854607362781865,46.59357473784803
9,52.57500076293945,518.4100952148438,9.860391587103415,46.19218677233789
10,52.22999954223633,516.6223754882812,9.891295807316814,44.27494266303381
11,52.125,519.3300170898438,9.963165795488608,40.43971227794384
12,52.17499923706055,518.9000244140625,9.94537675135185,41.40664614121624
13,52.439998626708984,520.8099975585938,9.93154102207265,42.342498159776255
14,52.70989990234375,517.3400268554688,9.814855042676056,48.71093531888391
15,52.209999084472656,520.1799926757812,9.963225470166378,40.50254080733998
16,52.13999938964844,519.7550048828125,9.968450536384193,40.17580274462375
17,52.334999084472656,518.6300048828125,9.909812056090884,43.394902052030034
18,52.36000061035156,516.989990234375,9.873758292740856,45.30340777720653
19,52.07500076293945,514.8099975585938,9.88593355768075,44.422790621702575
20,51.77000045776367,510.010009765625,9.851458475101124,45.947383915192404
21,51.165000915527344,512.1400146484375,10.009576966371467,37.320296441967116
22,51.30500030517578,512.1300048828125,9.98206806035527,38.83375791896219
23,51.314998626708984,510.5799865722656,9.949917182819789,40.49114808061256
24,51.244998931884766,509.55999755859375,9.943604413689318,40.759411238599455
25,51.5,512.6500244140625,9.954369406098301,40.407837695118474
26,51.33000183105469,511.8500061035156,9.971751175622323,39.38224777499795
27,51.560001373291016,512.4000244140625,9.937936593607127,41.30219169969996
28,51.0099983215332,507.75,9.953930929373506,40.045740153399265
29,50.9192008972168,508.7749938964844,9.991810258834867,38.04567384181871
30,50.8849983215332,508.27850341796875,9.988769189029894,38.174863283709215
31,50.93550109863281,508.82501220703125,9.989594707662333,38.170703192380415
32,50.900901794433594,508.760009765625,9.995107980999697,37.86414413454622
33,50.80500030517578,507.75,9.994095009350344,37.844268994889376
