,amat,asml,Ratio,Spread
0,144.80728149414062,740.3552856445312,5.1126937679200095,-3.367402094305244
1,143.6777801513672,743.3270874023438,5.173570239039293,-12.127706321734646
2,150.0288848876953,773.1043701171875,5.153036834846154,-9.356656370801712
3,150.92062377929688,782.0692138671875,5.181990335600978,-13.751489815533315
4,154.0614776611328,791.2412719726562,5.135880065443987,-6.827205434970888
5,161.22506713867188,801.1341552734375,4.969042156356314,19.992090180510107
6,158.17335510253906,794.5586547851562,5.0233407154452,10.928084996014267
7,159.5010528564453,791.8040161132812,4.964255733320603,20.486949069268693
8,156.52859497070312,790.06640625,5.047425401076869,6.991217314555688
9,155.914306640625,786.0382080078125,5.04147582697201,7.871292238020037
10,158.460693359375,787.3710327148438,4.968872822796219,19.588266811343264
11,156.90513610839844,769.30322265625,4.902983049100281,29.684110261381537
12,152.32757568359375,736.20849609375,4.833061202411313,39.31961741406645
13,154.90367126464844,753.4371337890625,4.863907534520838,35.29303187062602
14,149.4244842529297,746.5061645507812,4.995875798287354,14.144098635352638
15,148.2156982421875,717.9432373046875,4.843908208235496,36.51220295964391
16,151.04940795898438,719.9080200195312,4.766043308259861,49.0697010714697
17,158.0841827392578,732.7529907226562,4.635207507959543,72.27675584785754
18,155.73594665527344,720.81640625,4.628452336990319,72.17902937581778
19,165.4657440185547,735.0830688476562,4.442509071637371,107.77592508782459
20,150.96023559570312,706.15478515625,4.677753597625875,62.36594272409423
21,141.755615234375,689.9530029296875,4.867200511168022,31.395609543865366
22,137.87161254882812,697.49609375,5.059026153792009,3.9476648859451915
23,133.81918334960938,685.9149780273438,5.125684979225708,-5.239230494445901
24,138.0102996826172,678.6976318359375,4.917731744636024,23.456874796526908
25,131.7681884765625,640.340576171875,4.859599145857362,29.824171118515896
26,134.33441162109375,644.97119140625,4.8012358384050415,38.34501347624303
27,128.95428466796875,626.6070556640625,4.859141030307362,29.13691271400376
28,131.233154296875,636.7863159179688,4.852328051777479,30.63647210848183
29,136.91050720214844,668.607421875,4.8835362277038445,27.910835159365096
30,137.33657836914062,672.8330078125,4.899153712742306,25.868791559504874
31,139.466796875,678.0361938476562,4.861631650258378,31.582613424235777
32,135.255859375,637.734130859375,4.715020360716813,50.30433719990402
33,134.3245086669922,644.52685546875,4.798281876218251,38.73859845657058
34,134.8793487548828,641.7821044921875,4.758193974219898,44.3268106114183
35,137.4752960205078,645.1783447265625,4.693049321605522,54.234359039364456
36,142.87521362304688,671.7371215820312,4.7015651248949375,55.349242403966066
37,138.4859161376953,648.545166015625,4.683112796616678,56.04679413774455
38,131.27281188964844,620.2685546875,4.725034420752067,47.35747176374469
39,130.64857482910156,619.9427490234375,4.74511681305648,44.484168555807635
40,138.55526733398438,648.0811157226562,4.677419546674261,56.86625752832368
41,139.6649932861328,655.4365844726562,4.692919600331473,55.197945730998306
42,135.21624755859375,642.1770629882812,4.749259608835131,45.658401242307725
43,132.12490844726562,639.6099853515625,4.8409493173412255,32.38289117885791
44,129.29598999023438,632.1459350585938,4.889137977955381,25.34921503737917
45,126.91374969482422,623.7142944335938,4.914473773987233,21.57227891173716
46,132.43260192871094,648.5056762695312,4.896873328960377,25.06407707349911
47,134.715576171875,658.6552124023438,4.8892283366105165,26.614396039732586
48,133.20681762695312,658.052978515625,4.940084826277498,19.48449873491916
49,128.6508026123047,626.162841796875,4.86715068295257,28.02583261015241
50,132.19436645507812,647.0543212890625,4.8947193336634545,25.29451572987762
51,129.67315673828125,622.7861938476562,4.80273797224373,36.64187174814766
52,124.80943298339844,586.7789916992188,4.701399386833761,47.72331604175714
53,118.33768463134766,567.052490234375,4.79181667277748,34.28320680864466
54,123.231201171875,565.7689819335938,4.591117968123148,60.64515592862893
55,127.6681137084961,613.4562377929688,4.805085780413973,35.69632294942688
56,124.04513549804688,592.4559936523438,4.776132423682766,38.12941933699222
57,122.7249755859375,578.4164428710938,4.713111085249805,45.40337487532691
58,119.24095153808594,570.2217407226562,4.782096531161324,35.74304574449753
59,123.48928833007812,589.1287841796875,4.7706873377145715,38.608006517074394
60,129.5143585205078,642.37451171875,4.9598710062485765,16.239739992162644
61,131.01318359375,645.8004760742188,4.929278553193075,20.494999473650868
62,134.13987731933594,671.2335815429688,5.003982372408299,11.085668096084422
63,133.20681762695312,674.2448120117188,5.061638916259882,3.2926652388254114
64,134.4773406982422,680.0009155273438,5.056620780843804,4.047776590642347
65,130.44740295410156,656.9175415039062,5.035880566629949,6.478404396814203
66,137.5643310546875,681.778076171875,4.956067251916052,18.090917016396478
67,136.045654296875,678.638427734375,4.988313895374191,13.447605106490531
68,136.6412353515625,686.0137329101562,5.020546917225391,9.124551641584052
69,140.3932342529297,700.14208984375,4.987007340983311,14.224551580267647
70,134.79498291015625,675.8739624023438,5.014088416427399,9.802592081528818
71,130.8245849609375,659.4549560546875,5.040757104267459,5.873983544565253
72,126.46707916259766,659.2575073242188,5.2128784161814705,-16.2600445633426
73,128.4820556640625,672.1912841796875,5.231791168855847,-18.86740921082787
74,120.80925750732422,638.2574462890625,5.283183254812797,-24.255358198380005
75,118.4468765258789,620.53515625,5.238932207000175,-18.639869300159827
76,121.49414825439453,617.3659057617188,5.081445605668405,0.14613103880742973
77,119.07221221923828,603.17822265625,5.065650594831189,1.9218034720867125
78,115.3797378540039,590.155517578125,5.114897368937344,-3.978795188121121
79,113.71217346191406,586.4630126953125,5.1574338511059965,-8.83227448108266
80,115.99514770507812,604.9850463867188,5.2156065004108205,-15.654453073442934
81,112.52105712890625,590.283935546875,5.245986401199862,-18.757466158290864
82,114.01988220214844,597.8961181640625,5.243788246544922,-18.68842493852139
83,116.19367218017578,609.3193359375,5.243997581836115,-18.971338420382832
84,117.01752471923828,625.8666381835938,5.348486388557987,-31.296536383489407
85,114.83381652832031,612.1134033203125,5.330428107554478,-28.7344349676581
86,111.96520233154297,599.9003295898438,5.357917612772796,-31.222521593184293
87,113.62284851074219,592.2091674804688,5.212060560376462,-15.03620446390914
88,108.11390686035156,553.3189697265625,5.117925952313174,-4.378396651179055
89,108.00472259521484,549.8140869140625,5.090648572606232,-1.4330646461489733
90,113.78165435791016,583.0469360351562,5.124261369949245,-5.0601200343546635
91,109.5333251953125,556.6166381835938,5.081710403578748,-0.4017873130496765
92,112.13394165039062,563.84375,5.028305807334793,5.698818335476521
93,112.95780181884766,567.6033325195312,5.024914821109978,6.161379198283162
94,117.93071746826172,589.4449462890625,4.998230816731,9.805113190400451
95,112.63024139404297,561.12841796875,4.982040445119992,10.957602227304054
96,111.66741943359375,548.0294799804688,4.907693602665998,19.122241260103923
97,104.96737670898438,509.8961181640625,4.8576627724794745,22.91902250838962
98,106.38679504394531,520.5484008789062,4.892979440389032,19.5410175887065
99,103.15091705322266,518.4895629882812,5.026514332594414,5.016530580678141
100,105.96990203857422,519.5438232421875,4.902748924435806,18.40908940664406
101,111.03215026855469,545.3638916015625,4.91176555873668,18.532183105938547
102,109.66236877441406,532.0659790039062,4.851855608722229,24.81019828390743
103,115.97529602050781,558.6021728515625,4.816561733567685,30.62668395126423
104,110.51600646972656,525.4517822265625,4.754531031398592,35.799143209262645
105,109.92044067382812,523.1641845703125,4.759480414773091,35.03456735333919
106,105.672119140625,529.9674072265625,5.015205633581543,6.459418666182391
107,109.1164321899414,551.6199340820312,5.055333307835928,2.458410969731635
108,105.8011474609375,543.4840698242188,5.136844758936823,-6.395995712905569
109,107.99021911621094,545.125244140625,5.047913122150463,3.1814502616606477
110,114.49768829345703,557.050537109375,4.8651684187863875,24.605831150714156
111,118.8857650756836,580.2349243164062,4.88060891013339,23.909591880203156
112,116.70664978027344,573.18310546875,4.911314878354372,19.79381508951406
113,113.8907241821289,560.6211547851562,4.922447888632583,17.924625532855092
114,116.74645233154297,577.41015625,4.945847558692739,15.770745620720962
115,114.38823699951172,560.6112670898438,4.900952071603628,20.48418188550193
116,114.42803955078125,568.60791015625,4.969130926200228,12.691520131552583
117,115.0947036743164,573.8992309570312,4.986321808351794,10.816739691859087
118,111.90067291259766,564.380859375,5.04358771654413,3.966246313673996
119,106.70662689208984,539.4857177734375,5.055784570146782,2.2427845737047436
120,101.373291015625,518.7183837890625,5.116913721476308,-4.32232162867444
121,95.8409423828125,490.9189758300781,5.122226092782205,-4.875260418728597
122,96.13945770263672,488.5220031738281,5.081389211543575,-0.9484474687273474
123,96.93547058105469,502.60565185546875,5.184950863112633,-10.952665397983647
124,89.14441680908203,465.6260986328125,5.223278308388401,-13.900938988923652
125,89.38322448730469,470.798095703125,5.267186302615359,-17.84908728384556
126,94.69666290283203,491.68487548828125,5.1922091065954215,-11.505397988800777
127,93.47278594970703,482.882568359375,5.166023067068843,-8.975252297326616
128,92.8160629272461,482.882568359375,5.202575428542823,-12.34084620448851
129,96.87577056884766,512.4821166992188,5.290095900037337,-21.135082660743645
130,97.12452697753906,505.3010559082031,5.20261021219757,-12.679187541060852
131,94.54740905761719,487.76611328125,5.158958009986348,-8.351536378969794
132,91.48273468017578,482.00732421875,5.268833795839736,-18.29868278603902
133,90.52750396728516,473.314453125,5.228404986135997,-14.501206793851505
134,85.84092712402344,447.40484619140625,5.212022530290165,-12.609509891827937
135,85.57227325439453,430.06884765625,5.0257966897492,3.3496832081080514
136,86.12947845458984,426.56781005859375,4.952634309558645,9.706302782757977
137,90.29864501953125,449.4637145996094,4.977524463433444,8.176668509425046
138,90.73645782470703,450.508056640625,4.965017011254258,9.37604270673376
139,88.17924499511719,436.69293212890625,4.952332401497513,10.085885959494195
140,88.2886962890625,432.1475830078125,4.894710208348024,15.192154365331366
141,88.63695526123047,444.60009765625,5.015967621472629,4.524407777027936
142,91.21407318115234,454.4367370605469,4.982090166700806,7.895059837593128
143,94.0001449584961,473.0657958984375,5.032607089141303,3.5441454807748913
144,92.67676544189453,470.9273681640625,5.081396247685396,-1.0995219537490994
145,97.74144744873047,495.6732177734375,5.071269463585948,0.1102631884097649
146,101.7215576171875,511.6466369628906,5.029874187420422,4.53423235698222
147,103.32353973388672,539.3465576171875,5.219977548255633,-14.955802139918884
148,101.16433715820312,531.3796997070312,5.252638574362894,-18.054490562853513
149,100.49766540527344,536.0642700195312,5.3340967460066215,-26.15564033579187
150,98.4180679321289,521.3440551757812,5.297239278618136,-22.093009200218997
151,102.9454345703125,543.2354125976562,5.2769257312389355,-20.782381840351373
152,104.6369857788086,557.6871337890625,5.329732404256689,-26.565190497470095
153,105.4529037475586,571.3430786132812,5.417992850922408,-36.03969436340082
154,105.87081146240234,575.0330810546875,5.431460032389547,-37.587990772386426
155,104.46781921386719,562.5507202148438,5.384918766832744,-32.295726825706076
156,108.46783447265625,580.7122802734375,5.353774075943498,-29.957888320370554
157,110.50762939453125,586.6932983398438,5.309075052594312,-25.485303991056636
158,109.07479858398438,575.5767211914062,5.2768992348698145,-21.711741296261604
159,107.293701171875,571.0304565429688,5.322124694237442,-26.29329826095113
160,99.16433715820312,539.4854125976562,5.440316832219441,-36.40986363609243
161,104.52752685546875,564.3505249023438,5.399061298778042,-33.78953999484542
162,105.00513458251953,560.721435546875,5.339943020655103,-27.71279218794609
163,109.83101654052734,574.2308349609375,5.228312120274767,-16.490366526514773
164,109.23400115966797,573.2138671875,5.247577321182532,-18.533001141878454
165,107.95040893554688,564.9786376953125,5.233686868501257,-16.87596370483436
166,105.47279357910156,555.60693359375,5.26777488999626,-20.201617336667137
167,107.73150634765625,559.6148071289062,5.194532464096386,-12.633971707914949
168,104.10960388183594,543.6229858398438,5.2216410933313515,-15.203785163467384
169,100.30860900878906,518.5086059570312,5.169133647457911,-9.568858182949153
170,101.42304229736328,524.1715698242188,5.168170446784614,-9.520540798097269
