,csco,acn,Ratio,Spread
0,60.095001220703125,397.510009765625,6.614693430252901,-28.189876812027958
1,60.36539840698242,401.92498779296875,6.658201526033139,-30.914980523031684
2,59.970001220703125,400.07000732421875,6.6711689041304325,-31.531074398806563
3,60.189998626708984,399.989990234375,6.645456045198872,-30.07616147078377
4,60.10559844970703,398.3699951171875,6.62783510009506,-28.983633718818194
5,60.09000015258789,397.8599853515625,6.621068136815905,-28.571107074386045
6,60.5099983215332,396.6099853515625,6.554453749016617,-24.696286423044594
7,59.435001373291016,384.1199951171875,6.462858353525737,-18.92459735879336
8,60.14500045776367,385.4750061035156,6.409094740538114,-15.842397906711167
9,59.619998931884766,386.3399963378906,6.480040309616243,-19.988437795595896
10,59.83000183105469,385.4649963378906,6.4426706425039,-17.801003629592255
11,60.18000030517578,386.375,6.420322333676855,-16.523656748917087
12,60.27750015258789,385.79998779296875,6.400397939800847,-15.339309473514984
13,60.36000061035156,385.9100036621094,6.393472494364537,-14.933730463213603
14,60.18000030517578,387.1050109863281,6.432452792012285,-17.253667735245212
15,60.57500076293945,388.239990234375,6.4092444959886015,-15.920052033387915
16,60.900001525878906,390.0,6.40394072624568,-15.648936957665594
17,60.8849983215332,391.1650085449219,6.424653351868099,-16.90770953184929
18,60.95000076293945,391.4700012207031,6.422805517973607,-16.80646293516136
19,61.1150016784668,391.4200134277344,6.404647020825444,-15.725285383308655
20,61.040000915527344,392.9700012207031,6.437909490934157,-17.7439979612549
21,60.77000045776367,396.0299987792969,6.516866805925819,-22.49139044156797
22,61.375,399.29998779296875,6.505906114753055,-21.98037417966489
23,61.36000061035156,401.0849914550781,6.53658714904599,-23.859118030703225
24,61.4900016784668,400.5799865722656,6.514554816031902,-22.541658443285225
25,61.375,399.8699951171875,6.515193403131365,-22.55038150388364
26,61.3109016418457,401.7300109863281,6.552342246295408,-24.810986486598235
27,61.540000915527344,403.69000244140625,6.559798447119458,-25.339199069218434
28,62.494998931884766,405.6300048828125,6.490599437003291,-21.310845692265186
29,62.40370178222656,405.42999267578125,6.496890105824673,-21.68140417232345
30,62.29199981689453,405.2799987792969,6.506132408184121,-22.22950290356462
31,62.220001220703125,404.6099853515625,6.502892597451964,-22.009451918822233
32,62.324501037597656,404.2099914550781,6.485571239651575,-20.95637594311128
33,62.415000915527344,404.2749938964844,6.477208811446329,-20.455790327002344
34,62.25,403.29998779296875,6.478714663340863,-20.511973982370673
35,63.100101470947266,412.1600036621094,6.5318437538785465,-24.059195506999085
36,63.334999084472656,412.4049987792969,6.511486614679733,-22.8361744457338
37,63.32500076293945,413.80499267578125,6.534622782317563,-24.298653854726492
38,63.310001373291016,414.42999267578125,6.546043021420932,-25.017394043655397
39,63.423099517822266,415.6449890136719,6.553526903819533,-25.52557219198226
40,63.369998931884766,414.7699890136719,6.545210604461276,-24.982429625830346
41,63.439998626708984,415.2699890136719,6.545870082015392,-25.044959517273437
42,63.36000061035156,414.55999755859375,6.542929191368477,-24.834923683260538
43,63.529998779296875,415.8900146484375,6.5463564086194745,-25.102520178132604
44,63.40999984741211,415.75,6.55653683962227,-25.71245088145937
45,63.52000045776367,415.7799987792969,6.545654845449211,-25.054989821500296
46,63.38999938964844,415.05999755859375,6.5477204851712445,-25.14744330540267
47,63.45500183105469,415.04998779296875,6.54085534341352,-24.731194267308492
48,63.54999923706055,415.2799987792969,6.534697148149098,-24.36750944364243
49,63.95500183105469,415.29998779296875,6.493627955637258,-21.8563941545689
50,63.810001373291016,413.25,6.476257500489167,-20.712601255134555
51,63.849998474121094,414.6000061035156,6.493344025239973,-21.812641468284053
52,63.79999923706055,414.6600036621094,6.49937317587363,-22.185114270085162
53,63.880001068115234,415.1499938964844,6.49890399115382,-22.17512504306202
54,64.0790023803711,416.1600036621094,6.494483187984041,-21.94145616274218
55,63.970001220703125,415.3399963378906,6.4927307864967,-21.80266251056187
56,63.775001525878906,414.2900085449219,6.49611914751283,-21.971344854334884
57,63.64500045776367,414.7449951171875,6.5165369178121395,-23.23878613120601
58,63.720298767089844,414.2900085449219,6.5016959518541,-22.313215227997343
59,63.73500061035156,414.4200134277344,6.502235968605703,-22.351339467846483
60,63.849998474121094,415.32000732421875,6.504620473758527,-22.532642688987178
61,63.779998779296875,414.79998779296875,6.503606079208859,-22.450093266294086
62,63.61000061035156,413.95001220703125,6.507624716791264,-22.662538275328213
63,63.63999938964844,415.260009765625,6.525141636521926,-23.785055456064153
64,63.50389862060547,414.2200012207031,6.522749157424153,-23.595622308041097
65,63.48500061035156,415.510009765625,6.5450107233341335,-25.003735862106875
66,63.53499984741211,416.4800109863281,6.555127283962559,-25.66126183960264
67,63.584999084472656,416.010009765625,6.542581045144875,-24.8787853756921
68,63.619998931884766,416.6300048828125,6.548727002162961,-25.280045438601146
69,63.380001068115234,414.6199951171875,6.541811109652563,-24.76992637650474
70,63.060001373291016,408.82501220703125,6.483111374941843,-20.974813631275165
71,62.7400016784668,407.0400085449219,6.48772709046043,-21.189680134092523
72,62.84120178222656,407.3299865722656,6.481893646525887,-20.847197970160746
73,62.8650016784668,406.739990234375,6.470054551413398,-20.108461795360736
74,62.93000030517578,407.864990234375,6.481248820220163,-20.827246363224415
75,63.07849884033203,407.2200012207031,6.455765573170694,-19.25420087075676
76,63.15999984741211,407.2900085449219,6.448543532756357,-18.81485948275107
77,62.619998931884766,410.3500061035156,6.5530184142908725,-25.249646884783456
78,62.25,407.92999267578125,6.553092251819779,-25.141978865183173
79,61.83000183105469,407.4800109863281,6.590328302103778,-27.3168178270715
80,61.630001068115234,408.0299987792969,6.620639164492801,-29.116730433202658
81,61.49980163574219,404.3089904785156,6.57415113097765,-26.209416534337233
82,61.22999954223633,406.94000244140625,6.646088608259745,-30.52658372163685
83,61.25,404.4800109863281,6.6037552814094385,-27.941597401209176
84,61.58000183105469,400.1549987792969,6.498132297513174,-21.554205676410017
85,61.150001525878906,403.3900146484375,6.59672942898818,-27.476551549733326
86,60.81999969482422,402.1549987792969,6.612216389299329,-28.30391519836061
87,60.619998931884766,402.42999267578125,6.638568125479,-29.828833908007393
88,60.74409866333008,399.69000244140625,6.579898479631086,-26.31326996400983
89,60.59000015258789,398.8949890136719,6.583511932812472,-26.481310623755828
90,60.290000915527344,397.25,6.588986464879793,-26.711196909661137
91,60.724998474121094,386.1099853515625,6.3583366826449454,-12.85262142095328
92,60.779998779296875,382.80999755859375,6.298288997152596,-9.208903708356527
93,60.775001525878906,383.19000244140625,6.305059528106112,-9.620139427256756
94,60.71500015258789,379.3299865722656,6.24771449590612,-6.1351081541647225
95,60.89500045776367,377.9599914550781,6.206749135624499,-3.6401830891643066
96,60.900001525878906,378.81500244140625,6.220279030377893,-4.463939399071844
97,60.93000030517578,378.010009765625,6.204004724639964,-3.4714663454327273
98,60.790000915527344,374.6300048828125,6.162691219620006,-0.9664016797340444
