,intc,amd,Ratio,Spread
0,55.22999954223633,135.9582061767578,2.461673136042411,-8.15865939226326
1,55.185001373291016,133.42999267578125,2.4178669811605733,-5.736489513744502
2,54.939998626708984,134.23980712890625,2.4433893426354367,-7.123682544012084
3,54.87009811401367,133.08900451660156,2.4255288233685697,-6.137608936278141
4,55.06999969482422,132.5399932861328,2.40675493046334,-5.117505475591045
5,54.93000030517578,132.6898956298828,2.415617966369829,-5.597333297825358
6,54.79499816894531,131.92999267578125,2.4077013794034885,-5.155579190687277
7,54.310001373291016,132.04820251464844,2.431379104688959,-6.416742582933665
8,53.91999816894531,128.85000610351562,2.389651529656867,-4.137635848743642
9,54.40999984741211,130.8699951171875,2.4052563036978585,-5.002876697925373
10,54.3650016784668,130.6300048828125,2.4028327204954945,-4.868930086008177
11,53.959999084472656,129.63999938964844,2.4025204149225643,-4.833362143939496
12,53.935001373291016,129.27999877929688,2.3969592192004137,-4.532271660577237
13,53.59000015258789,128.27000427246094,2.3935436444716394,-4.33531421843125
14,53.6150016784668,126.31999969482422,2.3560569941296423,-2.3263905240101646
15,53.54999923706055,127.29000091552734,2.3770308632877306,-3.4495778524346146
16,53.125,126.75,2.3858823529411763,-3.9111389936760754
17,52.68000030517578,123.55999755859375,2.3454820964846133,-1.7698321045071164
18,52.060001373291016,121.88999938964844,2.3413368454535455,-1.5609363359044859
19,52.5,120.0801010131836,2.287240019298735,1.2858719714817686
20,53.02000045776367,124.26000213623047,2.343643928015757,-1.6685852387697788
21,52.560298919677734,121.7699966430664,2.316767582108968,-0.26192196798139333
22,52.51499938964844,121.37999725341797,2.3113395918146757,0.021323605399985457
23,52.439998626708984,120.66000366210938,2.300915461898091,0.5645688361505425
24,52.15999984741211,119.91999816894531,2.299079726222336,0.6447233723459935
25,52.02000045776367,118.70999908447266,2.282006882734579,1.524796978334337
26,51.1349983215332,111.93000030517578,2.188911782129491,6.219181284677461
27,51.25,112.22000122070312,2.1896585604039633,6.200195720645112
28,51.929901123046875,113.83000183105469,2.191993425162446,6.192464262370265
29,52.27000045776367,113.22989654541016,2.166250154080343,7.594054726060264
30,52.39500045776367,114.36000061035156,2.182651008898048,6.758528265450565
31,52.34989929199219,115.51000213623047,2.206499032442259,5.502240392647408
32,52.429100036621094,114.97000122070312,2.1928661972148666,6.228887433087323
33,51.1150016784668,110.62999725341797,2.164335197508622,7.47205983076185
34,51.63999938964844,110.70999908447266,2.143880720236127,8.629278544023322
35,48.06999969482422,107.7699966430664,2.2419387835916753,3.15614532489947
36,48.38859939575195,106.37999725341797,2.198451672125833,5.296963407668642
37,48.3849983215332,104.58999633789062,2.1616203361806052,7.078477956664955
38,47.82500076293945,103.1500015258789,2.1568217434470363,7.198770854739436
39,48.13999938964844,103.45339965820312,2.1490112374294865,7.637705049004907
40,48.224998474121094,102.48999786376953,2.125246264523338,8.80141745683325
41,48.04999923706055,102.56999969482422,2.134651432329532,8.309008777673185
42,46.38999938964844,101.37999725341797,2.185384750749536,5.587020993146098
43,47.178001403808594,103.7605972290039,2.1993427898924836,5.063442981879064
44,47.0,103.43319702148438,2.2007063196060503,4.971361372585662
45,47.04499816894531,102.9104995727539,2.187490776451677,5.60010244377392
46,46.57500076293945,100.84989929199219,2.1653225472889357,6.5530970453090305
47,47.070098876953125,103.11109924316406,2.1905859920266755,5.458655624819528
48,47.7400016784668,105.23999786376953,2.2044405983177455,4.908463903454063
49,47.66999816894531,110.15499877929688,2.310782525917056,-0.17150874111049985
50,47.50960159301758,111.1729965209961,2.340011130241409,-1.5675003954481208
51,48.154998779296875,111.76000213623047,2.320839060726528,-0.63354955486983
52,48.08539962768555,111.30000305175781,2.314631965493242,-0.33756928115866414
53,48.33000183105469,112.49150085449219,2.327570796453192,-0.9526324352311089
54,48.25,112.48999786376953,2.331398919456363,-1.1396634263823837
55,48.83000183105469,114.20999908447266,2.338930878594354,-1.4928202478847363
56,48.50849914550781,115.22000122070312,2.375253888500758,-3.2604823112720847
57,48.779998779296875,115.44000244140625,2.3665437747079463,-2.840661838387063
58,48.7400016784668,115.04000091552734,2.36027896909884,-2.5349183136500524
59,48.654998779296875,115.16000366210938,2.3668689045597295,-2.855240663421895
60,48.54999923706055,113.5199966430664,2.338208000555665,-1.4626777532421609
61,48.75,115.4541015625,2.3682892628205128,-2.925456707785997
62,48.95000076293945,116.81999969482422,2.3865168105016625,-3.8200288752204723
63,48.55179977416992,124.86000061035156,2.571686347182096,-12.798438537261788
64,48.8661003112793,122.16999816894531,2.500097151004824,-9.367748901760748
65,48.879398345947266,122.41000366210938,2.504327135856793,-9.576415969366323
66,49.060001373291016,124.2571029663086,2.532757837099368,-10.997902416525733
67,49.07500076293945,122.30000305175781,2.49210394600985,-9.005454627822346
68,49.45500183105469,122.80000305175781,2.4830653827748317,-8.60993619351133
69,49.5099983215332,122.80000305175781,2.4803071544106445,-8.48033031821683
70,49.18000030517578,124.62000274658203,2.533956933169576,-11.078010213783344
71,48.79199981689453,123.35140228271484,2.5281071230042853,-10.723779784455559
72,48.665000915527344,121.83989715576172,2.5036452247735754,-9.511562914442464
73,48.814998626708984,122.4000015258789,2.5074260979064764,-9.718179553238642
74,48.68989944458008,121.71859741210938,2.4998736658031544,-9.331586778472229
75,48.665000915527344,121.61000061035156,2.4989211614614386,-9.281666369032308
76,48.279998779296875,120.08000183105469,2.4871583443897403,-8.658971645362342
77,48.1349983215332,124.52269744873047,2.586947165073967,-13.443378362838317
78,48.0099983215332,123.5999984741211,2.574463711628264,-12.815256992560649
