,mrk,abbv,Ratio,Spread
0,76.3499984741211,148.67999267578125,1.9473476836568173,-27.754023525183072
1,76.56999969482422,149.36000061035156,1.9506334230852507,-28.08096097048221
2,76.80000305175781,150.60780334472656,1.9610390281264374,-28.959641217686382
3,76.81999969482422,150.0399932861328,1.9531371242148263,-28.35973940738019
4,77.47000122070312,150.02000427246094,1.9364915697506084,-27.296590923794454
5,77.56999969482422,150.02000427246094,1.9339951638864177,-27.136107677058533
6,77.83999633789062,150.5500030517578,1.934095710876514,-27.23280046575971
7,77.08499908447266,149.63999938964844,1.9412337181929167,-27.534459397206504
8,77.19010162353516,149.4600067138672,1.9362587115482828,-27.185792180566622
9,77.08000183105469,149.00999450683594,1.9331861827590338,-26.912474391300393
10,77.53500366210938,149.3000030517578,1.9255819436392096,-26.472270082873877
11,77.73500061035156,149.47000122070312,1.9228146915431938,-26.32130175834733
12,78.02999877929688,149.72000122070312,1.9187492446869963,-26.09787189504594
13,77.73999786376953,149.4499969482422,1.9224337671083582,-26.293277608980006
14,77.0199966430664,146.9250030517578,1.907621519806759,-24.923782679533332
15,77.38150024414062,148.24000549316406,1.915703430735551,-25.658623552305386
16,77.875,149.47500610351562,1.9194222292586276,-26.101627646912164
17,77.79000091552734,149.35000610351562,1.9199126410307636,-26.113039018842045
18,77.23999786376953,148.25999450683594,1.9194717582505179,-25.90570364534028
19,77.16000366210938,147.47999572753906,1.9113528865727805,-25.254084116980025
20,76.91999816894531,147.14999389648438,1.9130264872509164,-25.30925677099583
21,77.20500183105469,148.1699981689453,1.9191761499233058,-25.87187093396814
22,77.51499938964844,148.92999267578125,1.921305474404348,-26.134363702696632
23,78.05500030517578,149.9199981689453,1.9206969134942686,-26.257744970582422
24,77.94499969482422,149.53500366210938,1.9184682051135982,-26.049285708382072
25,77.80500030517578,149.1699981689453,1.9172289388066766,-25.908959209465692
26,78.13999938964844,149.63999938964844,1.9150243224787116,-25.841334819355666
27,77.7699966430664,148.83999633789062,1.9138485632320066,-25.635133249016363
28,77.63999938964844,148.9499969482422,1.9184698366716029,-25.95376085571594
29,77.44499969482422,148.42999267578125,1.9165858772119162,-25.746703199820473
30,77.86000061035156,149.1027069091797,1.9150103485788612,-25.753400327382266
31,77.9000015258789,149.02099609375,1.9129780895350075,-25.607493764440832
32,77.85009765625,149.2100067138672,1.916632235616576,-25.876592956839986
33,77.8499984741211,149.08999633789062,1.9150931183055981,-25.756741753992856
34,77.87999725341797,149.1999969482422,1.9157678763489447,-25.818598614732338
35,79.33000183105469,149.77999877929688,1.8880624646684891,-24.07155051381197
36,79.55560302734375,149.99169921875,1.885369395882738,-23.921193304224005
37,78.69999694824219,149.75999450683594,1.9029224944611758,-25.06261395955245
38,78.9000015258789,150.14999389648438,1.9030417109337538,-25.131634611642156
39,78.66999816894531,150.19000244140625,1.9091140960607418,-25.540765643734858
40,78.62000274658203,149.85189819335938,1.906027638747114,-25.282896897012506
41,78.26000213623047,149.10000610351562,1.9051878614055107,-25.108754290687614
42,77.91999816894531,151.47999572753906,1.9440451653900421,-28.034401646517466
43,78.44000244140625,152.61000061035156,1.945563435242744,-28.329874055764122
44,78.05999755859375,152.69000244140625,1.9560595339090727,-29.01972936613697
45,77.83999633789062,152.44000244140625,1.9583762797172968,-29.122799855408147
46,77.68000030517578,151.83999633789062,1.9546858360114296,-28.779564497852633
47,77.73999786376953,152.07969665527344,1.9562606230292898,-28.922977316011256
48,77.7699966430664,152.08999633789062,1.9556384583109048,-28.885133249016363
49,77.94999694824219,152.97999572753906,1.9625401118247106,-29.48625789690537
50,78.91999816894531,153.80999755859375,1.9489356453015902,-28.759546522039102
51,78.44000244140625,153.97999572753906,1.9630289512364598,-29.699869172951622
52,78.56999969482422,154.4600067138672,1.9658903820008822,-29.97125316293173
53,78.56999969482422,154.8800048828125,1.9712359104541932,-30.391251331877044
54,78.77999877929688,156.0,1.9801980504853256,-31.17422795769302
55,78.68000030517578,155.8800048828125,1.9811896832511615,-31.214716087241456
56,78.05000305175781,153.77999877929688,1.9702753717680155,-30.125765457840373
57,78.0,154.3800048828125,1.9792308318309295,-30.806019306767396
58,78.33999633789062,155.08999633789062,1.9797039007886499,-30.970365274125996
59,78.03500366210938,154.65499877929688,1.9818670022615896,-31.024837332646413
