,pm,wmt,Ratio,Spread
0,92.94999694824219,140.34500122070312,1.5098978572194266,-9.841866221462503
1,93.11000061035156,139.9600067138672,1.5031683578176998,-9.229781119632996
2,92.95999908447266,139.99000549316406,1.5059165971586908,-9.472674624667455
3,93.00140380859375,140.22000122070312,1.5077191900166367,-9.643905300755527
4,93.28990173339844,140.7978057861328,1.509250231482731,-9.812249454250882
5,93.36000061035156,140.81500244140625,1.5083012159470035,-9.729955913701268
6,93.54000091552734,140.7899932861328,1.5051314080408793,-9.449475253197868
7,93.93000030517578,141.8300018310547,1.5099542358165998,-9.935964008167382
8,94.05999755859375,142.3350067138672,1.5132363428480955,-10.256465903754268
9,93.85990142822266,142.17999267578125,1.5148108032535101,-10.385445048716996
10,93.9000015258789,142.1999969482422,1.5143769396963405,-10.348535904847289
11,93.69000244140625,142.0800018310547,1.5164905339810568,-10.526589072382158
12,93.61499786376953,142.50999450683594,1.5222987529649834,-11.06303452516999
13,93.87000274658203,142.80999755859375,1.5213592562059843,-11.001113294691258
14,93.87999725341797,142.78500366210938,1.5209310592189103,-10.961934357226447
15,94.01000213623047,142.6300048828125,1.5171790409719008,-10.62242176242841
16,94.00499725341797,142.76499938964844,1.5186958519320375,-10.764519618030128
17,94.1500015258789,142.6699981689453,1.5153478051694962,-10.463716192079623
18,94.34500122070312,142.61000061035156,1.5115798268605791,-10.126958738509693
19,94.58000183105469,142.97000122070312,1.5116303494694998,-10.153426805136682
20,94.30999755859375,142.72000122070312,1.5133072305725888,-10.286639477119444
21,94.54000091552734,143.3300018310547,1.5160778553315417,-10.570200064236637
22,94.36000061035156,142.58999633789062,1.511127547854722,-10.085666076302566
23,94.37899780273438,143.0399932861328,1.5155913563005499,-10.508700618406372
24,94.39569854736328,143.27830505371094,1.5178478178411985,-10.723309290788954
25,94.47940063476562,143.44529724121094,1.5182706100744177,-10.771504467146734
26,94.5,143.5399932861328,1.5189417278955852,-10.836964168063155
27,94.2699966430664,143.17999267578125,1.5188288721161443,-10.803403580945961
28,94.41999816894531,143.33999633789062,1.5181105604494183,-10.750512517317752
29,94.19000244140625,143.94000244140625,1.528187692010609,-11.676947815792168
30,94.12000274658203,144.0157928466797,1.5301295011055407,-11.852087649306405
31,94.37000274658203,144.83999633789062,1.534809707771642,-12.32147020704658
32,94.58499908447266,144.82000732421875,1.5311096762276422,-11.996340388162103
33,95.02999877929688,144.86380004882812,1.524400735658938,-11.408552284324507
34,95.01000213623047,144.72000122070312,1.5232080619595796,-11.293134366435929
35,94.70999908447266,143.4600067138672,1.5147292587967822,-10.45892931107516
36,94.9800033569336,143.67999267578125,1.5127393935314335,-10.295702601006461
37,95.20999908447266,143.9011993408203,1.5114084731074058,-10.190480071086732
38,95.31099700927734,143.94500732421875,1.5102665153131016,-10.090943342653922
39,95.41999816894531,144.38999938964844,1.5132048015134059,-10.381231835192459
40,95.37000274658203,144.3321990966797,1.5133919989517082,-10.394389231952538
41,95.76000213623047,144.64999389648438,1.5105471039015,-10.158664241804864
42,96.44499969482422,143.77499389648438,1.4907459624804182,-8.311458349143116
43,96.6500015258789,143.63499450683594,1.4861354603121903,-7.880503195262513
44,96.66999816894531,143.24000549316406,1.4817420937862302,-7.457133271354216
45,96.31999969482422,142.52499389648438,1.4797030144108585,-7.238868815878497
46,96.5,141.89999389648438,1.4704662579946568,-6.3583973106485345
47,96.69000244140625,142.6699981689453,1.475540330608666,-6.8587342086234955
48,96.33000183105469,141.94000244140625,1.4734765882216343,-6.639681491544387
49,96.34100341796875,144.72999572753906,1.5022678879483746,-9.414060404323173
50,96.86000061035156,145.35000610351562,1.5006195043114823,-9.297466507219802
51,96.98999786376953,145.13999938964844,1.496442958927678,-8.90295680612703
52,96.66999816894531,144.77999877929688,1.4976725097922534,-8.997126557487029
53,96.19999694824219,144.42999267578125,1.5013513228434707,-9.31418554142055
54,96.32019805908203,144.13999938964844,1.4964670162039546,-8.853592773878056
55,95.97000122070312,143.9199981689453,1.499635264544502,-9.130620229543403
56,97.05500030517578,144.52000427246094,1.4890526383806928,-8.190704781188934
57,96.41999816894531,143.52999877929688,1.4885915941193684,-8.10194749095782
58,97.23999786376953,143.29640197753906,1.4736364163468334,-6.704538460546864
59,97.11499786376953,143.33999633789062,1.4759820778554138,-6.925543287633836
60,97.44000244140625,143.78500366210938,1.4756260268832797,-6.909276901375243
61,97.13999938964844,143.57000732421875,1.4779700249773529,-7.120070014959758
62,97.4000015258789,143.50999450683594,1.4734085447494139,-6.691040394850198
