,mdlz,adm,Ratio,Spread
0,63.471290588378906,64.05420684814453,1.0091839358292858,18.985296340947595
1,63.29541015625,63.023773193359375,0.9957084255837814,19.781942225909017
2,62.84595489501953,63.62240982055664,1.0123548910480258,18.58587050097672
3,63.344268798828125,63.416324615478516,1.0011375270094163,19.454335794808454
4,63.45174789428711,64.22105407714844,1.0121242709364449,18.79247212966791
5,64.0184555053711,64.83931732177734,1.0128222683588075,18.927500805770432
6,64.49722290039062,65.68328857421875,1.01838940686888,18.719927589148593
7,64.84898376464844,65.76181030273438,1.014076188786532,19.108981400280424
8,64.5837631225586,65.6146011352539,1.0159612565582332,18.903647981443182
9,65.13382720947266,66.33100128173828,1.0183802199802487,18.918416473693508
10,64.79985809326172,66.62541198730469,1.0281721896892981,18.1800797786132
11,65.27134704589844,67.86194610595703,1.0396896827981335,17.570268879816705
12,66.21431732177734,67.33200073242188,1.016879784551927,19.353650551747005
13,66.18484497070312,67.93062591552734,1.026377351878621,18.71584946291001
14,66.35184478759766,68.50965118408203,1.0325206692201527,18.35880747174532
15,65.84105682373047,68.62740325927734,1.0423192848044112,17.56209425527994
16,66.06697845458984,69.16717529296875,1.0469250586434762,17.322626886492028
17,66.17503356933594,69.10828399658203,1.0443256356518917,17.525149648805677
18,66.44023895263672,69.57933807373047,1.0472469571238525,17.406617875341905
19,66.89207458496094,70.21723937988281,1.0497093985431492,17.369315757680024
20,66.17503356933594,69.94245147705078,1.0569311068617362,16.690982168336927
21,66.40094757080078,69.67747497558594,1.0493445880616616,17.25625319338874
22,66.55811309814453,67.60678100585938,1.0157556736346853,19.535858283506098
23,67.14747619628906,67.65585327148438,1.0075710526142367,20.270192578030017
24,66.41078186035156,67.31237030029297,1.0135759347305573,19.634430025680924
25,65.79194641113281,67.09646606445312,1.0198279534879298,19.02775179564031
26,65.43833923339844,70.92382049560547,1.0838267188084039,14.73036762624174
27,66.27325439453125,72.81787109375,1.0987520042437935,13.946121860565423
28,65.24188232421875,74.50582885742188,1.141993857368585,10.887220363936844
29,65.84105682373047,73.60296630859375,1.1178885920018484,12.586531205963535
30,65.49726867675781,74.12309265136719,1.1316974608083208,11.609426999310042
31,66.69562530517578,75.26148986816406,1.128432180128665,12.06393651022682
32,66.73491668701172,74.26048278808594,1.1127680451954305,13.117171370402641
33,65.83123779296875,74.29974365234375,1.1286396267681829,11.87670198784738
34,66.28308868408203,74.96076202392578,1.1309183611102254,11.816303087388857
35,66.84297180175781,75.6612319946289,1.131925017023842,11.860053629786602
36,66.75456237792969,76.24331665039062,1.1421439064904737,11.160451398146801
37,65.5856704711914,75.41459655761719,1.149863926309073,10.435430527621588
38,65.51690673828125,75.44418334960938,1.151522364311007,10.31444004980018
39,64.96685028076172,75.09888458251953,1.155956988186607,9.92858031947183
40,64.7016372680664,75.7697525024414,1.1710639127804219,8.905179954548768
41,64.54447174072266,75.86842346191406,1.175444176949501,8.59759787468533
42,64.88825988769531,75.62177276611328,1.1654153293214349,9.301226434366168
43,64.8293228149414,75.3652572631836,1.162518039534634,9.479400267149312
44,65.2909927368164,75.68096160888672,1.1591332653487376,9.777367266935865
45,65.10436248779297,74.23068237304688,1.1401798518027895,10.979569617969911
46,63.50327682495117,74.83250427246094,1.1784038244001038,8.249516386157321
47,65.57584381103516,77.84159088134766,1.1870467287566708,7.995374188208441
48,64.31855010986328,77.39762115478516,1.203348350088448,6.768095516910744
49,63.19877243041992,76.94379425048828,1.217488746877184,5.733466183031094
50,63.5523796081543,79.20307159423828,1.2462644527645015,3.9442185775273053
51,63.758663177490234,80.83094787597656,1.2677641570206828,2.590543211960206
52,62.697818756103516,81.68927001953125,1.302904497161298,0.32210142971727485
53,61.42087936401367,82.84358215332031,1.348785348095458,-2.529572991980846
54,59.72156524658203,82.01483917236328,1.3732868325492713,-3.95963079366658
55,60.20287322998047,80.68295288085938,1.340184422305612,-1.9879694079406713
56,59.092918395996094,83.17900848388672,1.4075968955617295,-5.959424304120109
57,58.07135772705078,82.47853088378906,1.4202962374576777,-6.616848703929524
58,58.28746032714844,81.46235656738281,1.3975966032858742,-5.31342159698595
59,60.084999084472656,81.69913482666016,1.3597259893738285,-3.1608346940345378
60,60.851165771484375,80.35738372802734,1.320556191639698,-0.8006621661296871
61,61.165489196777344,82.6561279296875,1.3513523559628857,-2.6815942683247904
62,60.418968200683594,82.85344696044922,1.3713151585980212,-3.8712208383097
63,60.28145217895508,85.99078369140625,1.4264882577169662,-7.191349728950417
64,60.477901458740234,86.38542175292969,1.4283799482008201,-7.324859031301887
65,59.70191955566406,87.89488983154297,1.4722288744768537,-9.865795342895115
66,59.77067565917969,89.2169189453125,1.4926536794403864,-11.096430912151934
67,60.42879104614258,92.2358627319336,1.5263562473309054,-13.240579664769658
68,60.477901458740234,91.11116027832031,1.5065198705758494,-12.050597556692512
69,61.94147872924805,86.66165924072266,1.3990892858649502,-5.655647205063492
70,61.980987548828125,88.1020736694336,1.421437075361658,-7.043544826155799
71,62.0106201171875,89.04920196533203,1.436031470045729,-7.951284248675709
72,62.751426696777344,89.94698333740234,1.433385471409874,-7.864353927599172
73,62.267433166503906,89.2169189453125,1.4328022596779495,-7.777634373147709
74,62.23780059814453,89.68061065673828,1.4409347662489842,-8.280714957952032
75,62.43534851074219,91.58473205566406,1.4668730813588178,-9.922247248126414
76,62.11927032470703,92.71929931640625,1.4926012303709966,-11.47695911113414
77,62.623023986816406,93.97225952148438,1.5006023909236275,-12.060308468777169
78,62.632896423339844,93.30137634277344,1.4896545053919164,-11.376302426484404
79,62.88970947265625,93.79467010498047,1.4914152234359002,-11.528229333182967
80,63.0675048828125,94.26823425292969,1.4947195775081341,-11.765460240860978
81,62.9390983581543,95.60999298095703,1.519087426974078,-13.277902396642563
82,62.79093551635742,95.16602325439453,1.515601296139364,-13.03087703697273
83,64.41084289550781,94.64314270019531,1.4693666228484643,-10.354746522510712
84,64.92446899414062,96.90242004394531,1.4925408177414692,-11.93129015524379
85,65.03311157226562,94.76152801513672,1.4571273882510833,-9.64598577913593
86,64.2626724243164,90.94343566894531,1.415182908492507,-6.851993999469915
87,64.9738540649414,89.73980712890625,1.3811679854978474,-4.703032498346008
88,63.25518035888672,89.42410278320312,1.4137040203797306,-6.671862525964858
89,63.26505661010742,92.66009521484375,1.464633087833831,-9.894727023365395
90,65.40846252441406,91.26901245117188,1.3953700932368687,-5.654537724831972
91,63.68978500366211,88.35858917236328,1.3873274837916745,-5.028653890003614
92,63.008243560791016,88.1119384765625,1.3984192146469085,-5.687937140592599
93,63.897212982177734,88.555908203125,1.3859119055446925,-4.950250807115584
94,65.37882995605469,89.92725372314453,1.3754797047238443,-4.352167870183155
95,64.43059539794922,88.21060180664062,1.3690794142412706,-3.8959497604758475
96,64.92446899414062,88.52630615234375,1.363527611759646,-3.5551762636422275
97,65.46772766113281,83.22834014892578,1.2712880547759897,2.464912324171191
98,65.11213684082031,83.83016204833984,1.2874736741213009,1.3904239442147135
99,64.75654602050781,83.22834014892578,1.2852498359404179,1.519579363086361
100,64.87508392333984,83.30728149414062,1.2841182848037829,1.5982036527021781
101,65.56649780273438,84.2445297241211,1.2848715814833072,1.5800122326933168
102,65.3195571899414,86.01051330566406,1.3167651007730479,-0.5142153407762786
103,64.91458892822266,87.84410095214844,1.3532258680599425,-2.886104068345265
104,60.19316864013672,83.79037475585938,1.3920246541064807,-5.108291037558974
105,60.361087799072266,83.11640930175781,1.376986603992834,-4.211120277426293
106,60.44010543823242,83.25516510009766,1.3774821287362147,-4.24484246052889
107,61.279685974121094,85.80237579345703,1.4001764929032448,-5.676046906365716
108,62.22792434692383,86.98182678222656,1.3977941204867845,-5.595059017680402
109,61.60564422607422,87.98286437988281,1.4281623946178066,-7.423257885627624
110,61.73405075073242,87.52693939208984,1.4178065156537847,-6.796649470080414
111,62.978607177734375,88.14144897460938,1.3995458604834172,-5.756841582676277
112,62.781063079833984,90.01468658447266,1.4337872308725914,-7.892663230632682
113,62.1390266418457,85.90148162841797,1.3824079048346427,-4.632880484007405
114,62.267433166503906,88.48834991455078,1.4211016162804047,-7.04906534238599
115,61.6451530456543,87.13050079345703,1.4134201391134245,-6.5183774915832124
116,61.68466567993164,87.62606048583984,1.4205485191491913,-6.961415305689133
117,62.46498107910156,88.72621154785156,1.4204152473126421,-7.024337866935387
118,61.85258102416992,87.82427978515625,1.4198967663263309,-6.936434369632682
119,60.4796142578125,85.21760559082031,1.4090302432742825,-6.154766143632916
120,60.05488586425781,83.92913818359375,1.3975405493784296,-5.430865827287679
121,58.474491119384766,81.2828140258789,1.390055945248457,-4.8852697515587415
122,57.753440856933594,81.93695068359375,1.4187371257509551,-6.4978571632819815
123,58.31645584106445,81.5504150390625,1.3984117152338584,-5.362937995216843
124,57.891727447509766,78.32923126220703,1.3530297801741689,-2.7063213092426857
125,58.07939529418945,76.62448120117188,1.3193057677864246,-0.7521151443544947
126,59.08689498901367,78.69595336914062,1.3318681474762375,-1.4843757587695772
127,59.541255950927734,76.74342346191406,1.2889117341623408,1.0721101127168386
128,60.29194259643555,71.11378479003906,1.1794906869403692,7.699593482637038
129,61.8822135925293,73.85921478271484,1.1935451318701933,7.068019506187252
130,61.862457275390625,75.3657455444336,1.2182792094554362,5.535227805330063
131,60.9636116027832,75.3161849975586,1.235428528878695,4.390004357925445
132,61.63910675048828,76.55510711669922,1.241989236258567,4.048979191829471
133,61.6788444519043,76.91191101074219,1.246973929135723,3.744996344900837
134,62.92056655883789,75.73246765136719,1.203620243637646,6.57498967511091
135,62.066261291503906,71.73819732666016,1.1558324254417467,9.433681011404428
