,ko,mdlz,Ratio,Spread
0,56.07112121582031,63.47129440307617,1.131978334422318,-6.269404895759199
1,55.88657760620117,63.295413970947266,1.1325691549221653,-6.285208288721603
2,56.10996627807617,62.84595489501953,1.120049771257398,-5.603717363002706
3,56.508182525634766,63.344268798828125,1.1209751573604794,-5.688407550969441
4,56.54703903198242,63.451744079589844,1.1221055101347073,-5.755522920153756
5,56.96468734741211,64.0184555053711,1.1238270319108392,-5.888426712011932
6,57.188072204589844,64.49723052978516,1.1278091399732249,-6.135173848927349
7,57.256065368652344,64.8489761352539,1.1326132125516029,-6.416295552574415
8,57.090946197509766,64.5837631225586,1.1312435232572071,-6.322590371474225
9,57.50858688354492,65.13382720947266,1.1325930741676695,-6.438854749050248
10,57.59600067138672,64.79986572265625,1.125075785945123,-6.014097329208487
11,58.55755615234375,65.27134704589844,1.1146528532729072,-5.486819426879319
12,59.04318618774414,66.21431732177734,1.1214556936549902,-5.925370053891013
13,58.732383728027344,66.18484497070312,1.1268884518153728,-6.218725485633304
14,58.596405029296875,66.35183715820312,1.1323533777375712,-6.526957552191637
15,58.69353103637695,65.84105682373047,1.1217770623294692,-5.915293287945535
16,58.71295928955078,66.06697845458984,1.1252537643141396,-6.1210349630162115
17,58.80036926269531,66.17503356933594,1.1254186733708036,-6.138298107029475
18,59.150028228759766,66.44023895263672,1.123249488498677,-6.040315795936341
19,59.625946044921875,66.89207458496094,1.1218618574968153,-5.997819776141438
20,59.150028228759766,66.17503356933594,1.1187658831439153,-5.77511041263556
21,59.24715042114258,66.40094757080078,1.1207449995283714,-5.900144446619476
22,59.00434112548828,66.55811309814453,1.1280206138831577,-6.309513854958053
23,58.71295928955078,67.14746856689453,1.143656688053277,-7.201525075320899
24,58.237037658691406,66.41077423095703,1.14035289054655,-6.959166353795031
25,58.1010627746582,65.79194641113281,1.1323707909836913,-6.481574450736621
26,57.88737869262695,65.43833923339844,1.1304422606673195,-6.349919050630352
27,57.93594741821289,66.27325439453125,1.1439055948483103,-7.13438630343767
28,59.09175109863281,65.24187469482422,1.104077531666407,-4.90248348090491
29,59.25686264038086,65.84105682373047,1.1111127705715351,-5.3301657028010725
30,58.81979751586914,65.49726104736328,1.113524082256363,-5.440345629268113
31,59.42198181152344,66.69563293457031,1.1224067407599712,-6.0132339820457945
32,59.839622497558594,66.73492431640625,1.1152297011754875,-5.618725654543685
33,59.20830154418945,65.83123779296875,1.1118582373763304,-5.370786655779814
34,59.82991409301758,66.2830810546875,1.1078585363107354,-5.176966427280509
35,60.21841812133789,66.84297943115234,1.1100088895803641,-5.333329084651585
36,59.2859992980957,66.75456237792969,1.1259751571746532,-6.213407266756012
37,59.616233825683594,65.58566284179688,1.1001309313427572,-4.701496029725473
38,58.55755615234375,65.51691436767578,1.1188464593233112,-5.732386748656663
39,58.93634796142578,64.96684265136719,1.1023221644796926,-4.788867310002392
40,59.15974044799805,64.7016372680664,1.0936768278241473,-4.291626114617931
41,59.150028228759766,64.54447174072266,1.0911993396030202,-4.144548584022279
42,60.33496856689453,64.88825988769531,1.0754668715166804,-3.2575496179249273
43,60.74290466308594,64.82933044433594,1.0672741253306144,-2.774900537390569
44,60.4903678894043,65.2909927368164,1.0793618061009183,-3.4988705567840244
45,59.82019805908203,65.10435485839844,1.0883339903705678,-4.008332190032061
46,58.77123260498047,63.50327682495117,1.0805163344416515,-3.4968053528889813
47,61.04399108886719,65.57585144042969,1.0742392538680026,-3.2086857097084165
48,60.4515266418457,64.31855773925781,1.0639691222410796,-2.566779621632766
49,60.18928527832031,63.198768615722656,1.0500003168917231,-1.71937829717366
50,60.63606262207031,63.55238723754883,1.048095547259644,-1.6089332194175132
51,60.67491149902344,63.7586669921875,1.0508242272955552,-1.7748609870638152
52,60.77204132080078,62.697818756103516,1.0316885428471463,-0.6131248589138683
53,59.324859619140625,61.420875549316406,1.0353311570163333,-0.8393565642728096
54,56.97439193725586,59.72156524658203,1.0482176854533445,-1.5814563810598063
55,57.265769958496094,60.20287322998047,1.0512889859616499,-1.7601125751379219
56,56.21680450439453,59.092918395996094,1.0511611059532338,-1.7397089374577395
57,56.25565719604492,58.07136154174805,1.032275942299911,-0.6777961339248055
58,57.2930793762207,58.28746032714844,1.0173560395383539,0.18366637982278422
59,58.350074768066406,60.084999084472656,1.029733026449449,-0.5159805554491161
60,58.193477630615234,60.851165771484375,1.0456698628279082,-1.4448033125731474
61,58.810062408447266,61.165489196777344,1.0400514247369979,-1.1186855491853696
62,58.819847106933594,60.418968200683594,1.0271867604627196,-0.36200127278570915
63,59.28962707519531,60.281455993652344,1.0167285403431383,0.26346725770492685
64,59.50493621826172,60.4779052734375,1.0163510645840703,0.2906576921600841
65,59.113460540771484,59.7019157409668,1.0099546735178775,0.6600248796663333
66,59.68110275268555,59.77067184448242,1.0015007948524015,1.1808737518393027
67,60.21938705444336,60.428794860839844,1.0034774151089776,1.0818619079602125
68,60.60108184814453,60.4779052734375,0.9979674195418542,1.42921452231361
69,60.83597183227539,61.94147872924805,1.018171927951123,0.20961922823275603
70,60.88490295410156,61.980987548828125,1.0180025678213342,0.22093473476727854
71,60.679378509521484,62.0106201171875,1.0219389459873442,-0.02217426752649243
72,61.530845642089844,62.751426696777344,1.019836897119655,0.12143057870906904
73,61.20787811279297,62.267433166503906,1.017310762705389,0.26996057532951556
74,61.139366149902344,62.23780059814453,1.0179660751724025,0.2284303700849104
75,61.75594711303711,62.43534851074219,1.0110013922458596,0.6713196838754907
76,62.088706970214844,62.11927032470703,1.000492253035755,1.3330326084545685
77,62.470401763916016,62.623023986816406,1.0024431125555615,1.2257419732962471
78,62.45082473754883,62.632896423339844,1.0029154408537626,1.1955350515759544
79,63.184852600097656,62.88970947265625,0.9953288942634813,1.7011502906588827
80,63.351234436035156,63.0675048828125,0.9955213255787599,1.6961742309208556
81,63.635047912597656,62.9390983581543,0.9890634237378239,2.119375318838318
82,63.06740951538086,62.79093551635742,0.9956162144418503,1.6779371472391158
83,63.68398666381836,64.41084289550781,1.0114134850810528,0.6984630321844445
84,64.55502319335938,64.92446899414062,1.0057229597714599,1.089574919988858
85,64.7997055053711,65.03311157226562,1.0036019618464962,1.23508170848451
86,63.86015319824219,64.2626724243164,1.0063031359292964,1.0296161340999912
87,64.53546142578125,64.9738540649414,1.0067930503551807,1.0198712131612904
88,63.66441345214844,63.25518035888672,0.9935720275885475,1.8337950459011931
89,64.1635513305664,63.26505661010742,0.9859968050111504,2.342368921350139
90,64.78013610839844,65.40846252441406,1.0096993685682325,0.8394041957242375
91,63.23378372192383,63.68978500366211,1.0072113553056319,0.951899085767631
92,62.088706970214844,63.008243560791016,1.0148100457466007,0.4440593723705841
93,61.73637390136719,63.897212982177734,1.0350010689688838,-0.8108753104644013
94,63.644840240478516,65.37882995605469,1.02724478070845,-0.31018507417112073
