,vz,nflx,Ratio,Spread
0,50.410526275634766,586.72998046875,11.639036999150273,-265.6040301671378
1,50.334678649902344,593.739990234375,11.795843465378455,-273.1069843057001
2,50.040767669677734,604.9199829101562,12.088543223462743,-286.1971457237084
3,50.031288146972656,614.239990234375,12.277117239715565,-295.5787617974493
4,49.94595718383789,614.0900268554688,12.295089762624137,-295.9833763332559
5,49.94595718383789,613.1199951171875,12.275668135870427,-295.0133445949746
6,49.983882904052734,610.7100219726562,12.21813885777848,-292.35688686784806
7,49.6425666809082,610.5399780273438,12.298718999598956,-294.4051049968801
8,49.53827667236328,612.0900268554688,12.35590068874853,-296.6329492387622
9,49.26332092285156,602.4400024414062,12.228976673839197,-288.76990086013575
10,49.71841049194336,597.3699951171875,12.015066234146575,-280.74220250603986
11,50.69496154785156,591.1500244140625,11.66092263145459,-268.1754893274921
12,51.21641159057617,567.52001953125,11.08082354671786,-241.156507375894
13,50.96990203857422,553.2899780273438,10.855229378479319,-228.5285660743506
14,52.04457473754883,541.0599975585938,10.396088358624493,-209.31413679005342
15,51.68954849243164,539.8499755859375,10.444083791232615,-210.41148025020559
16,51.42088317871094,540.8400268554688,10.51790621673696,-213.14762512943364
17,51.28655242919922,537.219970703125,10.474870024549885,-210.4006033858116
18,51.35371780395508,519.2000122070312,10.11027116262738,-191.94412768535702
19,51.12343215942383,525.6900024414062,10.282760374970312,-199.93077666868734
20,51.26736068725586,510.79998779296875,9.963453958727866,-184.10535030215274
21,51.33452606201172,515.8599853515625,10.048987005907243,-188.7288306563856
22,51.23857498168945,508.25,9.919284448906463,-181.7424448528034
23,51.0082893371582,397.5,7.792851028047155,-72.48910360175879
24,50.816383361816406,387.1499938964844,7.618605817339416,-63.38632138645706
25,50.75881576538086,366.4200134277344,7.218844803657626,-43.03048081269255
26,48.95490646362305,359.70001220703125,7.347578377548607,-48.03433951514412
27,49.11802673339844,386.70001220703125,7.872873523725854,-73.97419797054962
28,50.75881576538086,384.3599853515625,7.572280392201512,-60.97045273652068
29,51.0754508972168,427.1400146484375,8.362922052474984,-101.69262583808873
30,51.046669006347656,457.1300048828125,8.955138773618478,-131.8696736238298
31,51.62238311767578,429.4800109863281,8.319647119105431,-100.47803285495709
32,51.612789154052734,405.6000061035156,7.858517486681247,-76.6603804892666
33,51.152217864990234,410.1700134277344,8.018616407021215,-84.22370531139606
34,50.854766845703125,402.1000061035156,7.906830195948293,-78.08687394049352
35,50.68204879760742,403.5299987792969,7.9619906525630935,-80.6393854702446
36,51.33452606201172,412.8900146484375,8.043125091866427,-85.75885995326061
37,50.893150329589844,406.2699890136719,7.982802919108389,-82.00739719765497
38,51.16181182861328,391.30999755859375,7.648478104517513,-65.30133692513337
39,51.11383819580078,396.57000732421875,7.75856443816811,-70.87313406862185
40,51.200191497802734,407.4599914550781,7.9581731930155835,-81.20189596087633
41,51.23857498168945,398.0799865722656,7.769146326074114,-71.57243142506903
42,51.411293029785156,386.6700134277344,7.5211104533728985,-59.03993942656793
43,51.65117263793945,391.2900085449219,7.575626816602161,-62.1009232776781
44,51.71833419799805,377.3800048828125,7.296832172475896,-47.75442720346117
45,51.248172760009766,367.4599914550781,7.170206695482738,-40.890058998506184
46,50.461360931396484,390.0299987792969,7.729280217185436,-68.5736669098246
47,51.9294319152832,390.79998779296875,7.5255972071967445,-59.80245639890611
48,51.49764633178711,394.5199890136719,7.660932433142153,-66.32869277390054
49,51.4400749206543,386.239990234375,7.508542528955208,-58.42285868184248
50,51.94862365722656,380.0299987792969,7.315496966519362,-48.907737558736834
51,52.447574615478516,368.07000732421875,7.017865173418193,-33.70499374500658
52,52.879364013671875,361.7300109863281,6.840664931083578,-24.55873746057133
53,52.466766357421875,350.260009765625,6.675845188924583,-15.770266359915432
54,51.094642639160156,341.760009765625,6.688764068264408,-16.187891128778823
55,50.93152618408203,358.7900085449219,7.0445563961336175,-34.27800666041687
56,51.0754508972168,356.7699890136719,6.985155935904092,-31.3226002033231
57,50.893150329589844,340.32000732421875,6.686951094995448,-16.057415508201835
58,50.375003814697266,331.010009765625,6.570917810413158,-10.114924927010996
59,50.624481201171875,343.75,6.7901930418606,-21.233526585933213
60,50.36540985107422,357.5299987792969,7.098721123018347,-36.69726645780488
61,50.24066925048828,371.3999938964844,7.392417327181103,-51.37796825884541
62,48.743812561035156,380.6000061035156,7.8081706396466775,-70.30626233408643
63,49.03166961669922,374.5899963378906,7.639756085530334,-62.42542913226722
64,48.93571472167969,382.9200134277344,7.824960064557751,-71.3790705623446
65,48.90693283081055,374.489990234375,7.657196404646594,-63.13610492035129
66,48.93571472167969,375.7099914550781,7.6776234615539325,-64.16904858968834
67,49.20438003540039,373.8500061035156,7.597900955860982,-60.56296962842904
68,49.09883499145508,378.510009765625,7.709144419241293,-65.90892535564078
69,49.17559814453125,391.82000732421875,7.967773084785396,-78.72002840049831
70,49.521026611328125,381.4700012207031,7.703192508804743,-66.12503417354961
71,48.878143310546875,374.5899963378906,7.663752568462681,-63.42321815973971
72,50.01038360595703,373.4700012207031,7.467849160353509,-54.94463433201948
73,50.33662033081055,391.5,7.77763777995176,-70.85437481438075
74,50.64366912841797,380.1499938964844,7.506367536928098,-57.50881544817357
75,51.046669006347656,368.3500061035156,7.2159459818565495,-43.08967484453293
76,51.153499603271484,362.1499938964844,7.07967190329483,-36.19535558302757
77,51.988739013671875,355.8800048828125,6.845328654523127,-24.4970283262464
78,52.348087310791016,348.0,6.647807357963648,-14.281568387603976
79,52.12470626831055,344.1000061035156,6.601476166259239,-11.833359261549752
80,52.581172943115234,350.42999267578125,6.664552596704009,-15.196704800486508
81,52.28010177612305,341.1300048828125,6.5250447740828745,-7.853420809243026
82,51.8527717590332,337.8599853515625,6.515755549609638,-7.360679080396231
83,52.20240783691406,348.6099853515625,6.678044170695298,-15.83834510154147
84,52.84340286254883,226.19000244140625,4.280382984225106,110.74755451221958
85,53.42612838745117,218.22000122070312,4.084518339756003,122.50477076692945
86,50.415382385253906,215.52000427246094,4.274885839911804,105.63750656763884
87,48.832313537597656,209.91000366210938,4.298588136736395,100.95892038454886
88,47.98736572265625,198.39999389648438,4.13442144424306,106.97749562234273
89,47.06471633911133,188.5399932861328,4.005973220526007,110.841068296808
90,47.006446838378906,199.52000427246094,4.244524266181309,99.48235564088182
91,44.96691131591797,190.36000061035156,4.233335024346346,95.38713147622084
92,44.89892578125,199.4600067138672,4.442422691483693,85.84527783387861
93,45.811859130859375,199.8699951171875,4.362844008278914,91.36857149721604
94,46.9773063659668,204.00999450683594,4.342735041416362,94.80297738332783
95,46.46257019042969,188.32000732421875,4.053155186042822,107.14762186301814
96,46.880191802978516,180.97000122070312,3.8602658022658787,117.21180948421508
97,47.22010803222656,173.10000610351562,3.6658113104141803,127.29096791877541
98,46.74422073364258,177.66000366210938,3.8006838251609696,119.63811196515567
99,46.50141906738281,166.3699951171875,3.5777401733936185,129.35011837795028
100,46.67623519897461,174.30999755859375,3.7344485221555104,122.54627052984475
101,46.792781829833984,187.63999938964844,4.010020179437452,109.97372162249277
102,47.62801742553711,186.50999450683594,3.9159722488644535,116.53203995616119
103,47.5308952331543,190.55999755859375,4.009181746395388,111.85082613465116
104,47.482337951660156,177.19000244140625,3.731703409840438,124.90524065921588
105,47.6862907409668,183.47999572753906,3.8476466270821374,119.94076519730939
106,48.10390853881836,186.35000610351562,3.873905712945071,119.78491154676081
107,48.23987579345703,187.44000244140625,3.885582194364387,119.57858549427002
108,49.22079849243164,180.33999633789062,3.66389822720207,133.05374599552326
109,49.76467514038086,187.8300018310547,3.7743640705220365,129.09847122846506
110,49.521873474121094,191.39999389648438,3.8649586630947086,123.9504770309081
111,49.92007064819336,195.19000244140625,3.9100506050359587,122.7484078497171
112,49.813236236572266,197.44000244140625,3.9636052053258934,119.80407600298966
113,49.92007064819336,192.91000366210938,3.8643776172037714,125.02840662901397
114,49.813236236572266,205.08999633789062,4.117178722616622,112.15408210650529
115,49.3470573425293,198.97999572753906,4.032256560839547,115.23432060655276
116,49.76467514038086,197.13999938964844,3.9614445152819235,119.78847366987131
117,50.162872314453125,198.61000061035156,3.9593027960069036,120.90641181289905
118,50.06574630737305,202.8300018310547,4.051272911938685,116.05517503019038
119,49.47330856323242,192.77000427246094,3.8964445651755697,122.2648364778021
120,49.35676956176758,182.94000244140625,3.706482496032602,131.3374349696608
121,48.16218185424805,169.69000244140625,3.5233038850884015,136.8236416707215
122,47.744564056396484,167.5399932861328,3.5090904398714886,136.25949410056703
123,47.7348518371582,180.11000061035156,3.7731341709151107,123.62636569937305
124,47.43377685546875,173.35000610351562,3.654568908390218,128.42963161223034
125,47.61830520629883,175.50999450683594,3.685767348217591,127.46891887918596
126,49.1916618347168,170.91000366210938,3.474369380655695,142.29437544037884
127,49.327632904052734,178.88999938964844,3.626567683424171,135.19807479049288
128,50.59020233154297,181.7100067138672,3.5918023320608676,140.58368351178663
129,49.49273681640625,190.85000610351562,3.8561214913508506,124.31110159295119
130,49.49273681640625,189.13999938964844,3.8215708315194803,126.02110830681838
131,49.00713348388672,179.60000610351562,3.6647727246191035,132.40509732869666
132,49.47330856323242,178.36000061035156,3.605176322145254,136.67484013991148
133,49.28878402709961,174.8699951171875,3.547865880015253,138.96559475505293
134,50.15315628051758,179.9499969482422,3.588009415434245,139.50326960577988
135,49.939491271972656,185.8800048828125,3.722104493826376,132.18462277000796
136,50.02689743041992,184.05999755859375,3.679220719505826,134.57269499475038
137,49.86955261230469,189.27000427246094,3.7953018296330363,128.3400822078286
138,49.653202056884766,186.97999572753906,3.765718785131461,129.22399810520537
139,49.66303253173828,177.33999633789062,3.5708652351134114,138.92788713168224
140,49.938392639160156,174.4499969482422,3.4933042040172486,143.60749053561958
141,49.67286682128906,176.55999755859375,3.5544555580778905,139.77180034006082
142,49.653202056884766,174.77999877929688,3.5200146524097615,141.42399505344756
143,50.174415588378906,189.11000061035156,3.7690523824287867,130.4814331714721
