,intc,amat,Ratio,Spread
0,55.22999954223633,161.0749969482422,2.9164403093116533,-0.9867836007577786
1,55.185001373291016,157.22999572753906,2.849143640750851,2.725381984113337
2,54.939998626708984,156.7899932861328,2.853840502462438,2.4421306490743824
3,54.87009811401367,155.22999572753906,2.8290453464287455,3.795780276930085
4,55.06999969482422,154.8699951171875,2.812238895504171,4.745894978880951
5,54.93000030517578,153.57000732421875,2.7957401505739408,5.63260133449506
6,54.79499816894531,152.42999267578125,2.7818231183402045,6.374086553287324
7,54.310001373291016,152.13999938964844,2.8013256406299596,5.232358077462887
8,53.91999816894531,146.41000366210938,2.7153191512241697,9.811055322418152
9,54.40999984741211,147.74929809570312,2.7154805827982464,9.918257180640207
10,54.3650016784668,145.6750030517578,2.67957322825684,11.859716588753482
11,53.959999084472656,144.3000030517578,2.6742032153458855,12.039139560892348
12,53.935001373291016,144.05999755859375,2.6709927485036324,12.20535123228569
13,53.59000015258789,143.0399932861328,2.6691545601577187,12.206903919069443
14,53.6150016784668,145.47999572753906,2.71341958730121,9.84070656050849
15,53.54999923706055,145.77000427246094,2.7221289701079465,9.358809304618685
16,53.125,144.15359497070312,2.713479434742647,9.720611025528594
17,52.68000030517578,141.36000061035156,2.68337129444669,11.200555990970965
18,52.060001373291016,139.14999389648438,2.6728772613493286,11.580311513235667
19,52.5,137.4949951171875,2.6189522879464286,14.534196418657753
20,53.02000045776367,140.8300018310547,2.656167495570685,12.734243087161072
21,52.560298919677734,138.44320678710938,2.6339881932307363,13.763988554737633
22,52.51499938964844,138.75999450683594,2.6422926043904287,13.313475574286652
23,52.439998626708984,137.2100067138672,2.6165143079157662,14.642059379794116
24,52.15999984741211,135.77999877929688,2.60314415599128,15.245504439655146
25,52.02000045776367,135.0399932861328,2.59592449246084,15.572228495464596
26,51.1349983215332,133.60000610351562,2.6126920991264804,14.399668895972749
27,51.25,134.1699981689453,2.6179511837842986,14.16916444612701
28,51.929901123046875,137.6199951171875,2.6501108637025834,12.726251343731999
29,52.27000045776367,137.24000549316406,2.6255979393774767,14.110222072587927
30,52.39500045776367,139.51499938964844,2.6627540446748044,12.204231068180828
31,52.34989929199219,139.52999877929688,2.665334616997828,12.056091993686518
32,52.429100036621094,140.25999450683594,2.675231777941373,11.559898696729388
33,51.1150016784668,134.93299865722656,2.6397925115215197,13.007645789275099
34,51.63999938964844,135.30999755859375,2.6202555994940133,14.180452277987794
35,48.06999969482422,130.9600067138672,2.7243604648486794,7.991721425872779
36,48.38859939575195,130.5500030517578,2.697949613793096,9.34223877644052
37,48.3849983215332,130.3800048828125,2.694636961985557,9.501606490975401
38,47.82500076293945,129.77999877929688,2.7136434230831417,8.448486845072491
39,48.13999938964844,129.9600067138672,2.6996262642623243,9.198362144550114
40,48.224998474121094,130.72000122070312,2.710627379093671,8.689286901668819
41,48.04999923706055,130.10000610351562,2.7075964239177472,8.792680222163025
42,46.38999938964844,126.30000305175781,2.722569620898522,7.692325317577367
43,47.178001403808594,129.10000610351562,2.7364450011037054,7.218522443322197
44,47.0,129.4199981689453,2.7536169823179852,6.373066115498997
45,47.04499816894531,130.1699981689453,2.7669253530733755,5.755901751331006
46,46.57500076293945,127.72000122070312,2.742243674257375,6.8184554828933095
47,47.070098876953125,130.37899780273438,2.769890034511308,5.620999988326528
48,47.7400016784668,132.41000366210938,2.7735651237279515,5.56756269830532
49,47.66999816894531,135.1999969482422,2.8361653480473263,2.570917432420625
50,47.50960159301758,134.59010314941406,2.832903216119467,2.707316828075701
51,48.154998779296875,135.78500366210938,2.819748875593098,3.4176437415852625
52,48.08539962768555,135.50999450683594,2.818111018231301,3.4871945910130613
53,48.33000183105469,136.72000122070312,2.8288846687535814,2.9992592407593825
54,48.25,135.55999755859375,2.8095336281573835,3.9230956466234908
55,48.83000183105469,138.17999267578125,2.829817478890655,3.015279353990447
56,48.50849914550781,135.39999389648438,2.791263310174445,4.846194767068024
57,48.779998779296875,137.6699981689453,2.8222632557214204,3.377663695135791
58,48.7400016784668,137.89500427246094,2.829195722686702,3.0345852245721368
59,48.654998779296875,138.1208038330078,2.838779309388852,2.5578551389960147
60,48.54999923706055,137.0500030517578,2.822863135024335,3.318694842230027
61,48.75,137.47999572753906,2.8201024764623397,3.479109045987368
62,48.95000076293945,138.61000061035156,2.831664932583507,2.939511042713459
63,48.55179977416992,138.3699951171875,2.8499457437374303,2.0040180040055553
64,48.8661003112793,137.77000427246094,2.819336992206452,3.5318313061305524
65,48.879398345947266,138.22999572753906,2.8279807118165996,3.111095957063835
66,49.060001373291016,138.57000732421875,2.8245006817235496,3.304228675646211
67,49.07500076293945,139.125,2.8349464663699946,2.7935145451422976
68,49.45500183105469,140.38999938964844,2.838742173526565,2.6502871005097255
69,49.5099983215332,140.83999633789062,2.844677865332013,2.362641064592932
70,49.18000030517578,140.75,2.8619357284791893,1.4784756231582854
71,48.79199981689453,137.94000244140625,2.8271028643848224,3.1430867633265756
72,48.665000915527344,137.45970153808594,2.8246110952856722,3.248483971485822
73,48.814998626708984,137.96499633789062,2.826282909335236,3.1859858855291314
74,48.68989944458008,137.84500122070312,2.83108001440014,2.936685322700068
75,48.665000915527344,137.39999389648438,2.823384183943264,3.3081916130873843
76,48.279998779296875,136.5399932861328,2.8280860964868757,3.0316570096391295
77,48.1349983215332,136.22109985351562,2.8299803594794577,2.922505736117696
78,48.0099983215332,135.5800018310547,2.8239951379095345,3.194600866501329
79,48.029998779296875,134.4600067138672,2.7995005232401877,4.3736377977501455
80,48.40999984741211,136.72000122070312,2.8242099081107903,3.2354152359300734
81,48.560001373291016,137.39999389648438,2.8294890858890533,2.998230535071425
