,mu,amd,Ratio,Spread
0,82.46266174316406,137.75,1.6704529915494646,-25.284458986259548
1,81.49893188476562,135.8000030517578,1.6662795439303486,-24.664966070129605
2,90.09294891357422,144.25,1.601124191621016,-21.250254034597855
3,89.75514221191406,143.8800048828125,1.6030279863309482,-21.346627344949052
4,93.80873107910156,146.13999938964844,1.5578507214474526,-18.01032711699167
5,93.81866455078125,154.36000061035156,1.6453016182808815,-26.216614407377588
6,92.33831787109375,153.14999389648438,1.6585746570593263,-27.050341431843844
7,95.54740142822266,148.25999450683594,1.5516904938352736,-17.729952576789966
8,93.28216552734375,145.14999389648438,1.556031563760563,-17.747286326311208
9,92.6456298828125,143.89999389648438,1.553230239553701,-17.376073295762833
10,95.23155212402344,150.24000549316406,1.5776284450084481,-20.14601809553164
11,95.81835174560547,144.4199981689453,1.5072269094377202,-13.515888250200701
12,93.88886260986328,136.14999389648438,1.4501186840683002,-7.909693812674218
13,95.13209533691406,136.22999572753906,1.432008779424811,-6.273316160640317
14,93.93858337402344,132.0,1.405173415000652,-3.6910565337956003
15,93.38162231445312,132.0,1.4135543667843273,-4.459984599093187
16,93.68994140625,137.30999755859375,1.465578860415787,-9.344323669223511
17,94.59501647949219,137.47000122070312,1.4532478172410495,-8.254800792522301
18,95.10225677490234,132.74000549316406,1.3957608367522398,-2.824520382079922
19,96.83283996582031,136.8800048828125,1.4135700753084168,-4.575315065288632
20,92.36714935302734,131.92999267578125,1.4283215796943638,-5.790536107708488
21,89.51268005371094,128.27000427246094,1.432981385380196,-6.071364603630625
22,84.60938262939453,121.88999938964844,1.4406203614976156,-6.460743212308327
23,81.48638153076172,118.80999755859375,1.4580350155043034,-7.692287316882468
24,82.5008544921875,116.52999877929688,1.4124702040550599,-4.011729704751528
25,80.2829360961914,111.12999725341797,1.3842293600257345,-1.67373704271827
26,81.52616882324219,110.70999908447266,1.3579688667144934,0.46264060931565854
27,78.29376220703125,102.5999984741211,1.3104492054273387,4.110052457042317
28,78.84078216552734,105.23999786376953,1.3348421333874727,2.2252566694016336
29,81.82453155517578,114.25,1.396280526494174,-2.6654473469832825
30,81.00897979736328,116.77999877929688,1.4415685652555013,-6.32137876467429
31,84.05240631103516,122.76000213623047,1.4605174024638654,-8.099695090133109
32,81.52616882324219,120.08000183105469,1.4729013219227989,-8.907362137266373
33,80.73049926757812,123.5999984741211,1.5310198697576942,-13.525842492147303
34,80.43212127685547,123.66999816894531,1.537569769461391,-14.007776212145115
35,83.66452026367188,128.22999572753906,1.5326687504263148,-14.105195541086557
36,87.64286804199219,132.85000610351562,1.515810802082189,-13.232787357990544
37,90.52716064453125,125.7699966430664,1.3893067643745234,-2.170787608429433
38,89.27398681640625,113.18000030517578,1.267782523681089,8.68910478308277
39,89.37344360351562,114.2699966430664,1.278567682252443,7.736416275925808
40,95.48019409179688,121.47000122070312,1.272201029502716,8.967255753763455
41,95.53987121582031,117.69000244140625,1.2318417530158667,12.829643444689568
42,93.22249603271484,112.37000274658203,1.2053957738607182,14.950326444934491
43,90.30835723876953,113.83000183105469,1.2604592233927523,9.46713208256273
44,90.07959747314453,115.6500015258789,1.2838645461349634,7.331311737483975
45,86.83724975585938,109.76000213623047,1.2639737260774357,8.744997901217703
46,88.3490219116211,116.61000061035156,1.3198787953419677,3.9821184795441864
47,89.61214447021484,121.05999755859375,1.3509329374305008,1.2759604739428194
48,88.37886047363281,123.33999633789062,1.3955825598666574,-2.706682792180257
49,85.79293823242188,113.83000183105469,1.3267992002171267,3.233244917744801
50,92.79481506347656,118.27999877929688,1.2746401692636287,8.449883567525179
51,88.69712829589844,111.9800033569336,1.2624986344920008,9.092703673502585
52,81.46649169921875,108.41000366210938,1.3307312172269352,2.6802471200497022
53,75.29010772705078,102.94999694824219,1.3673774690490124,-0.3867246624217249
54,76.74221801757812,105.52999877929688,1.3751231265575983,-0.9619752867128828
55,79.00987243652344,111.05000305175781,1.4055205966947413,-3.351306246988739
56,75.31001281738281,106.45999908447266,1.4136234360047792,-3.8692462731547836
57,72.42570495605469,104.29000091552734,1.4399583818867454,-5.681259459266539
58,69.02422332763672,102.25,1.4813640062945839,-8.337268512016818
59,72.71414184570312,109.33000183105469,1.503558992184067,-10.32305081291011
60,79.23860931396484,115.37000274658203,1.4559821751723938,-7.355516890476193
61,80.08401489257812,111.69000244140625,1.3946603774951003,-2.508368425146469
62,78.98002624511719,113.45999908447266,1.4365657303321944,-5.802507268490797
63,77.92576599121094,115.91999816894531,1.487569569505671,-9.717994637874538
64,78.69160461425781,114.77999877929688,1.4586053917942392,-7.520695459253614
65,75.24038696289062,113.91999816894531,1.5140804396066156,-11.425369265519093
66,77.7865219116211,120.52999877929688,1.5494972113066032,-14.520232531036795
67,77.67711639404297,119.66999816894531,1.540608144641718,-13.811274747681294
68,79.4275894165039,120.23999786376953,1.513831638944155,-11.96461027651358
69,81.6057357788086,123.2300033569336,1.5100654651401846,-11.947515291963837
70,78.73139190673828,119.22000122070312,1.5142625874305113,-11.905768448582831
71,77.46825408935547,109.33999633789062,1.4114168135475573,-3.769623574356342
72,75.76751708984375,108.19000244140625,1.4279206525022656,-4.96762939552448
73,77.24945068359375,110.52999877929688,1.4308192200876226,-5.261701136782148
74,74.20601654052734,106.81999969482422,1.4395059144090407,-5.753399616756863
75,73.3805160522461,103.66999816894531,1.4127728141777234,-3.743065725534504
76,72.88321685791016,103.72000122070312,1.423098563595388,-4.479628996905828
77,71.84744262695312,101.0,1.405756368036828,-3.189594668518848
78,71.73788452148438,97.37000274658203,1.3573023988102302,0.28914909845117864
79,71.66816711425781,95.0999984741211,1.326948941257376,2.4629030673493473
80,72.08645629882812,97.73999786376953,1.3558718638990503,0.400384433132319
