,v,nvda,Ratio,Spread
33,210.5500030517578,240.8300018310547,1.1438138130629871,-63.14160245181388
34,209.94000244140625,238.4550018310547,1.1358245168050187,-61.283853850025295
35,208.22000122070312,236.86590576171875,1.1375751818897184,-61.15323670880271
36,207.3000030517578,237.14999389648438,1.143994165003817,-62.217439373231926
37,200.55999755859375,231.3300018310547,1.153420445986351,-62.112650220931314
38,198.57000732421875,228.7700958251953,1.1520878651712332,-61.240160938416366
39,199.22500610351562,229.9575958251953,1.154260704129236,-61.87225324099977
40,200.16000366210938,228.80999755859375,1.1431354584947375,-59.931821678332895
41,199.47999572753906,226.4302978515625,1.135102780736138,-58.1287362385376
42,199.83999633789062,226.60499572753906,1.1339321451167064,-57.99817078214802
43,200.2100067138672,229.36000061035156,1.145597087652789,-60.43942452917672
44,192.86000061035156,219.01010131835938,1.135591105596026,-56.32197954852502
45,192.10000610351562,220.66000366210938,1.1486725489389304,-58.616320954503706
46,190.58999633789062,218.8000030517578,1.1480140996689805,-58.03673654264132
47,192.2100067138672,218.59500122070312,1.1372717006670412,-56.458043246576565
48,192.8300018310547,218.63999938964844,1.133848453630192,-55.97731515261755
49,192.3000030517578,215.75,1.1219448599900987,-53.53672942746307
50,190.74000549316406,213.3800048828125,1.1186955999666248,-52.489537770954044
51,187.97999572753906,209.47999572753906,1.1143738721601122,-50.92988514339608
52,189.9499969482422,212.3249053955078,1.1177936762660878,-52.1043278174062
53,193.3800048828125,218.72500610351562,1.1310631946465308,-55.595945533880226
54,194.27000427246094,220.42990112304688,1.134657416354905,-56.54616355655132
55,193.02499389648438,219.0,1.1345680970074037,-56.17197179974666
56,192.27999877929688,217.16000366210938,1.12939465904288,-54.963695757683
57,191.55999755859375,215.10000610351562,1.1228858260854881,-53.51422486382155
58,197.6300048828125,228.74009704589844,1.157415834612427,-62.007239356893635
59,196.00999450683594,225.47279357910156,1.1503127386253669,-60.11362735510683
60,197.6699981689453,227.89999389648438,1.152931633568904,-61.13322380998319
61,199.44500732421875,230.67999267578125,1.1566095124195652,-62.408099558543896
62,199.43499755859375,229.99009704589844,1.153208312790375,-61.72669173207872
63,200.02999877929688,231.25999450683594,1.1561265606065252,-62.492056561206525
64,199.85000610351562,230.13999938964844,1.1515636345312075,-61.52468664083976
65,198.75,222.88999938964844,1.121459116425904,-55.207439306048784
66,197.38499450683594,219.5,1.1120399529276181,-52.97489941385636
67,199.0,221.9199981689453,1.115175870195705,-54.02545001950041
68,196.8800048828125,222.2899932861328,1.1290633267631465,-56.19309979466378
69,198.32000732421875,225.8800048828125,1.138967308091805,-58.56205806187883
70,198.6381072998047,226.1199951171875,1.1383515388409555,-58.53231470197427
71,197.97500610351562,226.5800018310547,1.144487914361181,-59.55459957608544
72,198.64990234375,226.79989624023438,1.14170655794118,-59.202214190811034
73,198.50999450683594,222.8300018310547,1.1225127600483675,-55.35095494860737
74,197.72999572753906,223.22560119628906,1.1289415163083376,-56.40795604418098
75,198.8800048828125,225.8300018310547,1.1355088308858505,-58.03720381282359
76,199.3699951171875,225.94000244140625,1.1332698398703436,-57.73171609490227
77,197.5399932861328,222.7841033935547,1.12779240136379,-56.12757124168495
78,196.7899932861328,221.0,1.123024582244209,-54.97943204566606
79,202.34800720214844,220.8300018310547,1.0913376656605394,-50.09650339673199
80,203.4499969482422,218.8800048828125,1.0758417702925585,-47.212071749066936
81,201.52499389648438,215.49989318847656,1.0693457373290907,-45.46427074948441
82,200.85000610351562,212.7509002685547,1.0592526452745312,-43.287635256364965
83,200.30990600585938,211.9040069580078,1.0578808166971496,-42.89872104607802
84,201.4199981689453,213.69000244140625,1.0609175076159478,-43.74341136722619
85,200.42999267578125,213.19000244140625,1.0636631753325752,-44.08288876591432
86,202.9250030517578,222.3249969482422,1.0956017918183114,-51.10223357728178
87,202.9199981689453,227.0399932861328,1.1188645541831017,-55.82147381688121
88,202.52999877929688,227.78529357910156,1.1246990320052594,-56.89747497501956
89,203.63999938964844,226.49000549316406,1.1122078480259372,-54.660959359180126
90,202.97999572753906,226.9698944091797,1.1181884874696832,-55.70049987432118
91,205.50999450683594,229.61000061035156,1.117269265474648,-56.195287884237004
92,206.38999938964844,229.6300048828125,1.1126023817137027,-55.46909002453073
93,212.64999389648438,244.9250030517578,1.151775264903062,-65.45591168265166
94,212.8000030517578,242.5,1.13956765283043,-62.903708028151854
95,210.89999389648438,242.83999633789062,1.1514461989841653,-64.85482142970129
96,210.11000061035156,236.5399932861328,1.1257912169768425,-59.2246949729756
97,207.86500549316406,234.51499938964844,1.128208179309724,-59.10334976738976
98,210.99000549316406,242.92999267578125,1.1513815173754856,-64.86849223045682
99,211.8699951171875,245.0,1.156369498495943,-66.19231036123308
100,211.27000427246094,245.0399932861328,1.1598427998804834,-66.74106724215967
101,209.9199981689453,242.99000549316406,1.157536240532947,-65.83582018024522
102,210.36500549316406,242.96499633789062,1.1549686972331807,-65.43346605717936
103,211.27999877929688,244.86000061035156,1.1589360186722282,-66.55259970168551
104,211.3699951171875,244.1999969482422,1.155320067130877,-65.8162834411658
105,212.1199951171875,247.00010681152344,1.1644357556913298,-67.98042910691125
106,213.4499969482422,247.69000244140625,1.1604123025659572,-67.54254667385034
107,214.1649932861328,260.8399963378906,1.2179394602991824,-80.08625780731118
108,214.47500610351562,261.2550048828125,1.218113987401957,-80.23839028205619
109,215.6699981689453,259.7654113769531,1.2044577993340808,-77.73550054959331
110,217.25999450683594,261.7401123046875,1.2047322052954026,-78.36196048384578
111,217.30499267578125,262.07000732421875,1.2060008566633664,-78.65369920417184
112,218.1999969482422,264.75,1.2133364056040736,-80.57477098138416
113,219.08999633789062,264.67999267578125,1.208087987128265,-79.75008666030529
114,215.0500030517578,259.94989013671875,1.2087881257744253,-78.4457055722633
115,217.47999572753906,267.5299987792969,1.2301361230228316,-83.96529642541337
116,217.02999877929688,267.5799865722656,1.2329170532981215,-84.39686014915863
117,215.74000549316406,261.4100036621094,1.2116899833415107,-79.32072996572502
118,216.72000122070312,265.5899963378906,1.225498315069772,-82.6697330462358
119,216.32000732421875,266.44000244140625,1.2316937565653279,-83.85891487961395
120,217.1199951171875,267.4100036621094,1.2316231101505808,-84.15056464059201
121,219.07000732421875,269.6549987792969,1.2309078822470365,-84.74204249320671
122,218.47000122070312,271.3999938964844,1.2422757924659424,-86.99581414391274
123,217.5399932861328,267.45001220703125,1.2294291645732067,-83.83443478754081
124,217.63490295410156,267.5799865722656,1.2294902285443494,-83.88393028500435
125,217.77000427246094,265.6600036621094,1.219910908068548,-81.84938790615952
126,217.98500061035156,263.9082946777344,1.2106718074124319,-79.91537229045151
127,218.5,265.2900085449219,1.2141419155373998,-80.86039125954677
128,215.86000061035156,261.59991455078125,1.2118962003664344,-79.40889072318309
129,216.5800018310547,264.19000244140625,1.2198263930549331,-81.38845194907579
130,215.88999938964844,263.55999755859375,1.2208068845417348,-81.34353619819215
131,214.72999572753906,259.302490234375,1.207574607151727,-78.06965660478933
132,214.97000122070312,259.3699951171875,1.2065404179390604,-77.93364828644947
133,215.2550048828125,258.0899963378906,1.198996494777894,-76.41198000679508
134,214.58999633789062,256.2300109863281,1.1940445284451735,-75.11589015606681
135,214.48399353027344,266.760009765625,1.243729219019661,-85.73577425600742
136,216.22500610351562,277.7200012207031,1.284402790525289,-95.21947015903
137,215.72500610351562,277.6499938964844,1.2870552140035822,-95.57343896650177
138,215.64500427246094,279.8299865722656,1.2976418698701173,-97.82126937600047
139,216.39999389648438,280.0050048828125,1.2939233492619866,-97.35609252602747
140,217.4600067138672,281.0050048828125,1.2922146427253518,-97.4572522583148
141,217.19000244140625,281.5350036621094,1.2962613402891885,-98.21620177156747
142,218.29249572753906,278.5450134277344,1.276017356892558,-94.29134985985375
143,216.02999877929688,274.5400085449219,1.2708420594187972,-92.20483438519592
144,217.72000122070312,276.42010498046875,1.2696128211953353,-92.65188942543288
145,217.5800018310547,275.2401123046875,1.2650064803216814,-91.59060954897599
146,217.6199951171875,277.9599914550781,1.277272298923625,-94.27657630187026
147,217.25,274.19000244140625,1.262094372572641,-90.82032548525744
148,218.30999755859375,277.1700134277344,1.2696166759533896,-92.90150914259762
149,218.72000122070312,277.635009765625,1.269362693014402,-93.01884194720809
150,219.0399932861328,276.5840148925781,1.262710113998567,-91.69650907801615
151,217.73500061035156,272.80999755859375,1.252945079081713,-89.02906323715617
152,218.86500549316406,277.7699890136719,1.269138427990251,-93.0308644942218
153,218.86000061035156,278.2349853515625,1.2712920797570475,-93.50010473382123
154,219.97000122070312,280.8699951171875,1.276855905616791,-95.1938869695443
155,220.77000427246094,282.20001220703125,1.2782534164322301,-95.84553966093829
156,225.32000732421875,284.3450012207031,1.261960731305817,-94.1323432884815
157,226.14999389648438,282.8736877441406,1.2508233269005542,-91.95724081939049
158,226.50999450683594,282.8399963378906,1.2486866063181803,-91.61828608077433
159,227.0,282.8299865722656,1.2459470774108619,-91.19277504815174
160,227.67999267578125,284.260009765625,1.248506759091539,-92.04619691299986
161,228.08999633789062,287.4200134277344,1.260116699734401,-94.85853704182908
162,228.19000244140625,286.5899963378906,1.2559270488262522,-93.94371955015735
163,224.9199981689453,283.82000732421875,1.2618709302630866,-93.94653806058439
164,224.61500549316406,278.8800048828125,1.2415911584825081,-89.26515484892148
165,225.08999633789062,280.2749938964844,1.2451685923693987,-90.25737430072219
166,224.7550048828125,280.385009765625,1.2475139759927394,-90.65144693240963
167,223.4499969482422,278.20001220703125,1.245021329185656,-89.57303380566496
168,223.25,276.1700134277344,1.2370437331589446,-87.71262289129938
169,223.9499969482422,276.9200134277344,1.2365260870788681,-87.8690588946776
170,221.05499267578125,279.3900146484375,1.2638937092826288,-92.79388554071171
171,223.30999755859375,280.92999267578125,1.2580269389957284,-92.42172707373932
172,223.66000366210938,277.8796081542969,1.2424197603702933,-89.07455408458169
173,224.08999633789062,276.6700134277344,1.2346379488112524,-87.50034609535324
174,224.6999969482422,278.4642028808594,1.2392710576894281,-88.7772841502668
175,224.97500610351562,277.2300109863281,1.232270267652616,-87.30989762007094
176,222.17999267578125,272.739990234375,1.2275632335282953,-85.18991483034556
177,224.8699951171875,267.36981201171875,1.1889972776153757,-77.53874294899838
178,225.1750030517578,266.75,1.184634157365531,-76.66029876881156
179,225.39999389648438,266.09991455078125,1.1805675321934057,-75.81943182356692
180,225.27670288085938,263.3100891113281,1.16882964702561,-73.13415127986754
181,226.42999267578125,264.5299987792969,1.1682639550232639,-73.37612625589803
182,225.60000610351562,263.9731140136719,1.170093558829732,-73.52303048280153
183,226.36000061035156,267.1499938964844,1.1801996517765845,-76.05547130338535
184,227.24000549316406,272.2267150878906,1.1979700251154934,-80.38599036262438
185,228.77000427246094,273.135009765625,1.193928420092724,-79.99691911248375
186,228.85000610351562,274.2300109863281,1.1982958430085677,-81.02408259946942
187,227.66000366210938,272.5058898925781,1.1969862317011493,-80.30902676933881
188,227.7100067138672,271.9599914550781,1.1943260438124443,-79.72072813092483
189,227.39999389648438,273.85009765625,1.2042660730277344,-81.87371040227357
190,227.74000549316406,273.7132873535156,1.2018673959403743,-81.44858649655886
191,227.00999450683594,264.8800048828125,1.1668208946405494,-73.2343184940057
192,226.99000549316406,263.19000244140625,1.1594783738147112,-71.56126578198526
193,226.50999450683594,261.3999938964844,1.1540329355691874,-70.17828363936808
194,227.10479736328125,262.3800048828125,1.155325681927821,-70.6539301973079
195,226.1199951171875,261.010009765625,1.1542986706255483,-70.11900037367833
196,226.02000427246094,259.2294006347656,1.1469312261505475,-68.42317870592221
197,226.24000549316406,259.32000732421875,1.1462164118982672,-68.32723486233355
198,221.61000061035156,244.71780395507812,1.1042723851860645,-57.65105461303902
199,221.38999938964844,244.2899932861328,1.1034373456778424,-57.40979447713552
200,221.02000427246094,241.19500732421875,1.0912813440492346,-54.62854671228051
201,220.75999450683594,242.64500427246094,1.0991348537334165,-56.29901952978561
202,218.96749877929688,241.89999389648438,1.1047301323028846,-57.07395996307663
203,219.2899932861328,244.65960693359375,1.1156897917104602,-59.56011305318653
204,219.0,243.88999938964844,1.1136529652495362,-59.03640597258281
205,215.75,245.07000732421875,1.135898064075174,-62.97225876314151
206,215.33670043945312,240.69000244140625,1.1177379515438512,-58.94271217814911
207,214.6699981689453,237.32000732421875,1.1055108275421324,-56.13804876023998
208,215.50999450683594,239.39999389648438,1.1108533246651382,-57.50575853655947
209,215.77000427246094,240.50999450683594,1.1146590802451617,-58.39528327764815
210,216.2801971435547,243.59959411621094,1.1263148329503472,-61.05226368721834
211,216.25,242.02000427246094,1.1191676498148482,-59.498279579693175
212,216.86000061035156,233.77000427246094,1.0779765914161958,-50.73102818148176
213,218.35000610351562,232.9250030517578,1.0667506138805989,-48.62257343039998
214,219.16000366210938,234.68829345703125,1.0708536664329622,-49.699024572530746
215,218.2104949951172,232.43150329589844,1.0651710555951925,-48.24737243467386
216,217.16000366210938,231.2220001220703,1.0647540809671414,-47.92863576433187
217,217.9499969482422,231.89999389648438,1.0640054927440763,-47.936752943713785
218,217.27999877929688,231.11000061035156,1.0636505978863824,-47.71488612139932
219,214.27999877929688,218.6300048828125,1.0203005699472494,-37.778747184003336
220,214.36000061035156,218.42999267578125,1.0189867141903393,-37.51089724325466
221,215.4550018310547,217.0,1.0071708623880395,-35.15239580397319
222,216.08999633789062,219.6508026123047,1.01647834853422,-37.26475338697183
223,216.50999450683594,218.4600067138672,1.0090065690106962,-35.717819090561264
224,215.5449981689453,219.6699981689453,1.0191375352480543,-37.74608137450814
225,214.91000366210938,219.24000549316406,1.0201479770939956,-37.85453372803296
226,214.13499450683594,221.5,1.0343942171158247,-40.771699002224025
227,214.5,219.9398956298828,1.0253608187873324,-38.90208739803187
228,213.4600067138672,217.33990478515625,1.0181762295008727,-37.1839612141827
229,213.0500030517578,217.1125946044922,1.0190687232787667,-37.304314566798794
230,211.7899932861328,213.602294921875,1.008557069234587,-34.86244301682554
231,210.90499877929688,213.5399932861328,1.0124937508455802,-35.550574476234644
232,211.3300018310547,215.02000427246094,1.017460854632255,-36.670203162880895
233,211.5749969482422,220.74000549316406,1.0433180133622495,-42.18246021944758
234,212.05599975585938,222.1199951171875,1.047459139910754,-43.1545824240594
235,211.5850067138672,220.5,1.0421343337346622,-41.93396692286588
236,211.4499969482422,220.68499755859375,1.0436746310883707,-42.2334463177999
237,211.85000610351562,220.76499938964844,1.0420816286489825,-41.97425948026732
238,213.56500244140625,222.84500122070312,1.043452806748348,-42.60002628491749
239,213.3300018310547,222.0500030517578,1.0408756440531457,-42.00429741541571
240,213.6999969482422,217.42999267578125,1.0174543555489262,-37.07054884238006
241,215.8000030517578,217.9300994873047,1.0098706969667466,-35.78995072531343
242,215.1999969482422,215.8300018310547,1.002927532024845,-34.19862960258196
243,214.6699981689453,215.6999969482422,1.004798056496401,-34.51803838426342
244,215.10000610351562,216.45469665527344,1.0062979568262116,-34.908111889903964
245,214.3699951171875,214.58999633789062,1.0010262687209694,-33.66242604067112
246,212.7899932861328,212.57000732421875,0.9989661827677289,-32.98220315578824
247,214.89999389648438,217.8699951171875,1.0138203876456775,-36.49301115547401
248,213.55999755859375,214.6699981689453,1.0051976054646985,-34.42926713486848
249,211.64999389648438,212.61000061035156,1.0045358220720606,-33.988861504626456
250,212.47999572753906,216.0399932861328,1.01675450691913,-36.71505224915448
251,213.15499877929688,219.90130615234375,1.0316497732245635,-40.00399474983827
252,212.40499877929688,217.5601043701172,1.0242701707607966,-38.29875716514748
253,213.3000030517578,217.8300018310547,1.021237687362797,-37.80973372751602
254,214.97000122070312,220.61990356445312,1.0262822826983633,-39.18355673371509
255,214.5399932861328,222.75,1.0382679545576263,-41.678279370652675
256,215.22500610351562,221.22500610351562,1.0278778015093386,-39.57242730522354
257,214.23480224609375,220.4250030517578,1.028894468782683,-39.61206985557523
258,214.38999938964844,219.8300018310547,1.0253743292919144,-38.88546886572463
259,216.30999755859375,221.94000244140625,1.0260274834559482,-39.367402683031585
260,215.80999755859375,222.0500030517578,1.0289143485647363,-39.90137942507364
261,220.01499938964844,217.16000366210938,0.9870236314094075,-31.445739215261018
262,220.2550048828125,215.02999877929688,0.976277469352873,-29.112221131296156
263,219.1699981689453,212.6699981689453,0.9703426561376821,-27.672254419751898
264,218.6750030517578,215.10499572753906,0.9836743693865468,-30.526984208327338
265,218.25999450683594,214.47000122070312,0.9826354193094506,-30.24389713648039
266,218.74000549316406,214.6699981689453,0.9813934021120524,-30.03686768241788
267,217.85000610351562,214.82000732421875,0.9860913532503777,-30.941553834551446
268,221.15499877929688,216.9499969482422,0.9809861777745702,-30.269067438688428
269,220.19000244140625,213.5500030517578,0.9698442285479543,-27.68734437107283
270,218.30999755859375,208.65060424804688,0.95575377482218,-24.38209996291012
271,218.50999450683594,207.85000610351562,0.9512150992114604,-23.411913953447613
272,217.3249969482422,203.3282928466797,0.9355955168613396,-19.89502205852226
273,216.55999755859375,201.7799072265625,0.9317505979929084,-18.995319402342563
274,216.52999877929688,202.02999877929688,0.9330346830381713,-19.270848487880404
275,211.8699951171875,199.50999450683594,0.9416623358889723,-20.702304868069024
276,211.5500030517578,201.8406982421875,0.9541039722547542,-23.30434659956565
277,210.97500610351562,198.52000427246094,0.940964562290646,-20.471222593538233
278,211.3300018310547,197.0554962158203,0.9324539559383246,-18.705695106240274
279,210.5500030517578,196.8300018310547,0.9348373259470795,-19.141602451813885
280,209.89999389648438,195.92999267578125,0.9334444896287484,-18.792770030972935
281,208.3000030517578,195.05999755859375,0.9364378046126374,-19.27949077196026
282,206.56500244140625,196.5500030517578,0.9515164753405444,-22.24069395963942
283,207.0,194.36500549316406,0.9389613791940293,-19.68683923667088
284,207.99000549316406,194.6804962158203,0.9360088998229236,-19.162852560639
285,207.86000061035156,194.8677978515625,0.9374954165272814,-19.46039213101263
286,209.13999938964844,196.66000366210938,0.9403270739028377,-20.167220079529745
287,209.75,196.97000122070312,0.9390703276314809,-19.95996623991208
288,210.25999450683594,199.10000610351562,0.9469229111819581,-21.657520126341172
289,205.3800048828125,189.4550018310547,0.9224607913470231,-16.150514100846852
290,202.83999633789062,188.21499633789062,0.927898835219669,-17.06431460235648
291,204.3300018310547,191.1501007080078,0.9354969852447593,-18.73596544209501
292,203.39999389648438,189.72999572753906,0.9327925340258253,-18.10446279470749
293,203.5,191.27499389648438,0.9399262599335841,-19.564660561824798
294,202.25,188.83900451660156,0.9336909988459904,-18.18861151116828
295,201.35000610351562,187.8300018310547,0.9328532214421181,-17.942760687174445
296,215.25999450683594,183.75,0.8536189012778439,-2.067752705920373
297,217.8800048828125,185.87319946289062,0.8530989319688291,-1.9693084404198546
298,218.625,188.72999572753906,0.8632589856033805,-4.194384409241354
299,217.39999389648438,186.8800048828125,0.8596136620491165,-3.383140262646424
300,216.83380126953125,186.63999938964844,0.8607514063623736,-3.6232390890169373
301,214.39999389648438,184.3699951171875,0.8599347031987519,-3.416987287164534
302,214.05999755859375,184.1699981689453,0.8603662537113373,-3.505291003177962
303,220.74659729003906,186.0487060546875,0.8428157368615654,0.2859184876819084
304,219.9499969482422,190.0,0.8638327012330448,-4.3408545204673485
305,220.52499389648438,191.39999389648438,0.8679288026024323,-5.253278453252579
306,222.58999633789062,196.5200958251953,0.8828792805534651,-8.622356887885719
307,222.49000549316406,197.82009887695312,0.8891190345313336,-10.007147402746813
308,222.14999389648438,199.10499572753906,0.8962637911226609,-11.58035785631309
309,220.6699981689453,197.86000061035156,0.8966329915808021,-11.590328466086579
310,217.27499389648438,194.81500244140625,0.8966287327764065,-11.424131854162813
311,215.97000122070312,193.69000244140625,0.8968375299654298,-11.405703347287204
312,215.8350067138672,192.27999877929688,0.8908656742332942,-10.110168582793353
313,216.22000122070312,191.2899932861328,0.8847007316907588,-8.793706126168491
314,215.38999938964844,189.7100067138672,0.8807744428777996,-7.917521485156089
315,214.00999450683594,186.65220642089844,0.8721658390348511,-6.029899456045103
316,212.9499969482422,185.4600067138672,0.8709087080144149,-5.736527078001774
317,210.32000732421875,190.61000061035156,0.9062856312881198,-13.116626628845456
318,207.47000122070312,189.05999755859375,0.9112642620437201,-13.983292703213483
319,208.8300018310547,191.3249969482422,0.9161758141582826,-15.095076497114736
320,209.0,187.42999267578125,0.8967942233290969,-11.055921892525976
321,207.16000366210938,186.97000122070312,0.9025390901501558,-12.156159496775036
322,210.78500366210938,192.50999450683594,0.9133002403502648,-14.622325828151606
323,211.52999877929688,195.35000610351562,0.9235097018429859,-16.830617129004327
324,207.40499877929688,195.3699951171875,0.9419734156218866,-20.348409229122968
325,209.73500061035156,194.97999572753906,0.9296492963030785,-17.982679513149765
326,208.52999877929688,193.7449951171875,0.9290989126329134,-17.769462932819312
327,208.5399932861328,196.77999877929688,0.9436079654481415,-20.795991730235773
328,207.6199951171875,194.3000030517578,0.9358443676972854,-19.096110532360303
329,208.64999389648438,195.8300018310547,0.9385574289937916,-19.752719515472666
330,208.55999755859375,196.11000061035156,0.940304962150067,-20.10903089317991
331,206.96499633789062,190.2100067138672,0.9190443315512674,-15.561521891886276
332,205.6199951171875,188.69500732421875,0.9176880255087896,-15.187019331583304
333,206.4600067138672,192.3699951171875,0.9317542810302868,-18.149717389881193
334,208.08999633789062,192.23460388183594,0.9238051192508594,-16.632172763551342
335,208.63499450683594,192.94000244140625,0.9247729648493104,-16.875438892225976
336,213.63999938964844,202.47999572753906,0.9477625739843074,-22.17142695974478
337,214.69000244140625,203.42999267578125,0.9475522397988788,-22.231071443691935
338,210.36000061035156,190.25,0.9044019749381862,-12.722713620997542
339,207.6699981689453,188.53640747070312,0.9078654072954896,-13.290114750391599
340,206.4199981689453,190.1199951171875,0.9210347679665368,-15.933642726102267
341,206.63999938964844,190.42999267578125,0.9215543613930187,-16.057089751654207
342,204.99000549316406,186.08999633789062,0.9078003383150126,-13.116209472852422
343,204.39999389648438,185.3480987548828,0.9067911168762063,-12.874613558670195
344,206.00999450683594,188.47999572753906,0.9149070470039007,-14.641306869733985
345,202.22039794921875,187.1300048828125,0.9253765039558683,-16.50471300333992
346,205.09500122070312,193.2949981689453,0.9424656720957338,-20.232179939095023
347,204.0500030517578,189.91000366210938,0.9307032630327293,-17.733293994845287
348,204.02000427246094,189.12010192871094,0.926968424508747,-16.968829794250315
349,201.68240356445312,186.4001007080078,0.9242258988074712,-16.231002384783512
350,201.4001007080078,184.8300018310547,0.9177254687624181,-14.90028285391212
351,202.9499969482422,186.77999877929688,0.9203252110761593,-15.53604177724181
352,196.27000427246094,175.17990112304688,0.8925454593655743,-9.60025902978926
353,193.7899932861328,172.89999389648438,0.8922028994613558,-9.423282732293547
354,195.83999633789062,175.6300048828125,0.8968035547743322,-10.414988990945591
355,195.22000122070312,172.89999389648438,0.885667415302466,-8.210704267521795
356,194.25,170.00999450683594,0.8752123269335184,-6.143219608450937
357,194.02000427246094,170.0500030517578,0.876456031889154,-6.3782535511075364
358,193.07000732421875,169.60000610351562,0.8784378705632387,-6.733808665332378
359,193.4250030517578,178.9499969482422,0.925164762181018,-15.782780079401608
360,192.53500366210938,171.9792938232422,0.8932365053216943,-9.566753951261735
361,191.80999755859375,173.48500061035156,0.9044627642902487,-11.687231304812247
362,192.63999938964844,176.1699981689453,0.9145037309339394,-13.668426932152773
363,194.52999877929688,178.36000061035156,0.9168765831984047,-14.25580011331785
364,194.59500122070312,178.043701171875,0.9149448858141213,-13.88438170752558
365,193.57000732421875,175.88999938964844,0.908663495037445,-12.599825819774669
366,196.22000122070312,175.61000061035156,0.8949648329317358,-10.072758718007936
367,197.1165008544922,172.8699951171875,0.876994033314324,-6.5725643312521695
368,197.30499267578125,171.8300018310547,0.8708852193791771,-5.372738978628507
369,197.27000427246094,169.91000366210938,0.861306838253204,-3.482409305470742
370,197.5,168.99789428710938,0.8556855406942246,-2.3752745327360176
371,196.68870544433594,167.24000549316406,0.8502776258319213,-1.3053247935347545
372,197.00999450683594,166.39999389648438,0.844627168855185,-0.19287540910862633
373,194.69000244140625,163.7899932861328,0.841286102173772,0.4498826783358082
374,193.5800018310547,165.1300048828125,0.8530323552064449,-1.8313564482458164
375,192.9550018310547,160.94039916992188,0.8340825458924159,1.8282791000316476
376,192.50999450683594,160.38999938964844,0.8331515451991406,2.0013339125126604
377,191.0,157.25,0.8232984293193717,3.860930042396643
378,191.85000610351562,158.5500030517578,0.8264268856275653,3.2816915900025774
379,194.1300048828125,161.75,0.8332045326926208,2.015024767171195
380,199.9199981689453,174.00619506835938,0.8703791349643416,-5.331532389250884
381,199.41000366210938,176.05999755859375,0.8829045400195615,-7.817785875868668
382,199.80999755859375,178.39999389648438,0.892848186158298,-9.818606483896776
383,199.1649932861328,177.2678985595703,0.8900555044073244,-9.233443979706397
384,198.10760498046875,174.35000610351562,0.8800773000143263,-7.21216633071221
385,199.38999938964844,178.41000366210938,0.8947790972879242,-10.184754647494845
386,199.24000549316406,177.05999755859375,0.8886769357405417,-8.96193620799649
387,197.9600067138672,177.80999755859375,0.8982117171555848,-10.79731407002625
388,197.58999633789062,172.86000061035156,0.8748418635260801,-6.161068257567837
389,198.11000061035156,173.92999267578125,0.8779465556505235,-6.790121523196478
390,199.09500122070312,175.19000244140625,0.879931697768758,-7.214897791842151
391,199.6699981689453,176.50999450683594,0.8840085948089549,-8.047319893572695
392,198.02499389648438,174.0050048828125,0.8787022358085359,-6.937215365653986
393,197.92999267578125,172.59010314941406,0.8719754940431128,-5.602870132374721
