,v,avgo,Ratio,Spread
120,217.1199951171875,601.4400024414062,2.7700811347052,-38.710015336595966
121,219.07000732421875,609.3599853515625,2.7815765051293546,-41.552585842028115
122,218.47000122070312,612.4099731445312,2.8031764989366272,-46.164860487312744
123,217.5399932861328,608.5900268554688,2.797600651090319,-44.766454846279366
124,217.63490295410156,608.7899780273438,2.7972993750719084,-44.719281654658
125,217.77000427246094,609.1500244140625,2.797217304785144,-44.72755326414249
126,217.98500061035156,610.4400024414062,2.800376176031343,-45.457727066138254
127,218.5,611.08837890625,2.796743152889016,-44.76515587947613
128,215.86000061035156,606.3099975585938,2.808811247309513,-46.86076516692065
129,216.5800018310547,608.0891723632812,2.807688462564642,-46.76521164107117
130,215.88999938964844,608.9749755859375,2.8207650993913376,-49.44763282470915
131,214.72999572753906,603.6799926757812,2.811344500941372,-47.17304997270758
132,214.97000122070312,602.5800170898438,2.8030888666702536,-45.44815169972269
133,215.2550048828125,601.7349853515625,2.795451774415905,-43.86103172006113
134,214.58999633789062,599.27001953125,2.7926279405291905,-43.12760512963603
135,214.48399353027344,604.7100219726562,2.819371329391553,-48.84361608442003
136,216.22500610351562,614.7000122070312,2.8428719845323975,-54.30038401162874
137,215.72500610351562,620.22998046875,2.875095435951142,-61.1322447400758
138,215.64500427246094,624.3350219726562,2.8951981710822654,-65.44559380633115
139,216.39999389648438,623.8599853515625,2.882902046891868,-63.0047265772892
140,217.4600067138672,623.8200073242188,2.8686654468149544,-60.20470314677339
141,217.19000244140625,626.6599731445312,2.8853076389351404,-63.747702023688525
142,218.29249572753906,626.739990234375,2.871101858749364,-60.957063705862815
143,216.02999877929688,620.7349853515625,2.8733740168453417,-60.84311428887445
144,217.72000122070312,622.7661743164062,2.8603994618074027,-58.47390035928009
145,217.5800018310547,623.3200073242188,2.8647853758555017,-59.39226166855229
146,217.6199951171875,628.5150146484375,2.888130818631738,-64.48313507689892
147,217.25,623.0449829101562,2.8678710375611334,-59.97649105020292
148,218.30999755859375,629.4400024414062,2.8832394735951863,-63.61150490888593
149,218.72000122070312,624.2899780273438,2.8542884717588923,-57.39391913676109
150,219.0399932861328,620.9299926757812,2.834779089244483,-53.20074326640718
151,217.73500061035156,616.5499877929688,2.8316530923584398,-52.21865865106491
152,218.86500549316406,621.9199829101562,2.841568854320939,-54.646364079652976
153,218.86000061035156,625.3900146484375,2.8574888645909016,-58.12942745639514
154,219.97000122070312,630.5599975585938,2.866572687454469,-60.40920750119056
155,220.77000427246094,633.2000122070312,2.868143316360923,-60.96618625674187
156,225.32000732421875,632.8099975585938,2.8084944833506382,-48.72894221495658
157,226.14999389648438,632.8699951171875,2.7984524085677007,-46.627833241713965
158,226.50999450683594,632.3599853515625,2.7917531265159172,-45.180459310820474
159,227.0,632.1199951171875,2.784669582014042,-43.66460015603405
160,227.67999267578125,635.9453125,2.7931541328077647,-45.71936285478653
161,228.08999633789062,640.47998046875,2.8080143397431088,-49.1864694654742
162,228.19000244140625,641.9600219726562,2.8132697099098207,-50.40611658379276
163,224.9199981689453,638.8099975585938,2.8401654044064197,-55.770480026702266
164,224.61500549316406,636.1500244140625,2.8321795465860946,-53.90464221618475
165,225.08999633789062,636.5999755859375,2.8282019900622974,-53.117819383030955
166,224.7550048828125,636.6599731445312,2.832684297626593,-54.0500626451938
167,223.4499969482422,636.5700073242188,2.848825312231567,-57.35805682295659
168,223.25,628.8200073242188,2.816662966737822,-50.1288058635269
169,223.9499969482422,631.4299926757812,2.8195132899319177,-50.9161497077909
170,221.05499267578125,636.3300170898438,2.8786050447778915,-63.35414262877912
171,223.30999755859375,637.5650024414062,2.8550669894397234,-58.71758024160379
172,223.66000366210938,636.2000122070312,2.844496118171221,-56.441249388277065
173,224.08999633789062,635.7750244140625,2.8371414824578736,-54.89665314461245
174,224.6999969482422,634.0499877929688,2.8217623337975257,-51.58330612488606
175,224.97500610351562,635.1599731445312,2.8232468314826096,-51.977226781385006
176,222.17999267578125,629.530029296875,2.8334235757020845,-53.62489678567197
177,224.8699951171875,628.969970703125,2.797038219240175,-46.06065036402736
178,225.1750030517578,624.2899780273438,2.7724657247316524,-40.5864826236272
179,225.39999389648438,622.5,2.7617569514482105,-38.21067682461881
180,225.27670288085938,618.9400024414062,2.7474656479180672,-34.97170255494
181,226.42999267578125,624.2000122070312,2.7567019935420203,-37.228793728638315
182,225.60000610351562,622.1900024414062,2.7579343333701725,-37.379890494849796
183,226.36000061035156,627.0999755859375,2.770365673683692,-40.31100139297194
184,227.24000549316406,631.030029296875,2.77693193998738,-41.94971164867416
185,228.77000427246094,631.9299926757812,2.762293923477678,-38.86588725784048
186,228.85000610351562,631.7750244140625,2.7606511145483297,-38.502611433772636
187,227.66000366210938,630.72998046875,2.7704909528371657,-40.55607791617006
188,227.7100067138672,630.760009765625,2.7700144533315,-40.45591002025122
189,227.39999389648438,634.1799926757812,2.788830297702069,-44.68309963348718
190,227.74000549316406,634.6400146484375,2.786686569512211,-44.25780453350847
191,227.00999450683594,619.2999877929688,2.7280736653835733,-30.818569285498533
192,226.99000549316406,614.4400024414062,2.7069033330628756,-26.01063102656945
193,226.50999450683594,614.3699951171875,2.712330625652133,-27.190469076445474
194,227.10479736328125,618.52001953125,2.7235004575524373,-29.791754774518886
195,226.1199951171875,618.2999877929688,2.734388825156893,-32.135936287050576
196,226.02000427246094,615.0800170898438,2.721352116905465,-29.176320238908197
197,226.24000549316406,614.2999877929688,2.7152580130728916,-27.823455078224292
198,221.61000061035156,601.1649780273438,2.712715926048614,-26.743982268296172
199,221.38999938964844,602.8200073242188,2.7228872532008546,-28.971847428980077
200,221.02000427246094,602.0599975585938,2.724006813502765,-29.175225374940332
201,220.75999450683594,603.0900268554688,2.7318809651301823,-30.882264182101203
202,218.96749877929688,602.0499877929688,2.749494747619101,-34.5094984882524
203,219.2899932861328,603.5499877929688,2.752291514758942,-35.16979215023053
204,219.0,601.5800170898438,2.7469407173052227,-33.95490159634169
205,215.75,601.0399780273438,2.7858168158857186,-41.8771635675751
206,215.33670043945312,596.75,2.77124149660587,-38.66332870898753
207,214.6699981689453,595.6790161132812,2.7748591847682498,-39.32829414931819
208,215.50999450683594,598.3400268554688,2.776391082115171,-39.80213508274749
209,215.77000427246094,600.3200073242188,2.782221789114728,-41.10510604121162
210,216.2801971435547,605.3900146484375,2.7991005309034995,-44.84668085451954
211,216.25,602.75,2.7872832369942198,-42.28529307350316
212,216.86000061035156,590.744384765625,2.7240818182374684,-28.69136744049552
213,218.35000610351562,591.3400268554688,2.7082207937980343,-25.407355676471347
214,219.16000366210938,592.5399780273438,2.7036866587248927,-24.49824740914351
215,218.2104949951172,590.4600219726562,2.705919447118567,-24.89060771575651
216,217.16000366210938,588.0050048828125,2.7077039738759643,-25.170844131525136
217,217.9499969482422,588.5900268554688,2.7005736870702712,-23.69889348821703
218,217.27999877929688,586.9000244140625,2.701123102500607,-23.75342218455392
219,214.27999877929688,584.0399780273438,2.7255925954568,-28.704730598204428
220,214.36000061035156,583.0900268554688,2.7201438010600145,-27.546471863980337
221,215.4550018310547,585.4400024414062,2.7172263232044567,-27.045299769334683
222,216.08999633789062,585.7100219726562,2.710491146738726,-25.661930170857595
223,216.50999450683594,583.010009765625,2.6927625724327355,-21.868333059447245
224,215.5449981689453,583.8699951171875,2.708807905899756,-25.240961336450077
225,214.91000366210938,581.010009765625,2.7035037916574307,-24.034365114614552
226,214.13499450683594,591.8800048828125,2.7640508093781824,-36.922317393593794
227,214.5,592.5499877929688,2.762470805561626,-36.64190450002064
228,213.4600067138672,589.2899780273438,2.760657544704655,-36.089813583724144
229,213.0500030517578,590.3300170898438,2.77085195322166,-38.19741400428648
230,211.7899932861328,584.6199951171875,2.7603759084469743,-35.768186475372595
231,210.90499877929688,583.0499877929688,2.7645147870729505,-36.50251451424497
232,211.3300018310547,585.1300048828125,2.7687976142194324,-37.475915061248706
233,211.5749969482422,593.8200073242188,2.8066643785394243,-45.52800290775172
234,212.05599975585938,595.469970703125,2.808078863077164,-45.92553842323405
235,211.5850067138672,594.0,2.8073822867954163,-45.68193230661114
236,211.4499969482422,593.010009765625,2.804492874553124,-45.04347846583999
237,211.85000610351562,592.3800048828125,2.7962236857022305,-43.37193577128192
238,213.56500244140625,594.2000122070312,2.78229113110448,-40.72646146996811
239,213.3300018310547,592.5999755859375,2.777855765712894,-39.73831589746083
240,213.6999969482422,585.3001098632812,2.73888684240384,-31.475062463219324
241,215.8000030517578,585.2750244140625,2.712117776354661,-25.98201276150001
242,215.1999969482422,581.5,2.7021375847874975,-23.769275199753388
243,214.6699981689453,579.7999877929688,2.7008897039104,-23.44926582900569
244,215.10000610351562,580.0700073242188,2.6967456572040422,-22.599637178954758
245,214.3699951171875,577.1900024414062,2.6924943582980423,-21.620423903601072
246,212.7899932861328,573.4400024414062,2.6948635769273106,-21.98440886613485
247,214.89999389648438,586.8099975585938,2.7306189587015783,-29.860416184505134
248,213.55999755859375,585.760009765625,2.742835814113137,-32.29949066702277
249,211.64999389648438,583.25,2.75572887701221,-34.762719659644794
250,212.47999572753906,586.739990234375,2.761389316793595,-36.09156363157836
251,213.15499877929688,589.4400024414062,2.765311654978916,-37.03401306240544
252,212.40499877929688,586.0700073242188,2.759210050104259,-35.616856645310286
253,213.3000030517578,586.6199951171875,2.750210908224144,-33.83644579826608
254,214.97000122070312,592.5,2.7561985236800477,-35.36813460987894
255,214.5399932861328,595.5399780273438,2.775892591891106,-39.527760818523625
256,215.22500610351562,592.8021240234375,2.754336657973287,-35.00628076149149
257,214.23480224609375,592.0501098632812,2.7635571048964636,-36.83254448634073
258,214.38999938964844,593.3200073242188,2.7674798685263045,-37.69834196317509
259,216.30999755859375,597.3099975585938,2.761361029541851,-36.6890698929863
260,215.80999755859375,597.8300170898438,2.7701683140398963,-38.510981890964494
261,220.01499938964844,607.094970703125,2.7593344653195877,-36.82701509138888
262,220.2550048828125,597.4249877929688,2.7124241199914207,-26.532109494185242
263,219.1699981689453,596.3800048828125,2.7210841349877555,-28.312250718295495
264,218.6750030517578,599.5150146484375,2.741579999002169,-32.73612131218777
265,218.25999450683594,598.8049926757812,2.743539850391715,-33.10669233605477
266,218.74000549316406,599.75,2.7418395580992296,-32.80185428617886
267,217.85000610351562,598.0900268554688,2.745421207705979,-33.45924814319954
268,221.15499877929688,614.4998779296875,2.778593662008661,-41.2636090830353
269,220.19000244140625,610.8300170898438,2.774104229606832,-40.10639116863177
270,218.30999755859375,600.77001953125,2.7519125383619003,-34.94152199872968
271,218.50999450683594,601.4500122070312,2.7525057312113717,-35.10076563394073
272,217.3249969482422,597.5531005859375,2.7495829240860403,-34.28933280209599
273,216.55999755859375,594.8800048828125,2.7469523992853677,-33.608130983841015
274,216.52999877929688,592.5,2.7363413999919666,-31.306236470583762
275,211.8699951171875,591.0206909179688,2.7895440814593355,-41.96057471380464
276,211.5500030517578,595.1599731445312,2.8133300144596047,-46.933047459158665
277,210.97500610351562,592.6699829101562,2.8091952400245965,-45.94022561540003
278,211.3300018310547,592.47998046875,2.8035772267791925,-44.825890647186206
279,210.5500030517578,591.3599853515625,2.8086439172655497,-45.7368445996463
280,209.89999389648438,591.3300170898438,2.8171988293695134,-47.39936038303727
281,208.3000030517578,586.9099731445312,2.817618648803848,-47.14534849289196
282,206.56500244140625,580.2000122070312,2.808801129666723,-44.95295600416312
283,207.0,578.5869140625,2.795105865036232,-42.20721777047509
284,207.99000549316406,578.0800170898438,2.779364401280538,-39.12255941067922
285,207.86000061035156,578.77001953125,2.784422293042305,-40.15106660722841
286,209.13999938964844,581.1900024414062,2.778951918033585,-39.23820798100888
287,209.75,584.5999755859375,2.7871274163811086,-41.059870726907484
288,210.25999450683594,588.260009765625,2.7977743038821377,-43.39198889355003
289,205.3800048828125,574.0999755859375,2.79530607623421,-41.93839817231849
290,202.83999633789062,573.9400024414062,2.829520867695825,-48.39206100790539
291,204.3300018310547,570.989990234375,2.7944500813271866,-41.56239494700622
292,203.39999389648438,566.5499877929688,2.7853982536562953,-39.54393315362909
293,203.5,569.8300170898438,2.8001475041269965,-42.5635680649164
294,202.25,565.4000244140625,2.795550182516996,-41.38830655595569
295,201.35000610351562,559.9299926757812,2.780878945630212,-38.261665365543244
296,215.25999450683594,558.6699829101562,2.5953265686458744,-0.7830373707991427
297,217.8800048828125,563.6300048828125,2.5868826521550834,1.0788841990119593
298,218.625,565.219970703125,2.5853400603916525,1.4287254403308864
299,217.39999389648438,565.9400024414062,2.6032199555206987,-2.480958733676566
300,216.83380126953125,565.0753784179688,2.6060299414091914,-3.0905785417336844
301,214.39999389648438,561.8200073242188,2.6204292132371707,-6.1723184168583245
302,214.05999755859375,559.5900268554688,2.61417375146094,-4.827615290138333
303,220.74659729003906,560.9299926757812,2.5410583880428974,11.242886526340335
304,219.9499969482422,566.1699829101562,2.5740849773386687,3.9287203240083457
305,220.52499389648438,566.7999877929688,2.5702301484203995,4.795883831812326
306,222.58999633789062,573.6400146484375,2.5771149830905,3.3326792208278633
307,222.49000549316406,578.0,2.597869503031492,-1.2876607857171436
308,222.14999389648438,582.469970703125,2.62196707947937,-6.642948561477219
309,220.6699981689453,579.52001953125,2.626184004803265,-7.546587966548309
310,217.27499389648438,567.8599853515625,2.6135542575235613,-4.726414760514835
311,215.97000122070312,569.1900024414062,2.6355049276484563,-9.454352117828812
312,215.8350067138672,565.2999877929688,2.6191302161765995,-5.915834132390096
313,216.22000122070312,563.3200073242188,2.6053094262506216,-2.9334107672771594
314,215.38999938964844,560.7008056640625,2.6031886682432925,-2.475355369562344
315,214.00999450683594,557.52001953125,2.6051120687891127,-2.8878051587134266
316,212.9499969482422,554.4000244140625,2.6034281867062448,-2.5278157140929167
317,210.32000732421875,570.0850219726562,2.710560108976422,-25.060740630865602
318,207.47000122070312,566.8900146484375,2.7323950995950947,-29.28653625923976
319,208.8300018310547,568.9500122070312,2.7244649103020975,-27.805384719108524
320,209.0,565.364990234375,2.7050956470544256,-23.777724075437327
321,207.16000366210938,560.8300170898438,2.7072311603382273,-24.033705673120657
322,210.78500366210938,571.3499755859375,2.710581709606902,-25.114943785434825
323,211.52999877929688,576.5700073242188,2.7257127152248133,-28.395168462084648
324,207.40499877929688,579.489990234375,2.794002042597922,-42.05576422274867
325,209.73500061035156,581.8699951171875,2.774310408009549,-38.36894544293505
326,208.52999877929688,582.010009765625,2.791013346629376,-41.646525703860156
327,208.5399932861328,584.2100219726562,2.801429178004602,-43.820514364574755
328,207.6199951171875,580.239990234375,2.7947211438227257,-42.245959997400796
329,208.64999389648438,580.8300170898438,2.783752859240464,-40.1540915498578
330,208.55999755859375,581.4000244140625,2.7876871462405988,-40.95842998274241
331,206.96499633789062,581.5399780273438,2.8098470191448355,-45.25142374333512
332,205.6199951171875,577.1500244140625,2.8068769483489757,-44.36356404400117
333,206.4600067138672,582.02001953125,2.819044854231121,-47.04634962182541
334,208.08999633789062,579.719970703125,2.7859098510521005,-40.50215836897785
335,208.63499450683594,581.8800048828125,2.788985645760147,-41.243134527604234
336,213.63999938964844,599.3900146484375,2.805607640707941,-45.72118798748618
337,214.69000244140625,603.8699951171875,2.8127532174303145,-47.46718632998584
338,210.36000061035156,587.5599975585938,2.7931165423740762,-42.43158230093109
339,207.6699981689453,585.4000244140625,2.81889550525167,-47.27579698429445
340,206.4199981689453,583.7899780273438,2.828165794040645,-48.920481764396236
341,206.63999938964844,584.2999877929688,2.827622868364367,-48.857655666212445
342,204.99000549316406,579.9000244140625,2.828918527120098,-48.75392153526723
343,204.39999389648438,575.52001953125,2.815655756930768,-45.910179958453845
344,206.00999450683594,581.6199951171875,2.82326105832641,-47.81806021230232
345,202.22039794921875,581.6699829101562,2.87641597390301,-57.73534242587305
346,205.09500122070312,587.885009765625,2.8664034046007822,-56.465520593386195
347,204.0500030517578,584.0,2.8620435739560706,-55.30146131555062
348,204.02000427246094,584.510009765625,2.864964207063902,-55.889581450730866
349,201.68240356445312,577.3599853515625,2.8627186861497878,-54.82616654061626
350,201.4001007080078,575.8300170898438,2.859134702840535,-54.0312542031815
351,202.9499969482422,580.27001953125,2.8591772764561054,-54.43566016584469
352,196.27000427246094,569.5999755859375,2.9021244366776595,-61.15888050533072
353,193.7899932861328,568.8400268554688,2.9353426212032057,-66.85634701586957
354,195.83999633789062,570.4000244140625,2.912581878473529,-63.07857751475665
355,195.22000122070312,566.97998046875,2.904312964468016,-61.2728675143935
356,194.25,565.3150024414062,2.9102445428129022,-62.13356405095089
357,194.02000427246094,566.1199951171875,2.9178434318668973,-63.53741613685769
358,193.07000732421875,562.9199829101562,2.9156262576033134,-62.81099167048904
359,193.4250030517578,584.739990234375,3.0230837844573113,-83.70666646790016
360,192.53500366210938,574.8900146484375,2.985898687063391,-76.1740578835147
361,191.80999755859375,576.6849975585938,3.006542958650678,-79.85680076266891
362,192.63999938964844,579.8099975585938,3.0098110433743597,-80.82065450022748
363,194.52999877929688,587.8150024414062,3.021719046573938,-83.9045074480315
364,194.59500122070312,588.1900024414062,3.0226367519805963,-84.11025507046003
365,193.57000732421875,581.3499755859375,3.003306057700403,-79.9390918795421
366,196.22000122070312,582.8400268554688,2.970339533327724,-74.52912896765582
367,197.1165008544922,578.1300048828125,2.932935611055604,-67.48481475569037
368,197.30499267578125,577.2000122070312,2.925420205435487,-66.06402991555689
369,197.27000427246094,573.760009765625,2.9085010256965984,-62.71512975156184
370,197.5,571.7955932617188,2.895167560818829,-60.151853837530034
371,196.68870544433594,570.4500122070312,2.900268273759481,-60.91870932347586
372,197.00999450683594,567.1099853515625,2.878584849317808,-56.74211484778521
373,194.69000244140625,570.52001953125,2.9304022413937423,-66.192909413177
374,193.5800018310547,570.5349731445312,2.9472826105377394,-69.09806589181909
375,192.9550018310547,567.9849853515625,2.9436136921129012,-68.1754436822606
376,192.50999450683594,564.9249877929688,2.934522902253309,-66.27414948974541
377,191.0,561.4500122070312,2.9395288597226767,-66.7308748503093
378,191.85000610351562,564.530029296875,2.9425593502054626,-67.59765885447308
379,194.1300048828125,571.8800048828125,2.945860972022489,-69.0110079705783
380,199.9199981689453,582.8400268554688,2.915366307491316,-64.89513265998806
381,199.41000366210938,583.969970703125,2.9284888419772255,-67.35299252068927
382,199.80999755859375,586.3284912109375,2.9344302005659064,-68.67001494736115
383,199.1649932861328,586.47998046875,2.944694099058746,-70.50095661182246
384,198.10760498046875,581.010009765625,2.9328001306305542,-67.78419764779863
385,199.38999938964844,591.1500244140625,2.9647927490026,-74.58513305486525
386,199.24000549316406,588.5,2.9537240703408405,-72.32566048857922
387,197.9600067138672,585.489990234375,2.9576175509058578,-72.64849225933011
388,197.58999633789062,578.8400268554688,2.9295006710036975,-66.96195632261418
389,198.11000061035156,582.669921875,2.9411434055820935,-69.43787205217865
390,199.09500122070312,586.219970703125,2.9444233512085094,-70.42319113162483
391,199.6699981689453,588.260009765625,2.9461612418500893,-70.96606180350835
392,198.02499389648438,584.1500244140625,2.949880279857103,-71.13931379205115
393,197.92999267578125,582.6099853515625,2.9435154191406725,-69.84663747667793
394,200.9199981689453,599.3099975585938,2.9828290016937924,-78.76131842965657
395,200.77999877929688,601.114990234375,2.993898764264551,-80.93083940689752
396,200.77999877929688,605.030029296875,3.0133979130159343,-84.84587846939752
397,201.97000122070312,605.3649291992188,2.9973012107758765,-82.08226794403134
398,202.41000366210938,600.0,2.9642803672964826,-75.5716670171949
