,v,avgo,Ratio,Spread
0,214.66000366210938,575.4099731445312,2.68056444297033,-19.085274726884954
1,217.3000030517578,579.969970703125,2.6689828005431933,-16.771281650377937
2,217.88999938964844,580.8800048828125,2.665932381063695,-16.145092254671276
3,218.7899932861328,587.0374755859375,2.683109345033947,-19.959172409927582
4,220.1300048828125,587.864990234375,2.6705354890049104,-17.297585052273625
5,220.42999267578125,584.6599731445312,2.6523612601324924,-13.311464266876946
6,219.43499755859375,585.0599975585938,2.666210969389103,-16.302241975935026
7,218.05999755859375,584.5599975585938,2.6807300931089837,-19.38244625943758
8,219.17999267578125,588.3599853515625,2.6843690346403344,-20.26620764072873
9,215.75999450683594,586.677490234375,2.7191208063169805,-27.488652228289588
10,218.00999450683594,590.9400024414062,2.7106096845613963,-25.892648335043923
11,216.75999450683594,584.0,2.694224094850595,-22.207377060458207
12,216.0399932861328,584.260009765625,2.704406720619573,-24.34211515662019
13,213.8437042236328,577.280029296875,2.6995418518057885,-23.08079905832283
14,214.4600067138672,581.9000244140625,2.7133265233477037,-26.0960750369864
15,216.11000061035156,588.0,2.7208366033007874,-27.899821374962862
16,211.9600067138672,579.969970703125,2.7362235909250954,-30.675483659689966
17,210.50999450683594,576.5900268554688,2.7390149726916886,-31.071059750029626
18,209.66000366210938,570.9249877929688,2.7230991978473797,-27.61921404260459
19,207.57000732421875,565.3200073242188,2.723514897993929,-27.456134549433322
20,208.4600067138672,568.5900268554688,2.7275736762107905,-28.40878707913128
21,208.42999267578125,567.6599731445312,2.7235042608649054,-27.556883468354094
22,208.97000122070312,571.260009765625,2.7336938624137264,-29.750853976242574
23,208.22000122070312,583.0,2.7999231417833306,-43.44368291070992
24,209.72999572753906,587.3400268554688,2.8004579164655308,-43.852008819677216
25,209.1199951171875,586.510009765625,2.8046577250394167,-44.61030212846611
26,209.47999572753906,588.1799926757812,2.8078098370824858,-45.34292087335387
27,209.08999633789062,587.0800170898438,2.8077862517206182,-45.25841982224011
28,208.81500244140625,587.5999755859375,2.813973942082149,-46.494403282792454
29,208.47999572753906,585.2899780273438,2.8074155315709755,-45.05669115837275
30,209.52499389648438,580.1099853515625,2.7686910977225243,-37.15574799480219
31,208.05999755859375,578.5800170898438,2.780832566946966,-39.44031512525185
32,209.00999450683594,577.7999877929688,2.7644610448237255,-36.18669808771431
33,210.5500030517578,583.6300048828125,2.771930640814778,-38.0068641308963
34,209.94000244140625,582.3599853515625,2.773935308084498,-38.32515499827894
35,208.22000122070312,578.989990234375,2.7806646183844443,-39.43367314508492
36,207.3000030517578,578.72998046875,2.791750950067546,-41.56914075056721
37,200.55999755859375,596.47998046875,2.97407253554881,-76.86866550508142
38,198.57000732421875,599.5,3.0190863568895154,-85.07019162632247
39,199.22500610351562,602.5800170898438,3.0246203971842185,-86.44473276320065
40,200.16000366210938,602.8400268554688,3.01179064661252,-84.27020997294068
41,199.47999572753906,595.8499755859375,2.987016183817162,-79.0507531180744
42,199.83999633789062,595.2835083007812,2.9788006365566204,-77.54692166764966
43,200.2100067138672,595.989990234375,2.976824185846725,-77.28997615905308
44,192.86000061035156,590.9400024414062,3.0640879423998517,-91.37782351923113
45,192.10000610351562,586.1199951171875,3.0511190863853956,-88.53667844142143
46,190.58999633789062,581.7000122070312,3.052101492125299,-88.04843620837164
47,192.2100067138672,577.2650146484375,3.0033036495741934,-79.39528004076703
48,192.8300018310547,577.760009765625,2.996214304202628,-78.27594121300518
49,192.3000030517578,576.1500244140625,2.9960999234045302,-78.04595869772618
50,190.74000549316406,570.6500244140625,2.991768941909326,-76.60785683702142
51,187.97999572753906,567.7000122070312,3.0200022614633095,-80.84431647391716
52,189.9499969482422,570.780029296875,3.0048962277814715,-78.79487406640334
53,193.3800048828125,587.6500244140625,3.0388355030302954,-86.73386620192065
54,194.27000427246094,588.1099853515625,3.0272814763865785,-84.8764601378686
55,193.02499389648438,584.6699829101562,3.0289858898982978,-84.67819695542704
56,192.27999877929688,581.719970703125,3.0253795215114168,-83.66799181002722
57,191.55999755859375,575.72998046875,3.005481247684019,-79.55272990618926
58,197.6300048828125,591.489990234375,2.992915931895601,-79.50774605504324
59,196.00999450683594,591.2000122070312,3.0161727910584317,-83.4359266367104
60,197.6699981689453,593.77001953125,3.003844918457299,-81.68364143604623
61,199.44500732421875,597.530029296875,2.995963836414954,-80.8219091064231
62,199.43499755859375,597.1400146484375,2.9941586078591773,-80.45795773490732
63,200.02999877929688,600.2849731445312,3.000974737828478,-82.05366101714611
64,199.85000610351562,597.02001953125,2.9873405118737577,-79.25736962119657
65,198.75,581.523193359375,2.925902859669811,-66.62472276836576
66,197.38499450683594,578.1300048828125,2.9289460747878198,-66.78571502898905
67,199.0,583.2899780273438,2.931105417222833,-67.74056120297035
68,196.8800048828125,582.3499755859375,2.957892935509452,-72.32057010669809
69,198.32000732421875,587.25,2.9611233275115216,-73.47113785968651
70,198.6381072998047,587.6749877929688,2.9585208789066355,-73.06786172889173
71,197.97500610351562,587.510009765625,2.967596876640238,-74.62945660580243
72,198.64990234375,583.5499877929688,2.9375800385905833,-68.91214997117748
73,198.50999450683594,579.989990234375,2.921716821741196,-65.71644233041303
74,197.72999572753906,583.2899780273438,2.949931677695907,-71.04737919302949
75,198.8800048828125,586.8800048828125,2.9509251331154385,-71.64302953666021
76,199.3699951171875,586.010009765625,2.939308943761446,-69.49720522966635
77,197.5399932861328,581.72998046875,2.944871925889587,-69.98210712868917
78,196.7899932861328,577.989990234375,2.9370903498836807,-68.19495559440651
79,202.34800720214844,574.97998046875,2.8415401190204808,-50.71307293431885
80,203.4499969482422,575.5900268554688,2.8291473850545166,-48.45377502333525
81,201.52499389648438,571.4099731445312,2.835429800027894,-49.286015255422335
82,200.85000610351562,567.1699829101562,2.8238484723662083,-46.803548066646435
83,200.30990600585938,565.4400024414062,2.822825958616676,-46.47987209473211
84,201.4199981689453,570.2000122070312,2.830900692039347,-48.34944061136587
85,200.42999267578125,567.6799926757812,2.832310599312696,-48.4071824672556
86,202.9250030517578,590.697998046875,2.910917773381589,-64.92871741256414
87,202.9199981689453,593.5339965820312,2.924965513196349,-67.77774758618119
88,202.52999877929688,594.4749755859375,2.9352440585049084,-69.7342011249113
89,203.63999938964844,590.1099853515625,2.8978097972905386,-62.47900802517545
90,202.97999572753906,589.1300048828125,2.902404262898913,-63.21753514785194
91,205.50999450683594,593.7750244140625,2.889275657074243,-61.27498197590551
92,206.38999938964844,592.47998046875,2.8706816329321914,-57.68859457535773
93,212.64999389648438,603.9600219726562,2.840160071985035,-52.86895669884455
94,212.8000030517578,598.405029296875,2.8120536687742868,-46.92337244468188
95,210.89999389648438,597.280029296875,2.832053326611459,-50.74558765661214
96,210.11000061035156,592.6799926757812,2.8208081050597147,-48.20252365148263
97,207.86500549316406,586.8900146484375,2.823419041873011,-48.25803008595499
98,210.99000549316406,600.6900024414062,2.847006904603679,-53.92118996187235
99,211.8699951171875,607.3400268554688,2.8665693153933507,-58.27991065130464
100,211.27000427246094,605.5449829101562,2.8662137107226306,-58.047113827703065
101,209.9199981689453,601.1799926757812,2.8638528864312716,-57.19724914573617
102,210.36500549316406,600.760009765625,2.85579822726336,-55.618562869501424
103,211.27999877929688,603.1199951171875,2.85460052348451,-55.59610248841755
104,211.3699951171875,598.719970703125,2.832568408639,-50.961746965689194
105,212.1199951171875,600.6500244140625,2.831652075431306,-50.93896197653435
106,213.4499969482422,602.9299926757812,2.8246896289344106,-49.755891509083476
107,214.1649932861328,603.6099853515625,2.8184344046606906,-48.574187492788546
108,214.47500610351562,607.5875244140625,2.832905966305521,-51.74451985220883
109,215.6699981689453,608.219970703125,2.8201417715350248,-49.265463805705444
110,217.25999450683594,608.4199829101562,2.8004234479119106,-45.325467503886266
111,217.30499267578125,607.8400268554688,2.797174696130269,-44.62834589486584
112,218.1999969482422,610.8150024414062,2.799335522384511,-45.27292284079038
113,219.08999633789062,610.8099975585938,2.787941064258245,-42.950550956425836
114,215.0500030517578,592.4600219726562,2.7549872753550444,-35.1198490201861
115,217.47999572753906,600.2000122070312,2.7597941143927893,-36.53266093695236
116,217.02999877929688,599.469970703125,2.762152578329693,-36.97431470698057
117,215.74000549316406,590.0800170898438,2.735144164574247,-30.943226176391867
118,216.72000122070312,595.4600219726562,2.747600676534937,-33.77153294898647
119,216.32000732421875,595.9188232421875,2.7548021591411516,-35.27183229965822
