,t,chtr,Ratio,Spread
0,18.119335174560547,571.8800048828125,31.561864680649492,-173.66803141497076
1,18.123111724853516,569.8200073242188,31.441620841678304,-171.5250359135399
2,18.077795028686523,570.4600219726562,31.55584080179186,-173.16098395786918
3,18.066465377807617,570.0999755859375,31.55570077842862,-173.0499313996616
4,18.070241928100586,571.77001953125,31.641525432047736,-174.636977402137
5,18.123111724853516,572.739990234375,31.60274013258638,-174.44501882369616
6,18.119335174560547,572.239990234375,31.581732150846076,-174.02801676653326
7,18.074018478393555,567.4400024414062,31.3953426084934,-170.22396236945622
8,18.115558624267578,567.1699829101562,31.308445666719663,-169.04100738515154
9,18.119260787963867,566.8499755859375,31.28438749347217,-168.6396369260607
10,18.14199447631836,569.969970703125,31.417161517006022,-171.2600095782609
11,18.153324127197266,569.530029296875,31.37331902996248,-170.57107434349973
12,18.175981521606445,568.8300170898438,31.295697369281267,-169.37311639759912
13,18.232627868652344,570.0700073242188,31.26647521306292,-169.36817940757118
14,18.024925231933594,554.77001953125,30.777937350242087,-158.63291079802877
15,18.030590057373047,552.9199829101562,30.665662141437068,-156.65837726267944
16,18.040029525756836,555.1599731445312,30.77378406459346,-158.69091455811474
17,18.020544052124023,550.0399780273438,30.52293962026703,-153.99915529144408
18,17.991012573242188,547.7999877929688,30.448535654280235,-152.40818381916307
19,17.95694923400879,548.27001953125,30.532470320341368,-153.62683185094284
20,17.847431182861328,545.4600219726562,30.562382697206022,-153.22373271647075
21,17.696374893188477,547.9099731445312,30.961706928769217,-158.99347584736915
22,17.798337936401367,553.2100219726562,31.082116990330018,-162.05266405519956
23,17.831344604492188,553.030029296875,31.014488338560408,-161.147277742653
24,17.851207733154297,554.489990234375,31.061763356467143,-162.17070303535246
25,17.975830078125,559.530029296875,31.12679786497168,-164.4718938205355
26,18.066465377807617,558.1900024414062,30.896469827854236,-161.13995825513035
27,18.115558624267578,561.8200073242188,31.013120764137266,-163.69103179921404
28,18.017372131347656,561.10498046875,31.142442770136686,-165.13386762120285
29,18.013595581054688,560.3599853515625,31.107614403251397,-164.47187044685245
30,18.096675872802734,560.0,30.944909658332165,-162.2860141891806
31,18.130664825439453,558.2899780273438,30.792581706325368,-159.82901073099083
32,18.183534622192383,563.9099731445312,31.01212084785201,-164.28707656661248
33,18.236404418945312,563.2899780273438,30.88821486335085,-162.50515216785914
34,18.27039337158203,562.1400146484375,30.76781124607838,-160.60820730341936
35,18.126888275146484,558.8900146484375,30.832099043426197,-160.51204529492162
36,18.11178207397461,560.885009765625,30.967963697596513,-162.83903218345733
37,18.08534812927246,560.6300048828125,30.999127076541686,-163.1649709823513
38,18.1707706451416,562.6699829101562,30.965664247190297,-163.32760261176554
39,18.13821792602539,558.8900146484375,30.81284043051006,-160.26305146641045
40,18.070241928100586,554.8599853515625,30.705730867316916,-157.7269432224495
41,18.036252975463867,556.7899780273438,30.870601492715195,-160.40391738376428
42,17.892749786376953,561.6900024414062,31.392044774977045,-168.4577378711761
43,17.983383178710938,561.1900024414062,31.20603041510862,-165.96587107939263
44,18.104228973388672,562.0549926757812,31.045508400382225,-164.17501097928772
45,18.18731117248535,562.8099975585938,30.945200872245486,-163.10410303783794
46,18.130664825439453,556.8099975585938,30.71095312386581,-158.34903026224083
47,18.130664825439453,558.219970703125,30.788720440073263,-159.75900340677208
48,18.149547576904297,561.260009765625,30.924187359900962,-162.38405275508677
49,17.851207733154297,551.1699829101562,30.875781131967415,-158.8506957111337
50,17.867597579956055,549.6849975585938,30.764348430100792,-157.00550767128897
51,17.854984283447266,546.375,30.600699016381956,-153.97271485814042
52,17.97960662841797,548.8900146484375,30.52847740177364,-153.74888122926092
53,17.963668823242188,550.1400146484375,30.625147906124948,-155.34914931529448
54,17.95694923400879,553.77001953125,30.83875842798849,-159.12683185094284
55,17.930513381958008,552.3300170898438,30.80391538848005,-158.26781500939597
56,18.19108772277832,557.4400024414062,30.643577280065394,-157.65110997781335
57,18.221298217773438,555.9199829101562,30.50935099497467,-155.46714882201985
58,18.28700828552246,558.3800048828125,30.534245742365265,-156.48304850746428
59,18.30060386657715,557.4400024414062,30.46019718832737,-155.24425347184462
60,18.198640823364258,555.989990234375,30.551182125676622,-156.03510188510802
61,18.24395751953125,556.1849975585938,30.48598402858395,-155.234175813435
62,18.24018096923828,557.5,30.56438973605652,-156.63217619767835
63,19.2731990814209,569.010009765625,29.523381529024046,-145.43935624481497
64,19.545000076293945,567.530029296875,29.037095271502707,-137.9859551446679
65,19.475000381469727,563.4000244140625,28.929397349338803,-135.3943464750473
66,19.65850067138672,564.1300048828125,28.696491879663707,-132.0915072031283
67,19.625,561.3499755859375,28.603820412022294,-130.0477283446321
68,19.655000686645508,561.52001953125,28.568812002778103,-129.5584416622254
69,19.628400802612305,559.9000244140625,28.5249944732913,-128.52303710605082
70,19.674999237060547,567.0,28.81829844912919,-134.5989102973155
71,19.7549991607666,564.0800170898438,28.55378593030294,-129.92075429806096
