,tsla,low,Ratio,Spread
0,347.4366760253906,245.8350067138672,0.707567806387549,50.19027924975912
1,345.8752746582031,242.69000244140625,0.7016691282174898,52.00108792974245
2,346.0,243.4949951171875,0.7037427604542992,51.30267131108055
3,341.4966735839844,241.72999572753906,0.7078546130203823,49.21964137143575
4,342.9666748046875,241.6300048828125,0.7045291062766253,50.5757276640173
5,348.5733337402344,242.72000122070312,0.6963240664920862,54.27654283528155
6,349.9633483886719,243.41000366210938,0.6955299884483229,54.77428843636945
7,354.9166564941406,236.3000030517578,0.6657901192520079,66.11682142524974
8,347.5601501464844,237.27499389648438,0.6826875687459604,58.85579897370055
9,348.1807861328125,236.27999877929688,0.6786129740346114,60.381118845876266
10,344.8666687011719,236.6699981689453,0.686265213916688,57.1592525428455
11,347.2266845703125,238.11380004882812,0.6857589310668625,57.7320511584883
12,347.0566711425781,238.1800994873047,0.686285898793328,57.52047762796084
13,343.5066833496094,238.3800048828125,0.6939603112181589,54.28715739994279
14,341.3332824707031,237.5,0.6958008849324114,53.31002168184309
15,334.7866516113281,237.25999450683594,0.70869012657734,47.95602282627956
16,341.6852111816406,238.2449951171875,0.697264579562198,52.86574471750631
17,336.9730529785156,237.08999633789062,0.7035874062992412,49.99427033123194
18,334.1100158691406,235.85000610351562,0.705905225528737,48.7878354678061
19,333.88665771484375,235.8249969482422,0.7063025475838234,48.62198820955941
20,331.8433532714844,234.75,0.7074120897276152,47.951010138367245
21,342.1300048828125,235.25,0.6876041172728438,56.24080982062846
22,344.6933288574219,234.1199951171875,0.6792124346973606,59.56113912667134
23,345.489990234375,232.19000244140625,0.6720599988552264,62.171867787552024
24,343.4666748046875,229.36000061035156,0.6677794890604081,63.272974931301825
25,340.0406188964844,229.7100067138672,0.6755369621997889,59.99545205447881
26,334.63665771484375,225.61500549316406,0.6742088778732034,59.47284415687292
27,332.0633850097656,223.9199981689453,0.6743290837752559,58.96902600706098
28,320.9477844238281,225.2449951171875,0.7018119645896662,48.145904091621524
29,327.5,228.73770141601562,0.6984357295145516,50.251974203780115
30,319.8466491699219,226.3300018310547,0.7076203625032023,46.11999273058486
31,318.8507995605469,225.94000244140625,0.7086072945490679,45.659052581226796
32,317.85333251953125,225.42999267578125,0.7092264563937808,45.31674073516913
33,315.2466735839844,224.51499938964844,0.712188321726528,44.00438048108858
34,314.3233337402344,224.80999755859375,0.7152189272221929,42.92040135197586
35,291.8033752441406,223.11000061035156,0.7645901985324332,25.377409277870576
36,293.58966064453125,224.422607421875,0.7644090971364231,25.591158314492183
37,287.1199951171875,221.5399932861328,0.7715937484455294,22.94553389941597
38,294.7856750488281,224.7100067138672,0.762282653920162,26.325736574387854
39,294.5149841308594,226.0800018310547,0.7676349727951446,24.724439860271353
40,299.5466613769531,229.1300048828125,0.7649225794390428,25.973934519727003
