,vz,googl,Ratio,Spread
0,51.1150016784668,142.66799926757812,2.791117961122553,-17.483046342187848
1,51.10499954223633,143.37025451660156,2.8054056511263936,-18.209797666963
2,51.00910186767578,142.89100646972656,2.8012845009583653,-17.96541111830396
3,50.99679946899414,142.8560028076172,2.80127388963837,-17.960537068818255
4,51.005001068115234,143.02149963378906,2.804068162704071,-18.10594748657435
5,51.10499954223633,143.1595001220703,2.8012817024634638,-17.99904327243175
6,51.2400016784668,142.50601196289062,2.781147683349465,-17.014923488212744
7,51.209800720214844,142.57574462890625,2.784149569491004,-17.158620849776156
8,51.29999923706055,141.7740020751953,2.763625812547261,-16.13597451606934
9,51.349998474121094,142.20074462890625,2.769245352569412,-16.440264718568343
10,51.369998931884766,142.343505859375,2.770946249154466,-16.53404314004922
11,51.44499969482422,142.1685028076172,2.7635047847404395,-16.17535689021574
12,51.435001373291016,141.80325317382812,2.7569407871633347,-15.83459398966285
13,51.61000061035156,141.90550231933594,2.749573738444668,-15.508255234671125
14,51.33000183105469,140.51150512695312,2.7374147694252287,-14.799998683087566
15,51.2599983215332,141.0386199951172,2.7514362975675315,-15.498558053966974
16,51.165000915527344,140.6169891357422,2.7483042435179224,-15.309583859139977
17,51.130001068115234,140.70999145507812,2.7520044693060868,-15.488303758575825
18,51.15999984741211,140.45223999023438,2.7453526272310778,-15.157082751508014
19,51.084999084472656,140.86099243164062,2.7573846521699457,-15.749518390989934
20,50.939998626708984,139.02450561523438,2.729181573678738,-14.26814993285916
21,50.8739013671875,139.36949157714844,2.7395086248887246,-14.77501366157334
22,50.9900016784668,140.00375366210938,2.7457099245641583,-15.124936286006687
23,51.01499938964844,139.49600219726562,2.7344115233993525,-14.55596331681474
24,51.084999084472656,139.70748901367188,2.7348045711551383,-14.596014973021184
25,51.5099983215332,140.02700805664062,2.718443265763102,-13.87467501691522
26,51.818199157714844,139.35525512695312,2.6893110411422994,-12.448112229024815
27,52.11000061035156,140.1269989013672,2.6890615478812947,-12.505209619552005
28,52.279998779296875,143.01449584960938,2.735548951585741,-14.976366705170506
29,51.974998474121094,142.96949768066406,2.750735966867803,-15.678340023888182
30,52.03499984741211,143.60501098632812,2.759777292350086,-16.1669049025886
31,52.15999984741211,143.07949829101562,2.743088548879941,-15.33525665798851
32,52.310001373291016,142.57901000976562,2.725654870323997,-14.46740198058717
33,52.32500076293945,142.8564910888672,2.7301765696303444,-14.708148288576723
34,52.47249984741211,142.97850036621094,2.724827305388281,-14.468919859964842
35,52.48500061035156,141.31649780273438,2.69251207315148,-12.776301873056411
36,52.699501037597656,141.14724731445312,2.6783412467938503,-12.081721735835885
37,52.810001373291016,140.68899536132812,2.664059680037851,-11.352845134999285
38,52.814998626708984,141.39825439453125,2.6772367333362945,-12.0498654728421
39,52.73500061035156,141.052001953125,2.674732157402068,-11.89953492487183
40,52.80500030517578,140.8040008544922,2.666489916499272,-11.480098666039225
41,52.77000045776367,140.59100341796875,2.6642221375475583,-11.352818809615684
42,52.81999969482422,137.2415008544922,2.5982866650402565,-7.880863894927188
43,52.875,137.03799438476562,2.5917351183880024,-7.542657036112843
44,53.150001525878906,136.32000732421875,2.564816621084086,-6.151168030127053
45,53.27000045776367,136.57350158691406,2.563797642449796,-6.110774781410612
46,53.185001373291016,135.77200317382812,2.5528250384141473,-5.517446299636504
47,53.11000061035156,136.281005859375,2.5660140141819685,-6.210132183259049
48,53.20000076293945,136.47799682617188,2.5653758434012297,-6.186705180868245
49,52.20500183105469,135.72274780273438,2.5998035253778746,-7.868292513855636
50,52.270599365234375,135.77749633789062,2.5975882807304753,-7.7623871517478165
51,52.45000076293945,134.75698852539062,2.5692466456665586,-6.302510175812557
52,52.6349983215332,135.80799865722656,2.5801843447892145,-6.900445673912799
53,52.78499984741211,135.72299194335938,2.5712416848669077,-6.4480725638942715
54,52.6510009765625,136.17550659179688,2.5863802029597722,-7.228761755783495
55,52.66999816894531,135.81500244140625,2.5786027560844675,-6.82173187799259
56,53.154998779296875,134.86849975585938,2.5372684197744495,-4.68742176640734
57,53.3849983215332,134.40249633789062,2.517607952863388,-3.658130058851299
58,53.60499954223633,134.7480010986328,2.5137207769671273,-3.464833263242326
59,53.56039810180664,134.156494140625,2.5047702947543957,-2.9825589969541966
60,53.415000915527344,133.72000122070312,2.503416623209899,-2.9021560569242126
61,53.649898529052734,133.85533142089844,2.4949782775155205,-2.462202177575989
62,53.56999969482422,133.29649353027344,2.488267580541953,-2.0990432749828756
63,54.30500030517578,130.00262451171875,2.393934698115235,2.9949042681853655
64,54.32720184326172,129.8665008544922,2.3904507585199646,3.1854013658676763
65,54.334999084472656,129.38101196289062,2.381172616967319,3.689986359237537
66,54.09000015258789,129.93374633789062,2.4021768528627754,2.5372289235382084
67,54.15999984741211,129.5800018310547,2.3925406609329287,3.062408590573966
68,54.000099182128906,129.5,2.398143743462928,2.7508001976452476
69,53.95000076293945,128.8249969482422,2.387859038488421,3.3031079927870337
70,53.67499923706055,130.10000610351562,2.423847376856347,1.3545968920746532
71,53.875,129.7344970703125,2.4080649108178656,2.2099246726410513
72,53.90370178222656,128.69850158691406,2.387563327410461,3.316213242979188
73,53.79999923706055,128.8311767578125,2.394631572207647,2.9295617870653814
74,53.73500061035156,127.18699645996094,2.366930213367477,4.414554962593002
75,53.6150016784668,126.9020004272461,2.3669121785780582,4.405663483896092
76,53.65999984741211,127.70249938964844,2.3798453177932166,3.7153688348298317
77,53.97999954223633,128.67250061035156,2.3837069600134497,3.529073872901705
78,54.2400016784668,129.10000610351562,2.380162280761288,3.738335554064548
79,54.275001525878906,129.8312530517578,2.3921004035320546,3.0928061859222566
80,54.310001373291016,129.68099975585938,2.3877922385697983,3.32877706192059
81,54.14500045776367,129.46824645996094,2.3911394471397944,3.137429190555679
82,54.08000183105469,129.9927520751953,2.403712050182454,2.4537364529973615
83,54.13999938964844,129.87449645996094,2.3988640178077456,2.718931152679829
84,53.959999084472656,127.76700592041016,2.367809638402606,4.385585753855224
85,53.980098724365234,128.43051147460938,2.379219647789179,3.7713059140479857
