,dow,shw,Ratio,Spread
0,60.97999954223633,269.29998779296875,4.4162018664241645,-5.984896155817498
1,60.814998626708984,267.6400146484375,4.400888279078153,-5.049284990677424
2,61.15999984741211,267.19000244140625,4.368705086789041,-3.0847007806836784
3,60.880001068115234,268.44000244140625,4.409329791914158,-5.563908929925648
4,60.709999084472656,267.7950134277344,4.411052832583987,-5.665236825940016
5,60.58000183105469,268.8699951171875,4.438263238535569,-7.310912729424021
6,60.560001373291016,268.69000244140625,4.436756874974371,-7.218723028117924
7,61.02000045776367,270.7950134277344,4.437807463065672,-7.304315841632817
8,60.630001068115234,269.2099914550781,4.4402108974504575,-7.4314100044793205
9,60.599998474121094,268.05999755859375,4.423432414326996,-6.413128943060175
10,60.90999984741211,264.9800109863281,4.350353171074361,-1.9722213864873508
11,60.540000915527344,263.8900146484375,4.358936416546284,-2.5065382096243267
12,60.34000015258789,262.19500732421875,4.345293448146828,-1.689543883451992
13,60.46500015258789,261.69000244140625,4.3279583524520335,-0.6357829701986217
14,60.29999923706055,260.1499938964844,4.314261976583832,0.17986359533207708
15,60.61000061035156,263.25,4.343342638987528,-1.5592215238763485
16,60.29999923706055,261.5799865722656,4.337976614956536,-1.250129080449173
17,60.18000030517578,262.07501220703125,4.354852291093981,-2.2719558153606583
18,60.2577018737793,261.8699951171875,4.345834424049589,-1.7258250907497397
19,60.79499816894531,263.9930114746094,4.342347552030351,-1.4900847913243949
20,60.20000076293945,262.45001220703125,4.359634699018172,-2.5591528408855053
21,60.15999984741211,261.3800048828125,4.344747432609181,-1.6647514656170612
22,60.119998931884766,260.32501220703125,4.3300901003337735,-0.7853647387860603
23,59.97999954223633,259.4100036621094,4.324941741278936,-0.4849602684851986
24,58.38999938964844,256.69000244140625,4.396129561989909,-4.745136424858376
25,58.18000030517578,254.8800048828125,4.380886963662288,-3.857044978196117
26,57.84000015258789,253.97000122070312,4.39090595696238,-4.439658388754142
27,57.59000015258789,253.14999389648438,4.39572830744486,-4.71716312541719
28,58.05500030517578,255.1300048828125,4.394625846898271,-4.655801008637016
29,58.474998474121094,257.30999755859375,4.400342099580726,-4.991981460555254
30,58.709999084472656,258.9100036621094,4.4099813949849755,-5.560323547369225
31,59.034000396728516,260.7699890136719,4.41728473864568,-5.9979275071624185
32,59.31999969482422,263.5400085449219,4.4426839160607114,-7.512396322157403
33,59.685001373291016,265.0299987792969,4.440479059750806,-7.400011579094811
34,59.880001068115234,265.45001220703125,4.433032856914518,-6.963966939077781
35,60.01499938964844,266.6700134277344,4.443389421640657,-7.5913190154549595
36,59.75299835205078,266.3999938964844,4.458353576282775,-8.47149667911285
37,59.63999938964844,267.3800048828125,4.483232857464129,-9.947578561855753
38,58.59000015258789,263.1099853515625,4.490697809631958,-10.287106336968211
39,59.119998931884766,266.53680419921875,4.508403400113551,-11.387204974500694
40,58.81999969482422,263.8999938964844,4.486569113663323,-10.067405795483442
41,58.6349983215332,263.19000244140625,4.488616184452963,-10.169579294271646
42,58.4900016784668,261.59381103515625,4.472453471162448,-9.209930146232669
43,58.76499938964844,262.04998779296875,4.459286829144924,-8.458853685098209
44,58.95000076293945,262.9200134277344,4.460051060644368,-8.516714365997505
45,57.349998474121094,260.1600036621094,4.536355895100944,-12.780791838038912
46,56.97999954223633,261.30999755859375,4.585995079991149,-15.555098895550888
47,56.40999984741211,258.6600036621094,4.5853572834919225,-15.407431158140586
48,56.35279846191406,256.9800109863281,4.560199635161111,-13.978555324292333
49,56.970001220703125,257.80999755859375,4.525364086966257,-12.098992009435964
50,57.040000915527344,255.4600067138672,4.478611546521316,-9.441699127398895
51,57.130001068115234,255.39999389648438,4.470505673402226,-8.986581298230451
52,58.15999984741211,258.9599914550781,4.452544569024802,-8.024834524936896
53,58.95000076293945,259.6400146484375,4.40441070887428,-5.236715586700629
54,59.43000030517578,259.760009765625,4.37085661167332,-3.2494895565997437
55,59.540000915527344,260.3399963378906,4.372522545091143,-3.3465681426045846
56,59.369998931884766,260.4100036621094,4.3862221382364845,-4.162892376509521
57,59.27000045776367,260.69500732421875,4.39843099900079,-4.886894164289603
58,59.20000076293945,260.20001220703125,4.395270419826115,-4.699201084412638
59,59.349998474121094,260.0299987792969,4.381297480448632,-3.8706904681721737
60,59.007198333740234,257.82501220703125,4.369382371770857,-3.17061305006641
61,59.279998779296875,258.07000732421875,4.353407770553934,-2.2180010504045837
62,59.79999923706055,259.42999267578125,4.338294247251456,-1.295159305728336
63,59.790000915527344,259.9800109863281,4.348218882846878,-1.8890707301602871
64,59.65999984741211,258.7699890136719,4.337411828285424,-1.2497597182399742
65,59.66999816894531,258.2099914550781,4.327300140415642,-0.645869045761148
66,58.58000183105469,254.86000061035156,4.350631489315592,-2.081014709642349
67,58.2599983215332,254.50999450683594,4.368520457247725,-3.135839451024
68,58.32979965209961,257.260009765625,4.410438768862886,-5.579423501164146
69,58.525001525878906,256.8800048828125,4.389235338494163,-4.342472975233679
70,58.55500030517578,257.0799865722656,4.390401933778862,-4.410758576326574
71,58.70000076293945,256.9599914550781,4.377512574366287,-3.654204454223051
72,58.79999923706055,258.489990234375,4.396088326332045,-4.745205107849219
73,58.779998779296875,250.9954071044922,4.270081869972686,2.6615750475584408
74,58.869998931884766,247.77000427246094,4.2087652245270455,6.282082891375322
75,57.77000045776367,246.27999877929688,4.263112287135173,2.943042015341601
76,58.10499954223633,247.61000061035156,4.261423329508241,3.0837023266592754
77,57.94499969482422,246.9250030517578,4.26136861424151,3.0662928361568875
78,58.20500183105469,244.64999389648438,4.203246906625022,6.482723912902199
79,57.970001220703125,242.89999389648438,4.19009813320025,7.201059896200516
80,58.060001373291016,239.92999267578125,4.132448966598798,10.5661661286893
81,58.20000076293945,240.3000030517578,4.128865977692149,10.810759827333722
82,58.970001220703125,243.02999877929688,4.121247986238369,11.461103256915148
83,58.66999816894531,244.59500122070312,4.168996230686266,8.579072945086718
84,58.349998474121094,243.1573944091797,4.1672219497490275,8.61186565841788
85,58.20500183105469,241.61000061035156,4.151017833684579,9.52271719903501
86,57.83000183105469,239.74000549316406,4.1455991337082025,9.746444224899843
87,59.439998626708984,240.4499969482422,4.045255762172873,16.104416374668144
88,60.060001373291016,240.7899932861328,4.0091573057008505,18.486262005391918
89,60.810001373291016,241.88499450683594,3.9777173005142656,20.68379696733413
90,60.38999938964844,243.99349975585938,4.040296443481712,16.731462747742707
91,60.06999969482422,243.3177032470703,4.050569410407958,16.002445158339494
92,60.22999954223633,243.61000061035156,4.044662169381554,16.41255484415441
93,59.79999923706055,241.75999450683594,4.042809324268473,16.374838863216976
