,ge,lmt,Ratio,Spread
0,79.35206604003906,359.989990234375,4.5366177366161216,190.57901486695147
1,79.3442611694336,360.8900146484375,4.548407273939882,189.62414671919595
2,79.67213439941406,362.2799987792969,4.547135601553072,190.53808189963405
3,79.60187530517578,362.5400085449219,4.554415422438536,189.78437130939614
4,79.38890838623047,362.4372863769531,4.565339085073195,188.39060473610704
5,79.5628433227539,361.3269958496094,4.541403760343928,190.72311172555573
6,79.15690612792969,360.17999267578125,4.550203011897347,189.01765102978044
7,77.91178894042969,365.1400146484375,4.686582346705178,175.3083647964201
8,77.93130493164062,365.0799865722656,4.684638437563756,175.50552901216844
9,77.86042022705078,366.739990234375,4.710223617659846,173.3474284490407
10,77.501953125,364.80999755859375,4.707107148257353,172.75852295515784
11,77.82981872558594,364.80999755859375,4.687278006452113,175.0623886557675
12,77.59562683105469,363.4100036621094,4.6833825371801545,174.8167488773342
13,77.6268539428711,363.2799987792969,4.679823802297206,175.16618230560658
14,78.35285186767578,363.1199951171875,4.634419634532684,180.427671804236
15,78.8758773803711,361.6549987792969,4.585115383696482,185.56789523850108
16,79.18032836914062,362.5238037109375,4.578457947545288,186.83842480639106
17,79.55113220214844,363.8299865722656,4.5735362464450215,188.13782859701604
18,79.74238586425781,364.5199890136719,4.571219998786835,188.79173887918404
19,79.70335388183594,364.3699951171875,4.5715766949704975,188.6674604965155
20,79.46916198730469,364.1600036621094,4.582406490209176,187.23181827667594
21,79.70335388183594,364.7550048828125,4.576407229030529,188.2824507308905
22,79.74629211425781,364.1300048828125,4.566105774060307,189.20917168223394
23,79.86729431152344,362.3999938964844,4.537526869045274,191.78944817821133
24,79.95316314697266,360.9895935058594,4.515013281491764,193.80323686083528
25,79.79719543457031,360.7200012207031,4.520459638415179,192.97686585382502
26,79.85167694091797,361.17999267578125,4.5231359755039,192.8997083208405
27,79.8126449584961,361.4700012207031,4.528981609476463,192.3354274967657
28,80.37471008300781,365.3699951171875,4.545832821541103,192.3849865864966
29,80.56205749511719,365.7898864746094,4.5404734914668685,193.28155928045857
30,80.312255859375,366.4986877441406,4.563421657410194,190.8174368686236
31,80.33567810058594,366.5400085449219,4.5626055223681306,190.9407008796092
32,80.19515991210938,365.79998779296875,4.561372384491416,190.69331998233662
33,80.12100219726562,365.0039978027344,4.5556594125477785,190.96821408645548
34,79.98439025878906,365.17999267578125,4.565640764332183,189.8322662363733
35,80.1873550415039,366.1400146484375,4.566056761180467,190.29844939317485
36,80.04683685302734,367.8800048828125,4.595809395420219,187.57105750957402
37,80.02342224121094,367.5,4.592405444649213,187.78653119130746
38,79.71116638183594,368.05279541015625,4.617330445863677,185.0395575479276
39,79.8126449584961,368.8949890136719,4.6220118278939815,184.91043970379695
40,80.07025909423828,369.6300048828125,4.616320829532703,185.985642321341
41,80.53083801269531,372.55999755859375,4.626302255787546,186.29207326170211
42,80.2810287475586,371.239990234375,4.62425551871948,185.85670583292932
43,80.39812469482422,373.6600036621094,4.64762088768178,184.2595092426538
44,80.3434829711914,373.7250061035156,4.651590798441255,183.81054705470848
45,80.08586883544922,374.55999755859375,4.676979884281389,181.1653371129458
46,80.46057891845703,375.44000244140625,4.666135982216793,182.9183675542767
47,80.38251495361328,376.2200012207031,4.680371116004646,181.589824216674
48,80.32786560058594,376.5400085449219,4.68753907164907,180.88580353522838
49,78.96174621582031,375.42999267578125,4.7545806756811855,172.39628963401566
50,79.57064819335938,379.9200134277344,4.774625091711153,172.18493788112374
51,79.8750991821289,378.7300109863281,4.741527896231576,175.5142748220606
52,79.5003890991211,378.7149963378906,4.763687330708643,172.89625414635458
53,78.7197494506836,377.9700012207031,4.801463468293862,168.15580368048307
54,78.9071044921875,378.1199951171875,4.791963886529694,169.32232744607046
55,78.54801177978516,377.3999938964844,4.804704604803386,167.51903442070392
56,78.74317169189453,378.51580810546875,4.806966749910982,167.77458160748432
57,79.10226440429688,379.5799865722656,4.798598237747119,169.233697386757
58,78.85246276855469,380.69000244140625,4.827877140106527,166.36836037531265
59,78.57189178466797,380.614990234375,4.844162226327429,164.47183953585255
60,78.2825927734375,379.45001220703125,4.847182480340439,163.60395388977946
