,tsla,nflx,Ratio,Spread
207,204.99000549316406,230.0,1.1220059214431797,-4.604073297754397
208,219.35000610351562,245.10000610351562,1.1173922921517863,-3.837195937102124
209,220.19000244140625,240.86000061035156,1.0938734635531226,1.3309518566987744
210,222.0399932861328,272.3800048828125,1.2267159661269167,-28.144930696025327
211,207.27999877929688,268.1600036621094,1.2937090179532227,-40.23378064646364
212,214.44000244140625,289.57000732421875,1.350354430271661,-53.7324375898403
213,211.25,282.45001220703125,1.3370414779031066,-50.13719141672438
214,222.4199981689453,291.0199890136719,1.3084254626808312,-46.36503370326871
215,224.63999938964844,298.6199951171875,1.3293269049525653,-51.51208025511029
216,225.08999633789062,296.94000244140625,1.3192056833821215,-49.33486969398696
217,228.52000427246094,295.7200012207031,1.294066146034728,-44.324928789035724
218,227.5399932861328,291.8800048828125,1.2827635294678583,-41.56778199520873
219,227.82000732421875,286.75,1.25866908428247,-36.128379485529976
220,214.97999572753906,273.0,1.2698855959881692,-36.565772175208494
221,215.30999755859375,269.05999755859375,1.2496400567064827,-32.26113878855479
222,207.47000122070312,260.7900085449219,1.257001045984946,-32.653844967468146
223,197.0800018310547,258.6000061035156,1.3121575182711764,-41.944128215568654
224,191.3000030517578,263.4599914550781,1.37720850628422,-53.19064303482669
225,177.58999633789062,254.66000366210938,1.4339771885437844,-59.539336967196974
226,190.72000122070312,274.9700012207031,1.4417470609309877,-65.34151777755447
227,195.97000122070312,290.1300048828125,1.4804817220777866,-74.70060677070255
228,190.9499969482422,299.2699890136719,1.5672688860780148,-89.38737498201279
229,194.4199981689453,310.20001220703125,1.5955149425393806,-96.48326846442161
230,186.9199981689453,306.0199890136719,1.6371709395004355,-100.59026622672123
231,183.1699981689453,295.2799987792969,1.612054385167094,-93.99378647017572
232,180.19000244140625,287.9800109863281,1.5982019373132135,-89.98650361612569
233,167.8699951171875,285.04998779296875,1.6980401267896605,-100.66930160538938
234,169.91000366210938,286.69000244140625,1.6873050218486887,-100.05523711229476
235,183.1999969482422,291.5,1.5911572317457778,-90.1806409558552
236,182.86000061035156,285.5400085449219,1.5615225177285583,-84.59632373770332
237,182.9199981689453,281.1700134277344,1.5371201412764346,-80.16003515046852
238,180.8300018310547,280.9599914550781,1.5537244296307235,-82.25932563772561
239,194.6999969482422,305.5299987792969,1.5692347384089433,-91.50387426980829
240,194.6999969482422,316.95001220703125,1.6278891483048519,-102.92388769754267
241,194.86000061035156,320.4100036621094,1.6443087481191776,-106.20708532583645
242,182.4499969482422,312.5899963378906,1.7132913212739973,-112.09933938931171
243,179.82000732421875,305.55999755859375,1.6992547275769125,-107.97531116034123
244,174.0399932861328,308.4200134277344,1.7721214969289976,-117.22187335716468
245,173.44000244140625,310.260009765625,1.7888607322318337,-119.72482125551566
246,179.0500030517578,320.010009765625,1.7872661508590983,-123.27612890628323
247,167.82000732421875,315.17999267578125,1.8780835354563616,-130.85453980658312
248,160.9499969482422,320.3399963378906,1.990307563913186,-143.60546612886748
249,156.8000030517578,317.8299865722656,2.0269769157297386,-145.68093454804554
250,157.6699981689453,290.4100036621094,1.841884994194847,-117.29966260222876
251,150.22999572753906,290.7099914550781,1.935099512232678,-125.8203778808092
