,amat,crm,Ratio,Spread
0,144.8072967529297,252.92999267578125,1.746666075172514,-16.525719517479633
1,143.67776489257812,247.2100067138672,1.720586389262777,-12.662566723873585
2,150.0288848876953,252.5500030517578,1.6833425326116704,-7.561980837578506
3,150.92062377929688,252.8000030517578,1.6750527311724286,-6.346054634416209
4,154.06149291992188,253.13999938964844,1.643110128247463,-1.5227880291859501
5,161.22506713867188,258.29998779296875,1.6021081112082987,5.0933962279720895
6,158.17335510253906,255.4499969482422,1.6150001799142566,2.9266891576415155
7,159.5010528564453,254.5399932861328,1.595851492687166,6.019290153635648
8,156.52862548828125,255.3300018310547,1.631203244994765,0.3429194605263708
9,155.914306640625,254.1300048828125,1.6299338422391858,0.5330399703209812
10,158.460693359375,255.4600067138672,1.612134853748912,3.389033669522899
11,156.90512084960938,248.22999572753906,1.5820388422214904,8.061844869612155
12,152.3275909423828,227.6699981689453,1.4946077513630502,21.09685826528489
13,154.9036865234375,229.14999389648438,1.4793062646821715,23.8516963547798
14,149.42446899414062,228.30999755859375,1.527929120949705,15.684427646063778
15,148.2156982421875,229.6300048828125,1.549296111047511,12.377326638264815
16,151.04940795898438,234.83999633789062,1.554723050630285,11.825659907083786
17,158.08419799804688,237.8300018310547,1.5044514558880393,20.40011924676524
18,155.73594665527344,228.6300048828125,1.468061868779033,25.739834662595893
19,165.4657440185547,231.22999572753906,1.3974493457788448,39.13462103418747
20,150.9602508544922,226.05999755859375,1.4974802723167757,20.459093658316856
21,141.75559997558594,226.27000427246094,1.5961979936696018,5.117596054649436
22,137.87159729003906,222.94000244140625,1.6170118198631562,2.0627005087711545
23,133.81918334960938,218.6300048828125,1.6337717762903288,-0.28904993676987467
24,138.01031494140625,223.02999877929688,1.6160386190987728,2.200741595170836
25,131.76820373535156,215.38999938964844,1.6346128525986905,-0.42064210185352047
26,134.3343963623047,211.0,1.570707173395304,8.187911675903091
27,128.95428466796875,212.74000549316406,1.6497319654087232,-2.3964391552805075
28,131.23316955566406,222.1300048828125,1.6926361348652292,-8.040188266595482
29,136.91049194335938,232.6300048828125,1.6991393543385471,-9.207259389875436
30,137.33656311035156,232.1199951171875,1.6901543905003384,-7.996832838587967
31,139.46681213378906,225.00999450683594,1.6133586984908366,2.6150761130151743
32,135.255859375,212.77000427246094,1.5730926945098265,7.932696977247655
33,134.32449340820312,219.22999572753906,1.6320924811628643,-0.0583634805617701
34,134.87936401367188,216.97000122070312,1.6086226592728465,3.1137807234353083
35,137.47528076171875,217.42999267578125,1.5815933706121705,6.9212070271085615
36,142.87521362304688,222.0399932861328,1.5540833686656763,11.188135696493969
37,138.48590087890625,217.6699981689453,1.5717845411517999,8.342556135813833
38,131.27279663085938,207.89999389648438,1.5837248785146367,6.254965519301646
39,130.64859008789062,206.39999389648438,1.5798103428260026,6.728834735794134
40,138.55526733398438,214.25,1.546314363376422,11.876585558837217
41,139.66497802734375,211.74000549316406,1.5160565553642904,16.210829292263764
42,135.2162322998047,200.02999877929688,1.4793342143699548,20.607559670842715
43,132.12489318847656,196.83999633789062,1.4898025011615168,18.715721397622882
44,129.2959747314453,195.1300048828125,1.509173083602239,15.775264462675533
45,126.91374969482422,190.5399932861328,1.5013345184765539,16.449145299665883
46,132.43258666992188,204.2899932861328,1.5425961119018996,11.77154060390863
47,134.715576171875,208.08999633789062,1.5446617403202276,11.724535390393452
48,133.20681762695312,210.52999877929688,1.5804746523476598,6.80429046312484
49,128.6508026123047,208.88999938964844,1.6236975996111613,0.9546739406771498
50,132.19436645507812,210.38999938964844,1.591520161043644,5.279925187003936
51,129.6731719970703,204.75,1.5789696268448332,6.775342508886535
52,124.80943298339844,203.00999450683594,1.626559705097285,0.5198657676948348
53,118.33768463134766,196.22999572753906,1.658220678719936,-3.3390181785389252
54,123.231201171875,192.0800018310547,1.5586961743816308,8.855409116474856
55,127.6681137084961,203.16000366210938,1.5913135845805908,5.06923108275468
56,124.04513549804688,200.14999389648438,1.6135255372399169,2.1234406223235958
57,122.7249755859375,197.89999389648438,1.6125486515815681,2.203234718160484
58,119.24095153808594,193.1199951171875,1.6195777761426564,1.2558594956119966
59,123.4892807006836,196.13999938964844,1.5883159920985974,5.219667522652156
60,129.51434326171875,205.57000732421875,1.5872373834982043,5.694237225209246
61,131.01318359375,210.41000366210938,1.6060216070663214,3.3181788603893487
62,134.13986206054688,218.8000030517578,1.6311333535813373,0.0681144186368774
63,133.20681762695312,213.72000122070312,1.604422393898996,3.6142880217185898
64,134.4773406982422,218.2100067138672,1.6226526014037954,1.212890617161985
65,130.44740295410156,211.11000061035156,1.6183534193059517,1.6880972509152448
66,137.5643310546875,213.97999572753906,1.5554903955624455,10.51759341635373
67,136.045654296875,211.02999877929688,1.551170449875548,10.97104336594192
68,136.64122009277344,215.27999877929688,1.5755128550018151,7.700091733280413
69,140.39324951171875,221.2899932861328,1.5762153383853512,7.858044247785454
70,134.79498291015625,214.94000244140625,1.5945697517886728,5.005065724674164
71,130.8245849609375,212.32000732421875,1.6229366016151683,1.0981386165807228
72,126.46707916259766,212.25,1.6783023803934933,-5.995141418738701
73,128.4820556640625,218.85000610351562,1.7033507517636162,-9.282735245440211
74,120.80926513671875,210.13999938964844,1.7394361198359654,-13.185999962639318
75,118.4468765258789,200.82000732421875,1.6954436724242579,-7.749529631315699
76,121.49414825439453,200.16000366210938,1.6474867846556507,-2.0801274591067234
77,119.07221221923828,197.1699981689453,1.6558859073342127,-3.071533486463057
78,115.3797378540039,195.4499969482422,1.693971581002857,-7.421576958753651
79,113.71217346191406,194.80999755859375,1.7131850674179754,-9.522880388627375
80,115.99514770507812,195.72000122070312,1.6873119703104162,-6.6799112963599505
81,112.52105712890625,189.41000366210938,1.683329400692687,-6.08095814295412
82,114.01988220214844,187.00999450683594,1.6401524970468015,-1.2170360984757915
83,116.19367218017578,191.38999938964844,1.6471637034835205,-2.0235558288814737
84,117.01753234863281,186.22999572753906,1.591470884659404,4.490788459230895
85,114.83381652832031,177.22999572753906,1.5433606674897076,9.900986252099539
86,111.96519470214844,171.42999267578125,1.5311007419030709,10.985272694933695
87,113.62284851074219,174.57000732421875,1.5363987931328307,10.570268895159654
88,108.1139144897461,170.0800018310547,1.5731555242797695,6.004158513006768
89,108.00473022460938,174.67999267578125,1.617336502878275,1.224680066310224
90,113.78165435791016,185.74000549316406,1.632424897856579,-0.33866894012588866
91,109.5333251953125,175.94000244140625,1.6062691617156861,2.477521812130828
92,112.13394165039062,177.57000732421875,1.5835527112552916,5.122660518746368
93,112.95780181884766,178.36000061035156,1.578996738059674,5.68700785861655
94,117.93071746826172,185.47999572753906,1.5727878173679104,6.741970035821861
95,112.63024139404297,172.3000030517578,1.529784549151031,11.208530069367423
96,111.66741943359375,169.6999969482422,1.519691220671211,12.225756780736457
97,104.96737670898438,163.60000610351562,1.5585795437861292,7.311572641267855
98,106.38679504394531,167.14999389648438,1.571153579985557,6.094961299707659
99,103.15091705322266,161.27000427246094,1.5634374262446027,6.655503289999313
100,105.96990203857422,160.4199981689453,1.5138260494998916,12.13962818688297
101,111.03215789794922,166.91000366210938,1.5032582165566668,13.971446022565527
102,109.66236877441406,164.1199951171875,1.4965935621434365,14.509663389701569
103,115.97529602050781,163.72999572753906,1.4117661376659632,25.277460087355006
104,110.51599884033203,157.3300018310547,1.4235948051137572,22.702935924078087
105,109.92044067382812,155.60000610351562,1.415569344060715,23.45389582621159
106,105.672119140625,159.64999389648438,1.5108052643860335,12.420108275674647
107,109.11643981933594,160.32000732421875,1.4692562146424548,17.41220063088748
108,105.8011474609375,156.92999267578125,1.4832541654023257,15.352218665863926
109,107.99021911621094,159.64999389648438,1.4783745713552177,16.230824089199654
110,114.49768829345703,162.4600067138672,1.4188933343132917,24.118415327263147
111,118.8857650756836,165.10000610351562,1.388728129043975,28.691958822349857
112,116.70664978027344,160.24000549316406,1.373015212028209,29.969720011118806
113,113.8907241821289,176.07000732421875,1.545955639395668,9.510628701795678
114,116.74645233154297,188.39999389648438,1.6137534814458923,1.8751628718245674
115,114.38823699951172,184.91000366210938,1.6165124012086898,1.488491809398919
116,114.42803955078125,182.8699951171875,1.598122242022969,3.5939316183468684
117,115.0947036743164,187.14999389648438,1.6260521806986261,0.40985947923861565
118,111.90067291259766,189.19000244140625,1.690695842277705,-6.880804197367286
119,106.70662689208984,187.11000061035156,1.7534993473233105,-13.339275044361205
120,101.373291015625,178.4499969482422,1.7603255764946715,-13.446722129559465
121,95.8409423828125,166.02999877929688,1.7323493973601791,-10.121331028052271
122,96.13945770263672,164.4499969482422,1.7105359326749352,-8.050600987768338
123,96.93547058105469,168.5500030517578,1.7387856276080187,-10.842044520426715
124,89.14441680908203,159.85000610351562,1.7931577974856425,-14.9497315053916
125,89.38322448730469,163.25999450683594,1.8265171730297574,-17.96714486648826
126,94.69666290283203,166.8300018310547,1.7617305268955303,-12.802410804445959
127,93.47278594970703,167.4499969482422,1.791430470878856,-15.434332632388607
128,92.8160629272461,173.0500030517578,1.8644402444370338,-22.11392323750248
129,96.87577056884766,185.9199981689453,1.9191589091600125,-28.310180262686874
130,97.12452697753906,181.30999755859375,1.8667786933008523,-23.29124992958838
131,94.54740905761719,171.4600067138672,1.8134818121708598,-17.67777352090663
132,91.48273468017578,170.61000061035156,1.8649420702912436,-21.865774076473446
133,90.52750396728516,165.0399932861328,1.8230922764177282,-17.866066921149258
134,85.84092712402344,168.1999969482422,1.9594382607870244,-28.730316593357163
135,85.57227325439453,172.1999969482422,2.0123340236190224,-33.171955677150684
136,86.12947845458984,172.72999572753906,2.005468961693617,-32.78596692781394
