,cb,blk,Ratio,Spread
0,216.0800018310547,763.469970703125,3.5332745475449188,-52.419201006727576
1,216.82000732421875,764.6300048828125,3.526565718353813,-51.144111755116455
2,216.00999450683594,764.4299926757812,3.538863997571139,-53.609594884920284
3,215.4600067138672,768.9500122070312,3.5688758388845856,-59.939449848418235
4,214.82000732421875,771.6300048828125,3.591983886855678,-64.72547757954237
5,214.85000610351562,775.3250122070312,3.6086804290500063,-68.32176843334162
6,215.86000061035156,773.22998046875,3.5820901430668752,-62.90316502998644
7,216.02000427246094,778.8200073242188,3.6053142853469784,-67.96667056866033
8,216.52000427246094,776.9000244140625,3.588121231682776,-64.40134620239758
9,215.89500427246094,778.8350219726562,3.607471254822373,-68.39302058112446
10,215.9149932861328,776.6300048828125,3.5969248502053506,-66.12222598555866
11,217.0749969482422,777.405029296875,3.581273938620549,-63.0800461706134
12,216.6699981689453,776.2650146484375,3.5827065177854296,-63.27275408467517
13,217.5800018310547,777.72998046875,3.574455252889636,-61.74318640403317
14,217.33999633789062,780.719970703125,3.592159675430232,-65.5229586136004
15,216.89999389648438,782.260009765625,3.6065469422694356,-68.5109061913679
16,216.8000030517578,776.9099731445312,3.5835330360168647,-63.48990773439357
17,216.5500030517578,773.7000122070312,3.5728469235907077,-61.10261752494682
18,215.8300018310547,772.5599975585938,3.5794838113532093,-62.33189859024958
19,215.75,773.0900268554688,3.5832677953903533,-63.125188545522064
20,213.91000366210938,765.47998046875,3.5785141758863057,-61.569986666434374
21,214.9199981689453,767.3800048828125,3.570537927697109,-60.14643941542295
22,216.6199951171875,772.1300048828125,3.564444752503591,-59.30228850702815
23,215.9600067138672,770.6300048828125,3.5683922065433467,-59.97410106809298
24,215.44500732421875,769.2899780273438,3.570702276101739,-60.32877390394049
25,216.9600067138672,773.22998046875,3.5639286344994767,-59.28339374181758
26,216.0,767.6699829101562,3.554027698658131,-56.88247387215631
27,216.5500030517578,769.3200073242188,3.552620625640642,-56.72261264213432
28,215.1999969482422,786.1950073242188,3.653322576548673,-78.04005465835644
29,212.72000122070312,778.72998046875,3.6608216246708047,-78.73590736586164
30,212.60000610351562,783.0050048828125,3.682996154297215,-83.40579766160204
31,213.63999938964844,781.4149780273438,3.65762488419669,-78.39348267063986
32,214.3699951171875,780.9249877929688,3.64288382507108,-75.50130796966357
33,214.2899932861328,781.0549926757812,3.644850516341516,-75.89457351087344
34,213.57000732421875,782.239990234375,3.662686535599839,-79.44881657137103
35,215.4600067138672,777.4199829101562,3.6081869427516398,-68.40942055154323
36,216.19500732421875,778.1199951171875,3.5991580228782665,-66.69077880962448
37,215.82000732421875,772.969970703125,3.581549182054839,-62.774760487641856
38,215.68499755859375,775.75,3.5966803847321693,-65.99906411324093
39,214.91000366210938,772.2899780273438,3.5935506252262264,-65.08930131281511
40,214.14999389648438,766.635009765625,3.579897415902801,-61.93528419995357
41,212.33999633789062,764.2999877929688,3.5994160354828293,-65.55639026450899
42,214.13999938964844,749.030029296875,3.4978520193882248,-44.3631924840646
43,214.6649932861328,756.469970703125,3.5239559050730063,-50.07554544613731
44,214.41000366210938,752.0499877929688,3.5075321810923104,-46.49465253454662
