,wmt,pg,Ratio,Spread
0,147.27999877929688,155.375,1.0549633438878128,-2.011306747193828
1,147.5399932861328,155.00999450683594,1.0506303481132477,-1.3755671548697421
2,146.99000549316406,154.3800048828125,1.0502755229163667,-1.3182836679508227
3,146.69000244140625,154.16000366210938,1.05092372415555,-1.4106777241762245
4,147.00999450683594,154.35369873046875,1.0499537752400319,-1.2711628158066333
5,147.25,154.97000122070312,1.0524278520930603,-1.6375459066814244
6,147.25999450683594,155.47999572753906,1.0558196491058645,-2.137133063617142
7,147.94000244140625,152.28500366210938,1.0293700226375488,1.7659560221227935
8,148.6300048828125,153.27999877929688,1.0312857010275325,1.489465275145733
9,149.3000030517578,153.4149932861328,1.0275618898209162,2.0521445496360116
10,149.02000427246094,153.4763946533203,1.0299046453703729,1.6991784944042365
11,149.85000610351562,154.3350067138672,1.0299299327839422,1.7048531480899385
12,149.51499938964844,153.75999450683594,1.0283917676120553,1.9310205199161885
13,149.8699951171875,154.39999389648438,1.030226188876264,1.6606806652731905
14,149.5800018310547,153.02000427246094,1.0229977430090662,2.7386982513521616
15,149.64999389648438,153.27999877929688,1.0242566323479,2.5515869719853583
16,149.82000732421875,153.24000549316406,1.0228273795337912,2.768616430008592
17,149.8800048828125,153.56500244140625,1.0245863186452053,2.5060953593353474
18,150.0,153.92999267578125,1.026199951171875,2.2660568800982333
19,149.47000122070312,153.47000122070312,1.026761222769335,2.174156897872308
20,148.94000244140625,152.8000030517578,1.0259164801066127,2.292263629513542
21,149.44000244140625,152.60000610351562,1.0211456344384655,3.0129140762753366
22,149.6938934326172,153.12550354003906,1.0229241823345758,2.7517951053850425
23,149.72999572753906,153.25,1.0235090120410224,2.664892217735428
24,149.8802947998047,153.30999755859375,1.0228829464431606,2.7614021347403934
25,151.0399932861328,154.5,1.022907884452249,2.779001841603389
26,150.90499877929688,154.6199951171875,1.0246181131701537,2.518435999885753
27,151.00999450683594,155.05999755859375,1.026819437117286,2.1877663442251674
