,ma,adbe,Ratio,Spread
110,366.5299987792969,429.989990234375,1.1731372375151483,-37.814999864344884
111,365.20001220703125,427.94000244140625,1.1717962435302653,-37.18805376757467
112,373.9949951171875,431.82000732421875,1.1546144011604016,-31.657717478907784
113,372.20001220703125,430.6199951171875,1.1569585733319667,-32.37827768845733
114,369.3800048828125,423.2401123046875,1.14581218991256,-28.0157095538886
115,369.1449890136719,424.3407897949219,1.1495233645964669,-29.367846260350802
116,366.7349853515625,418.1600036621094,1.140223922899664,-25.765684431489433
117,366.3550109863281,418.1199951171875,1.1412973279428984,-26.13223590490969
118,364.42999267578125,417.3999938964844,1.1453502792999488,-27.471940683483922
119,355.19000244140625,415.3299865722656,1.1693177840521576,-35.288417666835244
120,356.7300109863281,417.489990234375,1.170324832161025,-35.8006630600828
121,357.42999267578125,412.94000244140625,1.155303166782585,-30.501717983304445
122,356.5299987792969,412.32501220703125,1.1564945828366977,-30.84969148685633
123,354.5199890136719,410.57000732421875,1.1581011509858343,-31.24533065256088
124,353.7900085449219,412.1700134277344,1.1650131532061052,-33.62639174272363
125,351.19000244140625,408.4549865722656,1.1630598357947666,-32.693285526777345
126,350.2900085449219,407.8900146484375,1.1644351956905128,-33.09127734087605
127,350.0,404.17999267578125,1.1547999790736607,-29.691554930849748
128,350.2699890136719,406.0050048828125,1.1591201576420673,-31.22768781234305
129,350.1449890136719,408.4100036621094,1.1664025374533133,-33.76643246226314
130,352.6000061035156,410.6000061035156,1.1644923397504776,-33.32964771906171
131,353.79998779296875,412.19000244140625,1.1650367910204826,-33.63570329064993
132,354.8800048828125,414.05999755859375,1.1667605721977024,-34.350115800084836
133,347.0400085449219,400.80999755859375,1.154938876468797,-29.488652887235276
134,344.9700012207031,399.760009765625,1.1588254293157179,-30.653504548458613
135,346.5299987792969,404.4599914550781,1.1671716529011866,-33.6843403847584
136,344.9599914550781,401.17498779296875,1.1629609164261911,-32.079192694348365
137,346.3900146484375,404.19500732421875,1.166878345885488,-33.56913464954073
138,344.4100036621094,401.5199890136719,1.1658197634920948,-33.01266268467339
139,344.1700134277344,399.3699951171875,1.1603857963675952,-31.119450410889385
140,362.3699951171875,401.1600036621094,1.107045310228783,-13.436079784755066
141,363.82501220703125,404.010009765625,1.1104514428923509,-14.729265668648509
142,366.3299865722656,406.25,1.1089728247508872,-14.289016084087166
143,365.30999755859375,402.739990234375,1.1024609042345677,-11.870360867739237
144,364.8500061035156,401.489990234375,1.1004247869478283,-11.112536528848466
145,362.3299865722656,398.54998779296875,1.099964128178718,-10.868871736998017
146,361.57000732421875,397.75,1.1000635891885213,-10.882036633513962
147,373.45001220703125,400.1300048828125,1.0714419381542035,-0.550828747850403
148,373.7099914550781,402.85528564453125,1.0779890686785571,-2.997940302577206
149,376.0,404.489990234375,1.0757712506233377,-2.182411399820012
150,381.29998779296875,410.42999267578125,1.0763965534104054,-2.4516019879231976
151,378.2900085449219,412.1700134277344,1.089560929756328,-7.412201100578443
152,378.80999755859375,412.2366027832031,1.0882410850823414,-6.9224193892628705
153,379.0299987792969,410.6199951171875,1.0833443169132504,-5.0704176848383895
154,367.0849914550781,404.9775085449219,1.1032254599667577,-12.20869434599689
155,367.989990234375,404.5,1.0992146817427604,-10.762867003875158
156,368.9049987792969,404.1099853515625,1.09543103695737,-9.3938234396918
157,368.260009765625,404.94500732421875,1.0996171090690556,-10.918962349755532
158,366.0,401.69000244140625,1.0975136678726947,-10.082093256706457
159,365.7049865722656,398.3599853515625,1.0892932827779314,-7.06773078876563
160,363.3999938964844,395.9599914550781,1.0895982336418766,-7.134002909900744
161,359.2699890136719,404.6600036621094,1.126339566444305,-20.252983906770282
162,352.20001220703125,401.4800109863281,1.1399204914005765,-24.63763285730829
163,354.29998779296875,404.93499755859375,1.1429156407287628,-25.84571492534468
164,354.2699890136719,401.1700134277344,1.1323849771882668,-22.11282849732288
165,351.5849914550781,399.4849853515625,1.1362401554692205,-23.300659109913056
166,358.32000732421875,405.6675109863281,1.1321374824020582,-22.27694025604501
167,359.0400085449219,407.25,1.13427470562531,-23.08905174881528
168,355.05499267578125,407.7200012207031,1.1483291592325613,-27.82288830444196
169,359.0199890136719,408.0,1.1364269747790086,-23.86047198590728
170,356.6549987792969,406.32000732421875,1.1392522429656322,-24.710940733420614
171,356.95001220703125,407.010009765625,1.140243719979365,-25.08528855292394
172,355.364990234375,404.0199890136719,1.1369155660134311,-23.791188950489186
173,357.8399963378906,407.1199951171875,1.1377151779667587,-24.24302028510556
174,357.6300048828125,407.5950012207031,1.1397114214571091,-24.94271030848404
175,357.1000061035156,399.614990234375,1.1190562402805875,-17.529780507486237
176,354.3500061035156,396.8900146484375,1.1200508192809082,-17.74721407525891
177,355.1199951171875,403.8699951171875,1.1372775418740158,-23.903331735978213
178,357.010009765625,407.4200134277344,1.141200532991227,-25.431096809358223
179,358.260009765625,406.9800109863281,1.1359906210368718,-23.653635661720102
180,367.8500061035156,420.57000732421875,1.1433192886936294,-26.98265272373567
181,368.739990234375,423.55499267578125,1.1486548893342576,-29.015384455917285
182,363.0,402.9849853515625,1.1101514747976928,-14.586977061819255
183,358.19000244140625,399.1600036621094,1.1143806386036839,-15.908533861722447
184,355.79998779296875,399.54998779296875,1.122962342611032,-18.855754712241435
185,354.8500061035156,399.67999267578125,1.1263350311432374,-20.00220862010991
186,352.3299865722656,397.1549987792969,1.1272245165480324,-20.173552373181337
187,349.9800109863281,396.6400146484375,1.1333219103874252,-22.17296448779757
188,354.1000061035156,400.79998779296875,1.1318835947034722,-21.924678961036534
189,343.635009765625,392.17999267578125,1.1412690253628877,-24.50188421408643
190,350.05999755859375,398.6099853515625,1.1386904762942598,-24.057352200955904
191,348.2489013671875,394.0199890136719,1.131432109237939,-21.40516895828108
192,347.55499267578125,395.2200012207031,1.137143788894975,-23.3476405418333
193,344.9949951171875,391.2467956542969,1.134065134833039,-22.113547793565942
194,344.4100036621094,390.0400085449219,1.132487455061203,-21.532682215923387
195,347.1199951171875,390.8999938964844,1.126123529024932,-19.493066235159233
196,329.7300109863281,377.6000061035156,1.1451793695514492,-24.799786983832405
197,326.0299987792969,378.1549987792969,1.1598779259428993,-29.31367049118029
198,330.8500061035156,381.6499938964844,1.1535438623418812,-27.65141700046547
199,330.67999267578125,378.510009765625,1.1446413999916203,-24.693341620885803
200,330.010009765625,376.99810791015625,1.1423838573196687,-23.898299346389138
201,329.7300109863281,377.3367919921875,1.1443810979275202,-24.53657287250428
202,328.2799987792969,376.9100036621094,1.1481357532095842,-25.661249702775365
203,327.17999267578125,385.4800109863281,1.1781894358324019,-35.40822721903828
204,324.8800048828125,378.6000061035156,1.1653533625132777,-30.989133294572298
205,324.2900085449219,381.81500244140625,1.1773875000176448,-34.83540622346828
206,327.17498779296875,391.94000244140625,1.1979522184300342,-41.87357373338938
207,329.625,397.6000061035156,1.2062192069882915,-44.91214527016405
208,328.3699951171875,395.05999755859375,1.2030940811678186,-43.71495049074707
209,325.2699890136719,392.94000244140625,1.2080425975754254,-44.91185949557479
210,328.9750061035156,394.0899963378906,1.1979329402729333,-42.09760750121956
211,329.3900146484375,390.30999755859375,1.1849478739517256,-37.87356328866957
212,328.489990234375,386.3299865722656,1.1760784135206745,-34.85654869306876
213,327.32501220703125,383.2300109863281,1.1707935437085917,-33.00306111132306
214,328.25,382.4465026855469,1.1651073958432503,-31.229846429050383
215,326.7898864746094,380.19000244140625,1.1634081046475284,-30.53561942220631
216,326.1400146484375,379.44000244140625,1.1634267044797415,-30.480960807684994
217,322.0799865722656,381.6340026855469,1.1849044293223074,-37.01905697024324
218,320.8800048828125,387.92999267578125,1.208956578074897,-44.59898772677997
219,317.625,387.8399963378906,1.221062562260183,-47.99173908436529
220,316.6099853515625,385.2701110839844,1.2168602662868702,-46.50788597326357
221,314.5,382.80609130859375,1.2171894795185811,-46.30148082064818
222,316.75,385.1000061035156,1.215785338921912,-46.18796994435263
223,321.54998779296875,388.489990234375,1.2081791478235286,-44.44212570440169
224,333.3599853515625,406.9100036621094,1.2206324140342784,-50.2258318878811
225,334.1050109863281,404.2950134277344,1.210083656734734,-46.81368883623952
226,334.4361877441406,404.25,1.208750771639791,-46.41432721807479
227,332.1549987792969,404.32000732421875,1.2172630513168117,-48.925131375565854
228,329.54998779296875,402.19000244140625,1.2204218399002693,-49.582402191548795
229,333.17999267578125,406.8999938964844,1.221261788946734,-50.40840833928138
230,332.8800048828125,405.6000061035156,1.2184571021209387,-49.42939757468815
231,329.4800109863281,402.989990234375,1.223109071254393,-50.457262855938154
232,329.4159851074219,402.5199890136719,1.2219200257765601,-50.05576721056889
233,331.5,403.5799865722656,1.2174358569299113,-48.88593767956621
234,332.1499938964844,404.30499267578125,1.2172361887857936,-48.915471786401326
235,333.114990234375,406.1000061035156,1.2190985635854736,-49.67797101126075
236,330.1300048828125,402.0150146484375,1.217747580354419,-48.7868152733202
237,329.80999755859375,403.30999755859375,1.2228555851674632,-50.42419544894392
238,334.7099914550781,409.260009765625,1.2227301849773204,-51.131376058106184
239,334.32000732421875,405.739990234375,1.2136276063217903,-48.02862666374432
240,334.510009765625,407.79998779296875,1.219096516958325,-49.88532788676679
241,336.7850036621094,408.7300109863281,1.2136229539376995,-48.38118276534419
242,337.5450134277344,405.8299865722656,1.2022988651235118,-44.66797300899657
243,339.1650085449219,410.5,1.2103253273712342,-47.604645177902455
244,339.0899963378906,409.6499938964844,1.2080863438043843,-46.83489965788095
245,338.9100036621094,405.06500244140625,1.1951993097413935,-42.44249441982811
246,338.5,400.8599853515625,1.184224476666359,-38.67616770396444
247,338.114990234375,400.0050048828125,1.1830442791239055,-38.23313496563003
248,337.8800048828125,398.8299865722656,1.1803894305926523,-37.309543218510555
249,337.57501220703125,399.5711975097656,1.1836515827916574,-38.377086243658994
250,335.3800048828125,397.5150146484375,1.1852674842298248,-38.66948870714623
251,336.239990234375,397.8900146484375,1.1833512556644126,-38.124332790602864
252,327.45001220703125,395.80999755859375,1.2087646443828552,-45.44930181296553
253,329.8999938964844,394.7950134277344,1.1967111874261285,-41.812918209571876
254,335.0350036621094,398.0400085449219,1.1880549918490144,-39.56362251266262
255,333.44000244140625,396.3599853515625,1.1886995634880757,-39.59019793456713
256,332.989990234375,398.7300109863281,1.1974234141563296,-42.44172176469641
257,332.625,394.7099914550781,1.1866516090344326,-38.81222972677
258,331.95001220703125,394.3800048828125,1.1880704635637873,-39.20445779474943
259,338.42999267578125,401.32000732421875,1.1858287267957561,-39.21109520084178
260,333.8500061035156,394.885009765625,1.1828216341059,-37.67653197464955
261,332.20001220703125,389.2200012207031,1.1716435488212333,-33.77696239139368
262,328.3999938964844,388.00311279296875,1.181495493313779,-36.62596802228455
263,328.9200134277344,387.3699951171875,1.177702721948523,-35.43644662691855
264,331.80999755859375,392.6199951171875,1.183267526614702,-37.59425907756662
265,336.45001220703125,399.2099914550781,1.1865358209867685,-39.219593024580206
266,346.55999755859375,401.489990234375,1.1585006725033062,-30.6822414612177
267,350.7799987792969,403.5799865722656,1.150521660233511,-28.256975900757425
268,346.3500061035156,406.92999267578125,1.1749097314990655,-36.346927822486805
269,345.55999755859375,404.4624938964844,1.1704551937551828,-34.72471208831263
270,347.0400085449219,405.6199951171875,1.168798942859301,-34.298650445829026
271,347.4849853515625,404.0799865722656,1.1628703501057578,-32.282531417616894
272,348.94000244140625,406.94000244140625,1.166217686691681,-33.58572706713534
273,339.6099853515625,393.3599853515625,1.1582697868684817,-29.988520046174756
274,337.6300048828125,396.4200134277344,1.1741255448114785,-35.16706181522568
275,339.3450012207031,398.6499938964844,1.174763124438101,-35.56205285736155
276,338.75,396.19000244140625,1.1695645828528598,-33.738693052561814
277,340.1300048828125,396.80999755859375,1.1666421423047038,-32.882128533621255
278,339.3800048828125,397.7099914550781,1.1718721955714713,-34.58459765384475
279,340.92999267578125,398.4100036621094,1.1685976951901402,-33.62617412626861
280,342.1050109863281,402.1549987792969,1.175530862935441,-36.113938467917876
281,343.239990234375,399.7699890136719,1.1646952580924397,-32.51453840093865
282,340.8399963378906,398.635009765625,1.169566406667953,-33.9474733382969
283,341.2699890136719,400.4200134277344,1.1733232523170762,-35.27239904213462
284,345.07000732421875,404.4200134277344,1.1719941021931586,-35.206504983509376
285,346.3299865722656,404.1700134277344,1.1670084286605653,-33.60836881153193
286,344.8900146484375,402.6199951171875,1.1673866392670047,-33.59907288998778
287,347.32000732421875,407.260009765625,1.1725786052556801,-35.639075650182576
288,347.9700012207031,407.9200134277344,1.1722850015711768,-35.60360731561144
289,350.875,410.6000061035156,1.17021733125334,-35.175347264221784
290,350.5400085449219,409.6400146484375,1.1685970350398447,-34.57378559962967
291,352.7550048828125,409.5,1.1608623388236223,-32.063798042085295
292,350.739990234375,406.760009765625,1.159719510437962,-31.479806915500376
293,349.7300109863281,408.54998779296875,1.1681868154258572,-34.350429373575196
294,355.19500732421875,424.510009765625,1.195146330922766,-44.46308580092165
295,354.3800048828125,423.8349914550781,1.1959901394415107,-44.66009317906196
296,354.5299987792969,425.5400085449219,1.2002933743551285,-46.204621754718005
297,354.260009765625,424.3949890136719,1.1979759987429783,-45.348481549005896
298,354.0950012207031,424.0299987792969,1.1975034872491863,-45.16004500663763
299,356.3399963378906,425.8500061035156,1.1950665389234438,-44.577981718911985
300,357.7799987792969,428.260009765625,1.196992596642623,-45.44723033921821
301,359.989990234375,419.44000244140625,1.1651435145969635,-34.26260516516555
302,357.57000732421875,419.1700134277344,1.172273973884116,-36.58191792119038
303,359.3500061035156,421.6000061035156,1.1732294391058617,-37.10737070540944
304,358.510009765625,422.9949951171875,1.179869413949472,-39.4011280513331
305,359.1600036621094,423.9209899902344,1.1803123556849355,-39.63165092769947
306,358.510009765625,422.4700012207031,1.1784050367154095,-38.87613415484873
307,357.9200134277344,416.3500061035156,1.1632487440872834,-33.387415628666645
308,358.3450012207031,426.8500061035156,1.1911705330043674,-43.43269272966796
309,357.36248779296875,418.3599853515625,1.1706880258622205,-35.993928888045275
310,356.7449951171875,415.54998779296875,1.1648376108443073,-33.844628093658
311,355.75,415.1499938964844,1.1669711704750088,-34.50924610288615
312,358.6000061035156,420.42889404296875,1.1724174202094275,-36.738733868601685
313,359.1300048828125,419.6199951171875,1.1684347991310653,-35.36275375749017
314,356.8999938964844,418.1499938964844,1.1716167022904602,-36.278790623712894
315,358.3900146484375,423.2049865722656,1.1808503844266094,-39.739510317761415
316,358.885009765625,427.0,1.1897961418863898,-43.00489532227601
317,360.7900085449219,434.2699890136719,1.2036641224215083,-48.23659857376248
318,361.3699951171875,438.7099914550781,1.2140188653814779,-52.05603454270937
319,360.8550109863281,440.07049560546875,1.2195216422313777,-53.96755470061129
320,360.6499938964844,437.54998779296875,1.2132261061913578,-51.66640840150154
321,363.07000732421875,441.2799987792969,1.2154129778757439,-52.807084965332535
322,359.7300109863281,433.07000732421875,1.203875112162043,-48.17077925497
323,357.3699951171875,427.9700012207031,1.1975543752081501,-45.59591216827641
324,357.6499938964844,431.1033020019531,1.2053776299706258,-48.42962350544252
325,359.7200012207031,429.45001220703125,1.1938452428269226,-44.5614942563285
326,359.07000732421875,430.5299987792969,1.1990140919526984,-46.336952825274636
327,357.32000732421875,429.3299865722656,1.201527979883611,-47.009382806968006
328,357.80999755859375,429.760009765625,1.2010844098766384,-46.91513263638063
329,367.7799987792969,437.2300109863281,1.1888357508226213,-43.71756191006614
330,364.5400085449219,431.80999755859375,1.1845338987130194,-41.76423099998868
331,361.6700134277344,428.67999267578125,1.1852793340895436,-41.70502608223654
332,361.42999267578125,429.75,1.189026944937314,-43.03184768195615
333,360.44000244140625,428.9259948730469,1.1900066362439163,-43.26709940144252
334,359.3800048828125,428.75,1.193026863416644,-44.22526689905624
335,359.9100036621094,429.45001220703125,1.1932149921851225,-44.35819792075722
336,360.57000732421875,429.1600036621094,1.190226571663282,-43.362007260608834
337,359.668701171875,430.0299987792969,1.1956280804478405,-45.19637018614236
338,359.69500732421875,428.69000244140625,1.1918152704716232,-43.82822713426805
339,361.69000244140625,432.3949890136719,1.1954850454671326,-45.39863483583565
340,362.29998779296875,432.3999938964844,1.1934860846409228,-44.75097554335116
341,363.3550109863281,432.3810119628906,1.189968485061459,-43.603153645569364
342,363.8999938964844,433.32000732421875,1.1907667342458976,-43.95903529654862
343,365.5,432.3399963378906,1.1828727669983328,-41.26707063568358
344,365.5299987792969,432.79998779296875,1.1840341127631737,-41.69496438792419
345,363.79998779296875,430.1000061035156,1.1822430471005867,-40.846037302904165
346,363.18499755859375,428.3299865722656,1.1793713656995477,-39.73403700622407
347,362.1199951171875,427.3959045410156,1.180260439368182,-39.93947240490769
348,363.5799865722656,428.9800109863281,1.1798779548638976,-39.961436224125464
349,362.5400085449219,428.8399963378906,1.1828763342811959,-40.93416370925661
350,356.92999267578125,433.5321044921875,1.2146138273282854,-51.628803516578444
351,355.8186950683594,432.2149963378906,1.2147056979534314,-51.50074709049045
352,356.760009765625,433.82000732421875,1.2159995387633795,-52.09858244708897
353,355.8299865722656,434.239990234375,1.2203580547481068,-53.51365945081011
354,355.8924865722656,433.7099914550781,1.2186545314072297,-52.91678773620163
355,351.4800109863281,429.7799987792969,1.222772235534084,-53.707998171178644
356,348.989990234375,426.4200134277344,1.2218688941231777,-53.01225276633437
357,336.4800109863281,395.0899963378906,1.1741856378920053,-35.06750020455519
358,336.9949951171875,391.6099853515625,1.1620646924307676,-31.036473210715712
359,336.8999938964844,392.55999755859375,1.1652122430112344,-32.0881335855326
360,337.6499938964844,393.9849853515625,1.1668443431761149,-32.71064615476223
361,336.8900146484375,395.8699951171875,1.175071916365045,-35.408808609871926
362,337.80499267578125,397.3299865722656,1.1762111134740254,-35.88980380200462
363,334.6099853515625,393.75,1.1767431255415204,-35.728369519539854
364,323.29998779296875,379.5950012207031,1.1741262466851188,-33.67469450200514
365,327.3500061035156,375.1600036621094,1.1460516165179944,-24.906311143539767
366,328.69000244140625,379.8800048828125,1.1557394568170098,-28.192560549498353
367,325.4620056152344,377.5199890136719,1.1599510311504106,-29.28639464743975
368,324.1600036621094,374.70001220703125,1.1559106860006167,-27.85951691898947
369,319.8800048828125,371.6099853515625,1.1617168303086065,-29.34894736754677
370,319.6499938964844,371.6600036621094,1.1627092468597635,-29.645069835048446
371,319.8999938964844,369.2650146484375,1.154313915891874,-26.982589080130197
372,321.8800048828125,372.0,1.1557101850282212,-27.59902808601322
373,321.5174865722656,372.9717102050781,1.160035537044569,-28.958620907578847
374,321.7799987792969,375.3299865722656,1.1664180122944736,-31.036017885337458
375,321.739990234375,373.9649963378906,1.1623205311390472,-29.713835472346034
376,321.1600036621094,370.44500732421875,1.153459344563845,-26.814412931133575
377,322.3999938964844,370.82000732421875,1.1501861487109115,-25.862664343447648
378,326.1000061035156,375.7449951171875,1.15223854058412,-26.82876130484982
379,322.9700012207031,373.57000732421875,1.1566709165317737,-28.002775336733805
380,322.7799987792969,376.17498779296875,1.165422235626753,-30.811052141055086
381,322.6700134277344,373.8699951171875,1.1586759833848643,-28.62374015807802
382,322.4150085449219,371.19000244140625,1.1512801594336717,-26.216594282816175
383,329.92559814453125,380.6700134277344,1.1538056324473902,-27.66052250999843
384,325.54998779296875,377.010009765625,1.1580710302633521,-28.68227737570959
385,313.114990234375,367.9849853515625,1.17523911926451,-32.96228955901802
386,309.5400085449219,367.1300048828125,1.1860502511730495,-35.93242139841095
387,309.6382141113281,366.6499938964844,1.1841238490177382,-35.34733370025043
388,309.0249938964844,366.79998779296875,1.1869589678427033,-36.15345296887898
389,306.125,361.29998779296875,1.1802367914837688,-33.75635063677686
390,308.9599914550781,365.7300109863281,1.1837455369670549,-35.15302662718642
391,309.1099853515625,365.8800048828125,1.1836563754699911,-35.14253200948309
392,308.2900085449219,353.7300109863281,1.1473936915953766,-23.869886208158505
393,309.3599853515625,359.7099914550781,1.162755393352818,-28.705026840502285
394,309.29998779296875,360.2300109863281,1.1646622218021219,-29.289241777427435
395,312.3399963378906,364.95001220703125,1.1684382931612347,-30.756534281790437
