,csco,msft,Ratio,Spread
0,55.3650016784668,310.6628112792969,5.611176769820698,-4.033899959194514
1,55.290000915527344,312.09649658203125,5.644718600364207,-5.8829632370233185
2,55.290000915527344,311.8999938964844,5.641164563788099,-5.6864605514764435
3,55.07500076293945,312.1000061035156,5.666818007808926,-7.077211686044336
4,55.28499984741211,313.6000061035156,5.672424834386524,-7.414170257381045
5,55.720001220703125,315.3799133300781,5.660084465556269,-6.784902129996965
6,55.66999816894531,315.4200134277344,5.665888697723845,-7.10193496238378
7,56.375,313.2200012207031,5.556008890832872,-0.9973993672668371
8,56.439998626708984,311.9700012207031,5.527462948467724,0.6125836100808897
9,56.20500183105469,314.7300109863281,5.599679756836728,-3.4489128245712095
10,56.0077018737793,314.5299987792969,5.615834755872174,-4.341610258446337
11,56.060001373291016,313.94000244140625,5.600071258488739,-3.461962730964899
12,55.89500045776367,313.17498779296875,5.602915917848777,-3.610775402334866
13,56.060001373291016,314.05999755859375,5.602211735018314,-3.581957848152399
14,56.439998626708984,311.9800109863281,5.527640300804162,0.6025738444558897
15,56.869998931884766,312.1300048828125,5.48848269289862,2.8340578030448
16,56.61000061035156,311.3699951171875,5.500264825297514,2.154114532277333
17,56.619998931884766,311.760009765625,5.5061818376344345,1.8194737545850899
18,56.3650016784668,311.1300048828125,5.519914763023487,1.0372230998785312
19,56.255001068115234,311.25,5.532841420145548,0.3080097694860342
20,55.720001220703125,308.05999755859375,5.5287148386517275,0.53501364148741
21,55.2400016784668,308.5592956542969,5.585794465581578,-2.622673917018119
22,55.275001525878906,307.8299865722656,5.569063375387595,-1.6995245968763015
23,55.10499954223633,306.69500732421875,5.565647579565739,-1.506070167510245
24,54.91999816894531,306.55999755859375,5.581937505087884,-2.3956565901846716
25,55.3849983215332,307.6099853515625,5.554030778619098,-0.8703262899696256
26,55.470001220703125,307.0,5.5345230438794015,0.2104320344340067
27,55.66999816894531,309.4200134277344,5.55811071681227,-1.1019349623837797
28,55.58000183105469,312.8800048828125,5.629362982640177,-5.060354635173553
29,55.67499923706055,313.29998779296875,5.627301160058533,-4.954211828744803
30,55.599998474121094,313.82000732421875,5.644244890946996,-5.889609335089233
31,55.71500015258789,313.3500061035156,5.624158758778374,-4.782692402307816
32,55.8849983215332,313.8999938964844,5.616891890923341,-4.391176503597194
33,55.849998474121094,314.1260070800781,5.6244586510711,-4.811029925301455
34,55.880001068115234,315.07000732421875,5.638332163597536,-5.588866303203474
35,55.09000015258789,312.3800048828125,5.670357669587667,-7.274139095722603
36,55.119998931884766,312.4800109863281,5.669085940521865,-7.208002460001012
37,55.025001525878906,310.6700134277344,5.645979187871946,-5.924130617992205
38,55.16999816894531,312.4200134277344,5.662860681470763,-6.871093293678143
39,55.0900993347168,312.1099853515625,5.665446044220079,-7.00357026243546
40,54.915000915527344,310.94000244140625,5.662205176317993,-6.803337844869077
41,54.91999816894531,311.010009765625,5.662964678347105,-6.845668797215922
42,54.1349983215332,301.51300048828125,5.569650130908914,-1.696237254924199
43,54.064998626708984,300.57000732421875,5.559419494292419,-1.140924567082834
44,54.16999816894531,298.1499938964844,5.503969059895749,1.8606095749831866
45,54.375,298.25,5.485057471264367,2.8959685282589476
46,54.22999954223633,297.7349853515625,5.490226587954799,2.60792472538094
47,54.33000183105469,299.05999755859375,5.504509248657027,1.8367568608093734
48,54.349998474121094,299.3999938964844,5.508739692771924,1.6075082644092618
49,53.959999084472656,301.8901062011719,5.594701840683365,-3.042544158367548
50,53.849998474121094,300.6000061035156,5.582172973467699,-2.361662273916295
51,53.95000076293945,299.7900085449219,5.556811942639682,-0.9978203728628614
52,54.26499938964844,300.5199890136719,5.538007783908663,0.016761301382075544
