,csco,nvda,Ratio,Spread
0,55.3650016784668,284.3450012207031,5.135825749126527,-75.65812529339416
1,55.290000915527344,282.8736877441406,5.11618164333761,-74.46951161698513
2,55.290000915527344,282.8399963378906,5.11557228530375,-74.43582021073513
3,55.07500076293945,282.8299865722656,5.135360556591856,-75.23620887023856
4,55.28499984741211,284.260009765625,5.141720368096035,-75.87468412613552
5,55.720001220703125,287.4200134277344,5.158291585265465,-77.39504045032206
6,55.66999816894531,286.5899963378906,5.148015192458918,-76.75349947972003
7,56.375,283.82000732421875,5.034501238567073,-71.3261524747983
8,56.439998626708984,278.8800048828125,4.94117667732966,-66.14115120857059
9,56.20500183105469,280.2749938964844,4.986655720410018,-68.42191184061662
10,56.0077018737793,280.385009765625,5.006186656212201,-69.2756089245346
11,56.060001373291016,278.20001220703125,4.9625402317520395,-66.89347926380444
12,55.89500045776367,276.1700134277344,4.940871476267697,-65.48541716910339
13,56.060001373291016,276.9200134277344,4.939707574814098,-65.61348048450756
14,56.439998626708984,279.3900146484375,4.9502129951545095,-66.65116097419559
15,56.869998931884766,280.92999267578125,4.939862809075505,-66.57034215128252
16,56.61000061035156,277.8796081542969,4.908666404491869,-64.49996730779316
17,56.619998931884766,276.6700134277344,4.886436217714789,-63.25268598460778
18,56.3650016784668,278.4642028808594,4.940374249775663,-66.00803462806181
19,56.255001068115234,277.2300109863281,4.928095382144776,-65.18846718992776
20,55.720001220703125,272.739990234375,4.894831016856416,-62.71501725696268
21,55.2400016784668,267.36981201171875,4.840148513535303,-59.154097625095886
22,55.275001525878906,266.75,4.82587051354692,-58.402360957133396
23,55.10499954223633,266.09991455078125,4.828961378482975,-58.393062680176456
24,54.91999816894531,263.3100891113281,4.794430041700505,-56.300561497274
25,55.3849983215332,264.5299987792969,4.776203065739733,-55.76774965874219
26,55.470001220703125,263.9731140136719,4.758844568316846,-54.89046411763172
27,55.66999816894531,267.1499938964844,4.798814490450443,-57.313497038313784
28,55.58000183105469,272.2267150878906,4.897925622877311,-62.72944073545327
29,55.67499923706055,273.135009765625,4.905882595572813,-63.27966241978842
30,55.599998474121094,274.2300109863281,4.932194577558629,-64.65736344064501
31,55.71500015258789,272.5058898925781,4.89106863764265,-62.49976740283182
32,55.8849983215332,271.9599914550781,4.8664221101047875,-61.31309617177914
33,55.849998474121094,273.85009765625,4.903314326555307,-63.33512702919472
34,55.880001068115234,273.7132873535156,4.898233395161738,-63.0852281791735
35,55.09000015258789,264.8800048828125,4.808132222711014,-57.22969009649657
36,55.119998931884766,263.19000244140625,4.774854998938708,-55.426613486512565
37,55.025001525878906,261.3999938964844,4.750567681012146,-53.99467793498991
38,55.16999816894531,262.3800048828125,4.75584581459174,-54.42815418738621
39,55.0900993347168,261.010009765625,4.73787509766099,-53.35932113287174
40,54.915000915527344,259.2294006347656,4.72055715766123,-52.238709129668365
41,54.91999816894531,259.32000732421875,4.7217774211589845,-52.31047971016463
42,54.1349983215332,244.71780395507812,4.520510049738693,-40.667170241384184
43,54.064998626708984,244.2899932861328,4.518450004462769,-40.50320888492635
44,54.16999816894531,241.19500732421875,4.4525570514508805,-37.01244895428107
45,54.375,242.64500427246094,4.46243686018319,-37.689734074017736
46,54.22999954223633,241.89999389648438,4.460630572347391,-37.49127281068212
47,54.33000183105469,244.65960693359375,4.503213669942265,-39.873947988017136
48,54.349998474121094,243.88999938964844,4.487396618893694,-39.0289672508261
49,53.959999084472656,245.07000732421875,4.541697766535716,-41.67899689174351
50,53.849998474121094,240.69000244140625,4.469638054995964,-37.713616465328215
51,53.95000076293945,237.32000732421875,4.398887932680882,-33.96668348836636
52,54.26499938964844,239.39999389648438,4.41168334265479,-34.85934815443838
53,54.375,240.50999450683594,4.423172312769396,-35.554724308392736
54,54.650001525878906,243.59959411621094,4.4574489902046395,-37.607762776774706
55,54.63999938964844,242.02000427246094,4.429355910979598,-36.06587390835671
56,54.099998474121094,233.77000427246094,4.321072289572902,-29.851295215010737
57,54.72999954223633,232.9250030517578,4.255892654850189,-26.631635803211225
58,54.880001068115234,234.68829345703125,4.276390103668984,-27.82952660817773
59,54.54499816894531,232.43150329589844,4.26127988080548,-26.83546030390255
60,54.32500076293945,231.2220001220703,4.256272376894472,-26.455191664159713
61,54.435001373291016,231.89999389648438,4.260126537082591,-26.71856098217657
62,54.29999923706055,231.11000061035156,4.256169500139064,-26.437430212061827
63,53.14350128173828,218.6300048828125,4.1139556034096,-18.316613351962246
64,53.344600677490234,218.42999267578125,4.094697305850335,-17.358598735862756
65,53.166500091552734,217.0,4.081517489891678,-16.599919231820763
