,abt,tmo,Ratio,Spread
0,120.62999725341797,588.969970703125,4.882450336675581,30.233606159709097
1,120.33999633789062,592.0172729492188,4.919538731636261,25.697705652183004
2,119.5,591.5549926757812,4.950250984734571,21.848216475100912
3,119.51499938964844,589.7550048828125,4.934568948622636,23.72519735380729
4,119.66999816894531,589.094970703125,4.922662151890939,25.18085286098585
5,120.30000305175781,592.0599975585938,4.921529364416276,25.449692255708783
6,120.20999908447266,592.8699951171875,4.931952413547332,24.17769702038686
7,119.9800033569336,592.77001953125,4.9405734534595185,23.097085850144822
8,120.25,594.47998046875,4.943700461278587,22.77303961822554
9,120.08999633789062,595.2999877929688,4.957115546227564,21.131720496401954
10,120.07499694824219,594.1099853515625,4.947824280250876,22.244729852070463
11,120.11000061035156,593.02001953125,4.937307605676102,23.514372313972217
12,119.80000305175781,591.7000122070312,4.939065084592661,23.24313698320907
13,120.37999725341797,595.280029296875,4.9450078325198925,22.640277253928048
14,120.21499633789062,598.2050170898438,4.976126401139316,18.868326355542422
15,120.0999984741211,599.114990234375,4.988467925446902,17.368059832921404
16,119.88999938964844,597.0999755859375,4.98039852052491,18.305132118729034
17,120.16999816894531,599.5,4.9887659909686555,17.342364188173065
18,119.91999816894531,599.8699951171875,5.002251536662639,15.689098758954515
19,119.31999969482422,596.010009765625,4.995055408062311,16.46924319410266
20,118.37999725341797,590.760009765625,4.990370193209039,16.894134288928967
21,117.88999938964844,588.1900024414062,4.989312117114604,16.948942767011204
22,117.87999725341797,589.9199829101562,5.004411237319157,15.16762052033539
23,117.68000030517578,587.030029296875,4.988358495704867,17.030973548912584
24,117.38999938964844,588.030029296875,5.009200377836684,14.54237528748024
25,118.58999633789062,591.5700073242188,4.988363484207365,17.162079092965087
26,118.06999969482422,590.1400146484375,4.998221531072869,15.922886751134456
27,118.55999755859375,592.260009765625,4.99544552936519,16.31809048008347
28,118.4000015258789,589.9749755859375,4.9828966890425725,17.781852024468094
29,118.86000061035156,589.5,4.959616329908215,20.618040285066627
30,118.75,590.1699829101562,4.969852487664474,19.383415304632535
31,118.8550033569336,588.2550048828125,4.949349949671224,21.8373840944422
32,118.72000122070312,587.989990234375,4.952745823690555,21.409421808938305
33,118.57499694824219,588.2349853515625,4.96086865267495,20.420107979883596
34,118.86000061035156,589.8599853515625,4.9626449799983545,20.258054933504127
35,119.66999816894531,587.3099975585938,4.9077463570230275,26.9658260055171
36,120.83999633789062,591.7849731445312,4.897260766954947,28.49654608093283
37,120.7300033569336,589.10498046875,4.879524261480254,30.6119358487382
38,120.9000015258789,591.280029296875,4.890653613187178,29.309501433841888
39,120.2300033569336,588.0787963867188,4.891281543433514,29.071579306707235
40,119.54000091552734,585.219970703125,4.895599516656096,28.388566397158343
41,119.5,584.1500244140625,4.88828472313023,29.253184736819662
42,118.16999816894531,576.1699829101562,4.875772123533567,30.406218781767734
43,118.5999984741211,579.6300048828125,4.887268232210725,29.15342331229715
44,118.93000030517578,580.47802734375,4.880837684808178,29.999327062193174
45,119.2249984741211,583.219970703125,4.891759095553424,28.771633272062445
46,119.1500015258789,583.0,4.892991964195441,28.60663854649897
47,119.45999908447266,586.510009765625,4.9096769986653985,26.687871435855868
48,119.97000122070312,587.52001953125,4.897224419048036,28.29574407221901
49,122.61000061035156,602.4650268554688,4.913669552698824,26.902068110064874
50,122.21009826660156,600.6699829101562,4.9150601417551725,26.64438083359323
51,122.41000366210938,605.9249877929688,4.949962990488219,22.415506587860705
52,123.56999969482422,610.8049926757812,4.942987733141226,23.48985558847562
53,123.97000122070312,611.3969116210938,4.931813387116349,24.95117697487342
54,123.55999755859375,614.7849731445312,4.975598780284795,19.458533341799807
55,123.38999938964844,612.1599731445312,4.961179805272673,21.210918928571118
56,122.125,609.0800170898438,4.987349167572927,17.797530337365288
57,123.04000091552734,611.5399780273438,4.9702533605082975,20.03434344137554
58,123.56999969482422,613.239990234375,4.9626931435531985,21.05485802988187
59,123.37999725341797,613.3499755859375,4.971227016046526,19.96957470923917
60,123.47000122070312,614.4500122070312,4.976512562826491,19.331535764873593
61,123.88999938964844,613.27001953125,4.950117221346047,22.667413165914695
62,123.30999755859375,609.1799926757812,4.940231974186153,23.780243498518757
63,120.69999694824219,589.4749755859375,4.883802738112019,30.08791539777326
64,121.05500030517578,590.7999877929688,4.8804261393877235,30.585164265239086
65,120.8550033569336,590.6599731445312,4.887343980290779,29.69857832897253
66,120.41000366210938,590.4299926757812,4.9034961773826256,27.644339208799124
67,120.33999633789062,588.5599975585938,4.890809501988309,29.154981042808004
68,120.07499694824219,586.2999877929688,4.882781617272835,30.054727410664213
69,120.05999755859375,585.89501953125,4.880018586084939,30.382702586645223
70,119.8949966430664,581.0800170898438,4.846574363897344,34.35074192263471
71,119.79000091552734,579.510009765625,4.837716047554585,35.381797646689506
72,119.16000366210938,576.0,4.833836709449154,35.657980324424784
73,119.06999969482422,574.0399780273438,4.821029474247125,37.156004620352746
74,118.44000244140625,569.780029296875,4.8107059908138075,38.182126262931774
75,117.81999969482422,566.4500122070312,4.807757712393842,38.32961888050954
76,118.37000274658203,570.7999877929688,4.822167563981498,36.80285364596136
77,117.70500183105469,567.8900146484375,4.824688890142036,36.299323061013524
78,117.95999908447266,570.4749755859375,4.8361731096438305,35.023283743356615
79,118.7300033569336,572.22998046875,4.819590367133035,37.22077335248912
80,119.19000244140625,577.14501953125,4.842226761552205,34.66694696465015
81,119.43280029296875,576.739990234375,4.828991607160105,36.31827736046557
82,119.59500122070312,577.385009765625,4.8278356442348835,36.50584836979726
83,119.4800033569336,576.7999877929688,4.827585969091758,36.500576964363745
