,ibm,ma,Ratio,Spread
0,131.47000122070312,364.489990234375,2.772419463376237,-29.65065183723948
1,131.24000549316406,363.2099914550781,2.7675249638266495,-28.956426363854916
2,130.75,363.18170166015625,2.777680318624522,-30.176125567325016
3,130.80499267578125,364.6600036621094,2.787814105582124,-31.51436739582175
4,131.2100067138672,366.6400146484375,2.794299183658897,-32.46285308135833
5,131.6699981689453,368.0480041503906,2.7952305708863876,-32.69929597148683
6,131.9499969482422,367.54998779296875,2.7855247919190282,-31.48815414710475
7,132.0800018310547,365.114990234375,2.7643472529732285,-28.72204874227117
8,132.5850067138672,363.1000061035156,2.738620414954798,-25.420873850947828
9,132.19500732421875,363.4949951171875,2.7496877716848047,-26.809147540915887
10,131.97999572753906,362.385009765625,2.745757095747575,-26.24677259561696
11,131.92999267578125,361.0799865722656,2.7369059851282027,-25.06910156330548
12,131.5800018310547,360.4849853515625,2.739663933235203,-25.365487745090945
13,132.16000366210938,362.239990234375,2.7409199470098846,-25.643293057079234
14,131.09500122070312,358.2699890136719,2.7329035102605594,-24.385733530760547
15,131.18930053710938,362.3399963378906,2.7619630172156904,-28.215571079185565
16,131.55999755859375,361.8800048828125,2.750684186670341,-26.811455913244743
17,131.31649780273438,362.375,2.7595542529954247,-27.92661758093635
18,131.10000610351562,362.6600036621094,2.766285177559455,-28.76300130436624
19,130.80999755859375,361.6578063964844,2.764756617585647,-28.499423255365002
20,130.02999877929688,357.4200134277344,2.748750417466297,-26.248199639207428
21,128.8000030517578,366.45001220703125,2.8451087230159042,-38.41085949568111
22,129.03500366210938,366.94000244140625,2.8437245090663468,-38.30232954931199
23,128.3249969482422,365.57000732421875,2.848782513290575,-38.740641849188535
24,128.9499969482422,363.3599853515625,2.8178363237760102,-34.93881501949198
25,129.6199951171875,364.010009765625,2.8082859394997586,-33.88242929029809
26,129.67999267578125,362.32000732421875,2.793954563446585,-32.039619800603646
27,130.11000061035156,363.9599914550781,2.7973252612998714,-32.58442198135924
28,130.10000610351562,368.45001220703125,2.8320522284516234,-37.09989762055261
29,129.67990112304688,368.7650146484375,2.8436558900406204,-38.484860299362026
30,129.77000427246094,369.5400085449219,2.8476535129724394,-39.03037158645128
31,129.9250030517578,366.92999267578125,2.8241676664006583,-36.02559122175853
32,130.14999389648438,367.2900085449219,2.8220516770599953,-35.81258065981865
33,130.24000549316406,365.8550109863281,2.809083196833333,-34.14833366636941
34,130.27999877929688,367.0400085449219,2.8173166409581603,-35.23147281357882
35,130.57000732421875,363.9549865722656,2.7874317695987254,-31.407831624298808
36,130.58999633789062,365.0,2.7950073530563033,-32.40193527755264
37,129.55499267578125,363.3399963378906,2.80452330576846,-33.377969785683604
38,129.5800018310547,365.36749267578125,2.8196287043748023,-35.34177061183868
39,129.51499938964844,363.8699951171875,2.809481502775423,-34.00982697636482
40,128.94000244140625,363.2300109863281,2.817046720247965,-34.83429554149785
41,128.91000366210938,363.6499938964844,2.820960232455352,-35.3306819757982
42,128.60499572753906,354.3800048828125,2.7555695086184486,-26.837513940822078
43,128.72999572753906,356.19000244140625,2.7669542007543697,-28.3291505280078
44,128.44500732421875,354.7850036621094,2.762154878986981,-27.649985228079572
45,129.07000732421875,353.9200134277344,2.742077890634199,-25.19319013666427
46,128.74000549316406,351.95001220703125,2.7338045455165014,-24.063666543969248
47,129.0399932861328,353.3800048828125,2.738530868482215,-24.729623978309746
48,129.39999389648438,353.55999755859375,2.732303046640248,-23.992735501938853
49,126.81500244140625,349.9599914550781,2.7596103356680852,-26.976412524184923
50,127.04000091552734,348.2799987792969,2.7414987111884432,-24.723373986111483
51,127.63999938964844,347.1499938964844,2.719758661520631,-22.0652403267826
52,128.05999755859375,348.32000732421875,2.71997512076201,-22.165565554076693
53,128.44000244140625,349.7900085449219,2.723372795827332,-22.667736985723877
54,128.77999877929688,350.2200012207031,2.719521700112065,-22.23179714625678
55,128.58999633789062,349.8500061035156,2.7206626959085463,-22.34571692359725
56,127.72989654541016,352.1300048828125,2.756833086117973,-26.816293346429745
57,128.52000427246094,355.19500732421875,2.763733236198852,-27.86898007982876
58,128.41000366210938,355.510009765625,2.76855384804048,-28.464141730571043
59,128.28660583496094,354.9750061035156,2.7670465189498143,-28.243418485426673
60,127.94499969482422,353.67999267578125,2.764312740000645,-27.81843755859535
61,128.2100067138672,354.57000732421875,2.7655408217513844,-28.033509070933064
62,127.7699966430664,352.7699890136719,2.760976741661481,-27.354147028941895
63,127.56999969482422,346.92999267578125,2.7195264835440534,-22.02352047281954
64,127.1500015258789,347.1449890136719,2.7302004313623014,-23.30820501115045
65,127.01000213623047,349.1600036621094,2.749074858589496,-25.679782393068024
66,126.83999633789062,349.79998779296875,2.7578050921819033,-26.7527522127632
67,126.875,350.30010986328125,2.7609860875923644,-27.163723884099852
68,126.52999877929688,349.44500732421875,2.7617561898008627,-27.187300735117503
69,126.38999938964844,347.5799865722656,2.7500592471775347,-25.678842716644454
70,126.41000366210938,352.9599914550781,2.7921840141586496,-31.007898962553156
71,126.83000183105469,353.3900146484375,2.7863282310692905,-30.36823395547225
72,126.66999816894531,348.9200134277344,2.7545592363739084,-26.305744105152996
73,126.80000305175781,348.3500061035156,2.747239729649884,-25.404628934694415
74,126.29499816894531,346.4100036621094,2.7428639984515883,-24.75081725375219
75,125.62999725341797,345.1400146484375,2.7472739170106717,-25.174510939716583
76,125.9800033569336,345.75,2.744483178178697,-24.89307002636724
77,125.16999816894531,351.8475036621094,2.8109571687235415,-33.053565996424766
78,125.45999908447266,354.43499755859375,2.8250836931694177,-34.90246010749701
79,125.28970336914062,355.1199951171875,2.834390900191524,-36.02118174096864
80,125.6449966430664,355.4949951171875,2.8293605365526915,-35.491289646394534
81,125.45999908447266,356.2699890136719,2.8397098008409363,-36.73745156257513
82,126.12000274658203,355.20001220703125,2.816365401773332,-33.98651949991836
83,126.16999816894531,355.1400146484375,2.8147738749500073,-33.7991892114884
84,128.9149932861328,359.3999938964844,2.787883586967882,-31.067973963389704
85,128.1300048828125,359.7799987792969,2.807929330123347,-33.447256211203126
86,127.25,358.75,2.819253438113949,-34.65853110659447
87,127.16999816894531,359.56500244140625,2.8274357758794983,-35.67728923319265
88,127.47000122070312,360.9100036621094,2.8313328642495685,-36.25821635003177
89,126.87999725341797,359.6499938964844,2.8345681090940906,-36.500880473682855
90,126.4749984741211,357.79998779296875,2.8290175300233793,-35.68236080853552
91,126.30000305175781,359.010009765625,2.8425178233646005,-37.338076482436065
92,126.15499877929688,355.9200134277344,2.8212914024152322,-34.617389752857264
93,125.66000366210938,353.2300109863281,2.8109979364328046,-33.18808432225154
94,126.0,355.0299987792969,2.8176984030102927,-34.122139599971945
95,126.30000305175781,356.54998779296875,2.8230402151839566,-34.878054509779815
96,126.01000213623047,355.6300048828125,2.822236321354379,-34.69667138503564
97,126.16999816894531,356.95001220703125,2.8291195798312114,-35.60918677008215
98,127.51000213623047,361.6650085449219,2.836365794728185,-36.911343390248305
99,127.76499938964844,360.6700134277344,2.82291719289873,-35.26689888662452
100,128.39500427246094,363.4800109863281,2.8309513523984506,-36.47234471334622
101,128.25,361.20001220703125,2.816374364187378,-34.56165554236122
102,128.52999877929688,360.95001220703125,2.808293905198198,-33.598530075401015
103,129.16000366210938,363.8800048828125,2.8172808498422257,-34.923971019310216
104,129.2799072265625,363.9599914550781,2.8152866076647145,-34.698576669539136
105,137.49000549316406,369.55499267578125,2.687868047937167,-19.383379014155025
106,137.69500732421875,370.3550109863281,2.6896763955593874,-19.66128066810188
107,138.27999877929688,368.510009765625,2.6649552575842077,-16.32637186416605
108,138.97999572753906,367.41400146484375,2.6436466596612522,-13.44754989598431
109,138.75010681152344,365.6700134277344,2.6354575274270338,-12.289063127824363
110,138.46499633789062,366.5299987792969,2.6470949949319196,-13.875192858141702
