,intc,csco,Ratio,Spread
0,51.84000015258789,63.100101470947266,1.2172087439277768,2.695111814039184
1,51.88999938964844,63.334999084472656,1.220562725562633,2.5249213298728006
2,51.93280029296875,63.32500076293945,1.2193642631574617,2.590310968367025
3,51.875,63.310001373291016,1.2204337614128389,2.530507395930489
4,51.91699981689453,63.423099517822266,1.2216248963058047,2.471763832481305
5,51.814998626708984,63.369998931884766,1.2230049331550024,2.392858320003431
6,51.939998626708984,63.439998626708984,1.2214093242984103,2.48462891699548
7,51.85499954223633,63.36000061035156,1.2218686948159032,2.4546243197588393
8,51.71989822387695,63.529998779296875,1.228347327836923,2.1097831132474636
9,51.755001068115234,63.40999984741211,1.2251956050383928,2.275210823980292
10,51.775001525878906,63.52000045776367,1.2268469065329572,2.191094052739832
11,51.76499938964844,63.38999938964844,1.224572590303646,2.3081507328807516
12,51.8849983215332,63.45500183105469,1.222993232799619,2.398446389303619
13,51.77000045776367,63.54999923706055,1.2275448845882768,2.1546230794557926
14,51.75659942626953,63.95500183105469,1.2356878647362166,1.7322773752580827
15,51.77000045776367,63.810001373291016,1.2325671394449789,1.8946209432253238
16,51.846900939941406,63.849998474121094,1.2315104146356572,1.9541455499368863
17,51.85689926147461,63.79999923706055,1.2303087948889122,2.017084238134221
18,51.869998931884766,63.880001068115234,1.2315404353873594,1.9540355071191198
19,51.904998779296875,64.0790023803711,1.2345439531332771,1.8003296790983154
20,51.81999969482422,63.970001220703125,1.234465488178929,1.7993282251722218
21,52.04999923706055,63.775001525878906,1.2252642163435412,2.2919846645178734
22,52.0432014465332,63.64500045776367,1.2229263129238817,2.413188288174599
23,51.98500061035156,63.720298767089844,1.225743926497165,2.2625686488239904
24,51.970001220703125,63.73500061035156,1.2263805871330564,2.2284551604383194
25,52.040000915527344,63.849998474121094,1.2269407638513312,2.204048265138898
26,51.994998931884766,63.779998779296875,1.2266564109915814,2.215808087753747
27,51.7599983215332,63.61000061035156,1.2289413190318539,2.081677318190476
28,51.80329895019531,63.63999938964844,1.2284931786068907,2.1077165815695804
29,51.685001373291016,63.50389862060547,1.2286717022981843,2.0907210823168225
30,51.5099983215332,63.48500061035156,1.2324791822758094,1.8831367345579264
31,51.69049835205078,63.53499984741211,1.2291427220277789,2.0667338383747773
32,51.7599983215332,63.584999084472656,1.2284582910818993,2.1066788440693824
33,51.76139831542969,63.619998931884766,1.2291012415118645,2.0734908160266667
34,51.5,63.380001068115234,1.230679632390587,1.9751968256574668
35,52.595001220703125,63.060001373291016,1.1989732847171894,3.712305856580205
36,52.619998931884766,62.7400016784668,1.192322367008827,4.0646566476651635
37,52.67499923706055,62.84120178222656,1.1929986272883204,4.03463586725157
38,52.88999938964844,62.8650016784668,1.1885990244645503,4.289081070408816
39,52.8650016784668,62.93000030517578,1.1903905855886636,4.191731347439092
40,53.1150016784668,63.07849884033203,1.187583485776383,4.366773395915377
41,53.209999084472656,63.15999984741211,1.1869949433215268,4.408214453566149
42,53.310001373291016,62.619998931884766,1.1746388542255446,5.077634564649021
43,52.750301361083984,62.25,1.1800880448793858,4.723290822099376
44,53.249698638916016,61.83000183105469,1.161133366224687,5.789590137981794
45,53.467498779296875,61.630001068115234,1.152662878854901,6.271459639057529
46,53.60499954223633,61.49980163574219,1.1472773465334218,6.579607379795977
47,53.560001373291016,61.22999954223633,1.1432038456363847,6.791174537929994
48,53.130001068115234,61.25,1.1528326513954805,6.214683881371361
49,55.88010025024414,61.58000183105469,1.1020023506630277,9.443756828050073
50,55.5,61.150001525878906,1.1018018292951155,9.381845706014406
51,55.3650016784668,60.81999969482422,1.0985279120560207,9.537137794116024
52,54.69499969482422,60.619998931884766,1.1083279873867744,8.870047225764768
53,54.459999084472656,60.74409866333008,1.1153892707399826,8.441818555810872
54,54.209999084472656,60.59000015258789,1.1176904847051115,8.272376482920524
55,53.84000015258789,60.290000915527344,1.1197994194773313,8.093537038519418
56,53.66999816894531,60.724998474121094,1.1314514728129423,7.4385293159000305
57,53.564998626708984,60.779998779296875,1.134696169841593,7.247642558019084
58,53.83000183105469,60.775001525878906,1.1290172665537164,7.595596977031054
59,53.81999969482422,60.71500015258789,1.1281122351702049,7.642653962347769
60,54.029998779296875,60.89500045776367,1.12705907520948,7.734426562582303
61,53.98500061035156,60.900001525878906,1.1280911519375143,7.671190559095226
62,54.02000045776367,60.93000030517578,1.1279155829110885,7.686487264033406
63,53.86000061035156,60.790000915527344,1.1286669184300728,7.619420877630521
64,53.4900016784668,60.869998931884766,1.1379696582882872,7.060584179811446
65,53.459999084472656,61.18000030517578,1.1444070586029131,6.711754579435013
66,53.4900016784668,61.189998626708984,1.143952079017076,6.740584484987227
67,53.404998779296875,61.209999084472656,1.1461473735339076,6.61057647679198
68,53.595001220703125,61.415000915527344,1.1459091242972759,6.651468648874033
69,53.40999984741211,61.150001525878906,1.1449167141093304,6.6770462293728805
70,54.076499938964844,60.619998931884766,1.1210044843935063,8.069608137815468
71,54.15999984741211,60.994998931884766,1.126200131161914,7.802670574264642
72,54.17499923706055,60.915000915527344,1.124411661714543,7.902080235746016
73,54.40999984741211,61.42499923706055,1.1289284949333094,7.696210852721396
74,54.90890121459961,61.5099983215332,1.1202190712419218,8.2568711263084
75,54.73500061035156,61.34000015258789,1.1206723206099167,8.201813683283863
76,55.220001220703125,61.84000015258789,1.1198840779706971,8.329483205424982
77,55.577999114990234,61.790000915527344,1.1117708787551805,8.84278983311302
78,55.71730041503906,61.97999954223633,1.1124013381938163,8.833069702078308
79,55.733001708984375,62.099998474121094,1.1142410523370454,8.733390793420956
80,55.650001525878906,62.185001373291016,1.1174303624119963,8.540972183516832
81,55.87139892578125,62.23500061035156,1.1138973035742963,8.777497122372797
82,55.935001373291016,62.310001373291016,1.1139715713503864,8.784808251384423
83,55.91999816894531,62.380001068115234,1.1155222301626868,8.695391974598738
84,55.4900016784668,62.43000030517578,1.1250675512126014,8.088907475580744
85,55.400001525878906,62.14500045776367,1.1217508798936402,8.257432515411626
86,55.519901275634766,62.20500183105469,1.1204090857840505,8.352600882174233
87,55.5099983215332,62.13999938964844,1.119437961963392,8.404787293381663
88,55.619998931884766,62.04499816894531,1.1155159899396787,8.642147160777117
89,55.494998931884766,61.9900016784668,1.1170376226973908,8.535373359439351
90,55.75,62.119998931884766,1.114260070527081,8.735388883641082
91,55.650001525878906,61.72999954223633,1.1092542291041994,8.99597401457152
92,55.586299896240234,61.8849983215332,1.1133138639745834,8.758534985548085
93,55.17499923706055,61.630001068115234,1.1169914258325702,8.481242417688268
94,55.3650016784668,61.88999938964844,1.1178541951299068,8.467138099291805
95,55.154998779296875,61.71419906616211,1.1189230429160542,8.37116058053029
96,55.224998474121094,61.720001220703125,1.1176098311641538,8.455949394459385
97,54.959999084472656,61.5099983215332,1.1191775718007801,8.323000064872819
98,55.060001373291016,61.25,1.1124227837326515,8.71241758196155
99,55.30849838256836,61.224998474121094,1.106972712414435,9.05901457749059
100,55.41999816894531,61.39500045776367,1.1078131087374605,9.033311417685216
101,55.27000045776367,61.26499938964844,1.1084675028448034,8.969191097723442
102,55.380001068115234,61.290000915527344,1.1067172216219903,9.086548218536851
103,55.474998474121094,61.30500030517578,1.1050924198542225,9.194490893619264
104,55.70000076293945,61.34000015258789,1.1012567201507306,9.45068053357895
105,55.22999954223633,59.96500015258789,1.0857324035777067,10.217422656561784
106,55.185001373291016,60.060001373291016,1.0883392204164999,10.064186500486802
107,54.939998626708984,59.685001373291016,1.0863669979102486,10.122113174003903
108,54.87009811401367,59.72999954223633,1.0885710358695613,9.986652394363976
109,55.06999969482422,59.6682014465332,1.0834973992589498,10.307155586565134
110,54.93000030517578,59.63999938964844,1.0857454771218862,10.154175706509694
111,54.790000915527344,59.7400016784668,1.090344965873812,9.872991480751114
112,54.310001373291016,58.959999084472656,1.0856195469269212,10.031796746591287
113,53.91999816894531,58.869998931884766,1.0918026878901186,9.617069441768894
114,54.40999984741211,59.25,1.0889542394074845,9.871210089781943
115,54.3650016784668,59.25,1.0898555719803846,9.8129751544101
116,53.959999084472656,59.03499984741211,1.0940511647339857,9.503836204463756
117,53.935001373291016,59.22999954223633,1.0981736911861364,9.276485413378797
118,53.59000015258789,58.88999938964844,1.098899033811714,9.169997980765789
119,53.67499923706055,58.7400016784668,1.0943642759832413,9.429998305541478
120,53.81999969482422,58.875,1.0939241979531618,9.48265411493566
121,53.83000183105469,58.81999969482422,1.0926991955049645,9.550598808085741
