,cat,lmt,Ratio,Spread
0,217.22999572753906,433.6300048828125,1.9961792266786829,26.555836298634347
1,218.85000610351562,433.0400085449219,1.9787068607167175,30.577706006934136
2,218.44000244140625,431.6700134277344,1.9761490963337833,31.079138384876728
3,218.2050018310547,433.1449890136719,1.9850369394787502,29.10633121177466
4,219.6876983642578,433.55999755859375,1.973528790126976,31.832306714952153
5,221.0,436.07501220703125,1.9731901004843042,32.09730700001978
6,221.13999938964844,437.4100036621094,1.977977773669943,31.05889400168047
7,222.8300018310547,444.54998779296875,1.995018552887765,27.49905630728597
8,221.2449951171875,443.9800109863281,2.006734709416427,24.711312438858954
9,221.05499267578125,441.875,1.9989369823828989,26.413817164335683
10,220.99180603027344,441.2250061035156,1.9965672665848646,26.929954778601484
11,221.85000610351562,444.3399963378906,2.0028847604834445,25.632998565192338
12,221.9705047607422,443.25,1.9968869308909794,26.97826248595669
13,223.1199951171875,445.8699951171875,1.9983417213818369,26.79337852751644
14,223.75,442.7250061035156,1.978659245155377,31.272986758826733
15,223.77000427246094,447.69000244140625,2.0006703038549425,26.35036800750663
16,224.1699981689453,445.6099853515625,1.987821693319234,29.277742880996357
17,224.7899932861328,446.2099914550781,1.985008251177365,29.99115103952016
18,224.74000549316406,444.2049865722656,1.976528324796971,31.890260442847534
19,224.61000061035156,443.5199890136719,1.9746226250320906,32.299852175674005
20,222.8000030517578,441.29998779296875,1.980700097613787,30.68550608974391
21,220.8699951171875,444.0799865722656,2.0105944509875555,23.816926809018128
22,221.41000366210938,442.3999938964844,1.9981030060937295,26.640888049811565
23,219.3300018310547,440.09619140625,2.006548067898376,24.538358950906627
24,218.2550048828125,442.1050109863281,2.0256351565624224,20.252237043231048
25,220.1999969482422,443.29998779296875,2.01316981805938,23.177583522162934
26,219.6999969482422,445.4849853515625,2.027696820844798,19.933372571698044
27,219.77000427246094,446.0199890136719,2.029485281625223,19.546674300271775
28,220.16000366210938,440.6700134277344,2.001589780603623,25.72283503888366
29,220.19000244140625,442.0450134277344,2.007561690024346,24.411385256425774
30,220.6300048828125,443.1400146484375,2.0085210752898774,24.248496992509615
31,220.8699951171875,444.3699951171875,2.011907479245504,23.526918264096253
32,221.2747039794922,444.7449951171875,2.009922449872113,24.009264357620395
33,220.80999755859375,444.70001220703125,2.013948721180645,23.06980073916833
34,220.82000732421875,444.0199890136719,2.0107778927918427,23.771028888126693
35,216.9499969482422,450.510009765625,2.076561493905452,9.082674502344162
36,215.42999267578125,452.4945068359375,2.100424835073613,3.878159669847662
37,215.64999389648438,448.1347961425781,2.0780654246514394,8.703926841600548
38,217.11000061035156,448.8399963378906,2.067339114163728,11.091643973387875
39,216.14999389648438,445.0899963378906,2.0591719125888437,12.807940038159188
40,216.22000122070312,447.885009765625,2.0714319084128276,10.161232001107976
41,216.00999450683594,447.0199890136719,2.069441231338605,10.581368905639124
42,216.4199981689453,454.25,2.0989280281085483,4.219920658555964
43,214.77999877929688,455.1700134277344,2.1192383649068596,-0.1743114015307583
44,215.43499755859375,454.8599853515625,2.111356049417413,1.523283632022185
