,amd,qcom,Ratio,Spread
0,121.52999877929688,158.3699951171875,1.303135001299502,36.5312405724836
1,121.2750015258789,158.24000549316406,1.304803162252669,36.25228359659067
2,121.34600067138672,158.0050048828125,1.3021031101857314,36.60114762610934
3,121.74030303955078,158.0749969482422,1.2984606823008076,37.16350987288615
4,122.41999816894531,159.3300018310547,1.3015030568058974,36.99855207262007
5,123.6897964477539,161.2100067138672,1.303341191785061,37.15496005989948
6,123.27999877929688,161.19000244140625,1.307511389012731,36.517759751044906
7,125.2249984741211,158.77999877929688,1.2679576818849811,42.04701666539617
8,122.69000244140625,155.6199951171875,1.268399967564658,41.14157258450183
9,123.30500030517578,155.36000061035156,1.2599651289553604,42.3878572649505
10,123.27010345458984,155.5749969482422,1.2620659234341667,42.11689582075533
11,121.31109619140625,153.3699951171875,1.2642701280614783,41.18018004994522
12,118.81999969482422,152.07510375976562,1.2798780016020317,38.48002664242995
13,119.19999694824219,152.8000030517578,1.281879253051534,38.36454012912412
14,113.41000366210938,154.11000061035156,1.3588748402610287,27.768959937130205
15,111.69000244140625,153.82000732421875,1.3772047986561227,25.300536645710224
16,110.73500061035156,153.94000244140625,1.3901657253164441,23.64897698620362
17,109.7699966430664,153.67999267578125,1.4000181960057334,22.36138148927222
18,109.70999908447266,153.74000549316406,1.4013308429142355,22.205148821434847
19,110.12000274658203,154.125,1.399609481981999,22.477689253997113
20,109.3499984741211,152.80999755859375,1.3974394118968183,22.55781318230879
21,107.69999694824219,146.89999389648438,1.3639739838347507,25.821660837557204
22,107.54000091552734,145.3699951171875,1.3517760264050547,27.09506927048045
23,107.16000366210938,144.69500732421875,1.3502706455709217,27.16064428476281
24,106.418701171875,143.0500030517578,1.3442186521400992,27.616799936983966
25,107.2698974609375,145.1199951171875,1.3528492014270188,26.911896411166822
26,106.86499786376953,145.43870544433594,1.3609573607042018,25.943836683780148
27,108.19000244140625,147.00999450683594,1.3588131175655893,26.497496457532918
28,107.89019775390625,151.47000122070312,1.4039273666566159,21.556684143022068
29,110.0436019897461,152.14999389648438,1.382633711959572,24.330169215288436
30,109.55599975585938,152.6804962158203,1.3936297104317603,23.017684843256603
31,109.2499008178711,152.9600067138672,1.4000928657030505,22.2472744698172
32,109.00980377197266,152.85499572753906,1.4022132912676555,21.96723475754351
33,110.64710235595703,153.44000244140625,1.386751204272683,24.0080119687714
34,110.52999877929688,153.80999755859375,1.3915678933980369,23.45021439931702
35,108.4800033569336,148.1999969482422,1.3661503720701154,25.772577019131234
36,108.55999755859375,146.08560180664062,1.3456669592111308,28.01526121617735
37,107.125,145.83839416503906,1.3613852430808782,25.961121040854323
38,107.5199966430664,146.08999633789062,1.3587239666949102,26.342986609302756
39,107.52909851074219,146.36000061035156,1.361119944623456,26.087579269902903
40,106.18000030517578,145.88999938964844,1.373987558582979,24.393991994163088
41,106.83000183105469,145.47000122070312,1.3616961408533466,25.856416739809333
42,102.31999969482422,139.24000549316406,1.3608288302233782,24.853589311390976
43,103.5198974609375,139.3699951171875,1.3463111781942962,26.647911048066703
44,102.69999694824219,138.3300018310547,1.3469328718750497,26.373005752186742
45,103.19999694824219,138.60000610351562,1.3430233546714887,26.904866194805805
46,102.8311996459961,138.1999969482422,1.3439500601374461,26.71342426270357
47,103.75,139.5,1.344578313253012,26.886928379103267
48,103.63999938964844,139.25,1.3435932151685084,26.9605171629469
