,intc,qcom,Ratio,Spread
0,51.66999816894531,158.3699951171875,3.065028076822557,45.57107130613224
1,51.7400016784668,158.24000549316406,3.058368773865358,45.97736421815864
2,51.692100524902344,158.0050048828125,3.0566566898687855,46.02329936137198
3,51.42499923706055,158.0749969482422,3.0738940066784095,44.89906066509499
4,51.775001525878906,159.3300018310547,3.0773538799688134,45.0255119959798
5,52.19499969482422,161.2100067138672,3.0886101668059434,44.80323650170885
6,52.2599983215332,161.19000244140625,3.0843859092699115,45.079789830040454
7,52.220001220703125,158.77999877929688,3.040597377779206,47.33192525746446
8,52.08000183105469,155.6199951171875,2.988095039282298,49.93935245672665
9,52.02830123901367,155.36000061035156,2.9860671386644104,49.99528514337274
10,51.89500045776367,155.5749969482422,2.9978802500418444,49.25415169600711
11,51.63930130004883,153.3699951171875,2.970024598629542,50.449911011948814
12,51.29999923706055,152.07510375976562,2.9644270179618704,50.40557986080378
13,51.439998626708984,152.8000030517578,2.970451149515002,50.23325703165878
14,50.55500030517578,154.11000061035156,3.048363162497576,45.430178229164284
15,50.52000045776367,153.82000732421875,3.0447348758996386,45.582027399585286
16,50.22999954223633,153.94000244140625,3.0647024456363865,44.31740100559756
17,50.0,153.67999267578125,3.073599853515625,43.669604431319414
18,49.90520095825195,153.74000549316406,3.0806409460564,43.23542056003427
19,50.005001068115234,154.125,3.082191714985783,43.24433628265359
20,49.5099983215332,152.80999755859375,3.086447237711431,42.605566871962424
21,48.244998931884766,146.89999389648438,3.044875057493249,43.522628136314836
22,48.062801361083984,145.3699951171875,3.0245843146981497,44.33349457178318
23,47.51499938964844,144.69500732421875,3.045249062041277,42.84631239760631
24,47.42499923706055,143.0500030517578,3.0163417048612313,44.13608679301129
25,47.90340042114258,145.1199951171875,3.0294299327681453,43.95434034626459
26,47.790000915527344,145.43870544433594,3.0432873542189403,43.18804308420994
27,48.119998931884766,147.00999450683594,3.055070610349198,42.91925353319553
28,48.845001220703125,151.47000122070312,3.1010338301824434,41.32082501132891
29,48.92499923706055,152.14999389648438,3.1098619574679764,40.95658386149776
30,48.92499923706055,152.6804962158203,3.120705132278577,40.426081542161825
31,48.96500015258789,152.9600067138672,3.12386411185956,40.30445433537969
32,49.020999908447266,152.85499572753906,3.1181533631099843,40.630495906846676
33,49.1349983215332,153.44000244140625,3.12282502661981,40.495440010846664
34,49.21500015258789,153.80999755859375,3.125266627689036,40.44121147618861
35,48.54999923706055,148.1999969482422,3.0525231570985074,43.42645883143669
36,48.380001068115234,146.08560180664062,3.0195452373174527,44.869872570032214
37,48.45500183105469,145.83839416503906,3.0097696554325917,45.4131076186103
38,48.63999938964844,146.08999633789062,3.0034950281882917,45.891689318844215
39,48.48500061035156,146.36000061035156,3.0186655412582106,45.00990611345665
40,48.18000030517578,145.88999938964844,3.0280198934323392,44.27607358728011
41,48.14500045776367,145.47000122070312,3.021497556082071,44.55792764051364
42,47.3650016784668,139.24000549316406,2.939723436270155,47.70927447128733
43,47.51499938964844,139.3699951171875,2.9331789310208953,48.17132460463756
44,47.375,138.3300018310547,2.919894497753133,48.65874142792319
45,47.5,138.60000610351562,2.9178948653371712,48.882111148230024
46,47.48500061035156,138.1999969482422,2.910392653930283,49.22291783342402
47,47.66999816894531,139.5,2.9263688978045206,48.65309865475169
48,47.529998779296875,139.25,2.929728667711528,48.3505221919045
49,47.380001068115234,139.61000061035156,2.9466018882026423,47.39848182417927
50,46.99420166015625,137.73190307617188,2.9308275959701438,47.75383220386166
51,46.869998931884766,137.75999450683594,2.939193463755777,47.23551360551801
52,47.154998779296875,139.1699981689453,2.9513307554160533,46.95040204465593
53,47.365299224853516,139.50999450683594,2.945405112813734,47.44045987080625
54,47.76499938964844,140.50010681152344,2.941486624240854,48.02796089583714
55,47.54999923706055,139.17999267578125,2.927024078000492,48.49947116175562
56,47.19499969482422,137.97000122070312,2.9234029476184955,48.30828228416286
57,47.38999938964844,138.10000610351562,2.9141170686252695,48.94793962554169
58,47.525001525878906,139.17660522460938,2.9284923883447576,48.40419284832157
59,47.2599983215332,137.57000732421875,2.910918582524311,48.964825236517896
60,47.08000183105469,137.22999572753906,2.9148256242636776,48.59439213566503
61,47.15999984741211,137.10499572753906,2.9072306227978637,49.03514366161511
62,47.029998779296875,136.67999267578125,2.9062299856139755,48.94703354505225
