,qcom,avgo,Ratio,Spread
0,158.3699951171875,632.8099975585938,3.9957695085507803,38.22940559584845
1,158.24000549316406,632.8699951171875,3.9994310739867065,37.61862087800523
2,158.0050048828125,632.3599853515625,4.002151614251489,37.132894871872736
3,158.0749969482422,632.1199951171875,3.998861346327654,37.66945286061764
4,159.3300018310547,635.9453125,3.9913720278138425,39.161795094421564
5,161.2100067138672,640.47998046875,3.972954244742031,42.593013299731524
6,161.19000244140625,641.9600219726562,3.982629271353311,41.028210442875775
7,158.77999877929688,638.8099975585938,4.02323971828804,33.966657734483874
8,155.6199951171875,636.1500244140625,4.087842464813204,23.23718188762848
9,155.36000061035156,636.5999755859375,4.097579641381136,21.685591743285727
10,155.5749969482422,636.6599731445312,4.092302655524652,22.536568603500086
11,153.3699951171875,636.5700073242188,4.150551135101922,13.283583370675842
12,152.07510375976562,628.8200073242188,4.134930647935452,15.546918279910074
13,152.8000030517578,631.4299926757812,4.132395157491571,16.00844901878861
14,154.11000061035156,636.3300170898438,4.129063750370925,16.659097124492632
15,153.82000732421875,637.5650024414062,4.144876947623331,14.19536309802254
16,153.94000244140625,636.2000122070312,4.13277901856073,16.06879214215678
17,153.67999267578125,635.7750244140625,4.1370058219312735,15.39207630868907
18,153.74000549316406,634.0499877929688,4.124170451009651,17.37139698863109
19,154.125,635.1599731445312,4.121070385365977,17.89269592102505
20,152.80999755859375,629.530029296875,4.119691377231302,17.9507607471852
21,146.89999389648438,628.969970703125,4.281620128223692,-6.530826503202547
22,145.3699951171875,624.2899780273438,4.294489915364468,-8.333687267725395
23,144.69500732421875,622.5,4.3021525864065335,-9.403742199245585
24,143.0500030517578,618.9400024414062,4.326738827243951,-12.8138950429543
25,145.1199951171875,624.2000122070312,4.301268145047665,-9.30301207039031
26,145.43870544433594,622.1900024414062,4.2780221436963926,-5.9425748607876585
27,147.00999450683594,627.0999755859375,4.265696204463007,-4.19474092574626
28,151.47000122070312,631.030029296875,4.1660396396076935,10.772978524978953
29,152.14999389648438,631.9299926757812,4.153335642627211,12.754254606666223
30,152.6804962158203,631.7750244140625,4.137889514853436,15.157047397746169
31,152.9600067138672,630.72998046875,4.123496030231076,17.386422741477872
32,152.85499572753906,630.760009765625,4.1265253174318355,16.911444832094958
33,153.44000244140625,634.1799926757812,4.133081221228173,15.970230427451952
34,153.80999755859375,634.6400146484375,4.126129801196259,17.077937887532244
35,148.1999969482422,619.2999877929688,4.178812419336655,8.647480577229771
36,146.08560180664062,614.4400024414062,4.206027115900724,4.548430141722406
37,145.83839416503906,614.3699951171875,4.212676631792388,3.5709785192336767
38,146.08999633789062,618.52001953125,4.233828701731767,0.4870333948606458
39,146.36000061035156,618.2999877929688,4.224514793758742,1.8511171090688094
40,145.88999938964844,615.0800170898438,4.216053325540602,3.0796162686788193
41,145.47000122070312,614.2999877929688,4.222863701368707,2.0800450774280534
42,139.24000549316406,601.1649780273438,4.31747309904306,-11.182449378432125
43,139.3699951171875,602.8200073242188,4.3253212918415125,-12.286691516057545
44,138.3300018310547,602.0599975585938,4.3523457643982555,-15.933302294272266
45,138.60000610351562,603.0900268554688,4.351298703443356,-15.819279615220466
46,138.1999969482422,602.0499877929688,4.35636759108211,-16.47414434186544
47,139.5,603.5499877929688,4.326523209985439,-12.465820171589371
48,139.25,601.5800170898438,4.3201437492986985,-11.555140091441785
49,139.61000061035156,601.0399780273438,4.305135559055207,-9.489719945695583
50,137.73190307617188,596.75,4.332692620024067,-13.157546346325717
51,137.75999450683594,595.6790161132812,4.324034842232245,-11.967534503253205
52,139.1699981689453,598.3400268554688,4.299346372981296,-8.654130614895735
53,139.50999450683594,600.3200073242188,4.303060934425048,-9.193491353349032
54,140.50010681152344,605.3900146484375,4.3088224513633255,-10.068231957367743
55,139.17999267578125,602.75,4.330723032901012,-13.021755409936645
56,137.97000122070312,590.744384765625,4.281687175030486,-6.143070584549719
57,138.10000610351562,591.3400268554688,4.281969592472125,-6.1878608611751815
58,139.17660522460938,592.5399780273438,4.2574682510115585,-2.8260866183289863
59,137.57000732421875,590.4600219726562,4.2920694231053345,-7.553546926757235
60,137.22999572753906,588.0050048828125,4.284813985203766,-6.539214221179009
61,137.10499572753906,588.5900268554688,4.292987456307866,-7.653881505323966
62,136.67999267578125,586.9000244140625,4.2939717285927035,-7.764686053772948
63,136.5399932861328,584.0399780273438,4.277427909370343,-5.497839829762825
64,136.80999755859375,583.0900268554688,4.262042520728353,-3.4038366819610246
65,136.36000061035156,585.4400024414062,4.2933411544511495,-7.6605224584640155
66,136.88999938964844,585.7100219726562,4.278691099307196,-5.684851041319462
67,136.07000732421875,583.010009765625,4.284632750672723,-6.459278457590358
68,136.125,583.8699951171875,4.2892194315312215,-7.0862509060027605
69,135.30999755859375,581.010009765625,4.293917820181973,-7.679563329981534
70,138.61000061035156,591.8800048828125,4.270110398070442,-4.566909293073877
71,138.0399932861328,592.5499877929688,4.292596469232769,-7.652105857523452
72,137.5800018310547,589.2899780273438,4.283253163137614,-6.341154631954396
73,137.94000244140625,590.3300170898438,4.279614373217098,-5.855812611208194
74,136.33999633789062,584.6199951171875,4.287956658501935,-6.925276487194765
75,135.72500610351562,583.0499877929688,4.2958184680300135,-7.961082716960391
76,136.05999755859375,585.1300048828125,4.3005292913578685,-8.621686578236904
77,141.65499877929688,593.8200073242188,4.19201590089602,6.395240294908149
78,141.9499969482422,595.469970703125,4.194927675273183,5.9952320926389575
79,140.7794952392578,594.0,4.219364467747836,2.5055968577394196
80,140.72000122070312,593.010009765625,4.214113165303041,3.2435012682014985
81,140.31500244140625,592.3800048828125,4.221786655565807,2.157460514108152
82,140.78500366210938,594.2000122070312,4.220620071390126,2.328924733404392
83,140.49000549316406,592.5999755859375,4.218093475800826,2.6790061778610834
84,138.83990478515625,585.3001098632812,4.21564758899098,2.9871270726732746
85,139.49000549316406,585.2750244140625,4.195820498714833,5.7667948578265396
86,138.61000061035156,581.5,4.1952239913385645,5.813095589738623
87,138.14999389648438,579.7999877929688,4.19688753824638,5.563984602745336
88,138.36000061035156,580.0700073242188,4.19246895609525,6.183797642542572
89,137.58999633789062,577.1900024414062,4.1949997660001035,5.8011693034734435
90,136.8800048828125,573.4400024414062,4.189362814038086,6.542820140440199
91,139.52000427246094,586.8099975585938,4.205920151870443,4.3589314157350145
92,138.22999572753906,585.760009765625,4.23757525769008,-0.057056612081964886
93,137.283203125,583.25,4.248516837627509,-1.558760949552834
94,138.30999755859375,586.739990234375,4.242209533593607,-0.698056323002902
95,139.88999938964844,589.4400024414062,4.2135964330058,3.296655965659056
96,139.33999633789062,586.0700073242188,4.206042936179188,4.336198781502617
97,139.35000610351562,586.6199951171875,4.209687616959407,3.828623991992913
98,140.25999450683594,592.5,4.224297898223025,1.8043878398018478
99,141.2449951171875,595.5399780273438,4.216361631314716,2.938017453147836
100,140.34039306640625,592.8021240234375,4.224030666231179,1.842925577379333
101,140.23500061035156,592.0501098632812,4.221842673273241,2.148374775810339
102,140.39999389648438,593.3200073242188,4.2259261618035975,1.5775806782917243
103,141.1699981689453,597.3099975585938,4.231139798158547,0.8502236657983531
104,141.0500030517578,597.8300170898438,4.238426119498006,-0.17823467521088787
105,141.85000610351562,607.094970703125,4.279837466204231,-6.053445364170784
106,140.77999877929688,597.4249877929688,4.243678029359566,-0.9172573542626878
107,140.85000610351562,596.3800048828125,4.234149655943301,0.424357964232172
108,141.3800048828125,599.5150146484375,4.240451223250171,-0.4649608529982743
109,140.9499969482422,598.8049926757812,4.248350518912509,-1.5769523719268363
110,141.02000427246094,599.75,4.2529427161357845,-2.225327287806863
111,140.3300018310547,598.0900268554688,4.262025362014303,-3.4890066073281787
112,142.17999267578125,614.4998779296875,4.321985578737202,-12.060145863895514
113,140.8699951171875,610.8300170898438,4.336125777399964,-13.940957543818286
114,138.86500549316406,600.77001953125,4.32628809106859,-12.376426816804383
115,138.88999938964844,601.4500122070312,4.3304054636770175,-12.950516291875374
116,136.69000244140625,597.5531005859375,4.371593312701019,-18.375349222188902
117,136.14999389648438,594.8800048828125,4.369298799492442,-17.990357470917502
118,136.13180541992188,592.5,4.3523994864560285,-15.687420118780665
119,135.13999938964844,591.0206909179688,4.373395690301003,-18.410554347473635
120,135.52000427246094,595.1599731445312,4.391676168692934,-20.939694137840547
121,134.24000549316406,592.6699829101562,4.41500267176566,-23.87326672079223
122,134.07000732421875,592.47998046875,4.419183621255184,-24.403574144534446
123,134.00999450683594,591.3599853515625,4.4128050861265935,-23.537863086195216
124,133.7899932861328,591.3300170898438,4.419837407609276,-24.440075745014042
125,132.80499267578125,586.9099731445312,4.419336662872028,-24.193639440391166
126,133.7899932861328,580.2000122070312,4.336647292941963,-13.310070862201542
127,133.07000732421875,578.5869140625,4.347988894693606,-14.747670230193876
128,133.81500244140625,578.0800170898438,4.3199940704927196,-11.084107890335076
129,134.11000061035156,578.77001953125,4.315636543860968,-10.524155155104268
130,135.0500030517578,581.1900024414062,4.3035171366761515,-8.961194978230537
131,135.5399932861328,584.5999755859375,4.313117932297761,-10.294999880266118
132,136.58999633789062,588.260009765625,4.306757636265045,-9.50600051265485
133,134.40499877929688,574.0999755859375,4.2714183311638045,-4.604156033154709
134,133.3300018310547,573.9400024414062,4.304657575634462,-8.999119636632372
135,134.88999938964844,570.989990234375,4.233004617228823,0.5608557131427006
136,134.13999938964844,566.5499877929688,4.223572315273839,1.822986285616821
137,135.6199951171875,569.8300170898438,4.201666698169845,4.813939373656694
138,134.69400024414062,565.4000244140625,4.197663024256777,5.320341305663192
139,133.39500427246094,559.9299926757812,4.19753345134363,5.286316035601658
140,133.2100067138672,558.6699829101562,4.193904021866539,5.762461084858387
141,134.3800048828125,563.6300048828125,4.194299630918543,5.759911469260032
142,136.8800048828125,565.219970703125,4.129309983492684,14.762851878721449
143,136.5399932861328,565.9400024414062,4.1448661950306676,12.602135756174675
144,136.7899932861328,565.0753784179688,4.130970145133078,14.52605040258959
145,135.38999938964844,561.8200073242188,4.149641848415386,11.849419869253666
146,135.16000366210938,559.5900268554688,4.1402042889433845,13.10487106797575
147,141.02499389648438,560.9299926757812,3.9775218362180316,36.61582188417265
148,143.8800048828125,566.1699829101562,3.9350150381999973,43.47297711505689
149,144.88999938964844,566.7999877929688,3.911933122925138,47.122483073644275
150,146.10000610351562,573.6400146484375,3.926351750060837,45.409451281132306
151,146.8800048828125,578.0,3.9351850543656672,44.35444750094166
152,148.5800018310547,582.469970703125,3.920244740375168,47.08764010326911
153,148.3699951171875,579.52001953125,3.905911158610783,49.14775870409699
154,144.72000122070312,567.8599853515625,3.923852823118457,45.342175649902174
155,145.25,569.1900024414062,3.918691927307444,46.25784950845298
156,143.47000122070312,565.2999877929688,3.9401964381623937,42.605720093608966
157,143.10000610351562,563.3200073242188,3.93654775190383,43.017971129622424
158,142.42250061035156,560.7008056640625,3.936883591154343,42.76647192608118
159,141.0749969482422,557.52001953125,3.951940681138514,40.23766608409312
160,139.67999267578125,554.4000244140625,3.9690725478552267,37.44680142195568
161,142.52999877929688,570.0850219726562,3.9997546260799077,33.837742826891485
162,141.4803924560547,566.8900146484375,4.006845081550926,32.58539760699739
163,141.63999938964844,568.9500122070312,4.016873867966228,31.20168056087573
164,140.4600067138672,565.364990234375,4.025095850850178,29.786881826983745
