,abbv,jnj,Ratio,Spread
0,162.30499267578125,177.98379516601562,1.096600863791998,6.281527821510281
1,161.72000122070312,177.77999877929688,1.0993074291205098,5.821181734003119
2,161.46499633789062,177.24000549316406,1.0976992506924645,6.071667246405866
3,161.52000427246094,176.94920349121094,1.0955250050187169,6.424919914006239
4,161.8699951171875,176.92999267578125,1.0930376105076849,6.841476337744126
5,162.1300048828125,177.5500030517578,1.0951088490997758,6.51665579328747
6,162.1999969482422,177.75999450683594,1.0959309361982228,6.386126530532209
7,162.89999389648438,178.0,1.0926949457905506,6.9408295773314705
8,163.88999938964844,179.6999969482422,1.0964671280582867,6.364788700617595
9,163.5500030517578,179.00999450683594,1.0945276133696284,6.6687923259483455
10,163.09500122070312,178.5850067138672,1.0949753541017648,6.5772152371042125
11,163.3300018310547,179.02000427246094,1.0960631988337064,6.4090145444281745
12,163.25999450683594,178.72000122070312,1.0946956219162427,6.629538080516198
13,163.75,179.66000366210938,1.0971603277075381,6.245840278757726
14,164.00999450683594,179.60000610351562,1.0950552534530442,6.6010103455244575
15,164.19000244140625,179.86000061035156,1.0954381992566045,6.545379362305908
16,164.44500732421875,180.00999450683594,1.0946516250987746,6.684893239551599
17,164.11000061035156,179.8699951171875,1.0960331146683442,6.444558547567453
18,164.0500030517578,179.82000732421875,1.096129253149026,6.426430940446039
19,163.15499877929688,178.71499633789062,1.0953694197236463,6.515341013170911
20,162.11000061035156,177.22999572753906,1.0932699713790637,6.813952209693838
21,161.4499969482422,175.98500061035156,1.090027896790664,7.309643279195825
22,161.80999755859375,176.4499969482422,1.0904764823591762,7.253356665193024
23,161.47999572753906,176.27999877929688,1.091652238316438,7.048702810295595
24,161.58999633789062,176.9499969482422,1.0950553930221847,6.503588649297853
25,162.0,178.10000610351562,1.099382753725405,5.819057825769704
26,162.17999267578125,177.89849853515625,1.096920129296086,6.2249115943995434
27,162.7100067138672,178.1999969482422,1.0951999852204224,6.525139636586118
28,163.5,176.47940063476562,1.079384713362481,9.142617590161223
29,163.7899932861328,176.24000549316406,1.0760120441868612,9.711242939980849
30,163.02999877929688,176.35000610351562,1.081702799631685,8.738418389575799
31,162.66000366210938,176.5800018310547,1.085577264573663,8.088366145916183
32,162.27499389648438,176.61000061035156,1.0883377430475303,7.621264677129261
33,161.55999755859375,176.1199951171875,1.0901213034081236,7.299532780307459
34,161.88999938964844,176.4499969482422,1.0899375972171679,7.344182973095542
35,165.2100067138672,178.98500061035156,1.0833786897687243,8.578393133879274
36,165.22999572753906,178.97000122070312,1.083156847112803,8.61608610799317
37,164.7899932861328,178.4499969482422,1.0828934050527623,8.636554348663736
38,164.64500427246094,179.06500244140625,1.0875823608050843,7.856942413064104
39,164.39999389648438,178.35499572753906,1.084884442513067,8.288788145433955
40,163.67999267578125,178.07940673828125,1.0879729637514248,7.746957686916062
41,163.44000244140625,177.66000366210938,1.0870044114555188,7.893899162727337
42,166.7906036376953,180.02000427246094,1.0793174216426646,9.337845685843831
43,166.85000610351562,180.13999938964844,1.0796523392266917,9.2852903582166
44,167.72000122070312,180.63999938964844,1.0770331390109154,9.772998306217687
45,167.72000122070312,181.1999969482422,1.0803720225937794,9.213000747623937
46,167.77999877929688,180.99000549316406,1.078734097091299,9.491107602792198
47,168.11000061035156,181.38999938964844,1.0789958879964405,9.465765730150594
48,168.91000366210938,182.2899932861328,1.0792137193412712,9.474017589344413
49,171.02000427246094,181.55999755859375,1.0616301778904238,12.599503052353128
50,171.5399932861328,182.3800048828125,1.0631923284420228,12.369840744480314
51,172.375,182.38189697265625,1.0580530643808919,13.315934168149653
52,173.3000030517578,182.41000366210938,1.0525678040965225,14.337986092344863
53,174.14500427246094,181.9199981689453,1.0446466663167662,15.787323891254744
54,173.38999938964844,181.74000549316406,1.0481573685501386,15.110157361425422
55,173.27999877929688,181.8699951171875,1.0495729247368677,14.855283729454385
56,173.1999969482422,180.91000366210938,1.04451505109536,15.724448876629992
57,174.3699951171875,182.36000061035156,1.0458221352119341,15.602754200186581
58,174.71499633789062,182.8699951171875,1.046676009216321,15.484440567215927
59,175.6999969482422,183.0,1.0415481114317164,16.472709698141927
60,175.0500030517578,182.19000244140625,1.0407883419889876,16.544767324629788
61,175.4499969482422,182.52000427246094,1.040296423181497,16.668879709740736
62,175.10000610351562,182.24000549316406,1.040776694122029,16.55153288072941
63,171.2899932861328,181.3000030517578,1.058438964084164,13.166016859594748
64,172.1199951171875,181.4199981689453,1.0540320899116105,13.988325198130525
65,171.57850646972656,180.72000122070312,1.0532787872972276,14.073568534216236
66,170.47000122070312,180.3800048828125,1.0581334169715828,13.155075688396408
67,170.2949981689453,180.50999450683594,1.0599841243003307,12.826404598545423
68,170.16000366210938,180.02999877929688,1.0580042013679465,13.153140675881644
69,169.97999572753906,179.91000366210938,1.0584186856345563,13.068772269451756
70,166.56100463867188,179.0164031982422,1.0747797996691384,10.080782358954622
71,168.8000030517578,180.5399932861328,1.0695497039225483,11.099133581396842
72,168.36000061035156,180.39999389648438,1.071513383478763,10.739596939254909
73,168.38999938964844,180.3249969482422,1.0708771162293111,10.848651587542179
74,168.21499633789062,180.47000122070312,1.0728532244425824,10.504965849253693
75,167.22000122070312,179.4600067138672,1.0731970183220443,10.385339550118431
76,167.3300018310547,179.88999938964844,1.0750612407885765,10.080230882284752
77,161.08999633789062,179.6699981689453,1.115339265338877,3.2159359967142223
78,158.74000549316406,180.07000732421875,1.1343706759035814,0.14797550561053185
79,157.65499877929688,180.0850067138672,1.1422727354555395,-1.0988351134912477
80,159.05999755859375,180.4600067138672,1.1345404846205294,0.12126402422524052
81,158.72000122070312,180.13999938964844,1.1349546245224658,0.055272532368491056
