,v,msft,Ratio,Spread
0,209.8300018310547,319.07000732421875,1.5206119455744895,-44.94174686685939
1,212.52000427246094,323.0849914550781,1.5202568462254853,-45.425601928988
2,211.1999969482422,321.75,1.5234375220130794,-45.8233658654067
3,212.40499877929688,323.0299987792969,1.5208210759434473,-45.52157537640586
4,212.46389770507812,322.54998779296875,1.5181402171238594,-44.96424858331791
5,212.8000030517578,323.2300109863281,1.5189379997692538,-45.203070928102605
6,211.8300018310547,323.6600036621094,1.5279233388301854,-46.90637081521062
7,207.52999877929688,319.2799987792969,1.5384763680302596,-48.17092057590823
8,208.4499969482422,318.3900146484375,1.5274167393127536,-46.07326754946094
9,207.9199981689453,319.4200134277344,1.5362640257825981,-47.79898840958562
10,207.75999450683594,318.55999755859375,1.5333076914772066,-47.14900713880856
11,208.7899932861328,319.0249938964844,1.5279707081520992,-46.2619382984865
12,208.32000732421875,319.69000244140625,1.5346101728186714,-47.54389092734853
13,208.72999572753906,320.1700134277344,1.533895558766077,-47.485715796622415
14,211.88999938964844,319.95001220703125,1.5099816561831654,-43.11762139324658
15,213.35000610351562,322.04998779296875,1.5094913455812737,-43.30106632161956
16,214.41000366210938,325.0299987792969,1.5159273971727296,-44.88963314629201
17,215.63099670410156,325.5315856933594,1.5096697166412874,-43.78843935022151
18,215.4842987060547,326.4949951171875,1.5151683768967508,-44.94441721088613
19,215.0500946044922,326.7701110839844,1.51950693946432,-45.78950690751647
20,215.4600067138672,327.3699951171875,1.519400282725962,-45.85130497367409
21,216.44000244140625,329.0450134277344,1.5202597011465664,-46.23989642174719
22,218.4407958984375,330.6600036621094,1.5137282498084625,-45.228472706491644
23,218.49000549316406,331.010009765625,1.5149892509659046,-45.51388205435951
24,218.3800048828125,330.54998779296875,1.513645848530634,-45.19825636432803
25,217.5825958251953,330.45001220703125,1.5187336604464128,-46.145028639908915
26,217.8000030517578,331.81500244140625,1.5234848383475643,-47.22463140933213
27,217.9499969482422,333.2699890136719,1.529112152696269,-48.48272306438305
28,218.27000427246094,335.55999755859375,1.5373619415873685,-50.35266241257774
29,217.64999389648438,335.0299987792969,1.539306263149445,-50.63654269443931
30,217.24000549316406,334.42999267578125,1.5394493841803223,-50.57472270797793
31,217.39100646972656,334.6199035644531,1.5392536655422846,-50.566416699319475
32,217.19000244140625,335.1099853515625,1.5429346727963174,-51.32035369949803
33,217.58999633789062,335.4200134277344,1.5415231355896903,-51.10531530976267
34,216.63999938964844,334.489990234375,1.5439899888144004,-51.4223399954342
35,216.1699981689453,340.2200012207031,1.5738539302517267,-57.769315095704215
36,216.49000549316406,340.114990234375,1.5710424574085686,-57.24423491264896
37,217.17999267578125,340.6099853515625,1.568330402607779,-56.83349338064683
38,217.5399932861328,340.8299865722656,1.5667463321283093,-56.580926770032775
39,217.97000122070312,341.2950134277344,1.565788922862646,-56.48148814614963
40,217.38999938964844,341.4700927734375,1.5707718557990733,-57.41792788841941
41,217.652099609375,342.45001220703125,1.5733825348877122,-58.05379198193198
42,219.18460083007812,341.9200134277344,1.5599636659365788,-55.51210000675037
43,219.30999755859375,341.7900085449219,1.5584789218448865,-55.21748856954612
44,218.47000122070312,341.6000061035156,1.5636014290054583,-56.13013772454606
45,218.3800048828125,341.5580139160156,1.564053513504147,-56.20628248737491
46,218.13999938964844,341.04998779296875,1.5634454421345014,-56.01330826187338
47,218.1999969482422,341.3299865722656,1.5642987687723493,-56.214549074284335
48,218.07000732421875,341.25,1.5648644404942933,-56.30519808693761
49,217.69580078125,341.92498779296875,1.5706549532232343,-57.471401642853905
50,217.97500610351562,341.2799987792969,1.5656840886483292,-56.45990365713773
51,217.88479614257812,339.9014892578125,1.5600055408886346,-55.199811506006725
52,217.8000030517578,340.6600036621094,1.564095495357524,-56.06963263003526
53,218.67999267578125,341.0350036621094,1.5595162570164056,-55.28948239903913
54,218.8000946044922,341.9984130859375,1.5630633693469889,-56.09523567908316
55,218.1699981689453,341.9599914550781,1.567401541573434,-56.88393294053982
56,218.97000122070312,342.9100036621094,1.5660136171643224,-56.78379218575493
57,218.8300018310547,342.20001220703125,1.5637710064601793,-56.25757599674451
58,218.2554931640625,341.55999755859375,1.5649548728738907,-56.37171094424316
59,218.47000122070312,340.9049987792969,1.5604201806860762,-55.43513040032731
60,218.74020385742188,340.5,1.5566411386447412,-54.675440350019315
61,218.4199981689453,340.67999267578125,1.5597472554334024,-55.27576261255048
62,217.92999267578125,339.32000732421875,1.5570138059382759,-54.55900070722579
63,217.14999389648438,337.5299987792969,1.5543633813786695,-53.79288579182413
64,216.8000030517578,336.6499938964844,1.5528136031257995,-53.37230905918001
65,216.5050048828125,336.3900146484375,1.553728583921259,-53.49956983499
66,217.30999755859375,337.8817138671875,1.5548374104421208,-53.934566281351195
67,217.8300018310547,337.2300109863281,1.548133903280587,-52.60026097081108
68,217.91000366210938,337.70001220703125,1.5497223924178714,-52.96524489233242
69,216.69000244140625,336.2099914550781,1.5515713123220372,-53.07670290039847
70,221.19000244140625,332.54998779296875,1.5034584932520267,-43.50961136182538
71,220.74000549316406,331.989990234375,1.5039865088915936,-43.54031858487765
72,220.60000610351562,332.6400146484375,1.5078876040118856,-44.37411826500785
73,221.52000427246094,332.32000732421875,1.5001805747325563,-42.84644204520119
74,221.5500030517578,333.7265930175781,1.5063262849046948,-44.21364875511763
75,221.48500061035156,333.5799865722656,1.5061064435650775,-44.15237011726545
76,221.47999572753906,334.739990234375,1.511377987591107,-45.31894361994922
77,223.39999389648438,333.5799865722656,1.4931960415667458,-41.63858486748218
78,222.97000122070312,328.3900146484375,1.472799088893515,-37.013058393004215
79,223.41000366210938,327.7799987792969,1.467167957595306,-35.82545739336463
80,223.91000366210938,327.6400146484375,1.463266532489819,-35.02913016512038
81,223.6999969482422,326.54998779296875,1.4597675111659618,-34.21477622375404
82,223.6199951171875,329.6864013671875,1.4743153947142167,-37.456207097154575
83,222.4600067138672,329.0400085449219,1.4790973595903023,-38.332515038020475
84,224.17999267578125,323.2300109863281,1.44183255217515,-30.264715652024467
85,223.50999450683594,322.9739990234375,1.4450092029936474,-30.888201036029347
86,223.8000030517578,321.6400146484375,1.4371760959004651,-29.17352644774515
87,223.05999755859375,321.3550109863281,1.4406662534904497,-29.859917780565997
88,222.29200744628906,319.989990234375,1.4395029039075642,-29.50302704675484
89,220.96499633789062,317.92999267578125,1.4388251440043278,-29.18497865046182
90,220.0399932861328,315.9800109863281,1.4360117279927294,-28.44923569717101
91,220.19000244140625,317.4599914550781,1.4417547932929242,-29.73230121870451
92,220.27999877929688,315.5299987792969,1.4324042152162575,-27.684171592594414
93,220.02000427246094,315.95001220703125,1.4360058452493063,-28.445476220168263
94,219.9600067138672,314.8870849609375,1.4315651725295466,-27.46130694096043
95,220.52000427246094,314.82000732421875,1.4276256177432616,-26.659128239970887
96,220.4600067138672,315.1199951171875,1.4293748776220376,-27.037873999825553
97,219.74000549316406,313.8399963378906,1.4282333143368104,-26.703010883163035
98,216.88999938964844,312.82000732421875,1.4422979768755018,-29.424185536585544
99,218.55999755859375,312.54998779296875,1.4300420538263285,-26.961982463670285
100,219.5399932861328,313.1120910644531,1.4262189151858318,-26.23765887268083
101,219.8697967529297,313.8800048828125,1.4275721791634857,-26.5726442331888
102,219.0290985107422,313.8399963378906,1.4328689588360721,-27.636208664753628
103,218.49000549316406,314.760009765625,1.4406151396040536,-29.263882054359517
104,216.97999572753906,314.1099853515625,1.4476449052289095,-30.59602661360039
105,207.3699951171875,306.30999755859375,1.477118217539109,-35.410953953568665
106,210.25,308.6199951171875,1.4678715582268134,-33.9404088616251
107,209.9600067138672,305.9800109863281,1.457325210526006,-31.68109491404819
108,210.52999877929688,309.94830322265625,1.4722286848421147,-34.901166434958455
109,210.97999572753906,311.9700012207031,1.4786709998021956,-36.332159651359305
110,211.17999267578125,311.739990234375,1.4761814615316362,-35.83961543207762
111,212.1300048828125,314.0899963378906,1.4806486074961631,-36.94255362656061
112,211.02000427246094,312.29998779296875,1.4799544188698763,-36.60962755903314
113,212.95989990234375,315.239990234375,1.4802786363955536,-37.00315578779818
114,212.9199981689453,314.82000732421875,1.4785835526563316,-36.6355513322214
115,214.07000732421875,315.03338623046875,1.4716372002236464,-35.3393290964852
116,214.60000610351562,314.4464111328125,1.4652674845737628,-34.056631918001145
117,214.86000061035156,315.25,1.4672344740969523,-34.51892958534917
118,214.3800048828125,314.989990234375,1.4693067593060247,-34.889003584813125
119,216.10000610351562,322.4599914550781,1.4921794648197013,-40.101182948112196
120,215.52999877929688,318.6000061035156,1.4782165262746678,-36.98943834196929
121,217.35000610351562,319.2311096191406,1.4687421240149534,-35.23144336871253
122,216.77999877929688,318.9700012207031,1.4713995895232272,-35.71857571569463
123,216.32000732421875,319.07989501953125,1.4750364470046304,-36.43229394731584
124,215.98500061035156,317.7200012207031,1.4710280821485697,-35.512158836936365
125,215.77999877929688,318.2900085449219,1.4750672460169667,-36.35126923468307
126,219.7449951171875,317.7699890136719,1.4460852172956602,-30.62645374837162
127,219.35000610351562,314.3699951171875,1.4331889052641742,-27.74495647722002
128,217.6300048828125,310.0,1.4244359373466269,-25.63278321743657
129,217.7899932861328,310.07000732421875,1.4237109917022144,-25.492775973293494
130,217.17999267578125,309.239990234375,1.4238880222085015,-25.463498263459332
131,216.52000427246094,306.989990234375,1.4178366163713443,-24.07985592920598
132,215.27000427246094,304.82000732421875,1.4159892287567244,-23.550730762511893
133,215.19000244140625,307.0899963378906,1.4270644214593924,-25.92573707536555
134,215.33999633789062,306.885009765625,1.4251184869720663,-25.523855585885162
135,214.9600067138672,308.69000244140625,1.4360345775961147,-27.82765539527772
136,214.05499267578125,307.3699951171875,1.4359393877009259,-27.695647504927155
137,214.58999633789062,307.7699890136719,1.4342233760471352,-27.393349480009324
138,214.91000366210938,309.760009765625,1.441347561710728,-28.96330103523532
139,214.6999969482422,310.20001220703125,1.4448067844258576,-29.678976390743987
140,215.7899932861328,309.55999755859375,1.4345428758975118,-27.608138597207887
141,215.61000061035156,305.6700134277344,1.4176986807775138,-23.954428367006262
142,216.24000549316406,305.37811279296875,1.4122183917657298,-22.835529019935127
143,216.13499450683594,303.8269958496094,1.4057279180674276,-21.422258548627855
144,216.3800048828125,303.989990234375,1.4048894693343337,-21.26363119527368
145,216.17999267578125,303.3500061035156,1.4032288665976076,-20.886200327369654
