,tjx,hd,Ratio,Spread
0,62.81999969482422,314.9599914550781,5.013689796006603,-37.30620670338976
1,63.130001068115234,317.32000732421875,5.026453381203664,-38.29606887958852
2,63.310001373291016,316.6700134277344,5.001895538756534,-36.85050404659819
3,63.310001373291016,316.7450866699219,5.0030813425878256,-36.92557728878569
4,63.665000915527344,317.3399963378906,4.984528261594576,-35.951448959844754
5,64.41500091552734,317.9949951171875,4.936660569704879,-33.29157445713935
6,64.33999633789062,317.7099914550781,4.937985849215456,-33.33807835561106
7,63.209999084472656,312.8699951171875,4.94969149895215,-33.492478956508705
8,62.959999084472656,311.54998779296875,4.948379801832048,-33.2774293929574
9,62.80500030517578,309.5,4.927951572265083,-31.912510016300928
10,62.38999938964844,307.93829345703125,4.935699574764277,-32.185037402516286
11,62.25,306.7449951171875,4.927630443649599,-31.610512710995522
12,61.974998474121094,306.7900085449219,4.9502221234104296,-32.87098641959102
13,62.0,308.4599914550781,4.9751611525012605,-34.43046680955359
14,61.900001525878906,302.8800048828125,4.8930532700582505,-29.292456597427986
15,61.900001525878906,303.2250061035156,4.898626795295708,-29.63745781813111
16,61.849998474121094,302.6300048828125,4.892967054953722,-29.263461637815396
17,61.55070114135742,300.75,4.886215663235048,-28.706300397339987
18,61.25,300.4100036621094,4.9046531210140305,-29.695352298587125
19,61.3650016784668,300.010009765625,4.888943234086142,-28.787070413656124
20,60.58000183105469,299.30999755859375,4.940739328356385,-31.556624900707902
21,60.38999938964844,299.2200012207031,4.954793910330673,-32.30640725152767
22,60.28310012817383,301.8800048828125,5.0077053807942145,-35.438887587941
23,60.439998626708984,300.6000061035156,4.973527679245806,-33.465423954270136
24,60.22829818725586,300.9100036621094,4.996156503153215,-34.711101686905636
25,60.709999084472656,302.510009765625,4.982869615015292,-34.18207121162061
26,60.712501525878906,301.6700134277344,4.968828591244038,-33.33101450552016
27,60.880001068115234,301.8900146484375,4.958771507094252,-32.810696049814226
28,61.20000076293945,302.95989990234375,4.950325100090612,-32.46623671889154
29,61.81999969482422,303.68499755859375,4.912406972787793,-30.45104384957517
30,62.08000183105469,303.8399963378906,4.894329693558397,-29.456877116000157
31,62.15999984741211,304.04998779296875,4.891409082035691,-29.31329085502972
32,62.2400016784668,304.75,4.896368762557963,-29.65970848569509
33,62.005001068115234,305.6199951171875,4.928957178493561,-31.568366595560747
34,62.08000183105469,305.739990234375,4.924935264441836,-31.356871012484532
35,61.09000015258789,303.8599853515625,4.973972574768284,-33.85250628045475
36,61.54999923706055,305.3999938964844,4.961819621154384,-33.3593965922247
37,61.290000915527344,305.8399963378906,4.990047181748507,-34.94854768618541
38,61.7599983215332,307.17498779296875,4.973688409021043,-34.206230016224595
39,61.900001525878906,306.1700134277344,4.946203649118361,-32.58246514234986
40,61.775001525878906,304.8900146484375,4.935491818979759,-31.85494524338668
41,61.720001220703125,304.9700012207031,4.941185923347084,-32.178023871824564
42,60.40999984741211,297.4700012207031,4.924184770271049,-30.46800860743616
43,60.255001068115234,296.30999755859375,4.9176000714634505,-29.993073361639063
44,60.064998626708984,296.0400085449219,4.928660872611464,-30.562863036677584
45,60.30500030517578,297.4075012207031,4.931722074714551,-30.8695888436784
46,60.130001068115234,296.6700134277344,4.933810213834301,-30.905568111113382
47,60.20000076293945,297.45001220703125,4.941030040487118,-31.376180066248764
48,60.529998779296875,298.5400085449219,4.932100025864064,-31.007640927423438
49,59.63999938964844,294.8349914550781,4.943578042796759,-31.236270767904955
50,59.883201599121094,295.95001220703125,4.942120733427434,-31.276378844784972
51,60.34000015258789,299.45001220703125,4.962711492372913,-32.75740641792578
52,61.32849884033203,300.9599914550781,4.907343195186036,-29.89838848024283
53,61.459999084472656,301.8949890136719,4.912056516609078,-30.252177177665146
54,61.43000030517578,304.1300048828125,4.950838407487165,-32.619782582784296
55,61.349998474121094,302.8599853515625,4.936593201046551,-31.703357627900232
56,61.834999084472656,310.2099914550781,5.016738029401455,-36.909742978070256
57,61.86980056762695,310.3739929199219,5.016566888407321,-36.9199277673377
58,61.91999816894531,310.8739013671875,5.020573490958206,-37.197971298028904
59,61.75,310.9700012207031,5.03595143677252,-38.04543433584604
60,61.900001525878906,311.0799865722656,5.025524699578732,-37.49243828688111
61,61.77000045776367,312.0350036621094,5.0515622688957045,-39.02203813316078
62,61.54999923706055,311.32000732421875,5.0580018063877805,-39.27941001995907
63,62.86000061035156,310.1700134277344,4.934298606682748,-32.339431387863044
64,62.290000915527344,308.17999267578125,4.947503421836677,-32.868712981406304
65,62.369998931884766,309.3399963378906,4.95975631931188,-33.67513892746712
66,62.06999969482422,308.0299987792969,4.962622849907672,-33.69108730961085
67,62.0,307.4549865722656,4.9589513963268645,-33.42546192674109
68,62.01499938964844,307.3500061035156,4.956059165177039,-33.2541866900018
69,61.86399841308594,306.7200012207031,4.957972473305628,-33.29158061087372
70,63.474998474121094,309.6098937988281,4.87766681751173,-29.06112510949265
71,63.84000015258789,308.9800109863281,4.83991244122519,-26.817996547878522
72,63.69499969482422,307.9800109863281,4.835230590500407,-26.45887407230373
73,63.58000183105469,308.7250061035156,4.855693570501339,-27.712140317620538
74,63.06999969482422,306.9599914550781,4.86697309244269,-28.201248942722316
75,62.849998474121094,305.4200134277344,4.859507093759009,-27.633639140067487
76,62.81999969482422,306.2900085449219,4.875676695843048,-28.636223793233512
77,63.09000015258789,306.760009765625,4.862260406145236,-27.912868609177735
78,63.52000045776367,309.010009765625,4.864767121201375,-28.262339912004336
79,63.150001525878906,308.6899108886719,4.888201162784938,-29.577573799950187
80,63.20000076293945,310.29998779296875,4.909809874162676,-30.966662524177025
81,63.470001220703125,309.9599914550781,4.883566810992482,-29.433309781527498
82,63.560001373291016,311.2699890136719,4.8972621505397385,-30.345521871868243
83,63.7599983215332,310.4700012207031,4.869353974180553,-28.661581358619458
84,63.810001373291016,308.6499938964844,4.837015941919039,-26.620568994013297
85,63.724998474121094,309.1499938964844,4.851314261263279,-27.496267446481454
86,63.369998931884766,307.04998779296875,4.845352579585982,-26.965299339875514
87,63.150001525878906,306.7900085449219,4.858115615709038,-27.677671456200187
88,63.07500076293945,307.489990234375,4.8749898773690505,-28.70914384591697
89,62.95000076293945,305.4949951171875,4.852978418024763,-27.26662760906322
90,62.689998626708984,304.6600036621094,4.859786414675552,-27.580801666856985
91,62.56999969482422,302.1600036621094,4.829151432569113,-25.611176671088458
92,62.61000061035156,299.8599853515625,4.789330497179159,-23.134361072358615
93,62.564998626708984,299.9700012207031,4.7945338097177865,-23.44327810578443
94,62.63999938964844,300.6000061035156,4.7988507189096685,-23.741792288333215
95,62.72999954223633,301.0799865722656,4.799617228907318,-23.823987288830267
96,62.439998626708984,300.29998779296875,4.809416950635776,-24.325743558383806
97,62.45000076293945,300.2799987792969,4.808326583039789,-24.261546792507488
98,64.33000183105469,304.3699951171875,4.73138483528312,-20.042256049290074
99,65.0199966430664,305.8599853515625,4.704091066485448,-18.48258579425459
100,65.0,306.385009765625,4.713615534855769,-19.09599199209123
101,65.18000030517578,304.8500061035156,4.677048246029361,-16.7654173934759
102,65.1500015258789,305.73419189453125,4.692773365064119,-17.78219272047005
103,65.48500061035156,307.7699890136719,4.699854717036088,-18.337350486792445
104,65.41999816894531,307.8699951171875,4.706053251822507,-18.724656398684772
105,66.3499984741211,311.2149963378906,4.690504950942475,-17.959213400879605
106,66.79000091552734,313.42498779296875,4.69269326990088,-18.224468406579945
107,66.83000183105469,314.3500061035156,4.70372583406758,-18.972689428943852
108,67.23999786376953,315.1499938964844,4.686942354385387,-17.960564029148088
109,66.95999908447266,314.42999267578125,4.695788485288292,-18.478110105090934
110,66.92500305175781,315.81500244140625,4.7189389322427715,-20.01779642247925
111,66.80000305175781,315.1400146484375,4.717664674420171,-19.895287509844252
112,67.91500091552734,315.1400146484375,4.640212182878544,-14.967185339045216
113,68.05500030517578,313.0,4.599221197508325,-12.20839704228473
114,67.56500244140625,312.3500061035156,4.622955595604276,-13.724110914930804
115,67.18499755859375,312.3949890136719,4.64977302025239,-15.44865120250779
116,66.46499633789062,311.07000732421875,4.6802079961431176,-17.30595325907848
