,crm,v,Ratio,Spread
0,218.0399932861328,225.32000732421875,1.0333884345177557,52.44814701538877
1,219.4600067138672,226.14999389648438,1.0304838557274794,53.42716118199962
2,219.6699981689453,226.50999450683594,1.031137599102769,53.3346754345182
3,219.32000732421875,227.0,1.0350172917167013,52.39880535701667
4,220.5800018310547,227.67999267578125,1.032187826574435,53.32396017444131
5,221.91000366210938,228.08999633789062,1.0278490945599335,54.60828858560234
6,221.3000030517578,228.19000244140625,1.0311342037715066,53.731183101694455
7,218.125,224.9199981689453,1.0311518540696634,52.95644895521747
8,215.72999572753906,224.61500549316406,1.0411857875195367,50.21036872290182
9,216.89999389648438,225.08999633789062,1.0377593484180314,51.225876144436825
10,215.9550018310547,224.7550048828125,1.0407492439496364,50.35701183927597
11,214.50999450683594,223.4499969482422,1.041676391172167,49.82117850703918
12,214.0500030517578,223.25,1.0429805971365373,49.435177558458065
13,214.89999389648438,223.9499969482422,1.042112625913415,49.81801126245966
14,215.0399932861328,221.05499267578125,1.027971538213568,52.89136525638793
15,214.80499267578125,223.30999755859375,1.039594074499235,50.33698554411296
16,214.22500610351562,223.66000366210938,1.0440424660510206,49.24811590784827
17,214.7960968017578,224.08999633789062,1.043268474960746,49.54565402502146
18,214.14999389648438,224.6999969482422,1.0492645498596533,48.11256216060008
19,214.1790008544922,224.97500610351562,1.0504064600448761,47.87450590129498
20,212.36000061035156,222.17999267578125,1.0462421926784973,48.35223646296731
21,211.61000061035156,224.8699951171875,1.0626624189243885,44.70678491970148
22,210.86000061035156,225.1750030517578,1.0678886578771236,43.44632788327158
23,210.839599609375,225.39999389648438,1.0690591061360655,43.195347547798235
24,210.86000061035156,225.27670288085938,1.0683709676030422,43.344628054170016
25,212.02499389648438,226.42999267578125,1.0679400976015578,43.675460644458894
26,211.17999267578125,225.60000610351562,1.0682830472954559,43.42897300686974
27,212.35000610351562,226.36000061035156,1.0659759552820847,44.15949620495712
28,216.6103057861328,227.24000549316406,1.0490729176917664,48.706823996023616
29,217.6199951171875,228.77000427246094,1.051236142842799,48.46310090274466
30,219.9600067138672,228.85000610351562,1.0404164353441439,51.364115042874744
31,218.80999755859375,227.66000366210938,1.040446077429098,51.089083864899294
32,219.86000061035156,227.7100067138672,1.0357045669140512,52.37671344347723
33,219.11000061035156,227.39999389648438,1.037834846711881,51.731277159000456
34,218.8699951171875,227.74000549316406,1.040526388147573,51.08551485180749
35,211.16000366210938,227.00999450683594,1.07506152003146,41.993519956669616
36,210.6699981689453,226.99000549316406,1.0774671641242957,41.38927522587505
37,209.22000122070312,226.50999450683594,1.0826402503835848,40.022088503006955
38,211.05999755859375,227.10479736328125,1.07602008902816,41.77131611117835
39,210.80999755859375,226.1199951171875,1.0726246275598879,42.43763532331889
40,209.87890625,226.02000427246094,1.0769067187878054,41.35147902865191
41,210.1999969482422,226.24000549316406,1.0763083195898973,41.540525566950066
42,200.82000732421875,221.61000061035156,1.1035255080564155,34.221060234128686
43,199.63999938964844,221.38999938964844,1.1089461033184502,32.93781142646861
44,198.80999755859375,221.02000427246094,1.1117147376218914,32.25044053829211
45,199.98500061035156,220.75999450683594,1.1038827603724248,34.007324451229465
46,199.14999389648438,218.96749877929688,1.0995104468499928,34.73607829235368
47,200.0399932861328,219.2899932861328,1.0962307570789869,35.54738260884466
48,200.82000732421875,219.0,1.0905287920163758,36.83106084448025
49,201.77000427246094,215.75,1.0692867890742626,41.29129248577004
50,199.0749969482422,215.33670043945312,1.0816863179228824,38.27133560974383
