,qcom,crm,Ratio,Spread
0,158.3699951171875,218.0399932861328,1.3767759045821266,-14.661500045450481
1,158.24000549316406,219.4600067138672,1.38688068184722,-16.248445939472077
2,158.0050048828125,219.6699981689453,1.3902724051802526,-16.760224800735188
3,158.0749969482422,219.32000732421875,1.3874427427383076,-16.320350258055868
4,159.3300018310547,220.5800018310547,1.3844222638304262,-15.968669511083533
5,161.2100067138672,221.91000366210938,1.37652747608887,-14.88437209265851
6,161.19000244140625,221.3000030517578,1.3729139506167698,-14.300060936855914
7,158.77999877929688,218.125,1.3737561511333192,-14.219980715282219
8,155.6199951171875,215.72999572753906,1.3862614220305467,-15.88304806781116
9,155.36000061035156,216.89999389648438,1.3961122106357178,-17.386930764643324
10,155.5749969482422,215.9550018310547,1.388108668277205,-16.16584074757762
11,153.3699951171875,214.50999450683594,1.3986438112808985,-17.55249323152529
12,152.07510375976562,214.0500030517578,1.4075282394013322,-18.755399176854155
13,152.8000030517578,214.89999389648438,1.4064135445317465,-18.67447551566363
14,154.11000061035156,215.0399932861328,1.3953668965963821,-17.13217814563467
15,153.82000732421875,214.80499267578125,1.3964697857738335,-17.26958644733722
16,153.94000244140625,214.22500610351562,1.3916136332728426,-16.535502338402637
17,153.67999267578125,214.7960968017578,1.3976841946818233,-17.440497159844085
18,153.74000549316406,214.14999389648438,1.3929360364567334,-16.717325890923775
19,154.125,214.1790008544922,1.3896447744005982,-16.25192352191044
20,152.80999755859375,212.36000061035156,1.3896996531848242,-16.121647299912553
21,146.89999389648438,211.61000061035156,1.4405038080496193,-22.961264505856832
22,145.3699951171875,210.86000061035156,1.4505056593031487,-24.176086479635586
23,144.69500732421875,210.839599609375,1.457131130564483,-25.02250371773428
24,143.0500030517578,210.86000061035156,1.474030032240258,-27.1554165620056
25,145.1199951171875,212.02499389648438,1.461032256273642,-25.662129364036957
26,145.43870544433594,211.17999267578125,1.4520205747885084,-24.407840853353633
27,147.00999450683594,212.35000610351562,1.4444596560653662,-23.56000739197023
28,151.47000122070312,216.6103057861328,1.4300541628075607,-22.092773619538434
29,152.14999389648438,217.6199951171875,1.4302990722776223,-22.229217449052527
30,152.6804962158203,219.9600067138672,1.4406555661369116,-23.88795881971879
31,152.9600067138672,218.80999755859375,1.4305046283628116,-22.379002732006143
32,152.85499572753906,219.86000061035156,1.4383566566724948,-23.56386072366169
33,153.44000244140625,219.11000061035156,1.427984861340331,-22.06259604177575
34,153.80999755859375,218.8699951171875,1.422989393350775,-21.347443413674142
35,148.1999969482422,211.16000366210938,1.4248313630927774,-20.84180572755554
36,146.08560180664062,210.6699981689453,1.442099670081031,-23.067103077560375
37,145.83839416503906,209.22000122070312,1.4346016521817828,-21.934569785418603
38,146.08999633789062,211.05999755859375,1.4447258734296524,-23.451459017239245
