,nvda,nflx,Ratio,Spread
76,241.89505004882812,362.1499938964844,1.4971368526283693,11.612189839966566
77,231.0133819580078,355.8800048828125,1.5405168387496364,0.9986603774561382
78,219.00254821777344,348.0,1.589022606503889,-9.7568170642354
79,214.8756866455078,344.1000061035156,1.6013910716255033,-12.259880403320603
80,221.86036682128906,350.42999267578125,1.579506956093949,-7.7527438604722025
81,212.41758728027344,341.1300048828125,1.60594049320742,-13.103758240759015
82,217.66358947753906,337.8599853515625,1.552211769375542,-1.6942720133739562
83,221.81039428710938,348.6099853515625,1.571657570295488,-6.010271726362413
84,214.6558837890625,226.19000244140625,1.0537330654475703,105.30908679664537
85,201.67579650878906,218.22000122070312,1.0820336649132463,93.1397544528715
86,195.0009002685547,215.52000427246094,1.105225688577065,85.48327544007367
87,198.86795043945312,209.91000366210938,1.0555245488187304,97.09322132202982
88,187.73646545410156,198.39999389648438,1.056800517771492,91.33210768552925
89,184.00930786132812,188.5399932861328,1.0246220448164451,95.40921420684697
90,197.6688690185547,199.52000427246094,1.0093648294903357,105.62277862180565
91,185.32830810546875,190.36000061035156,1.0271501561543384,95.63570975389507
92,195.18077087402344,199.4600067138672,1.021924474530361,101.82235233332528
93,195.87025451660156,199.8699951171875,1.020420357396569,102.4821364797038
94,203.18463134765625,204.00999450683594,1.0040621338026667,109.69080306095083
95,188.29603576660156,188.32000732421875,1.00012730781888,102.28029898807762
96,186.60731506347656,180.97000122070312,0.9697904991513551,107.01016018785606
97,169.37049865722656,173.10000610351562,1.022019817358139,88.1362677101825
98,175.81556701660156,177.66000366210938,1.0104907470755058,93.57615526272917
99,166.17294311523438,166.3699951171875,1.0011858248295962,89.9050918985613
100,161.6264190673828,174.30999755859375,1.0784746612861793,74.91090234874065
101,176.92471313476562,187.63999938964844,1.0605641013345652,85.31706195773381
102,172.5081024169922,186.50999450683594,1.0811665764892475,79.594447551548
103,181.63113403320312,190.55999755859375,1.049159322672942,89.69933983068438
104,169.2506103515625,177.19000244140625,1.0469090898600146,83.86025794063198
105,171.1091766357422,183.47999572753906,1.0722978120462348,80.45393450513802
106,166.8124542236328,186.35000610351562,1.1171228609447248,70.91731827182304
107,168.85089111328125,187.44000244140625,1.110091875770165,72.99007111922913
108,161.41656494140625,180.33999633789062,1.1172335156763715,68.55530312072054
109,169.6203155517578,187.8300018310547,1.1073555736532066,73.79387690858664
110,178.37359619140625,191.39999389648438,1.0730287328574122,83.80509079184645
111,187.96627807617188,195.19000244140625,1.03843095920805,94.89866631563979
112,186.5773468017578,197.44000244140625,1.0582206566115995,90.49366152795477
113,183.06002807617188,192.91000366210938,1.0538073531914838,89.56634299207377
114,195.7703094482422,205.08999633789062,1.0476052110042375,97.10706487878275
115,187.05697631835938,198.97999572753906,1.0637400413705365,89.69784034279758
116,187.7164764404297,197.13999938964844,1.0502008301450791,92.56108811632163
117,189.11538696289062,198.61000061035156,1.0502053999938357,93.26157504645812
118,186.3769073486328,202.8300018310547,1.088278610888446,84.79266908265095
119,180.38023376464844,192.77000427246094,1.0686869633619507,85.54849117790337
120,169.64617919921875,182.94000244140625,1.0783620551016142,78.72400519815409
121,156.38351440429688,169.69000244140625,1.0850888157092329,71.39623676783648
122,158.27247619628906,167.5399932861328,1.0585541928234585,76.47707610922879
123,165.17864990234375,180.11000061035156,1.0903951613409812,74.62238470833455
124,155.9237518310547,173.35000610351562,1.111761383803428,67.02288568185745
125,158.71221923828125,175.50999450683594,1.1058379458694072,69.18936088661735
126,165.5684356689453,170.91000366210938,1.0322619946947167,84.42715613942664
127,163.50958251953125,178.88999938964844,1.0940643149662497,73.25273425426545
128,162.16030883789062,181.7100067138672,1.1205578480707021,68.33925312223747
129,171.1653289794922,190.85000610351562,1.115003880992639,73.17104764049003
130,168.5967559814453,189.13999938964844,1.121848390786736,70.89576925762361
131,159.73165893554688,179.60000610351562,1.124385781130501,66.68106716816055
132,155.33409118652344,178.36000061035156,1.1482347451737356,61.09799960660295
133,151.50619506835938,174.8699951171875,1.1542101960800113,58.64880953742031
134,145.14971923828125,179.9499969482422,1.2397543577251566,43.70637887423974
135,149.55728149414062,185.8800048828125,1.2428683045438675,44.61495103241288
136,151.21636962890625,184.05999755859375,1.2171962467442359,49.00912666824926
137,158.49234008789062,189.27000427246094,1.194190231322869,55.088196284512925
138,158.29244995117188,186.97999572753906,1.1812312955243056,57.06806406899893
139,151.43624877929688,177.33999633789062,1.1710538115371958,56.070282725431845
140,150.73663330078125,174.4499969482422,1.15731652703257,57.874789453554776
141,151.55618286132812,176.55999755859375,1.1649804991469321,57.03636596099023
142,153.63502502441406,174.77999877929688,1.1376312058498554,62.04180497395283
143,157.53286743164062,189.11000061035156,1.2004479045772047,53.75952429653018
144,160.92098999023438,190.9199981689453,1.186420728461411,57.206388952457
145,169.82608032226562,201.6300048828125,1.1872735006319115,60.31312944114013
146,177.97157287597656,216.44000244140625,1.2161492925178408,58.14132052057318
147,180.40023803710938,223.8800048828125,1.2410183452017347,54.469528318462615
148,173.09426879882812,220.44000244140625,1.2735257150403045,46.57390964080543
149,170.14588928222656,218.50999450683594,1.2842508004668056,43.929341358946836
150,165.23861694335938,213.91000366210938,1.2945521308462271,40.91542388470749
151,177.80165100097656,226.75,1.2752974942777926,47.56767964074175
152,179.7406005859375,226.02000427246094,1.257478853056332,51.30606441937585
153,181.5296173095703,224.89999389648438,1.2389162563646718,55.20183460125333
154,184.30807495117188,226.2100067138672,1.22734723789935,58.20275467906175
155,185.1575927734375,221.4199981689453,1.1958461700238197,64.31083778096882
156,188.8255615234375,226.72999572753906,1.2007378338943626,64.69189950150582
157,192.0437774658203,229.91000366210938,1.1971749707070225,66.50513413508565
158,189.7850341796875,226.77999877929688,1.1949308846164484,66.13057209984015
159,177.83164978027344,233.49000549316406,1.3129834075186357,40.87421893651027
160,170.7655487060547,229.94000244140625,1.346524543057633,33.46076978172767
161,180.86997985839844,244.11000061035156,1.3496435439505394,34.96836337794782
162,179.32083129882812,242.6999969482422,1.3534400615386186,33.9747761466793
163,186.98658752441406,249.3000030517578,1.3332507232327973,39.26862085614443
164,190.21481323242188,249.11000061035156,1.3096246100768512,44.46739657858979
165,188.68563842773438,245.69000244140625,1.3021128925798147,45.514794255333534
166,183.2486572265625,241.14999389648438,1.3159714103571007,41.61902146613449
167,187.626220703125,245.1699981689453,1.3066936873224666,44.39105249748446
168,178.39134216308594,241.16000366210938,1.3518593488782664,34.07261489678536
169,170.245849609375,226.5399932861328,1.3306638241456303,36.05443663473512
170,171.71502685546875,224.5500030517578,1.3076898811002713,40.323937783446475
171,172.1248016357422,229.61000061035156,1.3339739446512886,35.89972878374619
172,179.03097534179688,233.97999572753906,1.3069246552493852,42.2450495898832
173,162.5101318359375,223.27999877929688,1.373945096572254,27.312031062437715
174,157.9226531982422,224.57000732421875,1.4220252938779678,18.904292065512895
175,154.594482421875,220.64999389648438,1.4272824646765179,17.660461831990236
176,150.8565673828125,223.55999755859375,1.481937455141012,8.950873299464723
177,139.29295349121094,230.0399932861328,1.651483348729825,-15.470718069554346
178,136.3945770263672,226.11000061035156,1.657763860850868,-16.0377190703586
179,134.5755615234375,218.38999938964844,1.6228057822490596,-11.140022444489
180,137.10491943359375,228.9600067138672,1.6699620090930662,-17.785589080700927
181,139.8642120361328,227.44000244140625,1.6261486704164818,-11.98438754626306
182,143.83319091796875,233.57000732421875,1.6238950539408452,-11.956299044515896
183,145.01290893554688,236.52999877929688,1.6310961590628192,-13.085891816209449
184,131.2764129638672,218.1300048828125,1.6616085095412463,-15.998842001478886
185,131.24642944335938,224.1199951171875,1.707627369885202,-22.035353349919287
186,129.25692749023438,235.3800048828125,1.8210242921068656,-36.38218700170221
187,131.9462432861328,240.1300048828125,1.8199078571875453,-36.959562680745044
188,133.78578186035156,243.6300048828125,1.8210455662405043,-37.60541538951562
189,131.72628784179688,242.85000610351562,1.8435956108865545,-40.02083711226367
190,132.57608032226562,236.8699951171875,1.786672185068411,-32.72232542134059
191,125.57787322998047,237.0500030517578,1.8876733373054488,-43.76044424080555
192,125.12799072265625,226.41000366210938,1.8094273100248428,-33.81846279850907
193,122.24872589111328,224.07000732421875,1.8329025982961777,-35.94580736602489
194,124.09825134277344,224.36000061035156,1.8079223372023496,-33.366158160340085
195,127.32742309570312,245.1999969482422,1.9257438106160563,-49.195913375424645
196,122.16873931884766,239.7100067138672,1.9621222912700202,-51.70991040958207
197,121.35895538330078,235.44000244140625,1.9400299030079096,-48.69633133989449
198,125.08800506591797,239.0399932861328,1.9109745427642344,-46.510492412053274
199,131.63632202148438,240.74000549316406,1.8288265867370015,-38.05042351897546
200,132.05621337890625,236.72999572753906,1.79264564438399,-33.38892875749746
201,131.26641845703125,240.02000427246094,1.828495110126198,-37.90434842914913
202,120.72911834716797,224.75,1.8616055768229018,-38.98355639226772
203,116.67015075683594,229.97999572753906,1.971198239101136,-50.511268033730595
204,115.83036804199219,214.2899932861328,1.8500329137212608,-36.12423558403031
205,114.97058868408203,220.8699951171875,1.9210999756128717,-44.03823332026811
206,119.56941223144531,232.50999450683594,1.9445608217658246,-48.542899994143845
207,112.24127960205078,230.0,2.049156966273553,-57.40291435099217
208,118.84959411621094,245.10000610351562,2.062270451372827,-62.24974977653354
209,119.63938903808594,240.86000061035156,2.0132165714560473,-56.78433315663971
210,120.47917938232422,272.3800048828125,2.260805612050625,-87.0013555999611
211,121.9088134765625,268.1600036621094,2.199676922568558,-80.56319688329333
212,124.62812042236328,289.57000732421875,2.3234724742928745,-97.75404327294657
213,125.95777130126953,282.45001220703125,2.2424183064612895,-88.57102022718038
214,132.57608032226562,291.0199890136719,2.1951168589858834,-86.87231931782497
215,128.92701721191406,298.6199951171875,2.3161940885233805,-100.13405153999963
216,131.72628784179688,296.94000244140625,2.254219771212492,-94.1108334501543
217,138.3046112060547,295.7200012207031,2.138178898316856,-82.68419450297591
218,134.93548583984375,291.8800048828125,2.1631078219798145,-84.07158516993087
219,135.39535522460938,286.75,2.1178717654258237,-78.22806713917822
220,132.15618896484375,273.0,2.0657375347939517,-69.50381530000607
221,134.17567443847656,269.05999755859375,2.005281498934932,-62.43046785837651
222,141.52378845214844,260.7900085449219,1.8427291368977121,-42.75946774241037
223,142.97341918945312,258.6000061035156,1.8087278570350653,-38.320281891562296
224,145.98265075683594,263.4599914550781,1.8047349468528613,-38.511275656267024
225,137.72476196289062,254.66000366210938,1.8490502363745343,-42.52386557318544
226,157.459716796875,274.9700012207031,1.7462879193122,-32.213973627220604
227,163.22824096679688,290.1300048828125,1.7774498038107842,-38.42378844049528
228,162.9083251953125,299.2699890136719,1.8370453974950265,-48.06013983725526
229,166.61737060546875,310.20001220703125,1.8617507351112275,-53.23537100895765
230,159.05931091308594,306.0199890136719,1.9239363433486079,-60.78210141581899
231,156.7299041748047,295.2799987792969,1.884005482769669,-53.65631640954614
232,154.0505828857422,287.9800109863281,1.869386052241815,-50.51344589951275
233,153.13082885742188,285.04998779296875,1.8614800815737442,-49.01047267690088
234,160.3389892578125,286.69000244140625,1.7880242589058064,-39.466622105083665
235,165.1477508544922,291.5,1.7650861031515581,-36.815556287411816
236,162.65838623046875,285.5400085449219,1.7554582654001227,-34.71795369338613
237,158.22952270507812,281.1700134277344,1.7769756782481319,-37.21958878356565
238,156.35000610351562,280.9599914550781,1.7969937990860148,-39.925742254226
239,169.22999572753906,305.5299987792969,1.805412790243175,-44.511723142857754
240,171.35000610351562,316.95001220703125,1.8497227949648045,-52.642421545196946
241,168.75999450683594,320.4100036621094,1.8986134990015693,-60.12096128543708
242,166.10000610351562,312.5899963378906,1.8819385000087272,-56.428075187400104
243,159.8699951171875,305.55999755859375,1.9113029767381486,-59.06428794080218
244,161.1999969482422,308.4200134277344,1.9132755537629529,-59.86073135941833
245,171.69000244140625,310.260009765625,1.8070942125561995,-45.424895712643256
246,170.00999450683594,320.010009765625,1.8823011593754138,-57.78152226720419
247,175.35000610351562,315.17999267578125,1.7974335996870099,-44.66617762435174
248,180.72000122070312,320.3399963378906,1.7725763289846235,-41.49433261938696
249,176.74000549316406,317.8299865722656,1.7982911434534194,-45.159509492446425
250,169.52000427246094,290.4100036621094,1.713131172385697,-28.941763499498958
251,165.7100067138672,290.7099914550781,1.7543297307147505,-35.15317623557842
