,low,hd,Ratio,Spread
0,251.8000030517578,399.2200012207031,1.585464640120131,-18.04994204677208
1,253.16000366210938,402.2550048828125,1.5889358471478734,-19.01799392731666
2,253.42999267578125,404.19000244140625,1.5948783258597798,-20.54265764593682
3,252.74000549316406,402.92999267578125,1.5942469886773798,-20.33130199525285
4,253.39500427246094,404.03009033203125,1.5944674658921103,-20.435921499886057
5,253.0800018310547,403.7799987792969,1.595463868570868,-20.664575951018286
6,253.77999877929688,404.19000244140625,1.592678715366042,-20.010712488181944
7,254.1750030517578,404.1695861816406,1.59012326676097,-19.38996209733252
8,254.19000244140625,405.7449951171875,1.5962271970579034,-20.942574708436403
9,253.67999267578125,404.8349914550781,1.5958491136212005,-20.80769245851635
10,254.4199981689453,405.0400085449219,1.5920132515524927,-19.88803676452377
11,254.38099670410156,405.9100036621094,1.5956773851871797,-20.817306963375835
12,254.0500030517578,406.54998779296875,1.6002754690388332,-21.96034080920682
13,254.1300048828125,406.3800048828125,1.5991028098795628,-21.66876977183332
14,256.55999755859375,409.5299987792969,1.596234809309146,-21.12561996517106
15,256.8500061035156,409.8299865722656,1.595600454870521,-20.98484789815685
16,256.6860046386719,409.6499938964844,1.5959186963587464,-21.05410740458634
17,256.80499267578125,409.6299133300781,1.595101049484812,-20.85318681986231
18,257.3500061035156,410.409912109375,1.5947538464183795,-20.80486503308159
19,257.69000244140625,411.8999938964844,1.5984321859368313,-21.778214672440775
20,257.6099853515625,410.8500061035156,1.5948527986709258,-20.849838197253256
21,257.6539001464844,410.79998779296875,1.5943868404841377,-20.73307744342369
22,256.6400146484375,409.32000732421875,1.5949188901229312,-20.79401719231165
23,257.1199951171875,410.7650146484375,1.5975615372162062,-21.509542134355137
24,257.07501220703125,411.4200134277344,1.6003889677788048,-22.232906696416897
25,256.79998779296875,411.1099853515625,1.6008956576859261,-22.340865346349027
26,256.9100036621094,411.4800109863281,1.601650403335445,-22.543687014447436
27,256.3999938964844,410.0,1.5990640006236823,-21.838797440308632
28,257.3800048828125,412.3399963378906,1.602066938049958,-22.68935661271123
29,258.1099853515625,413.8280029296875,1.6033010205553535,-23.067926621240495
30,257.6400146484375,413.989990234375,1.6068543964309454,-23.94418329809863
31,258.8688049316406,416.25048828125,1.6079592455768053,-24.33714522351581
32,258.9263000488281,415.83990478515625,1.6060164792326521,-23.839179682151347
33,259.364990234375,416.3299865722656,1.605189606338347,-23.66253275335466
34,258.510009765625,415.0799865722656,1.6056631112605384,-23.711946437168443
35,256.82501220703125,409.0,1.5925240165872074,-20.19284746977487
36,253.7100067138672,404.489990234375,1.5943004987207963,-20.41707539836326
37,254.78500366210938,405.6300048828125,1.5920481937812583,-19.92329162021658
38,254.59500122070312,404.760009765625,1.5898191552266454,-19.342065406349455
39,255.82000732421875,407.9649963378906,1.5947345190278561,-20.685267117037107
40,255.05999755859375,407.54998779296875,1.597859294652209,-21.425334185396842
41,255.5500030517578,408.55999755859375,1.5987477702195372,-21.690625368277857
42,258.4849853515625,411.9200134277344,1.59359358094818,-20.59000581764891
43,260.1449890136719,412.125,1.5842127175409126,-18.272090928926126
44,259.67999267578125,411.95001220703125,1.5863756308764378,-18.80381238425374
45,259.364990234375,412.3399963378906,1.5898059177735586,-19.67254251897966
46,259.2900085449219,412.04998779296875,1.5891471873725564,-19.496492405708658
47,260.0,413.30999755859375,1.5896538367638222,-19.67744522694735
48,259.8500061035156,412.8500061035156,1.588801217649577,-19.445417016298983
49,258.864990234375,411.0400085449219,1.5878547661959557,-19.132463128195546
50,258.44000244140625,410.56201171875,1.5886163436011922,-19.30036989142942
51,257.80999755859375,410.4949951171875,1.5922384663298106,-20.19084529760007
52,258.260009765625,410.9700012207031,1.5913032822761248,-19.98191528669829
53,257.0400085449219,410.5538024902344,1.597236962503771,-21.41989491280517
54,256.1000061035156,409.2099914550781,1.5978523299592404,-21.50471538424633
55,254.74000549316406,407.3800048828125,1.599199168164203,-21.741680593545503
56,256.1400146484375,403.6000061035156,1.5757007223470059,-15.833924373793216
57,257.17999267578125,404.07000732421875,1.5711564617455183,-14.723349512364472
58,257.2550048828125,405.8797912597656,1.5777333134671423,-16.419128635132402
59,257.114990234375,405.8699951171875,1.5785543843523624,-16.62212910810748
60,257.4100036621094,405.4700927734375,1.5751916670094919,-15.773860399372175
61,257.9100036621094,405.7749938964844,1.573320104434935,-15.318853120234415
62,257.7699890136719,405.70001220703125,1.5738838092029142,-15.456668046334435
63,254.3300018310547,400.2900085449219,1.5739000733811377,-15.27481471118167
64,251.15499877929688,395.4700012207031,1.5746053359193677,-15.280230378948225
65,252.39500427246094,395.6499938964844,1.5675825083660506,-13.575641868708452
66,252.19000244140625,395.55999755859375,1.5684999156558477,-13.797210758581251
67,251.5,394.4949951171875,1.5685685690544235,-13.780885622680067
68,251.7100067138672,394.4800109863281,1.5672003514534707,-13.446729759054925
69,251.10000610351562,393.54998779296875,1.5673037762919382,-13.443795743983422
70,242.5800018310547,383.05999755859375,1.5791079011755331,-15.90265117619267
71,242.75999450683594,384.4150085449219,1.583518772629141,-16.984106269205107
72,242.60000610351562,384.1600036621094,1.5835119290895283,-16.972254450263016
73,243.80999755859375,385.3598937988281,1.5805746181766658,-16.333179240410765
74,244.6999969482422,385.42498779296875,1.5750919190836445,-15.0456372062853
75,244.85499572753906,385.0299987792969,1.5724816952795062,-14.415078443181265
76,247.50999450683594,387.44000244140625,1.5653509395181437,-12.789970344935305
77,246.33999633789062,387.3399963378906,1.5723796464078788,-14.468147119664103
78,247.75,390.489990234375,1.576145268352674,-15.475193756252416
79,247.30999755859375,388.7799987792969,1.5720351082336874,-14.433925405587011
80,248.13999938964844,389.4700012207031,1.5695575166385307,-13.86247711649903
81,248.17999267578125,387.6300048828125,1.5618906290693897,-11.961698310281825
82,249.8000030517578,387.05499267578125,1.5494595194043477,-8.924567110588804
83,249.5,386.70001220703125,1.5498998485251754,-9.025536321262358
84,254.35499572753906,392.2799987792969,1.5422539575338274,-7.226818801673026
85,251.5800018310547,387.7149963378906,1.541120095063262,-6.879298716165941
86,250.83999633789062,387.6639099121094,1.5454629069198038,-7.952885074221022
87,250.89500427246094,388.17999267578125,1.5471810361526164,-8.38536585455929
88,250.94000244140625,388.2749938964844,1.5472821794809117,-8.411978101933492
89,250.42999267578125,388.3699951171875,1.5508126281822403,-9.282100734825939
90,250.7899932861328,389.510009765625,1.5531321830740787,-9.874980406067912
91,252.52000427246094,392.95001220703125,1.5561143891913247,-10.68568307870921
92,253.3520050048828,393.9200134277344,1.5548328240786664,-10.391195605029985
93,252.05999755859375,390.2300109863281,1.5481631943427097,-8.664807791864142
94,252.30499267578125,389.82000732421875,1.5450348532149263,-7.882456433664764
95,251.375,388.7799987792969,1.5466136202060543,-8.255866385335558
96,251.3000030517578,388.07000732421875,1.544249910909439,-7.659856552472341
97,250.75999450683594,387.0799865722656,1.5436273530533735,-7.490549861594523
98,245.8350067138672,379.57000732421875,1.5440030791302586,-7.46564982261517
99,242.69000244140625,374.3800964355469,1.5426267776561384,-7.055569277042615
100,243.4949951171875,373.8999938964844,1.5355551505957505,-5.352025341933562
101,241.72999572753906,373.3900146484375,1.54465735013414,-7.524521825975931
102,241.6300048828125,372.3599853515625,1.5410337202623174,-6.646460295199482
103,242.72000122070312,371.8999938964844,1.5322181609513055,-4.529874089094186
104,243.41000366210938,372.0,1.528285585650758,-3.581202887104744
