,amzn,sbux,Ratio,Spread
0,168.15797424316406,116.8550033569336,0.6949120544706132,3.773238008030723
1,168.19448852539062,116.97000122070312,0.6954449116984315,3.68459038970797
2,167.63650512695312,116.79000091552734,0.6966859684117185,3.461926350755909
3,167.7060089111328,117.33000183105469,0.6996171609642663,2.9720822960769118
4,167.41650390625,117.16999816894531,0.6998712518483736,2.9231669415286268
5,167.125,117.41999816894531,0.702587872364669,2.462805433373453
6,166.73599243164062,116.95999908447266,0.7014682155829347,2.642080256492057
7,168.76199340820312,116.4000015258789,0.6897287663836102,4.664125533197754
8,170.31385803222656,115.69999694824219,0.6793340147714203,6.484021048015442
9,170.07138061523438,115.48999786376953,0.6790677975681957,6.519038205870962
10,169.93124389648438,115.33000183105469,0.678686268555236,6.577905674363811
11,170.43800354003906,116.04000091552734,0.6808340775258341,6.233605712972255
12,170.1387481689453,116.41999816894531,0.684265044981652,5.637653167576736
13,170.37899780273438,116.69000244140625,0.6848848974714037,5.541023159453267
14,169.0489959716797,116.0199966430664,0.6863098829791507,5.251243565449676
15,166.75799560546875,115.83000183105469,0.6945993888358784,3.787955927768059
16,167.14700317382812,115.63999938964844,0.6918460827525943,4.258682630528361
17,166.69699096679688,114.8499984741211,0.6889746348030793,4.723935765564071
18,166.65200805664062,114.51000213623047,0.6871204462013535,5.031470539068102
19,167.82949829101562,114.31999969482422,0.6811674995094953,6.071199574973824
20,167.4875030517578,114.2300033569336,0.682021053962657,5.914397730165454
21,166.8675079345703,112.91999816894531,0.676704527841465,6.77698830344682
22,166.75,112.55000305175781,0.6749625370420259,7.0621847410749075
23,166.40699768066406,112.80999755859375,0.6779161882066808,6.55466530009847
24,166.5229949951172,112.29000091552734,0.6743212906951375,7.1583704955620595
25,165.46900939941406,111.51499938964844,0.6739328397166516,7.1727715809934045
26,165.30799865722656,110.69999694824219,0.669659047641025,7.871581882844928
27,164.39999389648438,110.44000244140625,0.6717761955085326,7.476321874093052
28,163.40475463867188,111.63999938964844,0.683211450220723,5.558118319490268
29,163.7834930419922,111.18000030517578,0.6788229890583083,6.291431002890881
30,163.42324829101562,111.54000091552734,0.682522236474597,5.671462592809653
31,163.45724487304688,111.36000061035156,0.6812790751296589,5.875996264828493
32,163.30300903320312,111.45999908447266,0.682534876389267,5.664694706304522
33,163.5,111.3363037109375,0.6809559859996177,5.930547066349482
34,163.21600341796875,111.1500015258789,0.6809994069101327,5.911905344907658
35,163.32550048828125,109.46499633789062,0.6702259966179919,7.675928235079858
36,162.8000030517578,108.70500183105469,0.6677211289516678,8.056701637468768
37,162.51998901367188,107.93499755859375,0.6641336749629844,8.624635975038819
38,162.6272430419922,108.04000091552734,0.6643413421675617,8.597031646623995
39,162.20350646972656,107.5916976928711,0.6633130197647845,8.739548694580241
40,162.77468872070312,107.66999816894531,0.6614664664092268,9.073437411071572
41,162.5854949951172,107.58000183105469,0.6616826540048087,9.026903580431215
42,157.13626098632812,105.3499984741211,0.6704372231644689,7.324509944385219
43,158.67550659179688,105.47000122070312,0.6646898660423477,8.315291719194567
44,157.52499389648438,104.69999694824219,0.6646564101252689,8.255037526679592
45,158.91000366210938,105.33999633789062,0.6628909062381954,8.614519574019658
46,160.53750610351562,105.7864990234375,0.6589519271292633,9.342491263463904
47,160.5699920654297,105.7666015625,0.6586946925886489,9.38583196408222
48,161.4810028076172,106.05999755859375,0.6567955097786327,9.749859726515288
49,162.8247528076172,104.6500015258789,0.6427155559666431,12.129562409888456
50,165.2154998779297,105.22000122070312,0.6368651930263532,13.284826591621615
51,165.37899780273438,105.0613021850586,0.6352759635801923,13.561512622653629
52,165.3207550048828,104.85700225830078,0.6342639933818581,13.723782091045228
53,165.13525390625,104.04000091552734,0.6300290123064368,14.406918020573135
54,165.31924438476562,104.29000091552734,0.6308400531567987,14.289693306656423
55,165.39700317382812,104.02999877929688,0.6289714854746428,14.605809463278367
56,166.39425659179688,104.25,0.6265240287454696,15.10546835181882
57,165.23797607421875,104.375,0.6316647206639631,14.146047583132548
58,165.55624389648438,104.30000305175781,0.6299973990529308,14.450720009656797
59,165.57540893554688,104.23999786376953,0.6295620740658824,14.524555497804363
60,165.40451049804688,103.95999908447266,0.6285197348696258,14.681226759757342
61,165.04010009765625,103.875,0.6293924927247129,14.503251936265078
62,165.28750610351562,103.83000183105469,0.6281781622745789,14.726788709336637
63,164.58999633789062,104.28500366210938,0.6336047510932576,13.768434425351208
64,164.2897491455078,104.08000183105469,0.6335148867923179,13.756765224372321
65,161.99575805664062,103.41999816894531,0.638411767132725,12.761328205234838
66,162.39950561523438,103.65480041503906,0.6382704185111473,12.817887218866053
67,162.00999450683594,103.38999938964844,0.6381705011741479,12.801600607181873
68,162.05099487304688,102.91000366210938,0.63504703406931,13.311183927497998
69,161.24850463867188,102.41999816894531,0.6351686696161903,13.222078635648634
70,160.8262481689453,100.44000244140625,0.6245249366004962,14.897356292878959
71,160.281005859375,99.69999694824219,0.6220325135450891,15.243891948788592
