,adm,pep,Ratio,Spread
0,88.26000213623047,167.77999877929688,1.9009743339947607,10.776532365329246
1,86.68000030517578,167.8699951171875,1.936663527066967,7.490075124119954
2,86.52999877929688,166.94000244140625,1.9292731399107361,8.116603586451532
3,86.63999938964844,166.47000122070312,1.9213989195917816,8.809144201362358
4,87.12999725341797,166.85000610351562,1.9149547958578683,9.420441343309818
5,87.25,167.57000732421875,1.9205731498477794,8.943214580332665
6,87.83999633789062,168.25999450683594,1.9155282504748394,9.446833753164867
7,88.6050033569336,166.44000244140625,1.878449253829658,12.814491763704837
8,88.63999938964844,167.43649291992188,1.8889496172478026,11.888800855256534
9,88.88500213623047,167.25,1.8816447767381796,12.570952504973917
10,88.65499877929688,167.13999938964844,1.8852856769615087,12.215639263391836
11,88.9260025024414,167.77000427246094,1.8866248290859011,12.133895014623675
12,88.94000244140625,167.60000610351562,1.8844164774329824,12.332216098562128
13,89.31999969482422,168.0,1.8808777493730222,12.700984832630041
14,90.30000305175781,168.5500030517578,1.866555895409538,14.133601265223234
15,90.0999984741211,168.3699951171875,1.8687014202952228,13.908985103583603
16,90.55999755859375,168.72000122070312,1.863074268653095,14.489591269104238
17,90.5199966430664,168.8000030517578,1.8647813666781377,14.32866461880755
18,90.45999908447266,168.69000244140625,1.8648021683471547,14.317285717711684
19,90.33999633789062,168.41000366210938,1.8641798814361301,14.354510039282587
20,90.26399993896484,167.32000732421875,1.8536737507462335,15.290760024995194
21,90.94000244140625,167.83999633789062,1.8456124019353526,16.138374217300054
22,91.06999969482422,168.01950073242188,1.844948954600369,16.221863909181963
23,90.375,167.97999572753906,1.8586998144126037,14.855332978751278
24,90.58999633789062,167.9600067138672,1.8540679269639775,15.310275531663905
25,90.86000061035156,169.0800018310547,1.86088488548603,14.73651908565202
26,91.04000091552734,169.14500427246094,1.857919624027732,15.035670613419171
27,91.13999938964844,169.75999450683594,1.8626288747388016,14.622984709733629
28,90.27999877929688,169.14999389648438,1.873615376424596,13.49314029346013
29,90.29000091552734,168.92999267578125,1.8709712145625865,13.733376577681526
30,89.88140106201172,168.74000549316406,1.8773628748482187,13.096735948106499
31,90.11000061035156,168.8300018310547,1.8735989422650166,13.469213453234687
32,90.2708969116211,168.97999572753906,1.8719210898389256,13.64472470895214
33,90.25,168.8300018310547,1.8706925410643178,13.752442603166116
34,90.43000030517578,169.33999633789062,1.8726086007565612,13.60660206550358
35,91.02999877929688,170.49000549316406,1.8728991297310544,13.670434329197803
36,91.33000183105469,170.63999938964844,1.8683893131339695,14.127368859612773
37,90.88999938964844,170.8699951171875,1.879964751508713,13.007215555242936
38,91.26000213623047,170.66000366210938,1.870041635626446,13.965750012186135
39,90.9800033569336,170.3000030517578,1.8718399293044128,13.759292322674867
40,90.93000030517578,170.02999877929688,1.8698999033173729,13.928136712375562
41,90.9000015258789,169.5,1.8646864373455918,14.397445735948708
42,92.98999786376953,171.07000732421875,1.8396602995392746,17.055656032014042
43,93.1500015258789,171.9600067138672,1.8460547922384447,16.489355919333548
44,92.98999786376953,172.13999938964844,1.8511668280908422,15.985663966584355
45,92.93000030517578,172.36849975585938,1.8548208241667168,15.635784088925988
46,92.62999725341797,171.89999389648438,1.8557702579456938,15.497361521401615
47,92.5,171.85499572753906,1.857891845703125,15.279365603933769
48,92.83999633789062,172.32000732421875,1.8560966622301567,15.50219181856437
49,92.19100189208984,170.80999755859375,1.8527838297985735,15.699237680161247
50,92.69000244140625,171.67999267578125,1.852195362539863,15.838757688383254
51,93.11000061035156,172.36000061035156,1.8511438028192788,16.0084372036072
52,93.45999908447266,172.5500030517578,1.8462444333623482,16.52650763702951
53,93.875,172.5399932861328,1.8379759604381658,17.37609503810515
54,94.31999969482422,172.5800018310547,1.8297286088787483,18.23635388435767
55,93.97000122070312,172.55999755859375,1.8363306940191457,17.548285281990047
56,94.38999938964844,171.86000061035156,1.8207437410916978,19.097969680026495
