,pfe,abt,Ratio,Spread
0,55.07939910888672,135.19000244140625,2.4544567411519598,-13.931755668323074
1,55.209999084472656,135.4571990966797,2.453490334050302,-13.90611763369412
2,55.439998626708984,135.5749969482422,2.4454365134656957,-13.50820448051645
3,55.56420135498047,135.5614013671875,2.43972554381071,-13.21611828523896
4,55.60499954223633,135.58999633789062,2.438449733911057,-13.153234490650984
5,55.57500076293945,135.88999938964844,2.4451641479826582,-13.520501591987962
6,55.720001220703125,135.5399932861328,2.432519567780843,-12.845371659815964
7,55.400001525878906,134.52999877929688,2.428339261262549,-12.552888859871953
8,55.650001525878906,134.5749969482422,2.4182388725660826,-12.037330473219566
9,55.685001373291016,134.32000732421875,2.412139786507118,-11.703863273549015
10,55.79499816894531,134.5399932861328,2.4113271386576693,-11.67721153586805
11,56.10499954223633,135.27000427246094,2.411015156869015,-11.712129314025898
12,56.08000183105469,134.91000366210938,2.4056704575106136,-11.408179227185567
13,56.2400016784668,135.3000030517578,2.405761006645943,-11.439422763388048
14,56.47999954223633,135.2100067138672,2.393944897481023,-10.811296922035606
15,56.09000015258789,135.02999877929688,2.407380966517377,-11.505755845651418
16,56.119998931884766,134.69000244140625,2.400035727101229,-11.098495458181628
17,56.209999084472656,134.6300048828125,2.395125548400915,-10.836697197436134
18,56.43000030517578,135.23500061035156,2.396508946996191,-10.948400418956677
19,56.579898834228516,135.50660705566406,2.3949602216978185,-10.883900451729328
20,56.70000076293945,135.6999969482422,2.3932979739382847,-10.807994650392072
21,56.42499923706055,134.88999938964844,2.3906070219501436,-10.614612724321486
22,56.665000915527344,134.00999450683594,2.364951775199116,-9.196469784632935
23,56.654998779296875,133.7899932861328,2.361486120709669,-8.998895616065692
24,56.68730163574219,133.13999938964844,2.3486741394954964,-8.276471407801505
25,56.55500030517578,133.08999633789062,2.3532843359512907,-8.523117868696882
26,56.470001220703125,133.6396026611328,2.3665592309592096,-9.263311368022865
27,56.63999938964844,133.6999969482422,2.360522570427098,-8.94253130296465
28,55.83000183105469,131.30999755859375,2.351961190256568,-8.368729679267641
29,55.79499816894531,130.9600067138672,2.3471639217071902,-8.097224963602425
30,55.4739990234375,130.75999450683594,2.357140224406581,-8.616965457993825
31,55.86940002441406,130.66900634765625,2.3388295970702373,-7.6393988060649285
32,55.653900146484375,130.77000427246094,2.3497006306524164,-8.223596208085578
33,55.58000183105469,130.39999389648438,2.3461674991098125,-8.019282572755966
34,55.540000915527344,129.66000366210938,2.3345336968811656,-7.368983440096013
35,55.067501068115234,128.1999969482422,2.3280518356855597,-6.9684282741719095
36,54.68000030517578,127.33000183105469,2.3286393767448854,-6.967297528843684
37,54.97999954223633,127.79499816894531,2.3243906735716062,-6.759627710699927
38,54.84000015258789,127.19999694824219,2.3194747737840706,-6.478536792585228
39,54.88999938964844,127.8499984741211,2.32920386037082,-7.016428718027438
40,54.934600830078125,128.22999572753906,2.3342300442698365,-7.296419452157561
41,54.939998626708984,128.13999938964844,2.33236262454789,-7.1943200331181
42,53.974998474121094,126.37999725341797,2.3414543923333735,-7.598066543631315
43,53.85369873046875,126.02999877929688,2.3402292089548347,-7.520049535496792
44,53.70399856567383,126.1343994140625,2.3486966107340144,-7.960111805261814
45,53.709999084472656,126.04499816894531,2.346769694981887,-7.857256039545941
46,54.119998931884766,126.43499755859375,2.336197340242456,-7.327943020150723
47,54.03499984741211,126.58999633789062,2.342740754980374,-7.673528975531394
48,54.11000061035156,126.5999984741211,2.3396783782312833,-7.515362434399702
49,53.67070007324219,126.83000183105469,2.363114355839872,-8.730376975150303
50,54.06999969482422,127.0999984741211,2.350656541362762,-8.105053536114763
51,53.94300079345703,127.43499755859375,2.3624009729553435,-8.724812887447737
52,53.744998931884766,126.98999786376953,2.36282445599662,-8.723778158723047
53,53.70500183105469,126.41000366210938,2.353784551758703,-8.233466505363705
54,53.790000915527344,126.47000122070312,2.351180499500522,-8.10287688787366
55,53.529998779296875,126.08000183105469,2.3553148646776556,-8.295861105958803
56,53.3650016784668,127.5,2.38920633354814,-10.085820101003772
57,53.630001068115234,127.4800033569336,2.377027798209845,-9.471634877550084
58,53.922000885009766,127.51000213623047,2.3647119922005353,-8.846904010472723
59,53.8650016784668,127.05999755859375,2.358859994418,-8.524704548402124
60,54.15840148925781,127.03500366210938,2.3456195192043556,-7.84184190251764
61,54.279998779296875,126.1332015991211,2.323751002869035,-6.667391207232111
62,54.04999923706055,124.69000244140625,2.306938098084373,-5.739903054257436
63,53.724998474121094,125.58999633789062,2.3376454147018046,-7.368622183701671
64,52.91999816894531,126.0999984741211,2.3828420793128355,-9.683617113229868
65,52.73929977416992,125.40499877929688,2.3778282858566957,-9.39378409751495
66,52.83000183105469,125.41999816894531,2.374029790307911,-9.205408956791583
67,52.70000076293945,125.58000183105469,2.382922201385756,-9.656904422767749
68,52.79999923706055,125.41000366210938,2.37518949761809,-9.262687052949058
69,52.7599983215332,125.79000091552734,2.3841926633304693,-9.732375408082074
70,51.34000015258789,122.36000061035156,2.383326845474966,-9.486332233062381
71,50.880001068115234,121.45999908447266,2.387185466483559,-9.617752716663826
72,50.30500030517578,121.3844985961914,2.4129708351021,-10.831534016940136
