,hon,de,Ratio,Spread
0,207.27999877929688,341.8599853515625,1.6492666314397308,57.35816307977191
1,207.10499572753906,342.5299987792969,1.6538953953091444,56.34946245644889
2,207.15040588378906,341.57000732421875,1.6488985665605638,57.39733717023066
3,208.02999877929688,342.5299987792969,1.6465413680201657,58.1396408925618
4,208.44000244140625,342.7950134277344,1.6445740232808534,58.66811520963708
5,208.9499969482422,343.239990234375,1.642689615924699,59.210141815513595
6,208.5500030517578,342.95001220703125,1.6444498067061555,58.72600299351038
7,208.13499450683594,348.25,1.673192923780831,52.62284017694586
8,207.6199951171875,346.32000732421875,1.6680474687842297,53.55614338212709
9,206.52999877929688,347.3699951171875,1.681934814169034,50.39666207362265
10,206.13499450683594,346.8399963378906,1.6825866814496098,50.16220053099059
11,206.7100067138672,349.0799865722656,1.6887425631767807,49.03504387221611
12,207.0500030517578,349.6499938964844,1.6887224764207311,49.123038823008784
13,206.85000610351562,350.1600036621094,1.692820852453231,48.22597063271027
14,208.852294921875,367.79998779296875,1.7610531305416157,34.461059409648584
15,207.8300018310547,369.17999267578125,1.7763556244198477,31.102588571403913
16,208.14500427246094,367.6300048828125,1.7662206506843967,33.262207410299226
17,208.10000610351562,367.8800048828125,1.767803912027841,32.925121479547585
18,208.75999450683594,368.4700012207031,1.7650412479228026,33.61241499001292
19,209.11000061035156,369.5,1.7670125719549572,33.25979060189334
20,209.0,371.3399963378906,1.7767463939611992,31.206907700832545
21,213.00250244140625,386.5199890136719,1.8146265165123947,23.77304467022205
22,213.79750061035156,379.1086120605469,1.7732134892983467,32.72299879462301
23,214.7100067138672,380.1000061035156,1.7702947893344116,33.49759757322468
24,214.85499572753906,379.34320068359375,1.765577753494011,34.5350033709025
25,213.36000061035156,376.3977966308594,1.7641441486413163,34.58711100067134
26,212.15499877929688,372.739990234375,1.7569229684855712,35.91285126036698
27,211.0500030517578,372.0799865722656,1.7629944619380882,34.43433276335682
28,213.24000549316406,372.8523864746094,1.7485104899163122,37.900292008250204
29,212.85000610351562,372.0400085449219,1.7478975704796886,37.9578956740917
30,212.1199951171875,376.1300048828125,1.773194482090273,32.4550932666788
31,211.2899932861328,374.67010498046875,1.7732505886972298,32.308672652495915
32,211.57000732421875,376.94000244140625,1.7816325064628258,30.580692422899148
33,211.38999938964844,376.4800109863281,1.7809736131006584,30.692310624305748
34,210.8699951171875,376.2099914550781,1.7840849820573366,29.95595462687274
35,215.57000732421875,379.6600036621094,1.7611912175291535,35.60197781832531
36,216.13999938964844,380.92999267578125,1.762422475023034,35.435106791506115
37,216.97000122070312,381.7099914550781,1.7592754265913495,36.26142852873588
38,216.34500122070312,381.1600036621094,1.7618156255585085,35.601840287934436
39,215.9398956298828,381.29998779296875,1.7657690658816945,34.67784653499095
40,216.1999969482422,379.760009765625,1.7565218090939136,36.72120427599796
41,215.74000549316406,378.4700012207031,1.754287529359942,37.12098139723727
42,212.74000549316406,379.17999267578125,1.7823633678902269,30.60502498006221
43,213.0500030517578,378.0899963378906,1.7746537945180805,32.294966305796464
44,213.22000122070312,375.0150146484375,1.7588172427607345,35.6989491327553
45,213.22500610351562,376.6600036621094,1.7664907627168738,34.06364617716636
46,213.77000427246094,380.44000244140625,1.7796697143557885,31.338394155637303
47,213.07000732421875,379.1499938964844,1.7794620587755903,31.27368344886949
48,213.4499969482422,379.8699951171875,1.779667371976113,31.289084375846556
