,ibm,nvda,Ratio,Spread
0,131.47000122070312,284.3450012207031,2.162812798209103,-110.46685232947408
1,131.24000549316406,282.8736877441406,2.1553922272494477,-109.29972407376852
2,130.75,282.8399963378906,2.1632122090852057,-109.91409874576303
3,130.80499267578125,282.8299865722656,2.16222623301008,-109.83135737156849
4,131.2100067138672,284.260009765625,2.1664506914134805,-110.725721550982
5,131.6699981689453,287.4200134277344,2.1828815783755595,-113.27735477137747
6,131.9499969482422,286.5899963378906,2.1719590978869556,-112.07701997419443
7,132.0800018310547,283.82000732421875,2.148849207976668,-109.13509053182878
8,132.5850067138672,278.8800048828125,2.103405292912688,-103.52718428431348
9,132.19500732421875,280.2749938964844,2.120163231347215,-105.43797440326517
10,131.97999572753906,280.385009765625,2.1244508171106085,-105.83235794619969
11,131.92999267578125,278.20001220703125,2.1086942139890015,-103.71349287408827
12,131.5800018310547,276.1700134277344,2.098875281840545,-102.14638113856478
13,132.16000366210938,276.9200134277344,2.0953390265918106,-102.12928869313296
14,131.09500122070312,279.3900146484375,2.131202654921025,-106.00782913462373
15,131.18930053710938,280.92999267578125,2.141409333883253,-107.42308980876001
16,131.55999755859375,277.8796081542969,2.1121892164108305,-103.8824328958805
17,131.31649780273438,276.6700134277344,2.106894549101913,-102.99488339949352
18,131.10000610351562,278.4642028808594,2.1240594196539244,-105.07539806415693
19,130.80999755859375,277.2300109863281,2.1193335078394786,-104.2247624827423
20,130.02999877929688,272.739990234375,2.097515902444199,-100.76634394134885
21,128.8000030517578,267.36981201171875,2.0758525285459593,-97.02291994599031
22,129.03500366210938,266.75,2.0672685118722565,-96.09230341052591
23,128.3249969482422,266.09991455078125,2.073640528961854,-96.38125083543275
24,128.9499969482422,263.3100891113281,2.0419549852103933,-92.76481976695416
25,129.6199951171875,264.5299987792969,2.0408116706079125,-93.0986106223038
26,129.67999267578125,263.9731140136719,2.035573171828,-92.46237494522057
27,130.11000061035156,267.1499938964844,2.0532625673912257,-95.07053966124678
28,130.10000610351562,272.2267150878906,2.0924419855237377,-100.16047927762892
29,129.67990112304688,273.135009765625,2.106224691723513,-101.62439178198264
30,129.77000427246094,274.2300109863281,2.1132002925002884,-102.60022536988802
31,129.9250030517578,272.5058898925781,2.097409147521981,-100.67110769460385
32,130.14999389648438,271.9599914550781,2.0895889681822286,-99.82764333913556
33,130.24000549316406,273.85009765625,2.1026572950399918,-101.59870299231864
34,130.27999877929688,273.7132873535156,2.100961697253348,-101.40899880887929
35,130.57000732421875,264.8800048828125,2.0286435630281328,-92.19216002505951
36,130.58999633789062,263.19000244140625,2.015391759108594,-90.47572073370154
37,129.55499267578125,261.3999938964844,2.0176759575036427,-90.05457595383817
38,129.5800018310547,262.3800048828125,2.0248495228831787,-91.00151060652439
39,129.51499938964844,261.010009765625,2.01528788940014,-89.71748570368379
40,128.94000244140625,259.2294006347656,2.0104652995688155,-88.69734971536752
41,128.91000366210938,259.32000732421875,2.011636024803255,-88.82763186054976
42,128.60499572753906,244.71780395507812,1.902863901753352,-74.62882253239033
43,128.72999572753906,244.2899932861328,1.8976928563190507,-74.03569073763992
44,128.44500732421875,241.19500732421875,1.877807571884817,-71.31762160515234
45,129.07000732421875,242.64500427246094,1.8799487913791335,-71.94101292436906
46,128.74000549316406,241.89999389648438,1.8789807641365137,-71.63245274221413
