,nue,ecl,Ratio,Spread
0,145.73500061035156,183.4199981689453,1.2585857714397057,-14.938698686600077
1,146.11000061035156,183.5399932861328,1.2561768018576644,-14.625163855310717
2,146.0850067138672,182.3800048828125,1.2484512201860343,-13.49407039240404
3,148.11000061035156,182.27000427246094,1.2306394134179883,-11.04301511642899
4,149.69500732421875,183.0850067138672,1.2230535272117011,-10.025623213839765
5,149.86000061035156,183.24000549316406,1.2227412568187777,-9.989876577573455
6,150.52000427246094,182.7100067138672,1.2138586335882513,-8.696860855266436
7,149.22999572753906,180.3300018310547,1.208403182965289,-7.808208873826402
8,149.8300018310547,180.8000030517578,1.2067009333392673,-7.584555120815054
9,149.19500732421875,180.27999877929688,1.2083514188080482,-7.798655210571894
10,148.9600067138672,179.73500061035156,1.206599036717279,-7.525336514953892
11,149.17640686035156,179.27999877929688,1.2017986124784878,-6.82015883228388
12,149.0399932861328,179.2949981689453,1.202999236753371,-6.992863208072578
13,149.47000122070312,180.38999938964844,1.2068642397566434,-7.590740914858628
14,152.19000244140625,178.39999389648438,1.1722188779461324,-2.456196784178843
15,153.41000366210938,178.46499633789062,1.1633204620147568,-1.1107803819767526
16,152.6300048828125,177.7100067138672,1.1643189479703602,-1.257531639554884
17,151.47000122070312,178.0800018310547,1.1756783547626621,-2.9685836310549973
18,150.3699951171875,178.2449951171875,1.1853760783743874,-4.405271822204753
19,150.5399932861328,177.72999572753906,1.1806164717287182,-3.693740972758917
20,148.52999877929688,176.44000244140625,1.1879081929003534,-4.727461859925683
21,151.2100067138672,176.1300048828125,1.164803895658183,-1.319161096553728
22,149.0449981689453,177.91200256347656,1.1936797930099603,-5.604081558369586
23,148.11000061035156,177.56100463867188,1.1988454790828078,-6.334015482639927
24,147.7677001953125,178.39549255371094,1.2072698723599002,-7.564230014466943
25,148.52000427246094,179.73800659179688,1.2101939228473648,-8.037020458405976
26,148.05999755859375,179.6300048828125,1.2132244214830892,-8.460823247986553
27,149.22999572753906,180.36000061035156,1.208604206755115,-7.838207653123277
