,mu,tsm,Ratio,Spread
0,82.46266174316406,113.86217498779297,1.3807724924333022,-3.659518067572973
1,81.49894714355469,112.5113296508789,1.380524946570145,-3.61238546379546
2,90.09294128417969,114.95851135253906,1.2759990928692853,5.5663847441399685
3,89.7551498413086,118.73694610595703,1.3228984221617326,1.3309858590235586
4,93.80872344970703,118.13005065917969,1.2592650908687812,7.4215540966016125
5,93.81867218017578,120.10736083984375,1.2802074261846446,5.457702554621564
6,92.33831787109375,119.48088836669922,1.293946988870829,4.081552297876884
7,95.54740142822266,118.8446273803711,1.243828985444987,9.059060264196718
8,93.28216552734375,117.87553405761719,1.2636449142367348,6.963743346895187
9,92.64563751220703,117.76786804199219,1.2711647434718665,6.2103145127916
10,95.2315444946289,126.07847595214844,1.3239150600908223,1.3979205562857566
11,95.81835174560547,130.58126831054688,1.3628001936125533,-2.311039182678369
12,93.88886260986328,124.37522888183594,1.3247069505853188,1.284788098436851
13,95.13209533691406,125.75545501708984,1.3219035549645148,1.5864067097138865
14,93.93858337402344,120.89045715332031,1.286909519084251,4.836822057246737
15,93.38162231445312,122.36854553222656,1.3104135749554973,2.6052769749582176
16,93.68994140625,126.44064331054688,1.3495647602370269,-1.0497268566608517
17,94.59501647949219,129.43597412109375,1.368317052401539,-2.8206724623881434
18,95.10225677490234,136.24893188476562,1.4326571892742084,-8.94743575297201
19,96.83282470703125,137.6878662109375,1.4219131438901387,-8.045258457934919
20,92.36714935302734,131.002197265625,1.4182769326888551,-7.400753383574282
21,89.51268768310547,128.24176025390625,1.4326657323474654,-8.50183100163886
22,84.609375,125.61840057373047,1.4846865441770545,-12.5116707999245
23,81.48638153076172,121.89868927001953,1.495939407052967,-13.01674383900402
24,82.5008544921875,123.29847717285156,1.4945115166598357,-13.044153116701976
25,80.2829360961914,119.89201354980469,1.4933685709520572,-12.638088631625974
26,81.52616882324219,120.47933959960938,1.477799599056617,-11.543569934899734
27,78.29376220703125,113.92090606689453,1.4550444742411899,-9.357934807373693
28,78.84078216552734,115.12490844726562,1.4602202728729814,-9.821928802004605
