,sbux,hd,Ratio,Spread
0,97.85880279541016,363.05999755859375,3.710039231908754,-22.607445096113945
1,97.81999969482422,363.8599853515625,3.719689086963009,-23.543823328120464
2,97.4520034790039,363.70001220703125,3.732093740744803,-24.677333556878448
3,95.56999969482422,356.8599853515625,3.7340168095751176,-24.45243071260988
4,95.5999984741211,356.6099853515625,3.7302300318351653,-24.096986904844112
5,96.0199966430664,359.05999755859375,3.739429390872838,-25.070732169478486
6,96.61000061035156,359.9949951171875,3.726270498321628,-23.931903180272496
7,96.05860137939453,358.5,3.732096812278818,-24.37504140963993
8,95.11000061035156,354.7099914550781,3.7294710249057896,-23.919304441156026
9,95.41999816894531,355.42498779296875,3.724847983791334,-23.544679009683005
10,95.41000366210938,356.4800109863281,3.736295957484579,-24.634832261072216
11,95.33000183105469,356.42999267578125,3.7389068061432753,-24.866015315792747
12,94.4000015258789,358.3800048828125,3.7963982954445807,-30.08491964775315
13,96.1500015258789,361.0,3.7545501224234132,-26.553775688115575
14,95.97000122070312,360.29998779296875,3.75429804324357,-26.486453144517025
15,95.81999969482422,361.57000732421875,3.7734294351469218,-28.28371853143396
16,95.56999969482422,359.67999267578125,3.7635240538277457,-27.27243803682863
17,96.41000366210938,364.1000061035156,3.77657911288528,-28.739890762931093
18,97.20999908447266,366.7200012207031,3.772451441975986,-28.5479526779586
19,97.4800033569336,363.2300109863281,3.726200230588032,-24.1089145400155
20,97.28569793701172,362.9100036621094,3.730353087429952,-24.471878450836964
21,97.48999786376953,364.93499755859375,3.7433070628286016,-25.778771054251347
22,97.7300033569336,365.6700134277344,3.7416351260341116,-25.67018282758958
23,97.7249984741211,365.69000244140625,3.742031293438658,-25.70776368711459
24,97.48999786376953,364.32501220703125,3.7370501609419597,-25.168785702688847
25,98.31839752197266,366.8599853515625,3.73134626476774,-24.791986556476257
26,97.54000091552734,363.5799865722656,3.727496239077721,-24.248002510421525
27,97.1050033569336,366.0950012207031,3.77009411013591,-28.292006005138756
28,97.5,366.5849914550781,3.7598460662059296,-27.39360807586773
29,97.87999725341797,366.239990234375,3.741724565910589,-25.712940595401488
30,97.88999938964844,366.4955139160156,3.7439525610495754,-25.93330740217412
31,98.48600006103516,368.260009765625,3.739211761442252,-25.60289866916592
32,98.75,368.67999267578125,3.733468280261076,-25.094938527410118
33,97.69999694824219,369.2699890136719,3.779631530687737,-29.375629038131063
34,97.5479965209961,369.885009765625,3.7918257981445214,-30.524921657357066
35,97.90950012207031,372.45001220703125,3.804023222901485,-31.819261854774407
36,97.83000183105469,371.4800109863281,3.7971992643713444,-31.128692088018152
37,97.4800033569336,372.46319580078125,3.820918988245896,-33.34209935446863
38,97.5999984741211,373.3699951171875,3.82551230486123,-33.82712343981187
39,97.7300033569336,373.6300048828125,3.8230839256008764,-33.63017428266771
40,96.29000091552734,370.5400085449219,3.8481670476874,-35.601695252238514
41,96.5,370.44000244140625,3.8387565019834846,-34.76355567752448
42,96.27999877929688,369.2900085449219,3.8355838515478924,-34.38685212710651
43,96.11000061035156,368.4800109863281,3.833940366728505,-34.174387357077464
44,96.05999755859375,368.45001220703125,3.8356237931641384,-34.320146135282286
45,96.2699966430664,367.1499938964844,3.8137530559779798,-32.281994353537
46,95.94000244140625,364.82000732421875,3.8025849285028572,-31.11191648353279
47,94.66999816894531,356.69000244140625,3.767719545160101,-27.445896119616958
48,94.33000183105469,356.1400146484375,3.7754691798510227,-28.09097390377762
49,94.79000091552734,358.0299987792969,3.7770861411675414,-28.364090409606415
50,95.19200134277344,359.5830993652344,3.777450776251931,-28.504184974438868
51,95.16000366210938,360.27349853515625,3.7859760894335617,-29.307053963732454
52,95.58370208740234,361.9200134277344,3.7864197088410787,-29.464295747391287
53,95.0,359.6700134277344,3.7860001413445725,-29.265971586845506
54,95.76000213623047,360.159912109375,3.7610683382922536,-27.084510932121685
55,96.05000305175781,357.989990234375,3.727121070901657,-23.89525422065581
56,95.68000030517578,357.0,3.7311872790691054,-24.20580018801415
57,95.94740295410156,358.2099914550781,3.7333995546125966,-24.475888281347164
58,95.76000213623047,358.7799987792969,3.746658216119167,-25.70459760204356
59,95.625,357.9049987792969,3.7427973728553923,-25.30412155382764
60,95.19999694824219,357.3500061035156,3.7536766550297025,-26.242987666296283
61,95.23999786376953,357.4100036621094,3.752730068026099,-26.16238454225633
62,95.3499984741211,360.1700134277344,3.777346818998513,-28.535749134848157
63,95.5199966430664,361.09149169921875,3.780271193355717,-28.859694617767826
64,95.125,361.510009765625,3.800368039586071,-30.666600847820046
65,94.61000061035156,359.54010009765625,3.800233567045532,-30.50688139139849
66,94.75499725341797,361.4100036621094,3.8141524366839947,-31.867130946037758
67,94.91999816894531,361.57000732421875,3.8092079045415796,-31.447166848597345
68,97.53500366210938,366.4800109863281,3.7574203847464367,-27.165591953498886
69,97.5199966430664,366.760009765625,3.7608697948176286,-27.49833945351683
70,97.13999938964844,365.7099914550781,3.7647724289984854,-27.78398740273307
