,nke,amzn,Ratio,Spread
0,138.10000610351562,169.22000122070312,1.2253439083403146,-29.850606107384465
1,138.9600067138672,169.58248901367188,1.220369032961113,-29.345188327836865
2,138.58999633789062,169.00050354003906,1.219427866409678,-29.136614295235063
3,138.74000549316406,169.02499389648438,1.2182859103664407,-29.009716640761354
4,138.94000244140625,169.34100341796875,1.218806682325943,-29.12389088006529
5,139.30999755859375,170.03500366210938,1.2205513361709213,-29.444495082219845
6,139.1699981689453,169.3155059814453,1.2166092419998804,-28.8662836389866
7,138.38999938964844,168.18099975585938,1.2152684478473905,-28.518945793235815
8,138.24000549316406,166.46249389648438,1.204155723971784,-26.951812545734924
9,139.05999755859375,167.15150451660156,1.2020099773565096,-26.81329388919883
10,139.4571075439453,167.41400146484375,1.2004694806400509,-26.675030692575973
11,138.69500732421875,166.6719970703125,1.2017159109461935,-26.70213159815171
12,138.1699981689453,165.88926696777344,1.2006171322730625,-26.449236435261867
13,138.5399932861328,166.35000610351562,1.2007363517042011,-26.536579529017985
14,137.06500244140625,165.11700439453125,1.2046620322727306,-26.79212650027867
15,136.68499755859375,165.05450439453125,1.2075539184450448,-27.11312431575297
16,136.13499450683594,164.75149536132812,1.2102067947933492,-27.365173857829774
17,136.2949981689453,165.17050170898438,1.2118603318387828,-27.622705820123684
18,135.8800048828125,165.218994140625,1.2159183706470678,-28.09000607731261
19,135.47999572753906,165.12950134277344,1.218847848761834,-28.404199242866866
20,134.5500030517578,162.95350646972656,1.2110999834540521,-27.16674536152925
21,133.99000549316406,164.49449157714844,1.2276623989357225,-29.272875418674346
22,134.75709533691406,164.7624969482422,1.2226628700797526,-28.76674000196195
23,134.22000122070312,164.27450561523438,1.2239197148054817,-28.820779652205033
24,133.22500610351562,163.1824951171875,1.224863859194684,-28.73291007736117
25,133.75,164.09295654296875,1.226863226489486,-29.113551962538168
26,133.13999938964844,163.15460205078125,1.225436403775937,-28.790805090380218
27,133.52000427246094,163.60250854492188,1.2253033501337716,-28.855213769046543
28,134.3800048828125,166.22000122070312,1.2369399849751235,-30.604800872311444
29,134.69500732421875,166.34750366210938,1.2349938350847796,-30.414405429737144
30,134.94000244140625,167.15249633789062,1.238717158097516,-30.972151039775724
31,134.0500030517578,167.07550048828125,1.2463670024966134,-31.79333528505751
32,134.07000732421875,167.2239990234375,1.2472886543449135,-31.92164567228224
33,133.55999755859375,167.4499969482422,1.2537436358875391,-32.662341275548755
34,134.33999633789062,168.36898803710938,1.2533049920116819,-32.79416398458076
35,133.86000061035156,165.8489990234375,1.2389735415152254,-30.75858272795091
36,133.91000366210938,165.25,1.234037752825172,-30.109121034207078
37,133.14999389648438,164.68800354003906,1.2368607667235305,-30.31412020519474
38,133.58999633789062,165.13999938964844,1.2361704013521944,-30.322069194580166
39,133.2100067138672,164.4499969482422,1.234516843028752,-30.015549169603275
40,132.55999755859375,163.6405029296875,1.2344636839432321,-29.862039066941207
41,132.30999755859375,164.0550079345703,1.2399290375764553,-30.52884202431079
42,127.56999969482422,158.3144989013672,1.241001013405116,-29.57190001439085
43,127.56999969482422,158.89625549316406,1.2455613065240982,-30.153656606187724
44,126.9000015258789,158.33358764648438,1.2477035913525594,-30.267145424287236
45,127.33999633789062,159.10751342773438,1.2494700644214733,-30.59703204483577
46,127.68499755859375,157.80450439453125,1.2358891601350102,-28.945850605277286
47,127.81999969482422,158.60150146484375,1.2408191350611149,-29.606604625380612
48,128.35000610351562,158.72525024414062,1.2366594678314784,-29.195475277806622
49,127.54000091552734,158.5500030517578,1.243139422248939,-29.837678687156284
50,127.37539672851562,157.35475158691406,1.2353622098802612,-28.80854441972778
51,127.69499969482422,155.39100646972656,1.2168918660957162,-26.522258606506824
52,128.5,156.43199157714844,1.2173695842579646,-26.750843998940354
53,128.80999755859375,156.48199462890625,1.214828022628639,-26.488000053461747
54,129.55499267578125,157.85775756835938,1.2184613985769535,-27.111920022198632
55,129.38499450683594,157.74349975585938,1.2191792437532247,-27.16922296950426
56,129.1811065673828,156.27017211914062,1.209698355058042,-25.9016573714286
57,129.66000366210938,156.1824951171875,1.2045541470459546,-25.330681343669937
58,129.63999938964844,156.69569396972656,1.2086986632787542,-25.86406834414052
59,129.3300018310547,155.8040008544922,1.2047011416424536,-25.285222226142565
60,128.75999450683594,155.5313720703125,1.207916889605453,-25.587840165174327
61,128.67999267578125,154.8520050048828,1.2033883573108672,-24.98921029242581
62,128.14999389648438,154.52249145507812,1.2057939821666839,-25.19456716996953
63,125.43350219726562,152.0500030517578,1.2121961070068281,-25.46353994129018
64,124.55999755859375,151.69326782226562,1.2178329383067643,-25.98833843909648
65,124.94000244140625,151.24899291992188,1.2105729947528525,-25.16056572127843
66,125.66000366210938,151.87860107421875,1.2086471164095243,-25.06355454048976
67,125.33000183105469,151.54925537109375,1.2092017326815547,-25.067243982532716
68,125.30000305175781,151.33450317382812,1.207777330311127,-24.882766307641916
69,125.0,151.1219940185547,1.2089759521484376,-24.97301777516161
70,127.5,154.51100158691406,1.2118509928385417,-25.83904581865312
71,127.5,154.41250610351562,1.2110784792432598,-25.74055033525468
72,126.70999908447266,153.46449279785156,1.211147454081684,-25.58979948339156
73,126.47000122070312,153.3800048828125,1.2127777607525176,-25.74751544687352
74,125.08000183105469,151.0319061279297,1.20748244257246,-24.80219269185544
75,124.5199966430664,150.6844940185547,1.2101228564154896,-25.019933231726128
76,125.02999877929688,150.76651000976562,1.2058426896084264,-24.58725924399772
77,126.27999877929688,151.45745849609375,1.1993780484651433,-24.01671796789192
78,126.9000015258789,153.22950744628906,1.2074823136628627,-25.163065224091923
79,127.08999633789062,153.84201049804688,1.2104966160281523,-25.583827067635042
80,127.23999786376953,154.80575561523438,1.2166438086628886,-26.396191873425977
81,126.77999877929688,154.47750854492188,1.2184690805514347,-26.532172111746476
82,127.68000030517578,155.7062530517578,1.2195038587060993,-26.852642449725494
83,127.48999786376953,155.5605010986328,1.2201780822434263,-26.898639404337644
84,132.88499450683594,153.4499969482422,1.1547578981188003,-19.343548827072055
85,133.9250030517578,153.67599487304688,1.1474780016518344,-18.519978646066534
86,133.0800018310547,152.7259979248047,1.1476254570441817,-18.422750009153276
87,133.44000244140625,152.26998901367188,1.1411120071024723,-17.603431430477713
88,133.75999450683594,152.75900268554688,1.1420380454466899,-17.769511730673003
89,133.95379638671875,151.87750244140625,1.1338051368319757,-16.69242821660228
90,133.49000549316406,151.6949920654297,1.1363771505215639,-16.977971811929166
91,132.6999969482422,153.50399780273438,1.156774689773403,-19.584247702557263
92,132.34500122070312,151.43350219726562,1.144232882243356,-17.872010877887163
93,131.55999755859375,150.385498046875,1.143094411961332,-17.616225994075847
94,131.75999450683594,150.95449829101562,1.1456777822132032,-17.983390956036033
95,132.33999633789062,153.00601196289062,1.1561585023187964,-19.449571530256293
96,131.47000122070312,152.49301147460938,1.1599072796737426,-19.814562988934682
97,131.63999938964844,152.82949829101562,1.1609655044030138,-19.979489045535303
98,135.1999969482422,155.05450439453125,1.1468528690417785,-18.61177476948629
99,136.3000030517578,157.0940704345703,1.1525610192020046,-19.54122365896552
100,137.06500244140625,157.07049560546875,1.145956245633269,-18.74561771121617
101,137.10000610351562,156.6060028076172,1.1422756807857017,-18.245799504245667
102,136.3300018310547,156.89999389648438,1.1508838244638242,-19.316872598504744
103,137.25,158.302001953125,1.1533843493852458,-19.7904260378794
104,137.07000732421875,158.11300659179688,1.153520085672747,-19.783077810800194
105,137.0399932861328,154.7060089111328,1.128911387116856,-16.406370051555882
106,136.42999267578125,154.44699096679688,1.1320603918365082,-16.762959727249523
107,136.58999633789062,154.05474853515625,1.1278626009628263,-16.20924291024656
108,137.30999755859375,155.23049926757812,1.1305112666784312,-16.658374307582875
109,136.1699981689453,154.25,1.1327752226934962,-16.82835308738271
110,136.1699981689453,154.42449951171875,1.1340567055022295,-17.00285259910146
111,135.8699951171875,154.02999877929688,1.1336572040533779,-16.911112489472714
112,137.33999633789062,153.89549255371094,1.1205438812965283,-15.293093071340877
113,137.6699981689453,153.3365020751953,1.1137975166312157,-14.401067447657312
114,136.8699951171875,151.0802459716797,1.1038229806490856,-12.952167871908387
115,137.38999938964844,151.07650756835938,1.0996179360907847,-12.423645415682984
116,136.10000610351562,149.08499145507812,1.0954076764822942,-11.733979961653773
117,135.83999633789062,148.9560089111328,1.0965548654802464,-11.867397143683462
118,135.50999450683594,148.2635040283203,1.094114899553339,-11.507927406038931
119,132.74000549316406,147.51950073242188,1.111341680184117,-13.559374336381723
120,131.72999572753906,147.5550079345703,1.1201321849259191,-14.61417512196553
121,131.7100067138672,145.385498046875,1.103830313840292,-12.464837983156798
122,130.60800170898438,145.0500030517578,1.1105751650266615,-13.241477413488099
123,130.1199951171875,144.39450073242188,1.1097026295027033,-13.078467349793812
124,129.5749969482422,144.99349975585938,1.1189928857476725,-14.227474061767111
125,129.07000732421875,144.30250549316406,1.1180173340401374,-14.04611119174453
126,126.27999877929688,145.0,1.1482420130001791,-17.55925947179817
127,125.69999694824219,143.20050048828125,1.1392243752181237,-16.34509305773416
128,125.5,143.74600219726562,1.1453864716913595,-17.092430048898976
129,125.68000030517578,143.968994140625,1.1455203197886692,-17.13376715848696
130,126.78500366210938,145.0,1.1436683819991427,-17.049612680080486
131,127.65499877929688,145.60450744628906,1.1406095244105963,-16.77612817940991
132,127.94999694824219,146.00698852539062,1.1411253771616172,-16.88089952246247
133,124.28500366210938,140.63125610351562,1.1315223233677203,-15.20384830846396
134,122.94000244140625,140.04299926757812,1.1391166136857955,-15.972955688828975
135,123.30000305175781,140.65049743652344,1.1407177125330838,-16.217144190231508
136,121.44000244140625,140.1094970703125,1.1537343070946835,-17.55324120648406
